Symbol,Date,Open,High,Low,Close,Volume
AAL,31-Aug-2015,38.63,39.76,38.62,38.98,12409600
AAME,31-Aug-2015,3.65,3.65,3.47,3.6,1800
AAOI,31-Aug-2015,21,21.21,20.51,20.61,422900
AAON,31-Aug-2015,20.43,20.82,20.41,20.68,126700
AAPC,31-Aug-2015,10.15,10.15,10.15,10.15,0
AAPL,31-Aug-2015,112.03,114.53,112,112.76,56229200
AAVL,31-Aug-2015,10.67,10.91,10.35,10.46,358600
AAWW,31-Aug-2015,41.31,41.8,41.18,41.31,273300
AAXJ,31-Aug-2015,53.33,53.53,52.94,53.34,2275200
ABAC,31-Aug-2015,0.71,0.79,0.71,0.79,3100
ABAX,31-Aug-2015,47.58,48.37,46.93,47.02,122600
ABCB,31-Aug-2015,26.67,27.42,26.64,27.27,145600
ABCD,31-Aug-2015,5.34,5.4,5.06,5.21,256600
ABCO,31-Aug-2015,49.74,49.89,48.58,48.63,216900
ABCW,31-Aug-2015,40.5,41.15,40.14,40.91,15200
ABDC,31-Aug-2015,12.88,13.17,12.6,12.98,48100
ABEO,31-Aug-2015,4.75,4.96,4.63,4.67,191700
ABEOW,31-Aug-2015,2,2,1.8,1.8,3500
ABGB,31-Aug-2015,5.82,5.99,5.81,5.89,73800
ABIO,31-Aug-2015,0.88,0.93,0.86,0.9,179900
ABMD,31-Aug-2015,97.5,100,95.76,95.9,500800
ABTL,31-Aug-2015,17.34,18.22,17,17.65,81800
ABUS,31-Aug-2015,7.34,7.57,7.04,7.11,543300
ABY,31-Aug-2015,22.88,23.4,22.62,22.76,800500
ACAD,31-Aug-2015,37.66,39.1,36.55,36.63,876600
ACAS,31-Aug-2015,13.88,14.08,13.73,13.91,1968000
ACAT,31-Aug-2015,26.35,26.78,25.85,26.43,197600
ACET,31-Aug-2015,22.73,22.77,22.2,22.41,84300
ACFC,31-Aug-2015,5.45,5.82,5.07,5.3,94300
ACGL,31-Aug-2015,68.2,68.52,67.72,68.28,565500
ACHC,31-Aug-2015,74.55,75.09,72.8,73.03,689000
ACHN,31-Aug-2015,7.74,7.87,7.37,7.39,2005400
ACIW,31-Aug-2015,21.39,21.6,21.15,21.33,363200
ACLS,31-Aug-2015,3.15,3.3,3.15,3.26,729000
ACNB,31-Aug-2015,20.5,20.5,20,20,2300
ACOR,31-Aug-2015,32.49,33.39,31.53,31.97,901100
ACPW,31-Aug-2015,1.82,2.1,1.82,2.01,165600
ACRX,31-Aug-2015,4.25,4.43,4.23,4.28,328100
ACSF,31-Aug-2015,12.38,12.4,12.14,12.21,37200
ACST,31-Aug-2015,0.35,0.38,0.33,0.35,249300
ACTA,31-Aug-2015,13.89,14.38,13.88,14.23,104300
ACTG,31-Aug-2015,9.38,9.61,9.22,9.52,233000
ACTS,31-Aug-2015,1.6,1.71,1.6,1.7,137000
ACTX,31-Aug-2015,13.15,13.19,13.1,13.15,80200
ACUR,31-Aug-2015,2.97,3.05,2.83,3.05,31400
ACWI,31-Aug-2015,55.85,56.19,55.65,55.86,2232200
ACWX,31-Aug-2015,40.69,40.92,40.57,40.8,279000
ACXM,31-Aug-2015,21.14,21.24,20.95,20.96,424200
ADAP,31-Aug-2015,11.65,11.77,10.56,10.96,149400
ADAT,31-Aug-2015,0.29,0.33,0.29,0.31,216900
ADBE,31-Aug-2015,79.38,79.7,78.3,78.57,2313000
ADEP,31-Aug-2015,6.87,7.47,6.87,7.1,170600
ADHD,31-Aug-2015,7.97,8.22,7.61,7.68,203900
ADI,31-Aug-2015,56.32,56.41,55.51,55.86,2646900
ADMA,31-Aug-2015,9.37,9.6,9.17,9.23,22400
ADMP,31-Aug-2015,3.69,3.69,3.51,3.66,20200
ADMS,31-Aug-2015,20.5,20.83,19.8,20.06,69800
ADP,31-Aug-2015,77.86,78.4,77.11,77.32,2364500
ADRA,31-Aug-2015,27.15,27.17,27.14,27.16,1200
ADRD,31-Aug-2015,21.89,22.09,21.89,22.08,9800
ADRE,31-Aug-2015,29.87,29.95,29.38,29.81,11800
ADRO,31-Aug-2015,20.61,20.76,18.84,19.36,377000
ADRU,31-Aug-2015,21.67,21.79,21.67,21.79,600
ADSK,31-Aug-2015,47.33,47.33,46.43,46.75,5038300
ADTN,31-Aug-2015,15.62,16.07,15.62,16.02,668900
ADUS,31-Aug-2015,28.56,29.31,28.5,28.74,65500
ADXS,31-Aug-2015,15,15.59,14.66,14.8,1113800
ADXSW,31-Aug-2015,10.64,10.9,10.11,10.16,8300
AEGN,31-Aug-2015,18.21,18.65,17.99,18.4,146900
AEGR,31-Aug-2015,17.6,18.28,17.54,17.69,390300
AEHR,31-Aug-2015,2.4,2.4,2.26,2.31,4400
AEIS,31-Aug-2015,24.31,24.6,24,24.27,195600
AEMD,31-Aug-2015,7.15,7.8,7.1,7.59,358400
AEPI,31-Aug-2015,53.5,55.49,53.16,54.45,31100
AERI,31-Aug-2015,16.47,16.64,15.75,15.81,1043600
AETI,31-Aug-2015,3.57,3.66,3.38,3.39,10400
AEY,31-Aug-2015,2.31,2.4,2.31,2.36,11800
AEZS,31-Aug-2015,0.09,0.09,0.09,0.09,15955600
AFAM,31-Aug-2015,45.04,46.19,43.99,44.3,94300
AFCB,31-Aug-2015,27,27,27,27,0
AFFX,31-Aug-2015,9.39,9.47,9.22,9.33,542700
AFH,31-Aug-2015,16.1,16.32,16.04,16.13,42100
AFMD,31-Aug-2015,10.11,10.64,10.04,10.08,142300
AFOP,31-Aug-2015,18.85,19.17,18.81,18.86,216800
AFSI,31-Aug-2015,58.01,58.44,57.77,58.15,455700
AGEN,31-Aug-2015,7.32,7.45,7.03,7.11,783300
AGFS,31-Aug-2015,9.83,10.11,9.74,9.76,109800
AGFSW,31-Aug-2015,1.98,2.18,1.77,2.05,92100
AGII,31-Aug-2015,54.8,56.03,54.6,55.98,114800
AGIIL,31-Aug-2015,25.4,25.4,25.12,25.18,4700
AGIO,31-Aug-2015,90,92.48,86.25,86.4,289700
AGNC,31-Aug-2015,19.32,19.35,19.11,19.13,4493100
AGNCB,31-Aug-2015,24.34,24.34,24.17,24.18,26200
AGNCP,31-Aug-2015,25.03,25.4,25.03,25.35,5400
AGND,31-Aug-2015,43.96,44.33,43.93,44.06,1900
AGRX,31-Aug-2015,8.98,9.02,8.73,8.83,10500
AGTC,31-Aug-2015,16.44,16.58,16.15,16.43,44000
AGYS,31-Aug-2015,10.11,10.38,10.11,10.27,55900
AGZD,31-Aug-2015,47.93,48.1,47.93,48.09,39100
AHGP,31-Aug-2015,35.99,36.26,35.8,35.81,106100
AHPI,31-Aug-2015,1.49,1.49,1.45,1.49,1300
AIMC,31-Aug-2015,24.69,25.25,24.56,25.01,111700
AIMT,31-Aug-2015,21.6,23.24,20.51,21.09,244300
AINV,31-Aug-2015,6.6,6.6,6.46,6.51,2530100
AIQ,31-Aug-2015,14.25,14.68,14.25,14.32,19700
AIRM,31-Aug-2015,37.6,38.18,37.22,37.45,301800
AIRR,31-Aug-2015,16.36,16.67,16.35,16.64,19100
AIRT,31-Aug-2015,22.37,22.49,22.35,22.49,900
AIXG,31-Aug-2015,6.27,6.45,6.27,6.36,11300
AKAM,31-Aug-2015,71.66,71.81,70.87,71.31,1767800
AKAO,31-Aug-2015,6.86,7.1,6.85,6.9,58900
AKBA,31-Aug-2015,6.99,7.16,6.81,6.96,281200
AKER,31-Aug-2015,2.51,2.59,2.5,2.52,23600
AKRX,31-Aug-2015,41.17,41.86,39.5,39.79,792000
ALCO,31-Aug-2015,42.21,42.34,41.62,42.07,12100
ALDR,31-Aug-2015,38.71,39.15,38.34,38.75,569300
ALDX,31-Aug-2015,7.1,7.62,6.62,7.22,6900
ALGN,31-Aug-2015,57.07,57.84,56.55,56.6,595600
ALGT,31-Aug-2015,207.9,211.85,202.03,203.26,246300
ALIM,31-Aug-2015,3.44,3.5,3.3,3.34,131700
ALKS,31-Aug-2015,63.51,63.65,59.5,59.56,745600
ALLB,31-Aug-2015,22.64,23,22.64,23,1600
ALLT,31-Aug-2015,5.36,5.37,5.15,5.22,278700
ALNY,31-Aug-2015,116.96,116.96,100.22,102.91,1675800
ALOG,31-Aug-2015,79.84,80.86,79.75,80.58,119700
ALOT,31-Aug-2015,13.95,14,13.19,13.99,1800
ALQA,31-Aug-2015,4.4,4.54,4.3,4.5,39200
ALRM,31-Aug-2015,16.58,17.11,16.58,17.02,79000
ALSK,31-Aug-2015,2.11,2.23,2.09,2.22,197300
ALTR,31-Aug-2015,48.41,48.81,48.2,48.55,1774500
ALTY,31-Aug-2015,14.41,14.45,14.18,14.41,4500
ALXA,31-Aug-2015,1.14,1.18,1.1,1.18,7700
ALXN,31-Aug-2015,178.02,180.26,171.68,172.19,1636400
AMAG,31-Aug-2015,65.25,66.28,62.29,62.54,1046100
AMAT,31-Aug-2015,15.96,16.21,15.85,16.08,16130200
AMBA,31-Aug-2015,96.99,99.35,93.65,95.63,3620500
AMBC,31-Aug-2015,15.66,16.35,15.13,16.25,333400
AMBCW,31-Aug-2015,7.6,7.75,7.6,7.75,900
AMCC,31-Aug-2015,5.75,5.9,5.71,5.85,519500
AMCN,31-Aug-2015,4.55,4.63,4.53,4.57,202000
AMCX,31-Aug-2015,72.75,73.9,72,72.38,524300
AMD,31-Aug-2015,1.82,1.87,1.79,1.81,6516000
AMDA,31-Aug-2015,0.48,0.48,0.45,0.48,523500
AMED,31-Aug-2015,38.75,39.57,38.29,38.64,295600
AMGN,31-Aug-2015,155.33,156.35,151.3,151.78,4354400
AMIC,31-Aug-2015,10.01,10.01,10.01,10.01,0
AMKR,31-Aug-2015,5.05,5.46,4.99,5.4,2845900
AMNB,31-Aug-2015,23.24,23.79,23.24,23.63,16300
AMOT,31-Aug-2015,18.68,19.61,18.62,19.02,140000
AMOV,31-Aug-2015,18.14,18.28,18.14,18.2,1000
AMPH,31-Aug-2015,13.35,13.45,12.78,12.87,141000
AMRB,31-Aug-2015,10.05,10.14,10.05,10.1,62500
AMRI,31-Aug-2015,20.43,20.73,19.91,19.94,190300
AMRK,31-Aug-2015,10.33,10.55,10.33,10.55,10400
AMRN,31-Aug-2015,2.21,2.34,2.2,2.21,1605300
AMRS,31-Aug-2015,1.75,1.85,1.69,1.81,209300
AMSC,31-Aug-2015,5.22,5.94,4.96,5.45,426100
AMSF,31-Aug-2015,46.65,46.94,46.32,46.74,89100
AMSG,31-Aug-2015,79.72,80.67,78.3,78.42,317900
AMSGP,31-Aug-2015,154.54,154.54,148.7,149.64,3400
AMSWA,31-Aug-2015,9.1,9.22,8.89,9.16,297900
AMTX,31-Aug-2015,3.12,3.12,2.99,3.07,9800
AMWD,31-Aug-2015,66.02,67.48,65.98,66.28,151500
AMZN,31-Aug-2015,516.44,519.41,509.07,512.89,3002200
ANAC,31-Aug-2015,134.49,136.74,129.45,130.41,573100
ANAD,31-Aug-2015,0.31,0.34,0.3,0.32,89300
ANAT,31-Aug-2015,99.99,100.41,98.96,99.29,119800
ANCB,31-Aug-2015,21.98,21.98,21.98,21.98,800
ANCX,31-Aug-2015,20.1,20.51,19.89,20.43,40000
ANDE,31-Aug-2015,34.91,35.73,34,35.38,162200
ANGI,31-Aug-2015,5.24,5.38,5.15,5.29,902300
ANGO,31-Aug-2015,14.63,15.12,14.63,14.76,196200
ANIK,31-Aug-2015,35.66,35.72,35.12,35.41,209600
ANIP,31-Aug-2015,51.57,52.09,48.7,48.77,200200
ANSS,31-Aug-2015,89.55,89.9,88.36,88.6,390500
ANTH,31-Aug-2015,7.05,7.55,6.81,6.83,633600
ANY,31-Aug-2015,2.99,3.07,2.83,2.95,160900
AOSL,31-Aug-2015,7.26,7.71,7.26,7.65,309800
APDN,31-Aug-2015,3.5,3.63,3.43,3.57,142000
APDNW,31-Aug-2015,1.36,1.45,1.34,1.36,37900
