Symbol,Date,Open,High,Low,Close,Volume
AAL,26-Aug-2015,38.77,39.01,36.97,38.85,15679800
AAME,26-Aug-2015,3.6,3.6,3.38,3.38,2500
AAOI,26-Aug-2015,19.55,19.73,18.94,19.7,434500
AAON,26-Aug-2015,20.31,20.36,19.86,20.13,283100
AAPC,26-Aug-2015,10.15,10.15,10.15,10.15,0
AAPL,26-Aug-2015,107.08,109.89,105.05,109.69,96774600
AAVL,26-Aug-2015,10.31,10.53,9.79,10.51,427800
AAWW,26-Aug-2015,40.07,40.21,38.76,39.46,641400
AAXJ,26-Aug-2015,51.87,52.37,50.97,52.31,4026900
ABAC,26-Aug-2015,0.71,0.74,0.7,0.74,6000
ABAX,26-Aug-2015,47.24,47.24,46.08,46.96,162600
ABCB,26-Aug-2015,26.72,26.92,25.94,26.62,169200
ABCD,26-Aug-2015,4.99,4.99,4.88,4.96,103500
ABCO,26-Aug-2015,50.43,50.43,48.44,49.71,363600
ABCW,26-Aug-2015,39.86,39.97,38.58,39.78,13200
ABDC,26-Aug-2015,11.8,12.03,11.24,11.74,94900
ABEO,26-Aug-2015,4.5,4.61,4.4,4.58,165500
ABEOW,26-Aug-2015,2,2,1.62,1.67,3700
ABGB,26-Aug-2015,6.38,6.58,5.91,6.16,469600
ABIO,26-Aug-2015,0.85,0.9,0.85,0.88,106700
ABMD,26-Aug-2015,96.26,97.5,94.03,97.29,613700
ABTL,26-Aug-2015,16.86,17.2,16.15,17.14,91600
ABUS,26-Aug-2015,7.12,7.39,6.42,7,746700
ABY,26-Aug-2015,20.1,21.42,20.1,21.3,1368500
ACAD,26-Aug-2015,35.36,36.45,33.78,36.38,1105400
ACAS,26-Aug-2015,13.23,13.43,13,13.37,2856600
ACAT,26-Aug-2015,25.48,25.75,24.68,25.57,182900
ACET,26-Aug-2015,22.49,22.78,21.87,22.68,124200
ACFC,26-Aug-2015,6,6,5.6,5.78,108300
ACGL,26-Aug-2015,68.15,68.45,66.64,67.23,593400
ACHC,26-Aug-2015,71.56,72.36,68.29,70.41,1150300
ACHN,26-Aug-2015,7.27,7.38,6.93,7.34,2735700
ACIW,26-Aug-2015,21.12,22.26,20.42,21.08,826100
ACLS,26-Aug-2015,3.08,3.12,3.03,3.08,647100
ACNB,26-Aug-2015,20.04,20.04,19.75,19.82,7300
ACOR,26-Aug-2015,32.18,32.65,30.51,31.96,1399900
ACPW,26-Aug-2015,1.85,1.89,1.8,1.8,42200
ACRX,26-Aug-2015,4.11,4.22,3.95,4.21,332200
ACSF,26-Aug-2015,12.06,12.06,11.9,12.06,44400
ACST,26-Aug-2015,0.36,0.36,0.34,0.34,17600
ACTA,26-Aug-2015,13.24,13.24,12.75,13,131100
ACTG,26-Aug-2015,9.02,9.02,8.74,8.94,375800
ACTS,26-Aug-2015,1.57,1.59,1.56,1.57,32200
ACTX,26-Aug-2015,12.56,12.56,12.56,12.56,500
ACUR,26-Aug-2015,0.52,0.56,0.5,0.51,80600
ACWI,26-Aug-2015,54.77,55.18,53.64,55.17,6846200
ACWX,26-Aug-2015,40.32,40.38,39.45,40.33,2120800
ACXM,26-Aug-2015,20.01,20.44,19.88,20.37,476000
ADAP,26-Aug-2015,11.45,12.04,11.02,11.45,216200
ADAT,26-Aug-2015,0.31,0.43,0.3,0.34,2974900
ADBE,26-Aug-2015,76.14,77.61,74.56,77.33,4243600
ADEP,26-Aug-2015,6.81,6.81,6.41,6.5,54000
ADHD,26-Aug-2015,8.01,8.19,7.69,7.84,210500
ADI,26-Aug-2015,51.89,54.29,50.96,54.22,5216300
ADMA,26-Aug-2015,9.44,9.44,9.02,9.02,10800
ADMP,26-Aug-2015,3.55,3.64,3.3,3.46,42000
ADMS,26-Aug-2015,19.76,19.78,18.69,19.73,78500
ADP,26-Aug-2015,75.62,77.89,74.96,77.8,4492900
ADRA,26-Aug-2015,26.46,26.46,26.18,26.18,2000
ADRD,26-Aug-2015,21.94,21.94,21.3,21.69,10000
ADRE,26-Aug-2015,28.95,29.04,28.27,29.04,26700
ADRO,26-Aug-2015,18.38,19.35,18,19.34,320200
ADRU,26-Aug-2015,21.75,21.75,21.13,21.2,700
ADSK,26-Aug-2015,49.51,49.56,48.2,49.13,4923400
ADTN,26-Aug-2015,15.06,15.35,14.9,15.35,418900
ADUS,26-Aug-2015,28.65,28.65,27.6,28.29,79200
ADXS,26-Aug-2015,13.93,14.68,12.51,13.65,1379400
ADXSW,26-Aug-2015,10.4,10.83,8.19,9.03,97200
AEGN,26-Aug-2015,17.83,18.41,17.36,17.96,197600
AEGR,26-Aug-2015,17.42,17.79,16.71,17.7,690900
AEHR,26-Aug-2015,2.22,2.25,2.21,2.23,3400
AEIS,26-Aug-2015,24.09,24.19,23.37,24.11,187700
AEMD,26-Aug-2015,7.21,7.21,6.75,6.92,28800
AEPI,26-Aug-2015,54.31,54.59,52.73,54.3,19300
AERI,26-Aug-2015,15.81,16,15.29,15.96,417300
AETI,26-Aug-2015,3.75,3.97,3.75,3.77,7400
AEY,26-Aug-2015,2.37,2.37,2.25,2.3,5400
AEZS,26-Aug-2015,0.09,0.09,0.08,0.08,7017700
AFAM,26-Aug-2015,44.66,45.4,43.68,45.24,96800
AFCB,26-Aug-2015,25.28,27.3,25.28,27.19,1900
AFFX,26-Aug-2015,9.04,9.25,8.81,9.24,841500
AFH,26-Aug-2015,16.65,16.65,16.04,16.32,68700
AFMD,26-Aug-2015,9.78,10.1,8.95,10.04,302700
AFOP,26-Aug-2015,18.03,18.56,17.85,18.51,214500
AFSI,26-Aug-2015,59.04,59.43,56.89,57.77,824300
AGEN,26-Aug-2015,6.88,6.91,6.33,6.91,1515300
AGFS,26-Aug-2015,9.82,10.36,9.8,10.05,72600
AGFSW,26-Aug-2015,1.8,2.04,1.8,1.89,91900
AGII,26-Aug-2015,55.87,56.3,54.9,55.79,202400
AGIIL,26-Aug-2015,25.4,25.66,25.3,25.66,20500
AGIO,26-Aug-2015,83.78,88,82.12,87.45,759700
AGNC,26-Aug-2015,19.4,19.46,19.2,19.32,5044300
AGNCB,26-Aug-2015,24.09,24.25,24.06,24.17,20400
AGNCP,26-Aug-2015,25.4,25.4,25.1,25.24,7100
AGND,26-Aug-2015,44.27,44.34,43.73,44.19,24900
AGRX,26-Aug-2015,8.41,8.71,8.13,8.42,18100
AGTC,26-Aug-2015,15.41,16.11,14.45,15.48,201100
AGYS,26-Aug-2015,9.56,9.78,9.46,9.54,61900
AGZD,26-Aug-2015,48.05,48.05,47.81,47.81,11000
AHGP,26-Aug-2015,35.39,35.39,34.3,35.02,48700
AHPI,26-Aug-2015,1.5,1.5,1.44,1.47,1200
AIMC,26-Aug-2015,24.54,24.57,24,24.33,120200
AIMT,26-Aug-2015,20.84,22.94,20.84,22.67,148900
AINV,26-Aug-2015,6.37,6.4,6.26,6.38,1171100
AIQ,26-Aug-2015,13.52,13.63,12.72,13.61,28600
AIRM,26-Aug-2015,35.41,35.89,34.48,35.85,335400
AIRR,26-Aug-2015,15.61,15.71,15.6,15.71,5100
AIRT,26-Aug-2015,21.12,21.32,21.12,21.32,1000
AIXG,26-Aug-2015,5.79,5.84,5.7,5.81,29000
AKAM,26-Aug-2015,67.07,68.3,65.33,68.17,2242300
AKAO,26-Aug-2015,6.41,6.91,6.28,6.74,233900
AKBA,26-Aug-2015,6.29,6.41,5.99,6.35,263600
AKER,26-Aug-2015,2.28,2.59,2.27,2.56,86400
AKRX,26-Aug-2015,39.62,39.99,37.17,39.01,1270400
ALCO,26-Aug-2015,41.56,42.11,40.6,41.7,11700
ALDR,26-Aug-2015,37.54,38.61,36.63,38.54,531700
ALDX,26-Aug-2015,7.11,7.11,6.16,6.93,10700
ALGN,26-Aug-2015,55.53,56.22,54.71,55.95,914100
ALGT,26-Aug-2015,217.4,219.95,207.78,215.93,125100
ALIM,26-Aug-2015,3.16,3.25,3.05,3.23,96800
ALKS,26-Aug-2015,58.95,60.92,56.34,60.07,980100
