Symbol,Date,Open,High,Low,Close,Volume
ADDA.IDX,29-Oct-2015,-43,9,-77,-66,0
ADDD.IDX,29-Oct-2015,-1,2,-12,-3,0
ADDE.IDX,29-Oct-2015,-492,-380,-661,-575,0
ADDN.IDX,29-Oct-2015,-872,-82,-872,-616,0
ADDQ.IDX,29-Oct-2015,-722,-144,-754,-754,0
ADDS.IDX,29-Oct-2015,-150,-100,-315,-209,0
ADDT.IDX,29-Oct-2015,-1637,-236,-1637,-1436,0
ADDV.IDX,29-Oct-2015,-36,-17,-98,-94,0
ADDX.IDX,29-Oct-2015,-186,-134,-379,-303,0
ADR.IDX,29-Oct-2015,826.24,826.24,817.57,819.98,0
ADRA.IDX,29-Oct-2015,0.53,1.1,0.47,0.53,0
ADRD.IDX,29-Oct-2015,0.95,1.03,0.72,0.95,0
ADRE.IDX,29-Oct-2015,0.34,0.51,0.34,0.45,0
ADRN.IDX,29-Oct-2015,0.38,0.92,0.38,0.54,0
ADRQ.IDX,29-Oct-2015,0.45,0.86,0.45,0.52,0
ADRS.IDX,29-Oct-2015,0.63,0.82,0.59,0.76,0
ADRT.IDX,29-Oct-2015,0.42,0.89,0.42,0.53,0
ADRV.IDX,29-Oct-2015,0.65,0.9,0.65,0.7,0
ADRX.IDX,29-Oct-2015,0.63,0.8,0.63,0.74,0
ADVA.IDX,29-Oct-2015,49,92,49,75,11600300
ADVD.IDX,29-Oct-2015,20,59,20,58,117216600
ADVE.IDX,29-Oct-2015,255,507,255,475,254745700
ADVN.IDX,29-Oct-2015,547,988,547,742,1352699000
ADVQ.IDX,29-Oct-2015,606,1063,606,831,558059000
ADVS.IDX,29-Oct-2015,257,680,257,676,99285700
ADVT.IDX,29-Oct-2015,1202,2083,1202,1648,1922358000
ADVV.IDX,29-Oct-2015,69,235,69,229,30371300
ADVX.IDX,29-Oct-2015,326,909,326,905,129657000
AEX.IDX,29-Oct-2015,463.81,464.77,460.26,462.99,0
AMZ.IDX,29-Oct-2015,321.41,328.21,317.89,327.67,0
ASHD.IDX,29-Oct-2015,187,1142,187,1125,0
ASHF.IDX,29-Oct-2015,-134,-134,-640,-563,0
ASHR.IDX,29-Oct-2015,0.28,0.6,0.28,0.49,0
ASHU.IDX,29-Oct-2015,53,599,53,562,0
ATX.IDX,29-Oct-2015,2435.71,2435.71,2406.11,2422.93,0
AVDA.IDX,29-Oct-2015,-66.12,-49.35,-2600.85,-2157.45,0
AVDD.IDX,29-Oct-2015,68.12,7696.17,-443.59,7307.44,0
AVDV.IDX,29-Oct-2015,-188.63,-83.26,-2149.75,-1672.4,0
AVLD.IDX,29-Oct-2015,6.08,821.88,6.08,820.77,0
AVLF.IDX,29-Oct-2015,-1.92,0.92,-596.56,-593.45,0
AVLR.IDX,29-Oct-2015,0.68,1,0.27,0.27,0
AVLU.IDX,29-Oct-2015,4.15,308.13,4.15,227.31,0
AVRA.IDX,29-Oct-2015,0.34,0.87,0.23,0.34,0
AVRD.IDX,29-Oct-2015,1.84,5.19,0.07,2.65,0
AVRE.IDX,29-Oct-2015,0.5,0.81,0.26,0.27,0
AVRN.IDX,29-Oct-2015,0.58,0.91,0.45,0.53,0
AVRQ.IDX,29-Oct-2015,0.29,0.66,0.29,0.44,0
