Symbol,Date,Open,High,Low,Close,Volume
ADDA.IDX,09-Nov-2015,-4,4,-64,-62,0
ADDD.IDX,09-Nov-2015,-8,-1,-22,-6,0
ADDE.IDX,09-Nov-2015,-554,-554,-1035,-1035,0
ADDN.IDX,09-Nov-2015,-900,-815,-1571,-1304,0
ADDQ.IDX,09-Nov-2015,-602,-546,-1180,-996,0
ADDS.IDX,09-Nov-2015,-140,-107,-540,-486,0
ADDT.IDX,09-Nov-2015,-1506,-1360,-2804,-2362,0
ADDV.IDX,09-Nov-2015,9,15,-86,-70,0
ADDX.IDX,09-Nov-2015,-131,-92,-615,-556,0
ADR.IDX,09-Nov-2015,814.14,814.6,807.59,810.17,0
ADRA.IDX,09-Nov-2015,0.94,1.05,0.55,0.55,0
ADRD.IDX,09-Nov-2015,0.74,0.97,0.69,0.91,0
ADRE.IDX,09-Nov-2015,0.32,0.33,0.17,0.2,0
ADRN.IDX,09-Nov-2015,0.37,0.43,0.14,0.23,0
ADRQ.IDX,09-Nov-2015,0.53,0.59,0.33,0.42,0
ADRS.IDX,09-Nov-2015,0.66,0.75,0.44,0.53,0
ADRT.IDX,09-Nov-2015,0.46,0.51,0.25,0.33,0
ADRV.IDX,09-Nov-2015,1.09,1.15,0.7,0.77,0
ADRX.IDX,09-Nov-2015,0.74,0.82,0.5,0.58,0
ADVA.IDX,09-Nov-2015,70,97,70,78,27077400
ADVD.IDX,09-Nov-2015,23,62,23,62,213406500
ADVE.IDX,09-Nov-2015,270,287,219,259,344038800
ADVN.IDX,09-Nov-2015,545,617,273,403,726342200
ADVQ.IDX,09-Nov-2015,688,807,595,725,422770200
ADVS.IDX,09-Nov-2015,278,549,278,549,129962000
ADVT.IDX,09-Nov-2015,1303,1472,948,1206,1176190000
ADVV.IDX,09-Nov-2015,102,237,102,237,36900600
ADVX.IDX,09-Nov-2015,380,786,380,786,166862600
AEX.IDX,09-Nov-2015,470.9,471.99,464.61,465.01,0
