Symbol,Date,Open,High,Low,Close,Volume
ADDA.IDX,24-Nov-2015,8,49,8,43,0
ADDD.IDX,24-Nov-2015,-13,-13,-40,-25,0
ADDE.IDX,24-Nov-2015,-392,515,-520,449,0
ADDN.IDX,24-Nov-2015,-899,689,-899,561,0
ADDQ.IDX,24-Nov-2015,-868,513,-868,485,0
ADDS.IDX,24-Nov-2015,-57,22,-88,14,0
ADDT.IDX,24-Nov-2015,-1759,1227,-1759,1089,0
ADDV.IDX,24-Nov-2015,-14,-6,-95,-85,0
ADDX.IDX,24-Nov-2015,-71,8,-121,-71,0
ADR.IDX,24-Nov-2015,805.76,811.64,805.12,810.37,0
ADRA.IDX,24-Nov-2015,1.14,1.57,1.1,1.5,0
ADRD.IDX,24-Nov-2015,0.55,0.68,0.43,0.67,0
ADRE.IDX,24-Nov-2015,0.42,2.04,0.42,1.85,0
ADRN.IDX,24-Nov-2015,0.34,1.97,0.34,1.72,0
ADRQ.IDX,24-Nov-2015,0.37,1.52,0.37,1.5,0
ADRS.IDX,24-Nov-2015,0.83,1.04,0.83,1.01,0
ADRT.IDX,24-Nov-2015,0.37,1.69,0.37,1.59,0
ADRV.IDX,24-Nov-2015,0.81,0.95,0.7,0.73,0
ADRX.IDX,24-Nov-2015,0.83,1.01,0.83,0.93,0
ADVA.IDX,24-Nov-2015,64,136,64,128,33805900
ADVD.IDX,24-Nov-2015,16,53,16,52,19768500
ADVE.IDX,24-Nov-2015,295,1009,295,974,891116000
ADVN.IDX,24-Nov-2015,479,1396,479,1332,2502375000
ADVQ.IDX,24-Nov-2015,524,1483,524,1452,1053607000
ADVS.IDX,24-Nov-2015,295,798,295,798,227137800
ADVT.IDX,24-Nov-2015,1067,2999,1067,2912,3589788000
ADVV.IDX,24-Nov-2015,61,233,61,233,39499300
ADVX.IDX,24-Nov-2015,356,1031,356,1031,266637100
AEX.IDX,24-Nov-2015,463.76,463.76,455.32,461.29,0
AMZ.IDX,24-Nov-2015,298.93,306.05,298.86,302.98,0
ASHD.IDX,24-Nov-2015,1,955,1,594,0
ASHF.IDX,24-Nov-2015,1,534,-449,477,0
ASHR.IDX,24-Nov-2015,2,2,0.4,1.8,0
ASHU.IDX,24-Nov-2015,2,1096,2,1071,0
ATX.IDX,24-Nov-2015,2492.63,2492.63,2446.95,2454.01,0
ATXR.IDX,24-Nov-2015,126.37,126.37,126.37,126.37,0
AVDA.IDX,24-Nov-2015,14.14,2062.14,14.14,1934.25,0
AVDE.IDX,24-Nov-2015,-773.19,59282.37,-8420.51,59282.37,0
AVDS.IDX,24-Nov-2015,142.55,12272.62,142.55,12271.85,0
AVDV.IDX,24-Nov-2015,-13.13,530.02,-497.86,-384.15,0
AVDX.IDX,24-Nov-2015,129.42,11888.47,129.42,11887.7,0
AVLD.IDX,24-Nov-2015,0.1,257.16,0.1,234.16,0
AVLF.IDX,24-Nov-2015,0.06,596.55,-61.65,589.11,0
AVLR.IDX,24-Nov-2015,1.6,4.47,0.68,3.51,0
AVLU.IDX,24-Nov-2015,0.16,826.85,0.16,823.28,0
AVRA.IDX,24-Nov-2015,1.23,3.46,1.23,2.33,0
AVRD.IDX,24-Nov-2015,0.05,0.24,0.05,0.24,0
AVRE.IDX,24-Nov-2015,0.75,3.09,0.6,2.98,0
AVRN.IDX,24-Nov-2015,0.65,2.84,0.65,2.16,0
AVRQ.IDX,24-Nov-2015,0.93,1.44,0.63,1.4,0
AVRS.IDX,24-Nov-2015,1.31,2.63,1.31,2.17,0
AVRT.IDX,24-Nov-2015,0.77,2.2,0.66,1.87,0
AVRV.IDX,24-Nov-2015,0.95,1.22,0.8,0.91,0
AVRX.IDX,24-Nov-2015,1.16,2.01,1.16,1.8,0
AVVA.IDX,24-Nov-2015,0.74,35.87,0.74,33.8,0
AVVD.IDX,24-Nov-2015,1.04,20.23,1.04,19.76,0
AVVE.IDX,24-Nov-2015,24.33,902.13,24.33,891.11,0
AVVN.IDX,24-Nov-2015,38.81,2502.37,38.81,2502.37,0
AVVQ.IDX,24-Nov-2015,37.24,1089.82,37.24,1053.6,0
AVVS.IDX,24-Nov-2015,5.96,227.13,5.96,227.13,0
AVVT.IDX,24-Nov-2015,76.8,3605.69,76.8,3589.78,0
AVVV.IDX,24-Nov-2015,3.13,39.49,3.13,39.49,0
AVVX.IDX,24-Nov-2015,9.09,266.63,9.09,266.63,0
BANK.IDX,24-Nov-2015,2996.46,3026.34,2989.66,3022.99,0
BCMA.IDX,24-Nov-2015,853,2586,853,2504,0
BCMC.IDX,24-Nov-2015,100.22,100.46,100.14,100.25,0
BCMD.IDX,24-Nov-2015,2577,2751,1450,1513,0
BCME.IDX,24-Nov-2015,245,579,245,579,0
BCMF.IDX,24-Nov-2015,307,573,307,560,0
BCMG.IDX,24-Nov-2015,70,104,70,90,0
BCMM.IDX,24-Nov-2015,99.67,100.76,99.59,100.72,0
BCMU.IDX,24-Nov-2015,140,140,84,120,0
BDMA.IDX,24-Nov-2015,1890,2159,1890,2159,0
BDMC.IDX,24-Nov-2015,100.1,100.1,99.9,99.91,0
BDMD.IDX,24-Nov-2015,1589,1851,1589,1851,0
BDME.IDX,24-Nov-2015,262,487,262,487,0
BDMF.IDX,24-Nov-2015,330,651,330,651,0
BDMG.IDX,24-Nov-2015,30,91,30,91,0
BDMM.IDX,24-Nov-2015,100.41,100.41,100.35,100.35,0
BDMU.IDX,24-Nov-2015,91,127,91,127,0
BFMA.IDX,24-Nov-2015,1399,1628,1399,1628,0
BFMC.IDX,24-Nov-2015,99.55,99.68,99.55,99.68,0
BFMD.IDX,24-Nov-2015,2091,2399,2091,2399,0
BFME.IDX,24-Nov-2015,285,592,285,592,0
BFMF.IDX,24-Nov-2015,300,559,300,559,0
BFMG.IDX,24-Nov-2015,37,78,37,78,0
BFMM.IDX,24-Nov-2015,99.47,99.49,99.46,99.48,0
BFMU.IDX,24-Nov-2015,79,110,79,110,0
BFX.IDX,24-Nov-2015,3680.7,3681.9,3640.83,3672.45,0
BGMA.IDX,24-Nov-2015,839,984,839,984,0
BGMC.IDX,24-Nov-2015,99.16,99.45,99.16,99.45,0
BGMD.IDX,24-Nov-2015,2673,3058,2673,3058,0
BGME.IDX,24-Nov-2015,190,443,190,443,0
BGMF.IDX,24-Nov-2015,408,695,408,695,0
BGMG.IDX,24-Nov-2015,24,91,24,91,0
BGMM.IDX,24-Nov-2015,98.74,98.75,98.71,98.75,0
BGMU.IDX,24-Nov-2015,56,94,56,94,0
BJE.IDX,24-Nov-2015,189.27,189.27,187.09,189.09,0
BKNIF.IDX,24-Nov-2015,17012.85,17108.4,16964.9,16988.65,0
BKX.IDX,24-Nov-2015,75.28,75.87,74.85,75.63,0
BOXR.IDX,24-Nov-2015,184.8,184.8,184.8,184.8,0
BSESN.IDX,24-Nov-2015,25785.61,25901.56,25703.86,25775.74,0
BTK.IDX,24-Nov-2015,3753.81,3784.5,3741.93,3781.7,0
BTS.IDX,24-Nov-2015,3735.55,3735.55,3735.55,3735.55,0
BVSP.IDX,24-Nov-2015,48142.6562,48320.3398,47441.6523,48284.1875,0
BWH.IDX,24-Nov-2015,183.54,183.82,180.31,180.59,0
BXD.IDX,24-Nov-2015,273.12,274.06,271.19,273.58,0
BXM.IDX,24-Nov-2015,1144.15,1148.93,1140.25,1146.92,0
BXN.IDX,24-Nov-2015,469.3,471.39,467.6,470.79,0
BXR.IDX,24-Nov-2015,215.56,217.07,215.38,217.03,0
BXY.IDX,24-Nov-2015,1556.71,1566.3,1550.79,1563.38,0
BZJ.IDX,24-Nov-2015,59.18,60.76,59.18,60.47,0
CAC40.IDX,24-Nov-2015,4863.81,4865.42,4773.98,4820.28,0
CASE.IDX,24-Nov-2015,6451.32,6451.32,6320.01,6321.39,202334240
CELS.IDX,24-Nov-2015,187.77,192.14,187.64,191.73,0
CEX.IDX,24-Nov-2015,491.44,497.68,489.87,495.98,0
CEXR.IDX,24-Nov-2015,110.34,110.34,110.34,110.34,0
CHXR.IDX,24-Nov-2015,132.5,132.5,132.5,132.5,0
CIV.IDX,24-Nov-2015,16.35,17.51,16.31,16.72,0
CKG.IDX,24-Nov-2015,523.58,528.87,521.71,528.54,0
COMP.IDX,24-Nov-2015,5070.66,5110.75,5050.14,5102.81,0
CPH.IDX,24-Nov-2015,256.94,256.94,256.94,256.94,0
CPR.IDX,24-Nov-2015,2.02,2.07,2.01,2.05,77608
CRXR.IDX,24-Nov-2015,134.38,134.38,134.38,134.38,0
CS2R.IDX,24-Nov-2015,182.91,182.91,182.91,182.91,0
CSXR.IDX,24-Nov-2015,197.84,197.84,197.84,197.84,0
CVK.IDX,24-Nov-2015,453.28,459.07,452.41,458.82,0
CYM.IDX,24-Nov-2015,19.22,19.39,19.17,19.36,0
CYO.IDX,24-Nov-2015,1593.29,1593.29,1593.29,1593.29,0
CZH.IDX,24-Nov-2015,257.08,259.04,256.68,258.96,0
DAX.IDX,24-Nov-2015,11064.78,11064.96,10869.2,10933.99,0
DAXR.IDX,24-Nov-2015,155.25,155.25,155.25,155.25,0
DCFI.IDX,24-Nov-2015,53.12,59.37,53.12,59.37,0
DCOF.IDX,24-Nov-2015,53.12,54.68,51.56,53.12,0
DCOH.IDX,24-Nov-2015,45.31,50,45.31,48.43,0
DCSE.IDX,24-Nov-2015,15357.38,15570.72,15310.53,15545.66,0
DCTH.IDX,24-Nov-2015,42.18,42.18,40.62,42.18,0
DCTW.IDX,24-Nov-2015,42.18,50,35.93,43.75,0
DDA.IDX,24-Nov-2015,16.77,17.85,15.31,15.99,0
DDB.IDX,24-Nov-2015,15.15,15.69,12.94,14.58,0
DDO.IDX,24-Nov-2015,86.32,86.32,86.32,86.32,0
DDX.IDX,24-Nov-2015,84.44,85.44,83.82,85.28,0
DECA.IDX,24-Nov-2015,56,98,56,85,14463400
DECD.IDX,24-Nov-2015,29,82,29,77,79801700
DECE.IDX,24-Nov-2015,687,918,494,525,298292300
DECN.IDX,24-Nov-2015,1378,1466,707,771,1155818000
DECQ.IDX,24-Nov-2015,1392,1539,967,967,747985200
DECS.IDX,24-Nov-2015,352,791,352,784,104419300
DECT.IDX,24-Nov-2015,2826,3093,1772,1823,1918267000
DECV.IDX,24-Nov-2015,75,324,75,318,43340800
DECX.IDX,24-Nov-2015,427,1115,427,1102,147760100
DEXR.IDX,24-Nov-2015,103.81,103.81,103.81,103.81,0
DFI.IDX,24-Nov-2015,3007.5,3054.13,2999.78,3050.21,0
DGE.IDX,24-Nov-2015,1037.84,1043.71,1034.84,1042.86,0
DHC.IDX,24-Nov-2015,5581.81,5624.34,5568.08,5621.07,0
DHD.IDX,24-Nov-2015,1406.91,1424.27,1400.69,1421.89,0
DIFI.IDX,24-Nov-2015,76.66,80,76.66,80,0
DIOF.IDX,24-Nov-2015,66.66,70,63.33,66.66,0
DIOH.IDX,24-Nov-2015,53.33,60,53.33,53.33,0
DITH.IDX,24-Nov-2015,50,50,50,50,0
DITW.IDX,24-Nov-2015,56.66,66.66,46.66,60,0
DIVD.IDX,24-Nov-2015,39.86,39.95,39.86,39.95,0
DIVQ.IDX,24-Nov-2015,1407.29,1423.06,1402.17,1418.97,0
DJC.IDX,24-Nov-2015,6176.64,6187.91,6127.98,6173.17,0
DJEC.IDX,24-Nov-2015,653.18,653.87,642.75,651.07,0
DJI.IDX,24-Nov-2015,17770.9,17862.6,17683.51,17812.19,0
DJT.IDX,24-Nov-2015,8215.36,8215.36,8103.13,8174.91,0
DJU.IDX,24-Nov-2015,565.02,565.02,559.41,563.28,0
DJWO.IDX,24-Nov-2015,315.11,315.37,312.98,314.81,0
DLTC.IDX,24-Nov-2015,1047.15,1052.72,1037.7,1049.57,0
DMT.IDX,24-Nov-2015,8192.58,8194.77,8103.61,8174.91,0
DNXR.IDX,24-Nov-2015,173.46,173.46,173.46,173.46,0
DOI.IDX,24-Nov-2015,2990.2,2990.2,2990.2,2990.2,0
DOWE.IDX,24-Nov-2015,1669.26,1669.26,1642.78,1655.82,0
DOWV.IDX,24-Nov-2015,193.23,193.76,193.19,193.35,0
DRCI.IDX,24-Nov-2015,236.82,236.82,234.47,236.3,0
DREI.IDX,24-Nov-2015,321.27,321.27,317.97,320.45,0
DRG.IDX,24-Nov-2015,534.21,537.51,532.35,536.86,0
DRO.IDX,24-Nov-2015,542.52,542.52,542.52,542.52,0
DSAE.IDX,24-Nov-2015,883.06,885.52,877.86,883.63,6468400
DSAF.IDX,24-Nov-2015,862.41,864.18,854.65,861.24,1256900
DSAG.IDX,24-Nov-2015,175.21,175.64,173.88,174.99,8198000
DSAI.IDX,24-Nov-2015,373.43,375.71,371.87,375.34,4789000
DSAL.IDX,24-Nov-2015,75.2,76.28,74.37,75.37,5893500
DSAM.IDX,24-Nov-2015,985.85,988.5,978.56,986.74,11522800
DSAP.IDX,24-Nov-2015,319.76,321.54,317.26,320.44,15265300
