Symbol,Date,Open,High,Low,Close,Volume
ADDA.IDX,11-Nov-2015,-12,-8,-75,-75,0
ADDD.IDX,11-Nov-2015,-2,-2,-32,-24,0
ADDE.IDX,11-Nov-2015,500,500,-155,-154,0
ADDN.IDX,11-Nov-2015,634,634,-621,-482,0
ADDQ.IDX,11-Nov-2015,329,329,-764,-762,0
ADDS.IDX,11-Nov-2015,86,86,-162,-162,0
ADDT.IDX,11-Nov-2015,951,951,-1319,-1319,0
ADDV.IDX,11-Nov-2015,-16,-16,-111,-80,0
ADDX.IDX,11-Nov-2015,70,70,-251,-242,0
ADR.IDX,11-Nov-2015,814.71,816.31,811.87,812.79,0
ADRA.IDX,11-Nov-2015,0.81,0.9,0.46,0.46,0
ADRD.IDX,11-Nov-2015,0.92,0.93,0.59,0.67,0
ADRE.IDX,11-Nov-2015,3.2,3.2,0.8,0.81,0
ADRN.IDX,11-Nov-2015,1.96,1.96,0.53,0.62,0
ADRQ.IDX,11-Nov-2015,1.42,1.42,0.51,0.52,0
ADRS.IDX,11-Nov-2015,1.35,1.35,0.77,0.8,0
ADRT.IDX,11-Nov-2015,1.63,1.63,0.56,0.56,0
ADRV.IDX,11-Nov-2015,0.77,0.8,0.58,0.69,0
ADRX.IDX,11-Nov-2015,1.22,1.22,0.75,0.77,0
ADVA.IDX,11-Nov-2015,54,94,54,66,9703700
ADVD.IDX,11-Nov-2015,25,51,25,50,9605600
ADVE.IDX,11-Nov-2015,727,824,587,660,407601800
ADVN.IDX,11-Nov-2015,1289,1289,728,812,1253047000
ADVQ.IDX,11-Nov-2015,1102,1220,826,826,488251200
ADVS.IDX,11-Nov-2015,326,677,326,663,94033800
ADVT.IDX,11-Nov-2015,2445,2445,1688,1704,1751002000
ADVV.IDX,11-Nov-2015,56,184,56,184,18015300
ADVX.IDX,11-Nov-2015,382,847,382,847,112049100
AEX.IDX,11-Nov-2015,466.43,472.07,466.41,469.2,0
AMZ.IDX,11-Nov-2015,319.32,320.65,310.82,313.72,0
ASHD.IDX,11-Nov-2015,95,928,95,928,0
ASHF.IDX,11-Nov-2015,191,501,-210,-210,0
ASHR.IDX,11-Nov-2015,3.01,3.37,0.77,0.77,0
ASHU.IDX,11-Nov-2015,286,867,286,718,0
ATX.IDX,11-Nov-2015,2476.99,2498.02,2461.31,2466.66,0
AVDA.IDX,11-Nov-2015,-8.98,-1.29,-2092.06,-2068.11,0
AVDE.IDX,11-Nov-2015,1218.61,6734.15,-4874.56,5378.68,0
AVDN.IDX,11-Nov-2015,3592.98,3592.98,782.13,1789.66,0
AVDQ.IDX,11-Nov-2015,292.84,8240.04,-16085.72,2347.06,0
AVDS.IDX,11-Nov-2015,-96.63,-96.63,-8877.97,-8871.73,0
AVDT.IDX,11-Nov-2015,3876.84,3876.84,-189.1,1380.17,0
AVDV.IDX,11-Nov-2015,-196.19,-196.19,-2967.39,-2967.39,0
AVLD.IDX,11-Nov-2015,3.57,472.98,3.57,472.98,0
AVLF.IDX,11-Nov-2015,1.89,62.11,-141.51,-109.45,0
AVLR.IDX,11-Nov-2015,1.53,2.31,0.61,0.76,0
AVLU.IDX,11-Nov-2015,5.46,363.71,5.46,363.52,0
AVRA.IDX,11-Nov-2015,0.81,0.99,0.28,0.31,0
AVRD.IDX,11-Nov-2015,0.13,0.13,0.01,0.03,0
AVRE.IDX,11-Nov-2015,1.96,2.03,0.69,0.77,0
AVRN.IDX,11-Nov-2015,1.9,1.9,0.47,0.54,0
AVRQ.IDX,11-Nov-2015,1.1,1.23,0.45,0.45,0
