BHP
RIO
BHP
GLEN
AAL
RIO
NUE
FCX
MT
GMKN
GMEXICOB
STLD
FM
BOL
FMG
GBP
TKA
RS
NHY
AA
BSL
ANTO
AWC
AUD
KGH
ALRS
SCCO
VOE
HINDALCO
X
JSWSTEEL
ATI
CHMF
IMP
LUN
NLMK
AMS
VEDL
CLF
ILU
TTST
EREGL
OZL
CRS
NDA
KAZ
CMC
HBM
KALU
MIN
TRQ
CMP
IGO
ACX
APAM
NHM
KIO
WOR
PMETAL
MAGN
IVN
LIF
SGM
ARI
HILS
SZG
MTRN
CSTM
HCC
FXPO
JINDALSTEL
AMG
BEKB
AKS
ASL
CAP
JSW
PLS
GRNG
LYC
SFR
SCHN
ICHB
ANTM
ERA
CAML
GXY
ORE
SXC
KRW
CENX
WSA
LGO
TMST
VEDL
NATIONALUM
HAYN
ALS
LUC
TUB
KRDMD
STLC
RASP
TINS
KDR
ESRS
MDI
PDL
SYR
MTL
KOZAA
LAC
TV
STP
JINDALSAW
MOIL
XTSLA
RBP
STLN
RYI
APLAPOLLO
NMX
MPVD
MXN
KRAS
AJM
KRDMA
WELCORP
ZAR
BRS
EUR
ISL
CAD
BRL
INR
RBPN
JPY
CNH
MYR
TRY
IDR
PLN
RUB
NOK
PKR
CHF
SEK
SGD
HKD
PHP
