IBM
Date,Open,High,Low,Close,Volume
18-Mar-2016,147.40,147.51,145.51,147.09,12089700
17-Mar-2016,144.78,147.32,144.45,147.04,5821600
16-Mar-2016,142.62,144.88,142.11,144.79,4221900
15-Mar-2016,141.74,143.33,141.54,142.96,3707500
14-Mar-2016,142.01,143.19,141.04,142.78,4048800
11-Mar-2016,141.73,142.92,140.51,142.36,4421900
10-Mar-2016,141.24,141.47,138.09,140.19,4020500
09-Mar-2016,139.31,142.17,139.23,140.41,4406400
08-Mar-2016,139.71,140.35,137.42,139.07,5579100
07-Mar-2016,137.28,140.51,136.87,140.15,5170900
04-Mar-2016,137.54,139.42,137.02,137.80,3968400
03-Mar-2016,137.22,137.96,136.07,137.80,5156400
02-Mar-2016,133.70,137.44,133.22,136.30,5217200
01-Mar-2016,132.24,134.64,132.03,134.37,3788500
29-Feb-2016,132.00,133.36,130.90,131.03,4427900
26-Feb-2016,134.51,134.92,131.95,132.03,4386200
25-Feb-2016,133.29,134.51,130.88,134.50,4358300
24-Feb-2016,131.55,133.49,129.68,132.80,4122600
23-Feb-2016,133.14,133.41,132.01,132.40,3439700
22-Feb-2016,133.84,134.31,132.41,133.77,4457400
19-Feb-2016,132.36,133.65,130.84,133.08,5125200
18-Feb-2016,130.00,134.00,129.75,132.45,9951600
17-Feb-2016,123.71,126.57,123.25,126.10,4820900
16-Feb-2016,121.83,123.09,121.34,122.74,4061300
15-Feb-2016,121.04,121.04,121.04,121.04,6045080
12-Feb-2016,119.26,121.05,118.35,121.04,4936500
11-Feb-2016,118.78,119.66,116.90,117.85,7307600
10-Feb-2016,125.00,125.29,119.84,120.19,6469100
09-Feb-2016,126.12,126.93,123.77,124.07,5957200
08-Feb-2016,126.00,127.51,124.13,126.98,7364000
05-Feb-2016,127.22,128.64,125.85,128.57,7177700
04-Feb-2016,125.08,128.50,125.00,127.65,5266400
03-Feb-2016,123.99,125.45,122.29,124.72,6223500
02-Feb-2016,123.67,124.14,122.64,122.94,3287300
01-Feb-2016,124.40,125.29,123.71,124.83,3574800
29-Jan-2016,123.28,124.79,122.96,124.79,8248000
28-Jan-2016,121.26,122.83,121.01,122.22,3942500
27-Jan-2016,122.73,123.37,120.65,120.96,5026300
26-Jan-2016,122.25,123.61,122.24,122.59,4617700
25-Jan-2016,122.10,124.23,121.64,122.08,5445900
22-Jan-2016,124.67,124.74,121.77,122.50,9238300
21-Jan-2016,121.30,125.10,120.58,122.91,8851600
20-Jan-2016,118.46,123.99,118.00,121.86,16157700
19-Jan-2016,130.11,132.10,128.06,128.11,9979500
18-Jan-2016,130.03,130.03,130.03,130.03,7914410
15-Jan-2016,130.01,130.88,128.87,130.03,9008400
14-Jan-2016,131.93,133.79,131.22,132.91,5709600
13-Jan-2016,133.50,134.28,131.10,131.17,4700100
12-Jan-2016,133.65,133.78,131.13,132.90,5078600
11-Jan-2016,131.81,133.82,131.76,133.23,4974400
08-Jan-2016,133.18,133.82,131.32,131.63,4762700
07-Jan-2016,133.70,135.02,132.43,132.86,7025700
06-Jan-2016,134.38,135.58,133.62,135.17,4310900
05-Jan-2016,136.76,136.89,134.85,135.85,3924700
04-Jan-2016,135.60,135.97,134.24,135.95,5229300
01-Jan-2016,137.62,137.62,137.62,137.62,4028680
31-Dec-2015,139.07,139.10,137.57,137.62,3462000
30-Dec-2015,139.58,140.44,139.22,139.34,2989300
29-Dec-2015,138.25,140.06,138.20,139.78,3943600
28-Dec-2015,137.74,138.05,136.54,137.61,3143400
25-Dec-2015,138.25,138.25,138.25,138.25,4413438
24-Dec-2015,138.43,138.88,138.11,138.25,1495200
23-Dec-2015,138.30,139.31,138.11,138.54,5164900
22-Dec-2015,135.88,138.19,135.65,137.93,4263800
21-Dec-2015,135.83,135.83,134.02,135.50,5617400
18-Dec-2015,136.41,136.96,134.27,134.90,10026100
17-Dec-2015,139.35,139.50,136.31,136.75,4089500
16-Dec-2015,139.12,139.65,137.79,139.29,4345400
15-Dec-2015,137.40,138.97,137.28,137.79,4238500
14-Dec-2015,135.31,136.14,134.02,135.93,5143700
11-Dec-2015,135.23,135.44,133.91,134.57,5333700
10-Dec-2015,137.03,137.85,135.72,136.78,4222300
09-Dec-2015,137.38,139.84,136.23,136.61,4614900
08-Dec-2015,138.28,139.06,137.53,138.05,3905100
07-Dec-2015,140.16,140.41,138.81,139.55,3279300
04-Dec-2015,138.09,141.02,137.99,140.43,4571600
03-Dec-2015,140.10,140.73,138.19,138.92,5909500
02-Dec-2015,140.93,141.21,139.50,139.70,3725300
