QQQ
Date,Open,High,Low,Close,Volume
23-Oct-2015,112.66,113.24,112.07,112.78,53170912
22-Oct-2015,108.48,109.8,108.17,109.71,42778704
21-Oct-2015,108.73,108.84,107.48,107.52,30195240
20-Oct-2015,108.54,108.78,107.81,108.18,23404692
19-Oct-2015,107.98,108.81,107.74,108.74,23776270
16-Oct-2015,107.9,108.18,107.38,108.12,27091100
15-Oct-2015,106.32,107.68,106.18,107.67,38393840
14-Oct-2015,106.1,106.63,105.49,105.93,30902636
13-Oct-2015,106.18,107.26,106,106.1,26999612
12-Oct-2015,106.73,106.99,106.35,106.79,16161955
9-Oct-2015,106.1,106.73,105.81,106.53,23916228
8-Oct-2015,105.23,106.23,104.21,106.05,50188872
7-Oct-2015,105.66,105.86,104.29,105.63,37389336
6-Oct-2015,105.25,105.6,104.18,105,33051534
5-Oct-2015,104.78,105.78,104.55,105.5,32853532
2-Oct-2015,100.8,104.01,100.48,104.01,59370860
1-Oct-2015,101.94,102.23,100.59,102.22,39339136
30-Sep-2015,100.89,101.87,100.5,101.76,41411432
29-Sep-2015,100.24,101.26,98.75,99.47,49315528
28-Sep-2015,102.48,102.55,99.69,99.99,44077488
25-Sep-2015,104.91,105.01,102.28,102.92,44700008
24-Sep-2015,103.17,104.19,102.27,103.8,38284332
23-Sep-2015,104.38,104.66,103.64,104.18,21775134
22-Sep-2015,104.06,104.42,103.13,104.1,47359656
21-Sep-2015,105.93,106.55,104.73,105.68,35772624
18-Sep-2015,105.23,106.6,105.17,105.35,48383996
17-Sep-2015,106.72,108.46,106.38,106.87,56276384
16-Sep-2015,106.25,106.93,105.88,106.83,31405364
15-Sep-2015,105.24,106.56,104.85,106.23,30093252
14-Sep-2015,105.7,105.72,104.6,104.99,19766776
11-Sep-2015,104.26,105.31,103.96,105.31,29176900
10-Sep-2015,103.49,105.42,103.37,104.74,47802728
9-Sep-2015,106.02,106.05,103.34,103.61,47261444
8-Sep-2015,103.87,104.91,103.44,104.79,37434376
4-Sep-2015,101.72,102.6,101.34,101.91,49499776
3-Sep-2015,104.06,104.77,102.85,103.14,45241592
2-Sep-2015,102.63,103.67,101.45,103.65,44070520
1-Sep-2015,101.46,103.04,100.39,100.8,73333512
31-Aug-2015,104.78,105.35,103.8,104.06,39645600
28-Aug-2015,104.82,105.74,104.6,105.36,50041076
27-Aug-2015,104.27,105.45,103.03,105.38,69546480
26-Aug-2015,100.71,102.98,98.69,102.78,104357088
25-Aug-2015,101.82,102.49,97.77,97.85,75270960
24-Aug-2015,94,102.28,84.53,98.22,151196816
21-Aug-2015,105.31,106.21,102.15,102.15,98001288
20-Aug-2015,108.85,109.19,106.81,106.82,57887840
19-Aug-2015,110.25,110.84,109.22,109.86,42614808
18-Aug-2015,111,111.1,110.44,110.59,14018385
17-Aug-2015,109.97,111.19,109.69,111.16,21276550
14-Aug-2015,109.81,110.4,109.59,110.24,17968540
13-Aug-2015,110.36,110.89,109.83,110.07,22565284
12-Aug-2015,109.11,110.47,107.96,110.25,41990872
11-Aug-2015,110.71,111.14,109.26,109.87,36211152
10-Aug-2015,110.74,111.54,110.73,111.3,21553088
7-Aug-2015,109.91,110.3,109.13,110.04,30079848
6-Aug-2015,112.08,112.23,109.68,110.18,42227888
5-Aug-2015,111.74,112.73,111.61,111.98,29060424
4-Aug-2015,111.28,111.47,110.66,111.12,22186164
3-Aug-2015,111.7,112.01,110.59,111.33,25062604
31-Jul-2015,112.16,112.22,111.45,111.68,22135452
30-Jul-2015,111.02,111.99,110.35,111.81,25499944
29-Jul-2015,111.1,111.52,110.67,111.28,26779060
28-Jul-2015,110.4,111.08,109.52,110.86,33635124
27-Jul-2015,110.2,110.68,109.67,109.91,36082408
24-Jul-2015,112.53,112.73,110.66,110.83,30919756
23-Jul-2015,112.46,112.83,111.64,111.93,25760776
22-Jul-2015,111.9,112.89,111.89,112.35,35661512
21-Jul-2015,113.74,113.92,113.3,113.63,35555156
20-Jul-2015,113.55,114.11,113.2,113.7,26603610
17-Jul-2015,112.57,113.31,112.38,113.31,36014208
16-Jul-2015,111.02,111.69,110.8,111.67,29911542
15-Jul-2015,110.2,110.54,109.8,110.11,28701192
14-Jul-2015,109.42,110.29,109.36,109.99,22030634
13-Jul-2015,108.32,109.36,108.31,109.27,25843454
10-Jul-2015,107.18,107.79,106.79,107.39,26480092
9-Jul-2015,107.24,107.33,105.76,105.77,28450088
8-Jul-2015,106.94,107.07,105.64,105.83,39788040
7-Jul-2015,107.56,107.81,105.57,107.71,44338380
6-Jul-2015,107.01,108.06,106.78,107.44,24370164
2-Jul-2015,107.97,108.06,107.36,107.69,20549320
1-Jul-2015,107.87,108.08,107.16,107.66,21344760
30-Jun-2015,107.23,107.46,106.48,106.81,34894608
29-Jun-2015,107.8,108.4,106.38,106.43,50998672
26-Jun-2015,109.71,109.96,108.6,109,32390288
25-Jun-2015,110.38,110.49,109.55,109.73,18371240
24-Jun-2015,110.39,110.86,109.92,109.95,15854391
23-Jun-2015,110.55,110.62,110.06,110.52,18172018
22-Jun-2015,110.43,110.76,110.18,110.43,19167416
19-Jun-2015,110.22,110.31,109.54,109.62,27945396
18-Jun-2015,108.98,110.36,108.92,110.17,43236368
17-Jun-2015,108.47,108.93,107.92,108.59,23407170
16-Jun-2015,107.59,108.47,107.54,108.29,16534876
15-Jun-2015,107.43,107.87,106.8,107.7,31386876
12-Jun-2015,108.56,108.78,108.09,108.24,27330710
11-Jun-2015,109.34,109.63,108.94,109.13,17676860
10-Jun-2015,107.87,109.29,107.75,108.97,30441480
9-Jun-2015,107.42,107.89,106.69,107.5,27685212
8-Jun-2015,108.73,108.81,107.46,107.68,24665572
5-Jun-2015,108.91,109.17,108.12,108.78,22749060
4-Jun-2015,109.26,109.96,108.69,109.04,31523310
3-Jun-2015,110.05,110.29,109.61,109.88,20604416
2-Jun-2015,109.49,110.09,108.95,109.55,19541828
1-Jun-2015,110.12,110.2,109,109.9,24686654
29-May-2015,110.12,110.27,109.27,109.53,30527008
28-May-2015,110.23,110.49,109.85,110.19,17384424
27-May-2015,109.01,110.56,108.77,110.44,30717616
26-May-2015,109.71,109.86,108.25,108.68,25609256
22-May-2015,109.93,110.35,109.86,109.95,13607974
21-May-2015,109.3,110.21,109.14,110.06,16851304
20-May-2015,109.5,110.15,108.91,109.49,21232062
19-May-2015,109.66,109.83,109.24,109.42,14280268
18-May-2015,108.88,109.76,108.8,109.54,17714710
15-May-2015,109.34,109.49,108.79,109.06,24050910
14-May-2015,108.37,109.15,107.97,109.06,24017544
13-May-2015,107.74,108.3,107.33,107.49,20836738
12-May-2015,107.12,107.82,106.3,107.27,33824596
11-May-2015,108.25,108.47,107.68,107.76,19772540
8-May-2015,107.95,108.41,107.79,108.18,33179876
7-May-2015,106.18,107.14,106.1,106.84,29474864
6-May-2015,107.13,107.44,105.49,106.21,42889496
5-May-2015,108.29,108.49,106.89,106.94,48070052
4-May-2015,108.88,109.39,108.65,108.71,23618688
1-May-2015,107.54,108.61,107.52,108.54,33030138
30-Apr-2015,108.22,108.65,106.55,107.12,42456164
29-Apr-2015,108.91,109.55,108.24,108.83,34152776
28-Apr-2015,109.82,110.03,108.6,109.52,36995664
27-Apr-2015,110.43,110.64,109.5,109.74,31182796
24-Apr-2015,109.69,110.17,109.51,110.02,32643484
23-Apr-2015,107.77,109.03,107.75,108.55,29512160
22-Apr-2015,107.83,108.32,107.13,108.14,21478288
21-Apr-2015,107.71,107.9,107.42,107.55,22788306
20-Apr-2015,106.04,107.28,106,107.09,29052110
17-Apr-2015,106.16,106.45,105.05,105.51,46262704
16-Apr-2015,107.04,107.37,106.89,107.18,16246579
15-Apr-2015,106.94,107.56,106.81,107.33,21208892
14-Apr-2015,106.86,107.17,106.06,106.66,23840760
13-Apr-2015,107.32,107.87,106.85,106.97,17800402
10-Apr-2015,106.76,107.25,106.53,107.24,17239778
9-Apr-2015,106.09,106.84,105.73,106.8,23148628
8-Apr-2015,105.34,106.29,105.33,106.14,25962730
7-Apr-2015,105.42,106.2,105.3,105.3,19440476
6-Apr-2015,104.01,105.77,103.85,105.48,24551640
2-Apr-2015,104.65,104.96,104.29,104.62,19252852
1-Apr-2015,105.1,105.12,103.88,104.55,33067452
31-Mar-2015,105.93,106.15,105.07,105.1,30600784
30-Mar-2015,105.66,106.32,105.66,106.23,30689160
27-Mar-2015,104.58,105.27,104.43,105.02,34031544
26-Mar-2015,104.1,105.2,103.75,104.6,48040420
25-Mar-2015,107.59,107.69,104.92,104.96,41716976
24-Mar-2015,107.8,108.3,107.4,107.42,22532150
23-Mar-2015,107.96,108.26,107.77,107.81,17321482
20-Mar-2015,108.21,108.56,108,108.02,31885920
19-Mar-2015,107.27,107.62,107.11,107.32,31514626
18-Mar-2015,105.83,107.65,105.29,107.16,40827644
