QQQ
Date,Open,High,Low,Close,Volume
24-Mar-2010,22.27,22.27,22.27,22.27,0
25-Mar-2010,22.19,22.19,22.19,22.19,0
26-Mar-2010,22.08,22.08,22.08,22.08,0
29-Mar-2010,22.17,22.17,22.17,22.17,0
30-Mar-2010,22.18,22.18,22.18,22.18,0
31-Mar-2010,22.13,22.13,22.13,22.13,0
1-Apr-2010,22.23,22.23,22.23,22.23,0
5-Apr-2010,22.43,22.43,22.43,22.43,0
6-Apr-2010,22.24,22.24,22.24,22.24,0
7-Apr-2010,22.29,22.29,22.29,22.29,0
8-Apr-2010,22.15,22.15,22.15,22.15,0
9-Apr-2010,22.39,22.39,22.39,22.39,0
12-Apr-2010,22.38,22.38,22.38,22.38,0
13-Apr-2010,22.61,22.61,22.61,22.61,0
14-Apr-2010,23.36,23.36,23.36,23.36,0
15-Apr-2010,24.05,24.05,24.05,24.05,0
16-Apr-2010,23.75,23.75,23.75,23.75,0
19-Apr-2010,23.83,23.83,23.83,23.83,0
20-Apr-2010,23.95,23.95,23.95,23.95,0
21-Apr-2010,23.63,23.63,23.63,23.63,0
22-Apr-2010,23.82,23.82,23.82,23.82,0
23-Apr-2010,23.87,23.87,23.87,23.87,0
26-Apr-2010,23.65,23.65,23.65,23.65,0
27-Apr-2010,23.19,23.19,23.19,23.19,0
28-Apr-2010,23.10,23.10,23.10,23.10,0
29-Apr-2010,23.33,23.33,23.33,23.33,0
30-Apr-2010,22.68,22.68,22.68,22.68,0
3-May-2010,23.10,23.10,23.10,23.10,0
4-May-2010,22.40,22.40,22.40,22.40,0
5-May-2010,22.17,22.17,22.17,22.17,0
