QQQ
Date,Open,High,Low,Close,Volume
14-Jan-2011,25.00,25.16,24.27,25.00,13379
13-Jan-2011,24.44,24.56,23.43,24.44,11356
12-Jan-2011,24.33,24.48,24.24,24.33,7169
11-Jan-2011,24.28,24.60,24.20,24.28,8870
10-Jan-2011,24.20,24.27,23.72,24.20,9691
7-Jan-2011,23.88,24.27,23.78,23.88,9257
6-Jan-2011,24.02,24.55,23.89,24.02,13295
5-Jan-2011,24.57,24.69,24.27,24.57,12366
4-Jan-2011,24.45,25.12,24.34,24.45,11798
3-Jan-2011,25.05,25.31,25.03,25.05,7457
31-Dec-2010,24.97,25.01,24.71,24.97,5023
30-Dec-2010,24.88,25.04,24.83,24.88,5625
29-Dec-2010,24.92,25.26,24.91,24.92,5673
28-Dec-2010,25.04,25.32,24.92,25.04,7165
27-Dec-2010,25.37,25.45,25.17,25.37,5818
23-Dec-2010,25.41,25.67,25.29,25.41,7395
22-Dec-2010,25.56,25.72,25.46,25.56,5799
21-Dec-2010,25.56,25.74,25.54,25.56,10907
20-Dec-2010,25.45,25.60,25.06,25.45,12987
17-Dec-2010,25.06,25.54,25.05,25.06,22573
16-Dec-2010,25.34,25.39,25.03,25.34,9774
15-Dec-2010,25.05,25.28,24.93,25.05,16019
14-Dec-2010,25.00,25.13,24.75,25.00,16568
13-Dec-2010,24.89,25.29,24.85,24.89,16067
10-Dec-2010,25.11,25.34,25.06,25.11,15919
9-Dec-2010,25.07,25.68,24.81,25.07,22964
8-Dec-2010,25.55,25.58,24.95,25.55,18358
7-Dec-2010,25.04,25.16,24.78,25.04,24691
6-Dec-2010,24.71,24.76,24.60,24.71,12272
3-Dec-2010,24.75,24.83,24.32,24.75,18730
