QQQ
Date,Open,High,Low,Close,Volume
13-May-2010,47.85,48.79,47.73,47.85,1.00
12-May-2010,48.62,48.66,47.90,48.62,1.00
11-May-2010,47.72,48.39,47.20,47.72,1.00
10-May-2010,47.77,47.80,47.31,47.77,1.00
7-May-2010,45.41,46.80,44.28,45.41,1.00
6-May-2010,46.57,48.32,41.55,46.57,1.00
5-May-2010,48.18,48.50,47.64,48.18,1.00
4-May-2010,48.43,49.32,48.08,48.43,1.00
3-May-2010,49.93,50.17,49.43,49.93,1.00
30-Apr-2010,49.24,50.29,49.20,49.24,1.00
29-Apr-2010,50.23,50.33,49.61,50.23,1.00
28-Apr-2010,49.37,49.63,48.98,49.37,1.00
27-Apr-2010,49.34,50.43,49.21,49.34,1.00
26-Apr-2010,50.41,50.65,50.30,50.41,1.00
23-Apr-2010,50.52,50.57,50.09,50.52,1.00
22-Apr-2010,50.31,50.36,49.26,50.31,1.00
21-Apr-2010,50.03,50.19,49.73,50.03,1.00
20-Apr-2010,49.75,49.88,49.43,49.75,1.00
19-Apr-2010,49.50,49.66,48.90,49.50,1.00
16-Apr-2010,49.53,50.12,49.20,49.53,1.00
15-Apr-2010,50.13,50.19,49.87,50.13,1.00
14-Apr-2010,49.91,49.92,49.50,49.91,1.00
13-Apr-2010,49.32,49.35,48.86,49.32,1.00
12-Apr-2010,49.07,49.20,48.94,49.07,1.00
9-Apr-2010,49.03,49.05,48.64,49.03,1.00
8-Apr-2010,48.74,48.82,48.24,48.74,1.00
7-Apr-2010,48.63,48.87,48.37,48.63,1.00
6-Apr-2010,48.75,48.90,48.39,48.75,1.00
5-Apr-2010,48.61,48.72,48.14,48.61,1.00
1-Apr-2010,48.16,48.70,47.79,48.16,1.00
