"A"	"10  - Technology"	96.000	86.000	101.000	107.000	110.000	66.000	16.000	18.000	18.000	17.000	19.000	20.000	20.000	19.000	609.000	649.000	668.000	337.000	353.000	326.000	78.000	78.000	81.000	86.000	84.000	79.000	84.000	87.000	9.300	12.420	14.890	15.500	15.920	12.510	12.630	12.290	12.770	13.360	13.020	13.340	13.620	14.360	29.626	24.978	29.276	40.896	40.940	41.810	38.580	37.760	37.350	44.360	43.570	51.300	59.310	65.960	07/31/2017
"AAL"	"11  - Transportation"	792.000	771.000	582.000	856.000	887.000	880.000	219.000	229.000	239.000	249.000	250.000	253.000	257.000	263.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-11.850	-56.890	-63.780	-16.750	2.820	8.430	5.680	8.990	7.770	7.660	8.360	7.360	6.860	7.570	-99999999.990	-99999999.990	-99999999.990	25.250	53.630	42.350	39.935	46.220	41.000	28.310	40.600	46.360	50.320	46.000	06/30/2017
"AAP"	"09  - Services"	26.900	30.900	33.800	36.600	73.400	65.400	14.400	13.800	18.900	14.000	13.600	13.400	18.400	13.900	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	12.070	11.210	16.560	20.790	27.460	33.620	32.960	33.590	35.820	37.360	38.780	39.580	40.980	42.360	66.150	69.630	72.350	110.680	159.280	150.510	159.290	198.430	148.440	161.630	140.080	156.610	116.590	99.510	07/15/2017
"AAPL"	"10  - Technology"	0.000	0.000	0.000	136.000	384.000	733.000	238.000	276.000	321.000	409.000	450.000	525.000	530.000	602.000	1782.000	2429.000	3381.000	4475.000	6041.000	8067.000	2220.000	2404.000	2511.000	2560.000	2570.000	2871.000	2776.000	2937.000	7.510	11.840	18.060	19.070	18.330	20.750	21.140	23.070	23.660	23.250	23.900	24.990	25.660	25.490	46.080	57.857	76.025	80.146	110.380	105.260	125.425	119.500	96.690	95.600	113.540	136.990	144.020	159.880	07/01/2017
"ABBV"	"08  - Health Care"	0.000	0.000	104.000	299.000	429.000	719.000	207.000	208.000	215.000	245.000	271.000	316.000	273.000	284.000	2368.600	2502.500	5178.000	2840.000	3297.000	4101.000	1418.000	891.000	946.000	1124.000	1106.000	1190.000	1133.000	1220.000	9.930	7.550	2.130	2.830	1.090	2.430	2.940	2.420	2.870	3.470	3.960	2.870	3.130	3.770	-99999999.990	-99999999.990	34.160	52.810	65.440	59.240	67.190	59.550	54.610	61.910	55.780	61.840	72.510	87.370	06/30/2017
"ABC"	"08  - Health Care"	74.700	78.300	94.400	75.000	77.700	112.000	40.100	34.400	36.700	36.700	45.300	38.000	37.900	37.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	10.470	10.520	9.710	10.040	8.610	2.830	2.910	6.310	10.540	8.710	9.720	9.680	11.620	11.680	34.120	37.190	43.180	70.310	90.160	103.710	106.340	96.510	86.620	79.320	70.320	91.510	94.530	81.600	06/30/2017
"ABT"	"08  - Health Care"	0.000	0.000	320.000	145.000	150.000	163.000	41.000	41.000	58.000	103.000	117.000	153.000	226.000	214.000	3724.400	1512.000	5783.200	1371.000	1292.000	1371.000	338.000	375.000	379.000	348.000	352.000	338.000	541.000	513.000	14.660	15.700	16.970	16.160	14.200	14.180	14.120	14.260	14.030	14.020	14.070	13.890	18.160	18.160	22.924	26.905	31.340	38.330	45.020	44.910	49.080	44.800	38.740	39.310	39.240	45.080	48.610	51.760	06/30/2017
"ACN"	"10  - Technology"	14.700	15.000	15.100	14.000	17.600	14.600	3.800	4.100	4.500	3.700	4.000	3.000	4.000	3.600	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	4.450	6.010	6.450	7.680	9.040	9.790	9.820	9.420	10.870	11.430	12.140	11.930	12.800	13.190	48.490	53.230	66.500	82.220	89.310	104.500	96.780	107.200	100.260	113.290	116.240	122.500	123.680	135.350	05/31/2017
"ADBE"	"10  - Technology"	57.000	67.000	67.500	67.500	59.700	64.200	16.500	16.500	18.500	17.200	17.300	17.500	18.100	18.300	680.300	738.100	742.800	826.600	844.400	862.700	218.700	220.500	237.200	232.500	248.500	257.800	285.100	299.400	10.000	11.630	13.470	13.410	13.610	14.040	13.720	14.050	14.000	14.500	14.600	14.980	15.340	15.790	30.780	28.270	37.680	59.879	72.700	93.940	81.010	88.660	85.150	95.790	107.510	118.340	141.440	154.490	06/02/2017
"ADI"	"10  - Technology"	10.400	19.100	26.400	27.100	34.800	27.000	6.700	13.100	18.500	18.500	38.800	42.600	114.300	73.100	492.300	505.600	1023.800	513.000	559.700	637.500	170.700	157.400	160.200	163.200	172.900	184.000	419.200	275.700	10.760	12.680	13.940	15.400	15.190	16.230	16.220	16.050	15.780	16.230	16.780	15.930	28.220	27.010	37.670	35.780	42.060	50.930	55.520	55.320	64.185	60.120	52.990	56.640	64.100	81.930	77.800	83.840	07/29/2017
"ADM"	"05  - Consumer Non-Cyclical"	482.000	441.000	213.000	413.000	337.000	308.000	69.000	73.000	140.000	65.000	78.000	80.000	81.000	86.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	29.300	27.020	28.670	30.490	29.980	28.960	29.190	29.830	30.080	29.870	29.930	29.660	29.720	30.490	30.080	28.600	27.390	43.400	52.000	36.680	48.220	45.660	34.960	42.890	43.570	46.970	41.380	43.840	06/30/2017
"ADP"	"09  - Services"	8.600	7.700	9.100	6.100	6.500	56.200	4.900	16.800	16.300	18.100	19.900	20.500	16.800	22.800	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	12.180	12.550	12.820	13.930	10.170	9.810	10.010	9.190	9.910	9.880	9.400	8.520	9.190	8.950	40.600	47.381	49.943	70.882	83.370	84.720	80.230	86.990	84.690	91.870	87.060	102.620	102.460	106.780	06/30/2017
"ADS"	"07  - Financial"	318.300	298.600	291.500	305.500	260.500	330.200	82.100	89.400	98.800	103.700	108.300	117.700	125.200	137.500	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	0.440	3.470	10.570	17.400	42.510	32.490	31.710	32.920	29.120	29.420	30.600	28.890	24.180	25.630	71.030	103.840	144.760	262.930	286.050	276.570	291.940	297.310	210.130	195.920	204.470	242.980	256.690	216.000	06/30/2017
"ADSK"	"10  - Technology"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	496.200	1133.000	1200.000	611.100	725.200	790.000	197.900	204.500	193.500	193.000	192.600	187.000	187.700	193.800	7.070	8.270	9.020	10.100	9.770	7.170	7.690	7.210	6.400	5.970	4.770	3.300	2.310	1.440	38.200	30.330	35.350	50.319	60.060	60.930	50.075	55.190	51.740	54.140	72.280	86.300	100.820	114.130	07/31/2017
"AEE"	"12  - Utilities"	497.000	387.000	392.000	398.000	341.000	355.000	87.000	91.000	95.000	95.000	97.000	95.000	99.000	99.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	32.370	32.790	27.270	26.970	27.670	28.630	28.910	28.630	28.310	28.530	29.650	29.280	29.120	29.510	28.190	33.130	30.720	36.160	46.130	43.230	37.680	43.680	46.950	53.580	49.950	54.690	54.670	59.810	06/30/2017
"AEP"	"12  - Utilities"	999.000	835.000	895.000	817.300	765.100	742.000	188.000	180.000	185.300	196.100	199.700	182.900	200.600	201.900	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	28.420	30.410	31.440	33.050	34.430	36.490	36.070	36.450	36.910	37.410	35.230	35.380	35.970	36.250	35.980	41.310	42.680	46.740	60.720	58.270	52.970	56.650	61.750	70.090	64.840	66.970	69.470	73.030	06/30/2017
"AES"	"12  - Utilities"	1449.000	3069.000	3108.000	1523.000	2920.000	2777.000	365.000	721.000	342.000	732.000	354.000	345.000	348.000	333.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	8.420	7.640	6.050	5.830	5.930	4.580	5.250	4.690	4.840	4.190	4.370	4.230	4.540	4.580	12.180	11.840	10.700	14.510	13.770	9.570	13.260	10.950	9.800	12.480	11.770	11.520	11.110	11.350	06/30/2017
"AET"	"08  - Health Care"	254.600	246.900	268.800	333.700	329.300	363.600	96.400	109.900	102.000	123.000	189.200	189.300	173.000	86.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	23.790	27.170	30.600	39.460	40.740	46.130	45.440	46.090	47.940	50.430	52.030	50.810	41.480	46.330	30.510	42.190	46.310	68.590	88.830	108.120	127.460	114.780	108.630	122.130	107.350	128.760	151.830	162.680	06/30/2017
"AFL"	"07  - Financial"	149.000	196.000	261.000	293.000	317.000	289.000	67.000	65.000	65.000	66.000	65.000	72.000	62.000	61.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	23.570	27.750	34.220	31.470	40.660	41.120	40.250	41.670	47.810	54.750	55.770	55.430	50.710	54.240	56.430	43.260	53.120	66.800	61.090	59.900	62.200	63.750	59.520	72.160	68.870	72.350	77.680	82.810	06/30/2017
"AGN"	"08  - Health Care"	84.100	69.000	111.600	239.800	411.800	1193.300	340.200	341.300	332.800	345.800	324.300	292.700	289.700	277.400	286.600	306.600	401.200	191.300	1030.000	2870.100	1560.500	444.600	409.100	905.400	664.800	1340.300	1099.900	1192.700	26.810	28.620	30.480	66.990	128.950	194.840	184.310	181.650	183.690	181.280	215.930	199.950	209.660	209.700	51.650	60.340	86.000	168.000	257.410	312.500	303.460	308.470	290.110	231.090	208.940	244.820	243.090	220.290	06/30/2017
"AIG"	"07  - Financial"	6742.000	2444.000	2319.000	2142.000	1718.000	1281.000	321.000	304.000	306.000	320.000	329.000	305.000	298.000	292.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	97.640	56.430	58.090	68.150	74.860	68.980	77.400	70.790	76.540	80.770	82.760	74.560	75.520	79.650	48.273	23.200	35.300	51.050	56.010	61.970	61.820	63.060	50.200	52.890	61.700	63.920	62.520	59.620	06/30/2017
"AIV"	"09  - Services"	276.500	272.300	229.400	237.000	221.000	188.000	48.300	48.300	47.600	48.900	49.400	50.500	47.900	46.900	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	3.340	-3.400	5.790	6.190	7.150	9.430	9.270	9.400	9.270	10.310	9.980	10.690	10.000	8.760	25.840	22.910	27.060	25.910	37.150	40.030	36.930	39.190	36.610	44.160	44.070	46.530	42.970	45.590	06/30/2017
