"ACCO"	54.800	55.200	94.100	113.500	113.700	108.800	109.100	108.000	106.100	106.100	107.100	107.200	107.600	108.300	1284.600	1318.400	1758.500	1765.100	1689.200	1510.400	394.700	413.600	412.100	278.100	410.100	431.300	437.600	359.800	7.800	18.600	117.000	77.300	91.600	85.900	27.700	32.600	31.400	4.800	61.900	22.700	6.100	3.600	54.900	61.800	-7.500	194.500	171.700	171.200	-41.000	60.800	101.500	51.600	-50.800	109.200	55.900	65.400	727.400	668.800	1070.800	920.800	787.700	720.500	785.000	779.000	720.500	717.800	827.400	759.800	627.700	1002.700	"0518 - Office Supplies"	"N - New York"	"None"
"ADM"	642.000	665.000	660.000	661.000	653.000	618.000	624.000	612.000	600.000	595.000	591.000	586.000	579.000	576.000	80676.000	89038.000	46729.000	89804.000	81201.000	67702.000	17186.000	16565.000	16445.000	14384.000	15629.000	15832.000	16501.000	14988.000	2036.000	1223.000	692.000	1342.000	2248.000	1849.000	386.000	252.000	718.000	230.000	284.000	341.000	424.000	339.000	-2340.000	2895.000	2478.000	5226.000	4962.000	2470.000	362.000	691.000	3853.000	23.000	-389.000	1522.000	319.000	409.000	8266.000	6535.000	6456.000	5347.000	5528.000	5779.000	5965.000	5829.000	5779.000	5851.000	5561.000	6594.000	6504.000	5956.000	"0515 - Food Processing"	"N - New York"	"500"
"ALCO"	7.374	7.363	7.355	7.313	7.336	8.056	8.278	8.317	8.303	8.286	8.309	8.315	8.324	8.327	79.800	98.600	127.200	101.700	104.000	153.100	71.700	2.400	20.600	71.900	46.900	4.900	17.400	56.200	-0.600	7.100	18.500	19.600	9.500	13.200	9.200	-5.400	-3.000	8.700	4.700	-3.400	-1.700	5.800	7.100	16.700	23.600	13.400	25.100	33.700	72.500	5.300	-14.800	26.900	22.000	-3.800	-17.400	14.700	72.200	53.900	36.600	34.000	62.400	201.600	206.300	201.600	223.900	201.200	196.000	198.000	212.300	199.100	"0509 - Crops"	"M - Nasdaq"	"None"
"ANDE"	27.534	27.685	27.784	27.986	28.367	28.288	28.375	28.071	27.970	28.101	28.227	28.222	28.220	28.281	3393.800	4576.300	5272.000	5604.600	4540.100	4198.500	1187.700	909.100	1104.100	887.900	1064.200	859.600	1113.100	852.000	64.500	94.700	79.100	89.600	109.200	-13.100	31.000	-1.200	-47.000	-14.700	14.400	1.700	10.100	-3.100	-239.300	290.300	328.500	337.200	-10.100	154.100	227.300	117.200	96.400	-267.900	73.500	235.700	-1.800	-229.200	276.800	238.900	427.200	375.200	298.600	436.200	417.300	413.600	436.200	402.400	398.700	395.600	397.100	366.000	"0509 - Crops"	"M - Nasdaq"	"SmallCap 600"
"AOI"	8.863	8.780	8.702	8.737	8.772	8.829	8.853	8.878	8.883	8.889	8.894	8.904	8.923	8.941	2308.300	2094.100	2150.800	2241.000	2354.500	2066.900	731.500	266.300	414.900	491.100	732.300	261.100	389.400	454.500	79.200	-71.600	29.500	23.900	-102.500	-27.900	0.700	-26.000	-21.100	11.700	101.600	-31.500	-15.700	-15.500	111.300	-183.000	59.000	-1.600	262.500	-55.200	520.700	-234.100	-124.900	-331.000	565.000	-15.800	-118.400	92.000	788.900	884.400	821.500	830.900	900.400	738.900	738.900	882.800	893.600	909.400	910.200	710.700	901.600	969.300	"0524 - Tobacco"	"N - New York"	"None"
"APFH"	-99999999.990	-99999999.990	-99999999.990	63.503	64.210	65.351	-99999999.990	-99999999.990	-99999999.990	66.025	65.837	74.879	77.665	78.126	-99999999.990	-99999999.990	-99999999.990	1492.000	1577.600	1611.600	391.900	407.200	386.100	394.500	370.700	393.700	409.400	402.700	-99999999.990	-99999999.990	-99999999.990	-57.000	-37.900	37.100	2.300	12.600	-99999999.990	16.600	64.100	22.400	33.100	28.200	-99999999.990	-99999999.990	-99999999.990	34.400	22.900	157.200	104.400	0.500	68.600	40.100	17.500	60.500	80.300	39.500	0.000	0.000	0.000	0.000	1275.800	1233.800	0.000	0.000	0.000	1236.900	1265.800	1077.500	1078.700	1079.800	"0515 - Food Processing"	"N - New York"	"None"
"BCPC"	27.964	28.575	28.994	29.624	30.381	31.158	31.111	31.310	31.370	31.407	31.476	31.566	31.638	31.706	255.100	291.900	310.400	337.200	541.400	552.500	134.800	140.100	132.700	135.100	138.800	138.500	140.800	137.700	33.300	20.800	40.000	44.900	52.800	59.700	14.900	14.000	15.700	11.900	14.200	14.000	15.900	15.500	39.000	44.900	53.800	55.700	85.400	103.800	23.300	29.000	25.000	29.300	26.600	23.900	27.800	22.800	3.400	0.000	0.000	0.000	297.500	261.000	280.000	271.300	261.000	317.400	288.700	263.100	245.500	233.900	"0515 - Food Processing"	"M - Nasdaq"	"SmallCap 600"
"BETR"	-99999999.990	-99999999.990	75.000	75.000	75.000	74.748	-99999999.990	68.711	74.866	74.839	74.798	75.455	76.787	76.731	-99999999.990	-99999999.990	16.000	55.700	132.400	183.900	47.400	45.900	46.400	54.300	59.900	68.000	88.600	87.200	-99999999.990	-99999999.990	6.800	24.800	35.300	9.000	3.600	-3.000	4.400	8.400	8.800	1.600	7.000	0.500	-99999999.990	-99999999.990	6.400	22.500	39.100	47.000	11.300	5.500	16.100	-8.600	6.400	-0.100	1.500	-3.100	0.000	0.000	0.000	0.000	190.000	185.500	0.000	194.900	185.500	183.100	198.600	583.100	585.500	591.800	"0515 - Food Processing"	"N - New York"	"None"
"BF.B"	443.499	436.806	429.054	426.738	426.908	423.186	419.610	414.526	408.110	402.364	398.364	393.018	389.050	384.520	2469.000	2586.000	2723.000	2849.000	2991.000	3134.000	739.000	699.000	854.000	809.000	729.000	661.000	830.000	808.000	448.000	571.000	513.000	591.000	659.000	684.000	141.000	156.000	200.000	190.000	522.000	144.000	197.000	182.000	545.000	527.000	516.000	537.000	649.000	608.000	233.000	147.000	14.000	287.000	76.000	128.000	41.000	276.000	508.000	504.000	503.000	997.000	997.000	743.000	743.000	1229.000	1229.000	1229.000	1230.000	1953.000	1917.000	1669.000	"0503 - Beverages (Alcoholic)"	"N - New York"	"500"
"BG"	141.191	146.583	146.001	147.204	146.210	143.672	143.727	143.361	142.454	141.062	139.407	139.444	139.473	139.752	43953.000	56097.000	60991.000	61347.000	57161.000	43455.000	10782.000	10762.000	11105.000	8916.000	10541.000	11423.000	11799.000	11121.000	2276.000	977.000	370.000	133.000	435.000	703.000	71.000	208.000	189.000	231.000	113.000	111.000	263.000	45.000	-2435.000	2614.000	-457.000	2225.000	1399.000	610.000	-608.000	933.000	-23.000	77.000	-761.000	1319.000	1269.000	-47.000	2551.000	3348.000	3532.000	3179.000	2855.000	2926.000	2496.000	2583.000	2926.000	3845.000	3388.000	3447.000	3069.000	3266.000	"0515 - Food Processing"	"N - New York"	"None"
