"A",5444.000,6615.000,6858.000,3894.000,4048.000,4038.000,963.000,1014.000,1035.000,1028.000,1019.000,1044.000,1111.000,1067.000,788.000,1118.000,1144.000,400.000,339.000,546.000,113.000,145.000,159.000,160.000,135.000,151.000,170.000,213.000,8.000,20.000,-110.000,68.000,-3.000,42.000,4.000,15.000,0.000,21.000,26.000,10.000,25.000,25.000,684.000,1012.000,1153.000,225.000,232.000,438.000,92.000,113.000,143.000,121.000,91.000,124.000,126.000,168.000,718.000,1260.000,1228.000,1152.000,711.000,1322.000,366.000,199.000,478.000,215.000,145.000,199.000,234.000,116.000,-1174.000,1294.000,-2366.000,-248.000,-230.000,-400.000,-14.000,-174.000,-550.000,-56.000,-80.000,-24.000,-78.000,-101.000,601.000,-1693.000,-37.000,-554.000,-97.000,-1089.000,-202.000,-237.000,-62.000,-271.000,169.000,-110.000,-56.000,-58.000,0.000,0.000,0.300,0.440,0.516,0.432,0.100,0.100,0.100,0.100,0.115,0.115,0.115,0.115,121.000,188.000,194.000,195.000,205.000,98.000,40.000,38.000,54.000,76.000,-13.000,24.000,52.000,32.000,347.000,347.000,348.000,341.000,333.000,333.000,334.000,332.000,330.000,329.000,326.000,325.000,326.000,322.000,2649.000,3527.000,2351.000,2675.000,2218.000,2003.000,2197.000,2075.000,2003.000,1931.000,2139.000,2199.000,2289.000,2241.000,9696.000,9057.000,10536.000,10686.000,10815.000,7479.000,7412.000,7251.000,7479.000,7302.000,7640.000,7734.000,7794.000,7872.000,6468.000,4749.000,5354.000,5400.000,5514.000,3312.000,3254.000,3148.000,3312.000,3257.000,3478.000,3391.000,3551.000,3575.000,869.000,860.000,923.000,899.000,626.000,606.000,576.000,584.000,606.000,617.000,602.000,590.000,631.000,653.000,499.000,472.000,461.000,432.000,302.000,279.000,261.000,248.000,279.000,250.000,220.000,261.000,257.000,268.000,1950.000,1996.000,7136.000,3963.000,3156.000,2811.000,2857.000,2850.000,2811.000,2991.000,3046.000,2967.000,2353.000,2974.000,2190.000,1932.000,2112.000,2699.000,1663.000,1655.000,1656.000,1655.000,1655.000,1653.000,1654.000,1652.000,1904.000,1802.000,3228.000,4308.000,5182.000,5286.000,5301.000,4167.000,4158.000,4103.000,4167.000,4045.000,4162.000,4343.000,4243.000,4297.000
"AAL",22170.000,23979.000,24855.000,26743.000,42650.000,40990.000,10827.000,10706.000,9630.000,9435.000,10363.000,10594.000,9789.000,9624.000,286.000,-1208.000,-1863.000,-1324.000,4099.000,5496.000,1942.000,1928.000,474.000,1356.000,1742.000,1439.000,753.000,622.000,-35.000,0.000,-569.000,-346.000,330.000,-2994.000,15.000,16.000,-3036.000,417.000,543.000,452.000,211.000,131.000,-471.000,-1979.000,-1876.000,-1834.000,2882.000,7610.000,1704.000,1693.000,3281.000,700.000,950.000,737.000,289.000,234.000,1241.000,743.000,1285.000,675.000,3080.000,6249.000,2347.000,1180.000,228.000,2620.000,2213.000,1064.000,627.000,2250.000,-2030.000,-1292.000,-1571.000,-3814.000,-2911.000,-5594.000,-1493.000,-1337.000,438.000,-2114.000,-1657.000,-871.000,-1056.000,-1849.000,804.000,664.000,483.000,3799.000,-315.000,-1259.000,-950.000,221.000,-1292.000,-401.000,-605.000,-258.000,370.000,-349.000,0.000,0.000,0.000,0.000,0.200,0.400,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,1962.000,1610.000,1888.000,3114.000,5311.000,6151.000,1730.000,1482.000,1530.000,1557.000,1506.000,1208.000,1460.000,1714.000,333.000,124.985,125.231,163.046,717.456,668.393,688.727,661.869,626.561,606.245,563.000,525.415,514.574,503.902,168.000,283.000,480.000,1140.000,994.000,390.000,952.000,1016.000,390.000,495.000,446.000,381.000,322.000,374.000,25088.000,23848.000,23510.000,42278.000,43225.000,48415.000,47868.000,48715.000,48415.000,49909.000,51051.000,51108.000,51274.000,52627.000,29033.000,30959.000,31497.000,45009.000,41204.000,42780.000,44232.000,44953.000,42780.000,45199.000,46739.000,46717.000,47489.000,49170.000,738.000,902.000,2248.000,3120.000,1771.000,1425.000,1892.000,1828.000,1425.000,1450.000,1593.000,1703.000,1594.000,1397.000,1156.000,1007.000,975.000,1368.000,1377.000,1563.000,1683.000,1525.000,1563.000,1913.000,1944.000,1673.000,1592.000,1882.000,932.000,894.000,1899.000,8708.000,6331.000,6340.000,6365.000,6352.000,6340.000,6327.000,6304.000,6280.000,6264.000,6327.000,9253.000,11052.000,12030.000,21281.000,16368.000,18523.000,17360.000,19026.000,18523.000,19134.000,21131.000,21545.000,22489.000,22829.000,-3945.000,-7111.000,-7987.000,-2731.000,2021.000,5635.000,3636.000,3762.000,5635.000,4710.000,4312.000,4391.000,3785.000,3457.000
"AAP",5925.200,6170.500,6205.000,6493.800,9843.900,9737.000,3038.200,2370.000,2295.200,2033.500,2979.800,2256.200,2248.900,2082.900,583.900,664.200,657.900,663.000,854.800,818.300,260.600,253.200,206.800,97.600,274.100,222.900,191.400,110.300,211.000,238.600,236.400,234.600,287.600,279.500,90.700,87.800,71.900,29.000,96.400,84.300,64.000,34.500,344.500,393.600,386.800,390.900,492.300,471.700,147.600,149.500,120.000,54.700,158.200,124.000,113.300,62.100,666.200,828.800,685.300,545.300,709.000,689.600,102.200,228.600,189.300,169.600,75.300,117.600,216.500,91.500,-199.400,-290.000,-273.000,-362.100,-2288.200,-253.400,-57.200,-73.300,-49.500,-73.400,-87.900,-51.100,-66.300,-56.600,-507.600,-540.200,127.900,331.200,575.900,-446.000,-25.300,-162.000,-149.900,-108.700,23.000,-64.200,-135.000,-18.400,0.240,0.240,0.240,0.240,0.240,0.240,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,199.600,268.100,271.200,195.800,228.400,234.700,57.000,57.500,46.700,73.500,89.100,48.800,66.300,55.300,86.082,75.620,73.091,72.930,72.932,73.190,73.122,73.183,73.215,73.256,73.401,73.576,73.638,73.676,59.200,57.900,598.100,1112.500,104.700,90.800,123.800,114.500,105.300,90.800,103.700,104.800,119.500,135.200,3354.200,3655.800,4613.800,5564.800,7962.400,8127.700,8146.700,8167.900,8181.500,8127.700,8439.000,8437.500,8414.600,8315.000,2314.800,2807.800,3403.100,4048.600,5959.400,5667.100,6000.100,5878.700,5768.500,5667.100,5809.800,5688.600,5558.900,5398.800,124.200,140.000,229.900,277.600,579.800,597.800,631.900,653.300,664.600,597.800,651.000,657.500,686.900,641.300,1292.100,1653.200,2029.800,2180.600,3095.400,3203.900,3138.600,3174.400,3180.200,3203.900,3318.000,3219.700,3197.100,3086.200,59.700,107.800,105.200,249.700,1743.600,1676.600,1723.000,1706.400,1695.300,1651.200,1670.200,1657.300,1643.800,1631.800,300.900,415.100,604.500,1052.700,1636.300,1206.300,1609.700,1453.000,1293.100,1206.300,1229.900,1169.700,1042.600,1042.900,1039.400,847.900,1210.700,1516.200,2002.900,2460.600,2146.600,2289.100,2413.100,2460.600,2629.100,2748.900,2855.700,2916.200
"AAPL",65225.000,108249.000,156508.000,170910.000,182795.000,233715.000,49605.000,51501.000,75872.000,50557.000,42358.000,46852.000,78351.000,52896.000,18540.000,34205.000,55763.000,50291.000,53867.000,73248.000,14674.000,15300.000,24849.000,14463.000,10878.000,12638.000,24705.000,-99999999.990,4527.000,8283.000,14030.000,13118.000,13973.000,19121.000,3796.000,3938.000,6212.000,3626.000,2673.000,3174.000,6289.000,3655.000,14013.000,25922.000,41733.000,37037.000,39510.000,53394.000,10677.000,11124.000,18361.000,10516.000,7796.000,9014.000,17891.000,-99999999.990,18595.000,37529.000,50856.000,53666.000,59713.000,81266.000,14988.000,13475.000,27463.000,11601.000,10634.000,16126.000,27056.000,12523.000,-13854.000,-40419.000,-48227.000,-33774.000,-22579.000,-56274.000,-11403.000,-1375.000,-20450.000,-13660.000,-4470.000,-7397.000,-19122.000,-14202.000,1257.000,1444.000,-1698.000,-16379.000,-37549.000,-17716.000,-2755.000,-6299.000,-11444.000,6884.000,-9441.000,-6482.000,-12047.000,465.000,0.000,0.000,0.379,1.629,1.812,1.980,0.520,0.520,0.520,0.520,0.570,0.570,0.570,0.570,2121.000,7452.000,9402.000,9076.000,9813.000,11488.000,2089.000,3658.000,4006.000,2599.000,2905.000,4038.000,3420.000,3015.000,6366.227,6469.806,6543.726,6477.188,6085.572,5753.421,5729.886,5646.918,5558.930,5514.381,5443.058,5366.912,5298.661,-99999999.990,1690.000,2903.000,3109.000,8705.000,10232.000,11389.000,10451.000,11389.000,11152.000,10199.000,9118.000,8601.000,9359.000,-99999999.990,75183.000,116371.000,176064.000,207000.000,231839.000,290345.000,273151.000,290345.000,293284.000,305277.000,305602.000,321686.000,331141.000,-99999999.990,27392.000,39756.000,57854.000,83451.000,120292.000,170990.000,147474.000,170990.000,165017.000,174820.000,179061.000,193437.000,198751.000,-99999999.990,9924.000,11717.000,18692.000,20641.000,27219.000,30343.000,19907.000,30343.000,24621.000,19824.000,19042.000,29299.000,27977.000,-99999999.990,12015.000,14632.000,21175.000,22367.000,30196.000,35490.000,26474.000,35490.000,33312.000,25098.000,26318.000,37294.000,38510.000,-99999999.990,1083.000,4432.000,5359.000,5756.000,8758.000,9009.000,8823.000,9009.000,9126.000,9092.000,8767.000,8620.000,8271.000,-99999999.990,0.000,0.000,0.000,16960.000,28987.000,53329.000,47419.000,53329.000,53204.000,69374.000,68939.000,75427.000,73557.000,0.000,47791.000,76615.000,118210.000,123549.000,111547.000,119355.000,125677.000,119355.000,128267.000,130457.000,126541.000,128249.000,132390.000,-99999999.990
"ABBV",15637.700,17444.000,18380.000,18790.000,19960.000,22859.000,5475.000,5944.000,6400.000,5958.000,6452.000,6432.000,6796.000,6538.000,4835.500,3668.500,5829.000,5631.000,2798.000,7364.000,1850.000,1854.000,2132.000,1991.000,2341.000,2285.000,2314.000,2086.000,657.600,235.400,450.000,1204.000,595.000,1501.000,312.000,408.000,407.000,422.000,486.000,416.000,607.000,375.000,4177.900,3433.100,5275.000,4128.000,1774.000,5144.000,1366.000,1239.000,1517.000,1354.000,1610.000,1598.000,1391.000,1711.000,4976.200,6247.000,6345.000,6267.000,3549.000,7535.000,1832.000,2155.000,1963.000,2128.000,1918.000,1454.000,1541.000,-99999999.990,-5031.800,553.900,-2418.000,879.000,-926.000,-12936.000,-12511.000,745.000,-297.000,-1458.000,-4298.000,-199.000,-119.000,-99999999.990,65.200,-6783.000,1931.000,-3442.000,-3293.000,5752.000,10169.000,-1056.000,-2431.000,-1219.000,1164.000,-1371.000,-2502.000,-99999999.990,0.000,0.000,0.000,1.600,1.660,2.020,0.510,0.510,0.510,0.570,0.570,0.570,0.570,0.640,448.100,355.500,333.000,491.000,612.000,532.000,115.000,727.000,-455.000,121.000,131.000,113.000,114.000,-99999999.990,1580.668,1580.668,1577.000,1589.000,1595.000,1625.000,1620.000,1652.000,1631.000,1616.000,1624.000,1632.000,1616.000,-99999999.990,9.600,27.000,5901.000,9595.000,8348.000,8399.000,7400.000,9223.000,8399.000,7556.000,6327.000,6218.000,5100.000,-99999999.990,21134.700,19521.000,27008.000,29198.000,27513.000,53050.000,53855.000,54832.000,53050.000,53720.000,67211.000,66626.000,66099.000,-99999999.990,5431.700,7589.000,23645.000,24706.000,25771.000,49105.000,48351.000,49969.000,49105.000,49077.000,61571.000,60157.000,61463.000,-99999999.990,3373.100,3817.000,8596.000,8657.000,8026.000,4730.000,4367.000,4574.000,4730.000,4753.000,5048.000,4999.000,4758.000,-99999999.990,356.800,3909.000,9329.000,8241.000,9129.000,4531.000,7222.000,8028.000,4531.000,8132.000,8700.000,9047.000,4782.000,-99999999.990,9888.400,9010.200,10776.000,8167.000,7375.000,32877.000,33146.000,33065.000,32877.000,32786.000,44957.000,44770.000,44313.000,-99999999.990,0.000,32.000,14630.000,14292.000,10538.000,29240.000,27116.000,31359.000,29240.000,29490.000,37328.000,37284.000,36440.000,0.000,15703.000,11932.000,3363.000,4492.000,1742.000,3945.000,5504.000,4863.000,3945.000,4643.000,5640.000,6469.000,4636.000,-99999999.990
"ABC",77776.500,78695.700,78080.800,87959.200,119569.100,135961.800,32669.300,34233.600,35470.400,36709.000,35698.400,36881.700,37560.600,38169.300,1090.900,1196.300,1311.200,899.500,747.600,381.000,-375.200,335.000,510.400,-177.100,950.200,530.300,233.600,401.100,386.400,420.500,455.500,331.000,388.100,407.100,114.800,90.100,109.300,-541.200,312.200,146.900,44.700,115.900,629.800,697.500,761.400,493.400,281.800,-138.200,-513.400,214.200,361.000,329.600,604.100,349.800,143.600,247.200,1108.600,1167.900,1305.400,788.100,1464.700,3922.200,741.700,1121.600,5082.300,1502.500,128.100,191.400,1356.500,-430.400,-184.400,-212.400,-947.900,117.300,-384.200,-2931.200,-2612.300,-55.200,-3117.700,-5545.000,2670.400,-146.500,-148.100,-156.900,-275.400,-787.700,-1116.900,-741.000,-503.000,-632.100,1908.800,-848.200,-1993.500,1663.800,-62.000,-704.900,-331.800,-363.500,0.320,0.430,0.520,0.840,0.940,1.160,0.290,0.290,0.290,0.340,0.340,0.340,0.340,0.365,176.500,156.100,133.300,202.500,264.500,231.600,52.600,51.900,306.100,180.200,-0.200,130.200,154.400,137.300,282.258,272.471,252.906,231.067,227.367,217.786,220.243,219.359,212.077,206.180,207.858,215.688,219.130,218.661,1658.200,1826.000,1066.600,1231.000,1808.500,2167.400,2337.000,2555.200,2167.400,978.100,2525.300,1865.200,2741.800,1791.100,14434.800,14982.700,15442.300,18918.600,21532.200,27963.000,27005.500,27333.500,27963.000,30755.800,32495.400,31914.200,33637.500,33919.300,11480.500,12115.800,12987.400,16598.900,19575.300,27346.600,25089.300,25757.900,27346.600,29455.800,30304.200,30034.900,31508.100,31802.700,3827.500,3793.800,3784.600,6051.900,6312.900,8223.000,7560.100,7596.600,8223.000,8380.700,8767.000,8984.500,9175.900,9696.200,8833.300,9191.400,9492.600,13335.800,15592.800,20886.400,18395.200,19349.000,20886.400,22536.300,22986.200,22692.100,23926.300,24172.300,2845.300,2805.700,6935.600,3499.700,3481.700,6137.500,6122.100,6115.500,6137.500,9052.800,9028.500,8986.100,11927.200,8914.300,1343.200,972.900,1395.900,1396.600,1995.600,3739.200,3942.500,3742.800,3739.200,4393.300,4368.600,3794.000,3852.500,3871.600,2954.300,2866.900,2454.800,2319.700,1956.900,616.400,1916.300,1575.600,616.400,1300.000,2191.200,1879.300,2129.400,2116.600
"ABT",35166.700,21407.000,19050.000,19657.000,20247.000,20405.000,5170.000,5150.000,5188.000,4885.000,5333.000,5302.000,5333.000,6335.000,5712.800,1236.000,100.000,2186.000,2668.000,3346.000,1030.000,755.000,871.000,60.000,818.000,-62.000,1028.000,940.000,1086.700,110.000,-457.000,53.000,797.000,577.000,200.000,118.000,135.000,-54.000,116.000,178.000,110.000,350.000,4626.200,1126.000,237.000,1988.000,1721.000,2606.000,786.000,596.000,695.000,56.000,599.000,-357.000,765.000,386.000,8736.000,8970.000,9314.000,3324.000,3675.000,2966.000,941.000,1195.000,828.000,-93.000,909.000,1217.000,1170.000,-99999999.990,-12188.300,661.000,-5560.000,-3929.000,-202.000,406.000,242.000,-1197.000,1566.000,226.000,-1470.000,-554.000,1550.000,-99999999.990,-1087.700,-6423.000,195.000,-6696.000,-2742.000,-2236.000,-374.000,-815.000,-497.000,-1432.000,-179.000,-746.000,13504.000,-99999999.990,1.760,1.880,1.670,0.560,1.100,0.960,0.240,0.240,0.240,0.260,0.260,0.260,0.260,0.265,1015.100,1491.000,1795.000,1145.000,1077.000,1110.000,216.000,411.000,248.000,243.000,247.000,312.000,319.000,-99999999.990,1546.400,1557.000,1575.000,1558.000,1516.000,1496.000,1493.771,1495.465,1487.258,1477.332,1474.504,1476.366,1478.947,-99999999.990,3648.400,6812.800,10802.000,3475.000,4063.000,5001.000,4048.000,3132.000,5001.000,3334.000,2578.000,2500.000,18620.000,-99999999.990,60573.900,60276.900,67235.000,42953.000,41207.000,41247.000,44125.000,41725.000,41247.000,39637.000,39831.000,39497.000,52666.000,-99999999.990,37897.100,35837.100,40514.000,17782.000,19681.000,20036.000,21117.000,20614.000,20036.000,18915.000,19156.000,18721.000,32128.000,-99999999.990,7184.000,7683.900,7613.000,3986.000,3586.000,3418.000,3553.000,3460.000,3418.000,3430.000,3567.000,3320.000,3248.000,-99999999.990,1535.800,1721.100,1797.000,1026.000,1064.000,1081.000,1000.000,1007.000,1081.000,1053.000,1153.000,1051.000,1178.000,-99999999.990,28081.700,25695.000,24362.000,15507.000,16265.000,15200.000,15681.000,15594.000,15200.000,15233.000,15063.000,12486.000,12222.000,-99999999.990,12523.500,12039.800,18085.000,3388.000,3393.000,5871.000,5862.000,5953.000,5871.000,5977.000,6016.000,5975.000,20681.000,0.000,22676.800,24439.800,26721.000,25171.000,21526.000,21211.000,23008.000,21111.000,21211.000,20722.000,20675.000,20776.000,20538.000,-99999999.990
"ACN",23094.100,27352.900,29778.000,30394.300,31874.700,32914.400,8275.100,8364.500,8466.000,8397.100,8969.000,8965.600,9005.600,8762.200,2929.000,3527.000,3919.200,4353.300,4315.300,4425.100,1136.100,1085.300,1232.400,1627.100,1297.400,1462.900,1334.200,1122.500,853.900,958.800,1079.200,784.800,1121.700,1136.700,281.900,293.300,359.700,222.700,343.400,328.100,271.400,231.300,1780.700,2277.700,2553.500,3281.900,2941.500,3053.600,793.700,737.600,818.900,1326.500,897.200,1069.200,1004.500,838.800,3091.600,3441.700,4256.900,3303.100,3486.100,4092.100,1413.400,1504.600,1254.600,681.500,583.600,2055.400,1083.900,154.700,-273.800,-703.400,-535.400,-1156.200,-1056.400,-1170.400,-424.900,-494.500,-1413.000,671.700,193.400,-62.500,-689.600,-344.200,-2429.000,-2121.500,-2558.900,-3065.600,-3165.400,-3202.300,-1002.700,-608.400,-2360.000,-1393.600,944.800,-588.100,-1162.800,-681.300,1.125,0.900,1.350,1.620,1.860,2.040,1.020,0.000,1.100,0.000,1.100,0.000,1.210,0.000,238.200,403.700,372.000,369.600,321.900,395.000,113.600,148.000,189.600,296.100,-149.200,160.100,84.600,104.400,637.170,645.631,643.133,645.537,634.216,626.800,625.969,624.628,626.463,626.524,623.726,622.501,621.570,622.000,4838.300,5701.100,6640.500,5631.900,4921.300,4360.800,4026.200,4360.800,3073.200,3034.700,3497.900,4905.600,4077.100,3238.900,12835.300,15731.500,16665.400,16867.000,17930.500,18202.600,17308.700,18202.600,17993.900,18147.800,19191.000,20609.000,20443.700,20078.800,9999.500,11852.600,12519.600,11906.900,12198.400,12068.900,11397.500,12068.900,12093.500,11336.100,12063.700,13053.700,13026.600,12114.500,3662.400,4621.800,4480.700,4846.600,5663.300,5725.400,5548.100,5725.400,6025.600,6006.600,6440.500,6222.400,6469.000,6563.900,885.300,949.300,903.800,961.900,1064.200,1151.500,1040.600,1151.500,1094.800,1103.300,1133.400,1280.800,1163.300,1212.800,841.200,1132.000,1215.400,2144.500,2793.800,3394.700,3088.900,3394.700,4044.600,4033.200,4043.600,4119.600,4560.100,4797.100,1.400,0.000,0.000,25.600,26.400,25.600,27.200,25.600,25.800,26.900,26.800,24.500,24.600,24.500,2835.700,3879.000,4145.800,4960.200,5732.000,6133.700,5911.200,6133.700,5900.400,6811.700,7127.300,7555.300,7417.100,7964.200
"ADBE",3800.000,4216.300,4403.700,4055.200,4147.100,4795.500,1162.200,1217.800,1306.400,1383.300,1398.700,1464.000,1608.400,1681.600,1000.100,1102.200,1186.300,423.600,421.100,938.000,197.600,249.100,313.500,310.800,347.000,373.600,474.200,478.800,168.500,202.400,286.000,66.200,93.000,244.200,33.500,58.200,74.200,38.000,85.800,85.500,57.100,62.200,774.700,832.800,832.800,290.000,268.400,629.600,147.500,174.500,222.700,254.300,244.100,270.800,399.600,398.400,1113.000,1543.300,1499.600,1151.700,1287.500,1469.500,471.500,360.500,454.500,497.500,488.700,517.900,695.600,730.400,-1159.300,-757.400,-834.700,-1177.800,-490.700,-1488.400,-38.900,-465.100,-286.000,-258.800,-251.500,-306.600,-143.100,-338.900,-215.300,-550.400,-234.700,-559.100,-507.300,-200.700,-186.100,-18.700,-115.200,-284.400,-180.900,-325.000,-300.500,-331.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,169.600,210.300,271.100,188.400,148.300,184.900,35.700,49.000,64.700,46.200,53.800,55.200,48.600,30.900,519.045,497.469,494.731,501.372,497.867,498.764,499.290,498.630,498.383,505.676,499.974,498.584,495.708,494.612,749.900,989.500,1425.100,834.600,1117.400,876.600,956.100,829.300,876.600,830.700,886.400,767.700,1011.300,1068.900,8141.100,8991.200,10040.200,10380.300,10785.800,11726.500,11165.400,11508.400,11726.500,11896.700,12216.800,12367.400,12697.200,13044.800,2948.800,3208.100,3375.000,3655.700,4009.900,4724.900,4555.300,4667.100,4724.900,4815.500,4968.200,5089.500,5272.400,5456.100,554.300,634.400,617.200,599.800,591.800,672.000,502.600,593.600,672.000,599.200,666.700,731.200,833.000,850.800,52.400,86.700,49.800,62.100,68.400,93.300,56.500,69.800,93.300,71.700,75.600,83.400,88.000,191.500,4242.100,4394.700,5547.900,5377.200,5191.600,5876.900,5972.200,5959.000,5876.900,5907.700,5938.700,5887.400,5820.900,6242.800,1513.700,1505.100,1496.900,1499.300,911.100,1907.200,1904.400,1906.100,1907.200,1916.800,1918.400,1916.600,1892.200,1884.100,5192.400,5783.100,6665.200,6724.600,6775.900,7001.600,6610.100,6841.300,7001.600,7081.200,7248.600,7277.900,7424.800,7588.700
"ADI",2761.500,2993.300,2701.100,2633.700,2864.800,3435.100,821.000,863.400,978.700,769.400,778.800,869.600,1003.600,984.400,912.100,1080.600,840.000,842.400,764.100,837.100,252.100,266.200,111.400,195.200,213.400,274.900,362.200,275.900,190.400,200.600,162.300,141.800,100.000,113.200,39.900,43.000,8.400,17.700,24.300,26.000,27.300,16.200,711.200,860.900,651.200,673.500,629.300,696.900,205.300,216.500,96.300,164.500,170.600,230.400,296.200,217.100,991.200,900.500,814.500,912.300,871.600,907.800,344.000,197.100,198.000,219.700,320.200,254.000,487.000,314.500,-485.800,-703.700,-1339.700,-949.900,-114.800,-17.100,-268.600,-147.400,352.600,-204.400,-345.200,-111.800,-556.900,1769.800,-72.600,138.600,-349.600,-100.600,-576.600,-571.600,-89.500,-127.900,-222.900,571.800,-326.700,-156.700,-111.400,1982.600,0.840,0.940,1.150,1.320,1.450,1.570,0.400,0.400,0.400,0.400,0.420,0.420,0.420,0.420,111.600,123.000,132.200,123.100,177.900,154.000,49.200,35.200,45.800,23.100,25.500,37.500,41.200,28.300,297.387,299.417,298.761,307.763,313.195,312.660,312.660,313.877,312.828,311.166,308.790,307.135,307.854,308.786,1070.000,1405.100,528.800,392.100,569.200,884.400,636.200,557.500,884.400,1470.400,1119.700,1103.700,921.100,4987.300,4328.800,5277.600,5620.300,6381.800,6859.700,7058.800,7048.500,7134.700,7058.800,7598.100,7570.300,7685.100,7970.300,10203.400,1129.100,1482.200,1455.000,1642.200,2101.800,1985.800,2084.300,2069.500,1985.800,2603.200,2696.600,2701.700,2804.700,4896.900,387.200,348.400,339.900,325.100,396.600,933.100,408.500,451.500,933.100,375.100,399.000,452.900,477.600,472.500,133.100,113.100,117.000,120.000,139.000,174.200,156.300,152.700,174.200,138.300,165.800,160.400,171.400,156.700,256.900,287.300,312.600,341.200,2313.800,2257.300,2264.900,2242.300,2257.300,2196.100,2187.500,2168.100,2228.500,2206.900,400.600,871.900,807.100,872.200,872.800,495.300,498.400,498.400,495.300,1730.900,1731.300,1731.800,1732.200,3805.400,3199.700,3795.400,4165.400,4739.600,4757.900,5073.000,4964.200,5065.200,5073.000,4994.900,4873.700,4983.300,5165.600,5306.400
