"AIN"	31.072	31.262	31.356	31.649	31.832	31.978	31.999	32.012	32.017	32.041	32.093	32.104	32.107	32.128	742.900	787.300	760.900	757.400	745.300	709.900	172.300	178.800	177.500	172.300	203.200	191.300	213.000	199.300	27.500	21.300	-40.800	17.600	41.600	57.300	-2.200	9.700	37.600	13.500	10.400	13.100	15.800	10.800	98.500	96.100	34.500	62.600	84.200	95.900	10.900	41.900	36.700	4.000	18.600	29.200	27.700	-4.600	423.600	373.100	235.900	300.100	222.100	265.100	252.100	220.100	265.100	255.100	485.200	490.000	432.900	428.500	"0433 - Textiles - Non-Apparel"	"N - New York"	"SmallCap 600"
"ALSN"	181.376	181.376	182.000	184.500	179.800	175.900	178.500	174.000	171.100	170.500	169.000	166.900	164.800	157.900	1926.300	2162.800	2141.800	1926.800	2127.400	1985.800	511.000	493.000	478.200	462.100	474.900	434.300	468.900	499.000	29.600	103.000	514.200	165.400	228.600	182.300	54.400	46.500	13.000	48.300	60.800	44.600	61.200	83.000	388.900	469.200	497.500	463.500	573.300	579.900	153.600	156.300	189.900	117.900	170.000	127.700	175.200	111.000	3637.700	3345.000	2801.300	2660.400	2473.300	2352.700	2392.000	2386.400	2352.700	2348.300	2343.900	2148.800	2146.800	2390.000	"0415 - Auto & Truck Parts"	"N - New York"	"None"
"AOBC"	58.195	60.622	64.788	65.155	58.668	53.988	53.846	54.218	54.447	54.857	55.536	56.186	56.231	56.342	357.900	342.200	412.000	587.500	626.600	551.900	181.000	147.800	143.200	210.800	221.100	207.000	233.500	233.500	22.000	8.100	26.400	81.400	88.600	49.800	21.900	14.400	12.500	31.400	35.600	35.200	32.500	32.500	23.100	38.400	37.400	98.100	90.200	114.800	84.900	16.600	6.100	51.000	94.800	38.100	23.300	48.200	80.000	50.000	50.000	43.600	100.000	170.900	170.900	170.700	169.300	167.900	166.600	165.200	188.300	162.000	"0430 - Recreational Products"	"M - Nasdaq"	"None"
"AVID"	37.895	38.435	38.804	39.044	39.147	39.423	39.635	39.231	39.441	39.566	39.678	40.194	40.642	40.772	403.500	766.900	635.700	563.400	530.300	505.600	109.800	137.400	138.800	143.500	134.100	119.000	115.300	104.100	-225.700	162.500	47.100	21.200	14.700	2.500	-4.100	11.100	-4.400	20.900	13.000	9.100	5.200	-1.900	-12.700	3.000	34.700	-9.100	-9.900	-34.000	-30.800	-9.900	2.100	-22.400	-22.600	-3.900	-0.300	3.500	0.000	0.000	0.000	0.000	0.000	96.000	93.500	94.600	96.000	192.100	187.800	188.300	188.800	189.300	"0427 - Photography"	"M - Nasdaq"	"None"
"AXL"	71.500	74.900	74.800	75.200	75.700	75.900	75.900	76.000	75.900	76.200	76.500	76.500	76.400	76.600	2283.000	2585.000	2930.900	3207.300	3696.000	3903.100	1004.000	971.600	958.400	969.200	1025.400	1006.900	946.500	1049.900	115.400	142.800	365.100	92.600	140.100	230.300	57.200	59.500	61.600	59.700	69.300	60.300	45.800	78.400	240.300	-56.300	-175.500	223.000	318.400	377.600	147.900	113.800	109.500	26.200	157.300	107.500	116.600	62.300	1010.000	1180.200	1454.100	1559.100	1504.600	1375.700	1516.300	1508.100	1375.700	1382.100	1403.300	1401.000	1400.900	2581.500	"0415 - Auto & Truck Parts"	"N - New York"	"SmallCap 600"
"AYI"	42.500	42.200	41.400	42.200	42.800	43.100	43.200	43.100	43.300	43.500	43.500	43.800	43.800	43.800	1626.900	1795.700	1933.700	2089.100	2393.500	2706.700	683.700	759.500	736.600	777.800	851.500	925.400	851.200	804.700	77.600	103.600	114.100	125.400	174.200	221.100	64.300	59.800	68.300	65.400	73.900	82.800	81.700	67.300	160.500	161.100	172.200	132.300	233.100	288.900	82.700	130.700	51.100	68.400	124.400	101.800	38.700	32.900	353.300	353.400	353.500	353.600	351.900	352.400	353.700	352.400	352.400	353.500	354.200	355.000	355.700	355.800	"0421 - Furniture & Fixtures"	"N - New York"	"500"
"AZO"	48.488	42.632	38.696	35.943	33.267	31.560	31.643	30.561	30.498	30.170	29.809	29.079	28.951	28.606	7362.600	8073.000	8603.900	9147.500	9475.300	10187.300	2493.000	3290.400	2386.000	2257.200	2593.700	3398.800	2467.800	2289.200	738.300	849.000	930.400	1016.500	1069.700	1160.200	309.100	401.100	258.100	228.600	327.500	426.800	278.100	237.100	1196.300	1291.500	1224.000	1415.000	1341.200	1525.100	522.600	526.000	670.500	422.500	-46.100	530.400	406.500	157.400	2882.300	3317.600	3718.300	4013.300	4162.900	4624.900	4533.300	4624.900	4754.100	4387.800	4953.700	4924.100	4997.400	5151.900	"0415 - Auto & Truck Parts"	"N - New York"	"500"
"BC"	88.700	89.300	89.800	91.200	93.600	93.000	93.300	92.700	92.100	91.800	91.500	91.100	90.300	90.100	3338.000	3670.000	3717.600	3599.700	3838.700	4105.700	1142.000	991.900	986.100	1070.300	1242.200	1093.000	1083.000	1160.300	-64.000	90.600	147.400	756.800	194.900	227.400	107.600	72.200	-9.000	63.200	108.100	85.300	17.800	64.900	205.400	89.100	160.700	174.300	248.200	323.500	232.300	127.300	96.200	-179.000	388.900	68.900	143.100	-86.600	828.400	690.400	563.600	453.400	446.300	442.500	445.600	449.100	442.500	446.100	447.900	448.000	436.500	435.400	"0430 - Recreational Products"	"N - New York"	"MidCap 400"
"BDE"	19.815	21.845	29.817	32.007	32.567	32.600	32.723	32.776	32.195	30.899	30.617	30.063	30.013	30.015	75.900	145.800	145.300	168.100	158.300	155.300	30.100	39.300	44.100	38.200	29.100	39.400	41.400	41.600	51.200	4.900	-0.900	-11.100	-9.600	-88.100	-3.800	-50.800	-31.700	-4.000	-3.200	-0.400	-1.400	-1.500	-13.800	-5.100	-3.400	7.500	-28.700	3.700	8.800	-15.600	17.100	1.000	4.700	-0.300	-0.600	2.000	29.500	37.400	36.400	36.100	18.600	20.100	19.300	19.700	20.100	20.400	0.000	0.000	0.000	0.000	"0430 - Recreational Products"	"M - Nasdaq"	"None"
"BLBD"	-99999999.990	-99999999.990	-99999999.990	-99999999.990	3.700	21.183	20.713	20.813	20.898	20.987	21.085	22.041	22.596	23.049	-99999999.990	-99999999.990	-99999999.990	0.000	0.000	919.100	262.700	307.600	131.300	191.200	323.100	286.400	136.700	208.700	-99999999.990	-99999999.990	-99999999.990	0.000	-5.700	12.800	9.400	15.100	-3.300	0.500	-3.900	10.100	-9.400	1.800	-99999999.990	-99999999.990	-99999999.990	0.000	-1.000	23.400	9.800	55.000	-41.600	28.200	34.600	3.800	-32.200	22.900	0.000	0.000	0.000	0.000	0.000	176.600	204.200	175.400	173.200	170.900	142.600	140.400	148.700	146.900	"0412 - Auto & Truck Manufacturers"	"M - Nasdaq"	"None"
