"ADES"	14.786	16.040	19.829	20.103	21.554	21.773	21.722	21.687	21.821	21.849	21.833	21.740	21.946	22.056	22.300	53.300	16.300	13.300	16.900	62.700	36.700	12.900	13.200	22.400	31.300	15.700	3.600	7.400	-31.100	-22.800	-15.100	-15.800	1.400	-29.900	-18.400	-8.600	-2.900	4.300	12.100	9.500	75.000	8.600	11.700	-8.000	-16.500	-10.200	-42.500	-28.200	-13.800	0.100	-14.500	-3.700	-8.000	-4.300	-6.000	-2.800	0.000	3.600	2.300	0.000	14.400	13.500	13.700	14.000	13.500	0.000	0.000	0.000	0.000	0.000	"0603 - Coal"	"M - Nasdaq"	"None"
"AE"	4.218	4.218	4.218	4.218	4.218	4.218	4.218	4.218	4.218	4.218	4.218	4.218	4.218	4.218	2083.800	3038.700	3376.100	3946.000	4132.800	1944.300	600.600	439.900	348.300	250.500	293.200	256.900	299.000	303.100	8.600	22.700	27.500	22.100	6.200	-1.300	4.300	-0.300	-8.400	1.400	3.400	-2.200	-0.200	-0.900	36.900	55.800	54.500	44.000	47.100	25.500	-2.100	13.500	1.900	-2.400	8.500	-9.500	10.300	12.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	"0609 - Oil & Gas Operations"	"A - American"	"None"
"AHGP"	59.863	59.863	59.863	59.863	59.863	59.863	59.863	59.863	59.863	59.863	59.863	59.863	59.863	59.863	1609.700	1843.200	2033.900	2205.200	2300.300	2273.300	604.600	566.300	542.100	412.700	439.000	552.000	527.300	461.000	174.300	214.100	196.100	233.900	284.400	211.300	61.000	56.100	28.700	30.800	45.400	48.500	61.200	55.000	517.000	576.100	546.200	702.900	734.800	714.400	176.700	189.500	187.200	80.300	130.500	281.200	208.800	176.600	704.200	688.500	791.600	848.400	606.900	658.600	802.900	825.500	658.600	719.600	243.500	237.300	485.000	447.100	"0603 - Coal"	"M - Nasdaq"	"None"
"ALDW"	-99999999.990	-99999999.990	62.500	62.502	62.505	62.509	62.509	62.510	62.512	62.510	62.515	62.520	62.519	62.520	1639.900	3208.000	3476.800	3430.300	3221.400	2157.200	625.100	551.800	437.900	368.000	468.500	462.300	509.000	544.500	-38.500	294.400	37.100	136.200	169.100	156.900	59.400	53.800	7.200	-8.600	1.200	2.100	0.900	20.100	60.100	258.600	528.800	216.300	196.500	239.700	107.300	84.800	20.500	6.700	39.900	11.900	19.700	41.800	438.500	533.600	292.800	341.800	295.500	289.600	278.900	288.400	289.600	289.400	289.200	289.000	233.800	233.700	"0609 - Oil & Gas Operations"	"N - New York"	"None"
"ALJ"	54.186	55.431	57.501	63.538	68.985	69.772	69.684	69.893	70.027	70.143	70.493	71.089	71.231	71.490	4030.700	7186.300	8017.700	7046.400	6779.500	4338.200	1301.300	1151.200	782.400	850.000	1008.400	1043.700	1011.300	1150.600	-122.900	42.500	74.200	20.700	38.400	52.700	36.400	41.900	-52.500	-35.500	-20.400	-8.800	-18.100	7.300	21.300	69.600	387.800	162.200	193.700	226.100	135.100	60.400	49.800	-29.400	17.300	29.800	41.800	82.500	904.800	930.300	577.500	529.100	539.400	539.500	524.100	544.400	539.500	537.600	535.900	534.100	511.600	499.900	"0609 - Oil & Gas Operations"	"N - New York"	"None"
"APA"	352.000	384.000	389.000	395.000	384.000	378.000	378.000	378.000	378.000	378.000	379.000	380.000	379.000	380.000	12092.000	16888.000	16564.000	14438.000	12801.000	6608.000	2019.000	1531.000	1405.000	1084.000	1365.000	1433.000	1451.000	1537.000	3000.000	4508.000	1911.000	1880.000	-3815.000	-10844.000	-980.000	-4126.000	-4642.000	-372.000	-244.000	-574.000	-182.000	213.000	6726.000	9953.000	8504.000	9835.000	8461.000	2667.000	2415.000	1500.000	436.000	515.000	468.000	651.000	796.000	455.000	8095.000	6785.000	11355.000	9672.000	11245.000	8716.000	9676.000	8777.000	8716.000	8718.000	8719.000	8721.000	8544.000	8327.000	"0609 - Oil & Gas Operations"	"N - New York"	"500"
"APC"	495.000	498.000	500.000	502.000	506.000	508.000	508.000	508.000	508.000	509.000	510.000	517.000	552.000	551.000	10984.000	13967.000	13411.000	14581.000	18470.000	8698.000	2636.000	1688.000	2053.000	1674.000	1915.000	1893.000	2387.000	3767.000	756.000	-2649.000	2376.000	795.000	-1754.000	-6695.000	60.000	-2239.000	-1246.000	-1035.000	-694.000	-833.000	-516.000	-320.000	5247.000	2505.000	8339.000	8888.000	8466.000	-1877.000	1243.000	1127.000	257.000	-137.000	1229.000	785.000	1123.000	1123.000	12722.000	15060.000	13269.000	13065.000	15092.000	15636.000	16025.000	15892.000	15636.000	15726.000	15641.000	15090.000	15281.000	15284.000	"0606 - Oil & Gas - Integrated"	"N - New York"	"500"
"APLP"	27.091	35.137	41.371	47.651	54.107	58.539	58.987	59.716	59.733	59.813	59.837	59.837	62.385	65.418	237.600	308.300	387.500	466.200	581.000	656.800	167.800	163.300	161.400	151.400	140.100	135.500	135.400	137.300	-24.400	3.000	5.900	56.100	48.500	-99.900	17.500	6.600	-139.900	0.500	3.200	-0.600	-13.700	-4.200	43.700	80.100	125.200	158.300	185.800	241.200	42.000	78.200	42.900	66.000	42.900	64.800	39.300	60.700	449.000	545.500	680.500	758.000	1300.300	1410.400	1382.400	1395.200	1410.400	1428.700	1410.000	1370.400	1342.700	1347.400	"0612 - Oil Well Services & Equipment"	"M - Nasdaq"	"None"
"APU"	57.076	57.119	81.433	92.832	92.876	92.910	92.918	92.916	92.922	92.954	92.960	92.961	92.967	93.003	2320.300	2538.000	2921.600	3166.500	3712.900	2885.300	478.000	418.200	644.100	827.500	446.700	393.500	677.200	863.700	160.000	131.500	-9.200	198.600	262.000	178.700	-34.000	-56.500	71.500	234.800	-43.200	-96.400	80.600	123.300	218.800	188.900	344.400	355.600	480.100	523.900	129.100	99.800	36.000	238.100	88.300	60.500	33.000	169.100	771.300	928.900	2297.400	2288.100	2280.100	2252.300	2279.200	2252.300	2275.000	2274.800	2356.900	2325.300	2520.000	2562.400	"0609 - Oil & Gas Operations"	"N - New York"	"None"
"AR"	254.375	254.375	254.375	262.050	262.054	274.123	277.003	277.007	277.057	277.050	281.786	306.785	313.959	314.954	471.300	691.400	444.500	1313.100	2680.600	3954.900	376.700	1443.300	905.100	721.000	-99999999.990	1116.500	58.600	1195.600	228.600	271.200	225.300	-24.200	671.400	941.400	-145.400	533.800	158.500	-5.100	-596.200	238.300	-485.800	268.400	127.800	266.300	332.300	534.700	998.100	1006.400	834.300	492.100	-671.400	340.200	238.500	327.000	335.600	393.900	652.600	1317.300	1444.100	2079.000	4362.600	4668.800	4500.000	4406.800	4668.800	4702.800	4244.000	4759.900	4704.000	4775.300	"0606 - Oil & Gas - Integrated"	"N - New York"	"None"
