"GD",32466.000,32677.000,30992.000,30930.000,30852.000,31469.000,31353.000,31070.000,3945.000,3826.000,765.000,3689.000,3889.000,4178.000,4309.000,4291.000,-99999999.990,-99999999.990,1994.000,0.000,0.000,-99999999.990,-99999999.990,0.000,2628.000,2552.000,-381.000,2486.000,2673.000,2965.000,3062.000,3095.000,2613.000,2649.000,3296.000,5301.000,4388.000,2785.000,2334.000,2168.000,2158.000,4620.000,2776.000,2890.000,3221.000,3366.000,5817.000,5822.000,14641.000,17202.000,13431.000,12976.000,12643.000,12206.000,12123.000,12211.000,32545.000,34883.000,34309.000,35494.000,35337.000,31997.000,33172.000,33211.000,19229.000,21651.000,22919.000,20993.000,23508.000,21259.000,22871.000,22628.000,2986.000,3211.000,2671.000,3093.000,3864.000,2564.000,2144.000,1762.000,381.240,364.147,353.346,350.714,335.192,321.300,304.700,301.771,1.680,1.880,2.000,2.190,2.420,2.690,2.970,3.040,34.930,36.340,32.230,41.350,35.290,33.420,33.810,35.070,-2226.000,-1201.000,-1382.000,-725.000,-3675.000,-4367.000,-2169.000,-348.000,13316.000,13232.000,11390.000,14501.000,11829.000,10738.000,10301.000,10583.000,1162.000,1166.000,854.000,1125.000,1129.000,1137.000,1169.000,1105.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2736.000,2895.000,2469.000,2216.000,2057.000,1964.000,2538.000,2466.000,3848.000,4429.000,4204.000,4370.000,4050.000,3446.000,7611.000,8040.000,370.000,458.000,436.000,436.000,521.000,569.000,392.000,324.000,3957.000,3873.000,641.000,3714.000,3905.000,4200.000,4330.000,4200.000,70.960,66.410,69.270,95.550,137.620,137.360,172.660,193.790,-408.000,-1974.000,-642.000,-363.000,-1102.000,200.000,-426.000,-275.000,2430.000,3907.000,3908.000,3908.000,3392.000,2898.000,2988.000,2988.000,457.000,465.000,04/02/2017,12/31/2016
"HAS",4002.200,4285.600,4089.000,4082.200,4277.200,4447.500,5019.800,5038.300,592.800,594.000,551.800,467.100,635.400,691.900,788.000,780.500,-5.000,-99999999.990,34.900,43.700,-99999999.990,-99999999.990,-99999999.990,0.000,397.800,385.400,336.000,286.200,415.900,451.800,551.400,571.200,727.800,641.700,849.700,682.400,893.200,976.800,1282.300,1463.100,364.200,334.000,316.000,348.800,339.600,384.500,387.700,416.200,975.400,942.100,891.600,970.300,918.000,873.500,816.500,-99999999.990,4093.200,4130.800,4325.400,4402.300,4518.100,4720.700,5091.400,4645.900,2477.800,2713.300,2818.000,2719.900,3052.400,3056.800,3228.600,2794.200,368.000,396.100,534.800,401.100,454.400,552.400,774.900,893.200,139.079,133.823,130.067,130.186,128.411,125.006,125.292,125.182,1.000,1.200,1.380,1.560,1.690,1.810,1.990,2.040,11.620,10.590,11.590,12.920,11.410,13.310,14.870,14.790,-170.600,-375.700,-219.400,-341.000,-231.000,-346.500,-333.100,-393.100,1615.400,1417.500,1507.400,1682.300,1465.700,1663.900,1862.700,1851.600,110.000,101.000,117.400,67.900,126.700,157.000,159.300,149.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,702.100,761.200,140.500,198.800,212.500,241.200,319.500,786.700,961.300,1034.600,1030.000,1093.600,1094.700,1217.800,1320.000,676.900,112.600,99.400,112.100,112.000,113.400,142.000,154.900,153.900,589.800,575.400,544.500,457.400,633.100,701.000,789.900,801.900,47.180,31.890,35.900,55.010,54.990,67.360,77.790,99.110,-104.200,-107.600,-106.200,-217.700,-0.500,-103.600,-138.400,-141.800,1397.700,1400.900,1396.400,959.900,1545.900,1547.100,1198.700,1198.900,231.000,124.000,04/02/2017,12/25/2016
"HSY",5671.000,6080.800,6644.300,7146.100,7421.800,7386.600,7440.200,7491.000,905.300,1055.000,1111.100,1339.700,1396.900,969.900,1189.000,1058.300,98.600,46.200,117.700,34.000,45.600,469.600,70.500,283.300,509.800,629.000,660.900,820.500,846.900,513.000,720.000,588.500,884.600,693.700,728.300,1118.500,374.900,346.500,297.000,235.000,533.600,649.000,633.300,659.500,801.000,751.000,745.700,795.400,647.200,1257.300,802.700,771.800,1151.000,1131.600,1400.400,1196.600,4272.700,4407.100,4754.800,5357.500,5622.900,5344.400,5524.300,5342.400,3370.400,3549.800,3718.100,3752.700,4167.800,4346.400,4738.500,4496.900,901.400,587.900,1094.800,1191.400,844.400,1214.500,983.500,-99999999.990,227.740,226.574,225.036,224.176,222.555,219.091,214.139,212.933,1.280,1.380,1.560,1.810,2.040,2.236,2.402,2.437,3.960,3.780,4.610,7.160,6.540,4.560,3.670,3.970,-71.100,-438.800,-586.900,-446.600,-719.300,-755.200,-434.400,-99999999.990,902.300,857.300,1036.700,1604.800,1455.100,998.000,785.900,845.500,299.100,333.900,354.600,430.800,459.100,388.900,379.400,339.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,410.700,420.000,442.000,461.500,482.000,474.300,522.500,499.100,390.100,799.000,461.400,477.900,596.900,599.100,581.400,595.800,201.500,347.600,278.000,350.900,370.800,356.800,269.500,-99999999.990,906.600,1057.600,1114.100,1342.800,1393.600,982.800,1191.400,998.700,47.150,61.780,72.220,97.230,103.930,89.270,103.430,108.200,-199.300,-340.000,-473.400,-351.600,-862.600,-477.300,-595.500,-99999999.990,1541.800,1748.500,1531.000,1795.100,1542.300,1557.100,2347.500,2350.900,252.000,186.000,04/02/2017,12/31/2016
"RTN",25150.000,24791.000,24414.000,23706.000,22826.000,23247.000,24069.000,24069.000,2613.000,2830.000,2989.000,2938.000,3179.000,3013.000,3240.000,3369.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1805.000,1848.000,1889.000,1932.000,2179.000,2061.000,2210.000,2210.000,3638.000,4000.000,3188.000,3296.000,3222.000,2328.000,3303.000,2186.000,363.000,336.000,381.000,363.000,414.000,635.000,659.000,599.000,12556.000,13828.000,13420.000,13679.000,13677.000,15725.000,15677.000,14825.000,24422.000,25854.000,26686.000,25967.000,27716.000,29281.000,30052.000,29869.000,14668.000,17673.000,18660.000,14932.000,18191.000,19153.000,19986.000,19485.000,1942.000,2107.000,1957.000,2378.000,2184.000,2359.000,2852.000,2485.000,372.700,351.700,333.200,323.400,312.000,304.800,296.500,292.500,1.435,1.720,1.930,2.700,1.815,2.615,2.868,2.930,26.170,23.260,24.090,34.120,30.530,33.230,33.950,35.500,-411.000,-694.000,-1246.000,-1797.000,-936.000,-1509.000,-1930.000,-1946.000,9754.000,8181.000,8026.000,11035.000,9525.000,10128.000,10066.000,10384.000,590.000,782.000,878.000,808.000,790.000,733.000,857.000,899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1538.000,1507.000,1348.000,1178.000,1250.000,1402.000,1520.000,1282.000,-99999999.990,4526.000,4543.000,9740.000,9970.000,5564.000,6202.000,6874.000,386.000,437.000,415.000,329.000,380.000,457.000,625.000,565.000,2560.000,2832.000,2980.000,2967.000,3196.000,3020.000,3262.000,3397.000,46.340,48.380,57.560,90.700,108.170,124.530,142.000,155.210,-535.000,-1051.000,-1523.000,-473.000,-1322.000,-1744.000,53.000,-286.000,3610.000,4605.000,4731.000,4734.000,5325.000,5330.000,5335.000,5086.000,216.000,172.000,04/02/2017,12/31/2016
"SBUX",10707.400,11700.400,13276.800,14866.800,16447.800,19162.700,21315.900,21675.300,1419.400,1728.500,1997.400,-201.800,3081.100,3930.500,4171.900,4317.700,53.000,0.000,0.000,2784.100,-20.200,-329.500,0.000,-99999999.990,945.600,1245.700,1383.800,8.300,2068.100,2757.400,2817.700,2881.900,1164.000,1148.100,1188.600,2575.700,1708.400,1530.100,2128.800,-99999999.990,543.300,965.800,1241.500,1111.200,1090.900,1306.400,1378.500,-99999999.990,333.200,433.500,542.800,1137.700,1129.700,2616.200,2752.200,-99999999.990,6385.900,7360.400,8219.200,11516.700,10752.900,12416.300,14312.500,-99999999.990,2711.200,2975.500,3110.200,7036.500,5480.900,6598.300,8428.500,-99999999.990,1704.900,1612.400,1750.300,2908.300,607.800,3749.100,4575.100,-99999999.990,1488.800,1496.600,1508.800,1498.600,1506.200,1495.900,1471.600,-99999999.990,0.180,0.280,0.340,0.420,0.520,0.640,0.800,0.900,2.470,2.930,3.390,2.990,3.500,3.890,4.000,-99999999.990,-346.000,-608.000,-745.500,-108.200,-623.300,-2256.500,-1750.000,-99999999.990,3674.700,4384.900,5109.000,4480.200,5272.000,5818.000,5884.000,-99999999.990,488.700,563.100,674.400,-238.700,1092.000,1143.700,1379.700,1441.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,282.600,540.000,398.100,491.700,533.700,684.200,730.600,-99999999.990,302.700,386.500,485.900,561.400,631.000,1438.000,1537.600,-99999999.990,440.700,531.900,856.200,1151.200,1160.900,1303.700,1440.300,-99999999.990,1469.700,1844.400,2091.800,-201.800,3223.800,3973.500,4279.900,4495.100,16.065,23.005,26.815,39.195,41.025,60.030,55.520,60.060,-789.500,-1019.500,-974.000,-1411.200,-817.700,-1520.300,-2222.900,-99999999.990,549.400,549.500,549.600,1299.400,2048.300,2347.500,3185.300,0.000,1791.000,1790.000,04/02/2017,10/02/2016
"ILMN",902.700,1055.500,1148.500,1421.200,1861.400,2219.800,2398.400,2424.600,211.700,199.500,200.800,134.100,514.700,612.800,587.000,525.500,-8.500,50.900,32.600,120.000,-67.100,10.300,-8.000,-10.400,124.900,86.600,151.300,125.300,353.400,461.600,462.600,746.100,248.900,303.000,434.000,711.600,636.200,768.800,734.500,981.000,129.900,128.800,158.700,154.100,191.100,270.800,300.200,299.000,369.700,534.800,499.500,1054.200,1039.400,1299.900,1018.600,978.000,1839.100,2195.800,2566.100,3019.000,3339.600,3687.700,4280.600,4598.000,641.400,1120.600,1247.500,1485.800,1876.800,1839.200,2083.400,2041.000,272.600,358.100,291.900,386.400,501.300,659.600,687.200,815.500,123.581,123.399,122.999,125.076,135.553,144.826,146.788,146.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.690,8.710,10.720,12.260,10.790,12.760,14.970,17.510,116.500,97.000,-10.800,-38.700,-166.700,-418.800,-204.700,-278.400,1197.700,1075.200,1318.600,1533.200,1462.800,1848.600,2197.200,2557.000,60.500,46.400,71.400,34.000,95.400,125.800,133.100,261.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.700,49.800,65.700,73.700,82.600,139.200,137.900,142.000,165.600,173.900,215.000,238.900,289.500,771.100,381.300,368.000,56.500,79.600,81.000,90.600,142.200,143.200,271.400,-99999999.990,210.000,167.800,260.400,199.000,490.500,625.300,594.400,981.200,63.340,30.480,55.590,110.590,184.580,191.945,128.040,184.860,-285.100,-401.000,-150.000,-69.600,-406.600,-106.100,-514.500,-308.000,0.000,807.400,805.400,972.200,986.800,1015.600,1047.800,1055.000,183.000,105.000,04/02/2017,01/01/2017
"JNJ",61587.000,65030.000,67224.000,71312.000,74331.000,70074.000,71890.000,72174.000,16947.000,12361.000,13775.000,15471.000,20563.000,19196.000,19803.000,20084.000,-117.000,656.000,2902.000,1263.000,178.000,733.000,714.000,738.000,13334.000,9672.000,10853.000,13831.000,16323.000,15409.000,16540.000,16505.000,2293.000,2709.000,3032.000,2789.000,2336.000,1832.000,18972.000,-99999999.990,5378.000,6285.000,7495.000,7878.000,8184.000,8053.000,8144.000,-99999999.990,32010.000,34276.000,51176.000,50745.000,49054.000,47393.000,49681.000,-99999999.990,102908.000,113644.000,121347.000,132683.000,131119.000,133411.000,141208.000,-99999999.990,46329.000,56564.000,56521.000,58630.000,61367.000,62261.000,70790.000,-99999999.990,16385.000,14298.000,15396.000,17414.000,18710.000,19569.000,18767.000,-99999999.990,2751.400,2736.000,2753.300,2809.200,2815.200,2771.800,2737.300,-99999999.990,2.110,2.250,2.400,2.590,2.760,2.950,3.150,3.200,20.560,20.860,23.540,26.360,24.780,25.670,25.730,-99999999.990,-4980.000,-4452.000,-20562.000,-6091.000,-12499.000,-11136.000,-8551.000,-99999999.990,56579.000,57080.000,64826.000,74053.000,69752.000,71150.000,70418.000,-99999999.990,3613.000,2689.000,3261.000,1640.000,4240.000,3787.000,3263.000,3579.000,455.000,571.000,532.000,587.000,648.000,654.000,828.000,-99999999.990,5623.000,5725.000,5831.000,6266.000,7633.000,6668.000,6918.000,-99999999.990,9774.000,10581.000,11309.000,11713.000,10985.000,10734.000,11699.000,-99999999.990,2384.000,2893.000,2934.000,3595.000,3714.000,3463.000,3226.000,-99999999.990,16947.000,12361.000,13775.000,15471.000,20563.000,19196.000,19803.000,20084.000,61.850,65.580,70.100,91.590,104.570,102.720,115.210,123.470,-7854.000,-4612.000,-4510.000,-5103.000,-12305.000,-7735.000,-4761.000,-99999999.990,9156.000,12969.000,11489.000,13328.000,15122.000,12857.000,22442.000,0.000,518.000,322.000,04/02/2017,01/01/2017
"AVY",5782.000,5844.900,5863.500,6140.000,6330.300,5966.900,6086.500,6173.100,239.000,213.200,237.600,366.000,360.800,408.900,477.100,489.500,20.100,87.100,68.800,54.400,70.700,70.000,66.300,-99999999.990,241.800,141.700,157.600,241.700,247.300,274.400,320.700,343.300,127.500,178.000,235.400,351.600,207.200,158.800,195.100,294.900,519.900,475.100,473.300,494.100,491.800,478.700,519.100,579.900,1312.700,1051.900,1041.500,1010.400,1009.000,859.400,977.900,909.800,5099.400,4972.700,5105.300,4610.600,4356.900,4133.700,4396.400,4765.900,3453.700,3314.200,3524.400,3118.400,3309.200,3168.000,3470.900,3751.300,486.700,422.700,513.400,320.100,374.200,473.700,585.300,606.900,105.800,105.800,102.600,98.400,93.800,91.000,89.100,90.000,0.800,1.000,1.080,1.140,1.340,1.460,1.600,1.640,15.550,15.680,15.410,15.160,11.170,10.610,10.390,11.270,-391.500,-271.500,-297.600,-546.200,-323.500,-367.300,-106.200,41.400,1645.700,1658.500,1580.900,1492.200,1047.700,965.700,925.500,1014.600,-2.800,71.500,80.000,124.300,113.500,134.500,156.400,146.200,80.200,156.000,156.800,60.800,63.400,60.600,60.000,61.800,748.200,736.500,804.300,889.500,797.800,814.600,841.900,906.100,996.100,877.100,972.800,1016.500,958.100,964.700,1001.000,1099.500,108.600,135.600,158.300,181.400,175.000,151.500,206.600,216.600,239.000,213.200,237.600,366.000,360.800,408.900,477.100,489.500,42.340,28.680,34.920,50.190,51.880,62.660,70.220,83.210,-107.800,-104.200,-160.000,339.400,-170.400,-142.900,-435.400,-516.500,956.200,954.200,702.200,950.600,940.100,963.600,713.400,1250.200,900.000,834.000,04/01/2017,12/31/2016
"CERN",1850.200,2203.200,2665.400,2910.700,3402.700,4425.300,4796.500,4796.500,359.300,459.800,571.700,576.000,763.100,781.100,911.000,939.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,237.300,306.600,397.200,398.400,525.400,539.400,636.500,636.500,214.500,235.800,317.100,202.400,635.200,402.100,170.900,378.500,11.000,23.300,23.700,32.300,23.800,15.800,14.700,19.000,444.700,535.900,779.000,798.600,867.400,2049.800,2129.500,2140.300,2422.800,3000.400,3704.500,4098.400,4530.600,5562.000,5630.000,5803.200,517.500,689.700,870.800,930.700,964.600,1691.600,1702.000,1690.300,456.400,546.300,708.300,695.900,847.000,947.500,1155.600,1132.100,329.832,337.268,341.862,343.636,342.150,343.178,337.740,329.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.780,6.850,8.290,9.220,10.420,11.280,11.630,12.460,34.800,48.900,66.000,-119.400,-120.300,236.200,-586.700,-451.400,1905.300,2310.700,2833.700,3167.700,3566.000,3870.400,3927.900,4112.900,124.900,163.100,190.500,189.700,248.700,242.000,282.000,285.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,85.500,141.200,145.000,160.300,215.500,238.100,207.000,476.900,563.200,596.100,582.900,672.800,1034.100,944.900,986.400,194.100,208.400,306.500,584.300,467.900,648.200,771.600,758.900,369.100,475.000,592.800,592.300,778.200,793.200,922.900,944.300,23.685,30.625,38.755,55.740,64.660,60.170,47.370,64.750,-520.900,-565.100,-701.600,-688.400,-284.600,-1405.900,-789.800,-590.100,67.900,86.800,136.600,111.700,62.900,563.400,537.600,532.700,1473.000,1413.000,04/01/2017,12/31/2016
"INTC",43623.000,53999.000,53341.000,52708.000,55870.000,55355.000,59387.000,59387.000,15463.000,17345.000,14638.000,12168.000,15201.000,14215.000,12782.000,13868.000,125.000,132.000,-99999999.990,363.000,441.000,141.000,1978.000,2003.000,11464.000,12942.000,11005.000,9620.000,11704.000,11420.000,10316.000,10316.000,5498.000,5065.000,8478.000,5674.000,2561.000,15308.000,5560.000,4934.000,3757.000,4096.000,4734.000,4172.000,4273.000,5167.000,5553.000,5801.000,5391.000,15521.000,15945.000,15663.000,15307.000,15265.000,23593.000,23256.000,63186.000,71119.000,84351.000,92358.000,91900.000,101459.000,113327.000,115648.000,13756.000,25208.000,33148.000,34102.000,36035.000,40374.000,47101.000,48804.000,16692.000,20963.000,18884.000,20776.000,20418.000,19017.000,21808.000,21651.000,5555.000,5256.000,4996.000,4970.000,4901.000,4742.000,4730.000,4723.000,0.630,0.782,0.870,0.900,0.900,0.960,1.040,1.040,8.900,8.730,10.250,11.720,11.400,12.880,14.000,14.150,-4642.000,-11100.000,-1408.000,-5498.000,-13611.000,1912.000,-5739.000,-6703.000,49430.000,45911.000,51203.000,58256.000,55865.000,61085.000,66226.000,66844.000,4581.000,4839.000,3868.000,2991.000,4097.000,2792.000,2620.000,3009.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2290.000,2956.000,3023.000,2969.000,2748.000,2063.000,2475.000,3221.000,2867.000,3650.000,3833.000,7164.000,8854.000,4787.000,4690.000,4921.000,5207.000,10830.000,11842.000,10747.000,10197.000,7446.000,9625.000,10346.000,16045.000,17822.000,14963.000,12855.000,15993.000,14549.000,13669.000,14914.000,21.030,24.250,20.620,25.955,36.290,34.450,36.270,36.150,-10539.000,-10301.000,-14060.000,-18073.000,-9905.000,-8183.000,-25817.000,-13075.000,2077.000,7084.000,13136.000,13165.000,12059.000,20036.000,20649.000,20678.000,1230.000,1039.000,04/01/2017,12/31/2016
