Date,Open,High,Low,Close,Adj Close,Volume
2000-06-15,489.68,495.85,486.17,495.80,495.80,         0
2000-06-16,495.80,498.65,492.54,496.61,496.61,         0
2000-06-19,496.61,503.03,492.89,503.02,503.02,         0
2000-06-20,503.02,506.90,500.44,505.59,505.59,         0
2000-06-21,505.59,506.14,502.11,503.87,503.87,         0
2000-06-22,503.87,505.83,492.78,492.78,492.78,         0
2000-06-23,492.78,495.69,487.24,488.82,488.82,         0
2000-06-26,488.82,490.96,486.34,490.88,490.88,         0
2000-06-27,490.88,492.06,484.27,484.27,484.27,         0
2000-06-28,484.27,493.33,484.27,491.38,491.38,         0
2000-06-29,491.38,494.79,487.93,491.74,491.74,         0
2000-06-30,491.74,493.93,481.77,481.77,481.77,         0
2000-07-03,481.77,491.98,481.77,491.45,491.45,         0
2000-07-05,491.45,491.45,483.55,484.45,484.45,         0
2000-07-06,484.45,491.59,483.57,491.59,491.59,         0
2000-07-07,491.59,499.60,491.59,497.41,497.41,         0
2000-07-10,497.41,504.90,497.41,503.60,503.60,         0
2000-07-11,503.60,509.17,502.77,506.73,506.73,         0
2000-07-12,506.73,513.92,506.73,513.91,513.91,         0
2000-07-13,513.91,516.91,513.65,514.98,514.98,         0
2000-07-14,514.98,517.55,513.55,517.37,517.37,         0
2000-07-17,517.37,518.48,515.29,518.23,518.23,         0
2000-07-18,518.23,518.23,511.07,511.60,511.60,         0
2000-07-19,511.60,513.56,505.73,505.93,505.93,         0
2000-07-20,505.93,513.72,505.93,511.41,511.41,         0
2000-07-21,511.41,511.51,503.92,504.23,504.23,         0
2000-07-24,504.23,506.12,497.78,498.79,498.79,         0
2000-07-25,498.79,501.62,496.05,497.82,497.82,         0
2000-07-26,497.82,497.82,489.31,496.41,496.41,         0
2000-07-27,496.41,496.41,488.48,488.66,488.66,         0
2000-07-28,488.66,490.64,480.18,482.75,482.75,         0
2000-07-31,482.75,489.44,481.40,488.97,488.97,         0
2000-08-01,488.97,492.93,488.55,491.89,491.89,         0
2000-08-02,491.89,498.36,489.69,496.06,496.06,         0
2000-08-03,496.06,500.53,486.60,500.48,500.48,         0
2000-08-04,500.48,506.08,500.48,505.23,505.23,         0
2000-08-07,505.23,512.02,505.23,512.02,512.02,         0
2000-08-08,512.02,513.67,510.67,511.45,511.45,         0
2000-08-09,511.45,514.99,507.06,507.87,507.87,         0
2000-08-10,507.87,508.18,504.41,504.54,504.54,         0
2000-08-11,504.54,512.74,502.51,512.70,512.70,         0
2000-08-14,512.70,518.99,512.01,518.98,518.98,         0
2000-08-15,518.98,519.48,513.86,513.87,513.87,         0
2000-08-16,513.87,518.95,513.87,517.12,517.12,         0
2000-08-17,517.12,523.45,516.47,523.45,523.45,         0
2000-08-18,523.45,524.79,521.27,523.31,523.31,         0
2000-08-21,523.31,526.30,521.71,523.89,523.89,         0
2000-08-22,523.89,525.61,523.42,523.58,523.58,         0
2000-08-23,523.58,526.10,520.46,525.92,525.92,         0
2000-08-24,525.92,529.60,524.41,529.60,529.60,         0
2000-08-25,529.60,531.67,526.15,531.29,531.29,         0
2000-08-28,531.29,535.33,531.17,532.54,532.54,         0
2000-08-29,532.54,534.95,531.39,534.31,534.31,         0
2000-08-30,534.31,536.33,533.49,535.80,535.80,         0
2000-08-31,535.80,543.97,535.80,542.90,542.90,         0
2000-09-01,542.90,548.60,542.90,548.60,548.60,         0
2000-09-05,548.60,548.68,541.65,541.78,541.78,         0
2000-09-06,541.78,542.52,538.11,540.61,540.61,         0
2000-09-07,540.61,548.40,540.61,548.40,548.40,         0
2000-09-08,548.40,548.40,543.18,544.00,544.00,         0
2000-09-11,544.00,549.63,542.29,544.87,544.87,         0
2000-09-12,544.87,548.39,541.73,542.50,542.50,         0
2000-09-13,542.50,542.50,538.50,540.03,540.03,         0
2000-09-14,540.03,547.60,540.03,545.40,545.40,         0
2000-09-15,545.40,545.58,540.38,541.17,541.17,         0
2000-09-18,541.17,542.13,525.04,525.57,525.57,         0
2000-09-19,525.57,531.32,524.92,531.24,531.24,         0
2000-09-20,531.24,532.63,525.20,531.49,531.49,         0
2000-09-21,531.49,531.49,524.55,524.81,524.81,         0
2000-09-22,524.81,527.25,514.90,526.94,526.94,         0
2000-09-25,526.94,533.67,526.94,529.70,529.70,         0
2000-09-26,529.70,532.90,525.67,526.77,526.77,         0
2000-09-27,526.77,532.98,526.74,529.04,529.04,         0
2000-09-28,529.04,542.98,528.23,542.35,542.35,         0
2000-09-29,542.35,542.36,536.57,538.81,538.81,         0
2000-10-02,538.81,540.65,531.28,531.30,531.30,         0
2000-10-03,531.30,535.18,522.34,522.81,522.81,         0
2000-10-04,522.81,523.75,517.55,523.58,523.58,         0
2000-10-05,523.58,526.35,521.38,522.66,522.66,         0
2000-10-06,522.66,525.67,510.67,512.92,512.92,         0
2000-10-09,512.92,513.31,502.85,513.04,513.04,         0
2000-10-10,513.04,514.50,501.81,502.96,502.96,         0
2000-10-11,502.96,502.96,490.71,496.33,496.33,         0
2000-10-12,496.33,501.18,484.64,484.97,484.97,         0
2000-10-13,484.97,501.31,482.61,501.26,501.26,         0
2000-10-16,501.26,505.29,497.66,503.04,503.04,         0
2000-10-17,503.04,506.49,489.80,493.29,493.29,         0
2000-10-18,493.29,495.42,476.72,491.82,491.82,         0
2000-10-19,491.82,508.22,491.82,508.10,508.10,         0
2000-10-20,508.10,516.86,507.88,515.44,515.44,         0
2000-10-23,515.44,519.26,514.40,515.78,515.78,         0
2000-10-24,515.78,516.43,508.93,509.73,509.73,         0
2000-10-25,509.73,509.73,493.98,494.99,494.99,         0
2000-10-26,494.99,501.17,487.17,500.85,500.85,         0
2000-10-27,500.85,504.34,498.08,503.81,503.81,         0
2000-10-30,503.81,508.84,501.31,507.48,507.48,         0
2000-10-31,507.48,521.12,507.48,520.17,520.17,         0
2000-11-01,520.17,522.40,515.81,520.63,520.63,         0
2000-11-02,520.63,530.06,520.63,530.04,530.04,         0
2000-11-03,530.04,531.17,526.52,529.02,529.02,         0
2000-11-06,529.02,532.80,529.01,529.87,529.87,         0
2000-11-07,529.87,529.87,523.94,528.14,528.14,         0
2000-11-08,528.14,529.91,522.43,522.45,522.45,         0
2000-11-09,522.45,522.45,504.38,514.72,514.72,         0
2000-11-10,514.72,514.72,501.54,502.03,502.03,         0
2000-11-13,502.03,502.03,482.77,493.42,493.42,         0
2000-11-14,493.42,506.05,493.42,503.14,503.14,         0
2000-11-15,503.14,515.36,503.06,513.41,513.41,         0
2000-11-16,513.41,513.41,503.40,503.69,503.69,         0
2000-11-17,503.69,510.49,501.78,504.17,504.17,         0
2000-11-20,504.17,504.17,490.10,492.35,492.35,         0
2000-11-21,492.35,496.24,488.48,494.14,494.14,         0
2000-11-22,494.14,494.14,482.65,488.04,488.04,         0
2000-11-24,488.04,501.41,488.04,501.40,501.40,         0
2000-11-27,501.40,508.23,501.20,504.22,504.22,         0
2000-11-28,504.22,504.22,490.60,492.06,492.06,         0
2000-11-29,492.06,492.80,484.74,490.07,490.07,         0
2000-11-30,490.07,490.08,471.17,480.38,480.38,         0
2000-12-01,480.38,496.94,480.38,490.52,490.52,         0
2000-12-04,490.52,490.95,484.33,488.72,488.72,         0
2000-12-05,488.72,507.00,488.72,506.77,506.77,         0
2000-12-06,506.77,513.74,501.20,501.81,501.81,         0
2000-12-07,501.81,504.68,496.96,503.04,503.04,         0
2000-12-08,503.04,527.93,503.04,527.93,527.93,         0
2000-12-11,527.93,535.34,524.27,534.83,534.83,         0
2000-12-12,534.83,535.18,517.79,517.79,517.79,         0
2000-12-13,517.79,521.81,508.11,508.71,508.71,         0
2000-12-14,508.71,509.22,499.71,499.72,499.72,         0
2000-12-15,499.72,499.72,488.67,494.58,494.58,         0
2000-12-18,494.58,504.02,494.58,502.16,502.16,         0
2000-12-19,502.16,507.93,496.24,496.62,496.62,         0
2000-12-20,496.62,496.62,478.37,479.89,479.89,         0
2000-12-21,479.89,487.93,476.80,483.32,483.32,         0
2000-12-22,483.32,501.53,483.32,501.32,501.32,         0
2000-12-26,501.32,505.45,501.08,505.22,505.22,         0
2000-12-27,505.22,515.62,502.32,515.61,515.61,         0
2000-12-28,515.61,526.48,513.91,526.44,526.44,         0
2000-12-29,526.44,528.53,515.81,516.74,516.74,         0
2001-01-02,516.74,516.74,493.46,494.53,494.53,         0
2001-01-03,494.53,514.29,485.63,514.17,514.17,         0
2001-01-04,514.17,514.17,502.39,504.52,504.52,         0
2001-01-05,504.52,504.52,486.87,489.37,489.37,         0
2001-01-08,489.37,489.37,481.34,487.92,487.92,         0
2001-01-09,487.92,491.19,484.35,488.12,488.12,         0
2001-01-10,488.12,500.72,484.91,500.72,500.72,         0
2001-01-11,500.72,508.16,499.66,506.83,506.83,         0
2001-01-12,506.83,511.00,501.40,507.83,507.83,         0
2001-01-16,507.83,508.24,503.42,508.20,508.20,         0
2001-01-17,508.20,515.84,507.50,509.42,509.42,         0
2001-01-18,509.42,509.75,505.07,509.73,509.73,         0
2001-01-19,509.73,513.38,504.18,504.35,504.35,         0
2001-01-22,504.35,508.86,502.62,506.25,506.25,         0
2001-01-23,506.25,520.15,505.96,520.15,520.15,         0
2001-01-24,520.15,524.60,519.11,520.81,520.81,         0
2001-01-25,520.81,521.20,515.77,518.60,518.60,         0
2001-01-26,518.60,519.50,511.33,519.01,519.01,         0
2001-01-29,519.01,528.90,517.86,528.90,528.90,         0
2001-01-30,528.90,529.56,524.99,529.42,529.42,         0
2001-01-31,529.42,533.82,525.59,527.90,527.90,         0
2001-02-01,527.90,527.90,522.42,525.48,525.48,         0
2001-02-02,525.48,526.47,518.17,518.29,518.29,         0
2001-02-05,518.29,519.92,516.51,519.79,519.79,         0
2001-02-06,519.79,529.61,519.79,525.85,525.85,         0
2001-02-07,525.85,525.85,520.20,523.89,523.89,         0
2001-02-08,523.89,528.47,521.65,522.06,522.06,         0
2001-02-09,522.06,522.22,517.80,519.95,519.95,         0
2001-02-12,519.95,524.12,518.24,523.93,523.93,         0
2001-02-13,523.93,530.78,521.30,521.72,521.72,         0
2001-02-14,521.72,523.29,516.17,523.28,523.28,         0
2001-02-15,523.29,529.33,523.29,527.78,527.78,         0
2001-02-16,527.78,527.78,517.14,519.23,519.23,         0
2001-02-20,519.23,520.75,510.24,510.46,510.46,         0
2001-02-21,510.46,510.87,501.75,502.67,502.67,         0
2001-02-22,502.67,503.57,491.94,498.63,498.63,         0
2001-02-23,498.63,498.63,486.77,498.26,498.26,         0
2001-02-26,498.26,510.66,498.26,510.65,510.65,         0
2001-02-27,510.65,510.65,501.16,501.70,501.70,         0
2001-02-28,501.70,503.53,492.88,497.26,497.26,         0
2001-03-01,497.26,497.26,485.91,495.35,495.35,         0
2001-03-02,495.35,504.85,490.49,499.96,499.96,         0
2001-03-05,499.96,503.58,499.52,500.67,500.67,         0
2001-03-06,500.67,509.12,500.67,507.13,507.13,         0
2001-03-07,507.13,511.03,506.94,510.91,510.91,         0
2001-03-08,510.91,510.91,505.73,506.44,506.44,         0
2001-03-09,506.44,506.44,496.48,496.78,496.78,         0
2001-03-12,496.78,496.78,478.05,478.13,478.13,         0
2001-03-13,478.13,481.40,472.94,481.01,481.01,         0
2001-03-14,481.01,482.87,469.88,473.59,473.59,         0
2001-03-15,473.59,479.23,471.24,471.24,471.24,         0
2001-03-16,471.24,471.28,459.88,460.07,460.07,         0
2001-03-19,460.07,470.27,457.61,470.27,470.27,         0
2001-03-20,470.27,475.33,460.80,460.85,460.85,         0
2001-03-21,460.85,461.86,450.77,451.44,451.44,         0
2001-03-22,451.44,451.77,433.44,446.75,446.75,         0
2001-03-23,446.75,458.00,446.75,457.95,457.95,         0
2001-03-26,457.95,466.23,457.95,462.89,462.89,         0
2001-03-27,462.89,468.52,459.45,468.30,468.30,         0
2001-03-28,468.30,468.30,457.23,457.33,457.33,         0
2001-03-29,457.33,462.51,453.74,456.31,456.31,         0
2001-03-30,456.31,464.43,456.31,459.92,459.92,         0
2001-04-02,459.92,461.30,449.26,450.34,450.34,         0
2001-04-03,450.34,450.34,434.03,435.69,435.69,         0
2001-04-04,435.69,439.89,432.38,433.70,433.70,         0
2001-04-05,433.70,456.25,433.70,456.25,456.25,         0
2001-04-06,456.25,456.25,446.72,447.44,447.44,         0
2001-04-09,447.44,456.96,447.44,453.38,453.38,         0
2001-04-10,453.38,468.31,453.38,467.47,467.47,         0
2001-04-11,467.47,475.47,465.89,466.99,466.99,         0
2001-04-12,466.99,474.98,464.98,474.98,474.98,         0
2001-04-16,474.98,474.98,469.13,470.43,470.43,         0
2001-04-17,470.43,476.31,467.96,475.48,475.48,         0
2001-04-18,475.48,495.84,475.48,491.58,491.58,         0
2001-04-19,491.58,497.79,489.62,497.78,497.78,         0
2001-04-20,497.78,497.78,488.32,493.38,493.38,         0
2001-04-23,493.38,493.38,485.47,486.34,486.34,         0
2001-04-24,486.34,491.86,481.87,483.71,483.71,         0
2001-04-25,483.71,494.17,483.18,494.17,494.17,         0
2001-04-26,494.17,502.74,494.17,499.50,499.50,         0
2001-04-27,499.50,506.86,499.50,506.86,506.86,         0
2001-04-30,506.86,515.25,506.86,510.31,510.31,         0
2001-05-01,510.31,514.81,505.54,514.44,514.44,         0
2001-05-02,514.44,516.53,510.14,514.00,514.00,         0
2001-05-03,514.00,514.00,503.99,506.04,506.04,         0
2001-05-04,506.04,517.17,499.22,517.17,517.17,         0
2001-05-07,517.17,519.01,512.96,513.09,513.09,         0
2001-05-08,513.09,516.11,509.03,513.19,513.19,         0
2001-05-09,513.19,513.78,509.48,511.22,511.22,         0
2001-05-10,511.22,516.48,511.22,511.82,511.82,         0
2001-05-11,511.82,513.31,507.84,508.71,508.71,         0
2001-05-14,508.71,508.71,505.17,507.94,507.94,         0
2001-05-15,507.94,513.72,507.45,512.28,512.28,         0
2001-05-16,512.28,524.99,509.18,524.76,524.76,         0
2001-05-17,524.76,532.83,523.75,532.82,532.82,         0
2001-05-18,532.82,532.82,529.02,532.02,532.02,         0
2001-05-21,532.02,547.06,531.90,547.06,547.06,         0
2001-05-22,547.06,547.51,542.88,545.62,545.62,         0
2001-05-23,545.62,545.62,532.87,532.91,532.91,         0
2001-05-24,532.91,534.80,529.34,534.62,534.62,         0
2001-05-25,534.62,534.99,532.47,533.01,533.01,         0
2001-05-29,533.01,533.01,525.45,525.56,525.56,         0
2001-05-30,525.56,525.56,514.92,514.92,514.92,         0
2001-05-31,514.92,523.76,514.92,521.59,521.59,         0
2001-06-01,521.59,526.98,518.22,526.94,526.94,         0
2001-06-04,526.94,530.92,526.94,530.78,530.78,         0
2001-06-05,530.78,540.78,530.78,539.99,539.99,         0
2001-06-06,539.99,540.15,532.68,534.00,534.00,         0
2001-06-07,534.00,535.98,532.18,535.58,535.58,         0
2001-06-08,535.58,535.66,529.48,531.61,531.61,         0
2001-06-11,531.61,531.61,523.68,524.53,524.53,         0
2001-06-12,524.53,525.59,515.57,524.14,524.14,         0
2001-06-13,524.14,528.50,520.99,521.04,521.04,         0
2001-06-14,521.04,521.04,509.19,509.47,509.47,         0
2001-06-15,509.47,511.64,504.39,509.25,509.25,         0
2001-06-18,509.25,512.25,505.18,505.19,505.19,         0
2001-06-19,505.19,511.52,503.38,504.23,504.23,         0
2001-06-20,504.23,511.85,502.94,511.84,511.84,         0
2001-06-21,511.84,514.20,509.10,513.13,513.13,         0
2001-06-22,513.13,513.13,502.95,506.09,506.09,         0
2001-06-25,506.09,508.31,501.48,503.06,503.06,         0
2001-06-26,503.06,506.39,498.82,504.83,504.83,         0
2001-06-27,504.83,508.70,503.38,507.46,507.46,         0
2001-06-28,507.46,515.62,507.46,512.70,512.70,         0
2001-06-29,512.70,519.96,512.70,519.12,519.12,         0
2001-07-02,519.12,519.18,515.41,516.21,516.21,         0
2001-07-03,516.21,517.10,513.92,516.47,516.47,         0
2001-07-05,516.47,516.52,512.71,512.80,512.80,         0
2001-07-06,512.80,512.80,502.21,503.73,503.73,         0
2001-07-09,503.73,506.44,500.96,503.11,503.11,         0
2001-07-10,503.11,505.65,497.10,497.59,497.59,         0
2001-07-11,497.59,497.59,490.97,496.00,496.00,         0
2001-07-12,496.00,507.40,496.00,506.96,506.96,         0
2001-07-13,506.96,511.06,504.46,509.57,509.57,         0
2001-07-16,509.57,509.57,501.34,501.69,501.69,         0
2001-07-17,501.69,507.92,500.49,507.86,507.86,         0
2001-07-18,507.86,508.38,504.62,506.13,506.13,         0
2001-07-19,506.13,513.67,505.81,508.19,508.19,         0
2001-07-20,508.19,510.95,506.66,510.37,510.37,         0
2001-07-23,510.37,512.68,505.09,505.42,505.42,         0
2001-07-24,505.42,505.42,492.71,494.47,494.47,         0
2001-07-25,494.47,499.56,492.60,499.42,499.42,         0
2001-07-26,499.42,507.89,498.05,507.44,507.44,         0
2001-07-27,507.44,511.88,506.06,511.09,511.09,         0
2001-07-30,511.09,511.58,506.92,510.67,510.67,         0
2001-07-31,510.67,514.72,509.89,511.05,511.05,         0
2001-08-01,511.05,515.89,511.05,513.54,513.54,         0
2001-08-02,513.54,517.03,510.49,513.14,513.14,         0
2001-08-03,513.14,513.14,508.49,511.95,511.95,         0
2001-08-06,511.95,511.95,505.66,505.88,505.88,         0
2001-08-07,505.88,506.45,502.43,504.64,504.64,         0
2001-08-08,504.64,506.42,495.84,496.78,496.78,         0
2001-08-09,496.78,497.02,492.44,497.02,497.02,         0
2001-08-10,497.02,500.65,492.76,498.54,498.54,         0
2001-08-13,498.54,503.00,498.14,502.43,502.43,         0
2001-08-14,502.43,505.31,502.43,503.93,503.93,         0
2001-08-15,503.93,505.46,499.61,502.75,502.75,         0
2001-08-16,502.75,503.03,497.03,502.99,502.99,         0
2001-08-17,502.99,502.99,494.62,495.39,495.39,         0
2001-08-20,495.39,497.11,493.10,496.96,496.96,         0
2001-08-21,496.96,500.78,493.04,493.24,493.24,         0
2001-08-22,493.24,498.64,492.38,498.51,498.51,         0
2001-08-23,498.51,501.85,497.76,498.76,498.76,         0
2001-08-24,498.76,503.92,498.76,503.77,503.77,         0
2001-08-27,503.77,505.83,501.58,503.21,503.21,         0
2001-08-28,503.21,503.49,497.49,497.52,497.52,         0
2001-08-29,497.52,498.94,493.86,496.66,496.66,         0
2001-08-30,496.66,496.89,488.86,490.65,490.65,         0
2001-08-31,490.65,494.07,489.47,493.79,493.79,         0
2001-09-04,493.79,499.53,491.99,492.27,492.27,         0
2001-09-05,492.27,492.27,482.60,486.33,486.33,         0
2001-09-06,486.33,486.33,477.90,478.47,478.47,         0
2001-09-07,478.47,478.47,468.45,470.56,470.56,         0
2001-09-10,470.56,470.56,465.36,467.16,467.16,         0
2001-09-17,467.16,467.16,444.14,444.75,444.75,         0
2001-09-18,444.75,445.84,436.78,437.46,437.46,         0
2001-09-19,437.46,439.29,416.34,428.79,428.79,         0
2001-09-20,428.79,428.79,411.88,412.84,412.84,         0
2001-09-21,412.84,412.84,397.54,404.34,404.34,         0
2001-09-24,404.34,418.22,404.34,417.66,417.66,         0
2001-09-25,417.66,421.25,415.18,419.16,419.16,         0
2001-09-26,419.16,420.71,413.70,414.26,414.26,         0
2001-09-27,414.26,421.68,410.04,421.42,421.42,         0
2001-09-28,421.42,432.39,421.42,432.03,432.03,         0
2001-10-01,432.03,432.03,420.03,424.26,424.26,         0
2001-10-02,424.26,429.92,424.11,429.65,429.65,         0
2001-10-03,429.65,443.73,426.84,442.38,442.38,         0
2001-10-04,442.38,450.02,441.91,444.41,444.41,         0
2001-10-05,444.41,444.41,434.31,441.58,441.58,         0
2001-10-08,441.58,441.58,435.66,437.60,437.60,         0
2001-10-09,437.60,438.74,434.84,437.58,437.58,         0
2001-10-10,437.58,449.63,436.50,449.62,449.62,         0
2001-10-11,449.62,461.25,449.62,459.52,459.52,         0
2001-10-12,459.52,459.52,448.06,455.47,455.47,         0
2001-10-15,455.47,455.47,449.07,454.25,454.25,         0
2001-10-16,454.25,460.97,454.25,459.29,459.29,         0
2001-10-17,459.29,462.74,447.02,447.25,447.25,         0
2001-10-18,447.25,447.95,442.32,443.26,443.26,         0
2001-10-19,443.27,449.85,440.94,448.87,448.87,         0
2001-10-22,448.87,455.94,448.13,455.94,455.94,         0
2001-10-23,455.94,460.78,453.86,454.78,454.78,         0
2001-10-24,454.78,456.22,453.13,455.67,455.67,         0
2001-10-25,455.67,463.53,448.49,463.53,463.53,         0
2001-10-26,463.53,467.69,462.27,467.03,467.03,         0
2001-10-29,467.03,467.03,456.89,456.99,456.99,         0
2001-10-30,456.99,456.99,444.37,448.46,448.46,         0
2001-10-31,448.46,455.41,448.46,450.77,450.77,         0
2001-11-01,450.77,458.40,446.78,458.40,458.40,         0
2001-11-02,458.40,461.77,456.56,459.65,459.65,         0
2001-11-05,459.65,466.90,459.65,465.67,465.67,         0
2001-11-06,465.67,471.78,463.56,471.78,471.78,         0
2001-11-07,471.78,475.12,470.28,471.93,471.93,         0
2001-11-08,472.05,476.71,468.49,469.26,469.26,         0
