"ASIX"	-99999999.990	-99999999.990	-99999999.990	30.500	30.500	30.500	-99999999.990	-99999999.990	30.500	30.500	30.500	30.483	30.483	30.483	-99999999.990	-99999999.990	-99999999.990	1766.600	1790.400	1329.400	367.400	335.900	315.900	299.800	308.400	324.000	259.300	376.700	-99999999.990	-99999999.990	-99999999.990	118.700	83.900	63.800	25.000	20.400	15.300	27.400	15.000	16.500	-24.700	27.300	-99999999.990	-99999999.990	-99999999.990	120.000	188.400	101.500	13.700	23.400	31.700	4.000	37.800	24.600	47.300	31.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	308.200	264.800	261.600	"0106 - Chemicals - Plastics and Rubbers"	"N - New York"	"SmallCap 600"	03/31/2017	"UPD"
"ATI"	97.450	102.500	106.100	106.800	107.100	107.300	107.300	107.300	107.300	107.300	107.300	107.300	107.300	107.500	4047.800	4812.300	4666.900	4043.500	4223.400	3719.600	1022.500	832.700	738.900	757.500	810.500	770.500	796.100	865.900	70.700	202.900	150.500	-98.800	-2.000	-377.900	-16.400	-144.600	-226.900	-101.200	-18.800	-530.800	9.900	17.500	27.100	296.800	427.500	368.400	55.900	131.400	79.500	17.400	22.500	-61.500	27.900	-78.100	68.000	-110.200	921.900	1482.000	1463.000	1527.400	1509.100	1491.800	1502.700	1501.600	1491.800	1492.700	1870.100	1870.400	1771.900	1772.500	"0121 - Iron & Steel"	"N - New York"	"MidCap 400"	03/31/2017	"UPD"
"ATR"	67.344	66.553	66.392	66.090	65.009	62.585	62.697	62.886	62.459	62.722	63.053	62.858	62.582	62.355	2076.700	2337.200	2331.000	2520.000	2597.800	2317.100	594.300	586.300	546.800	582.300	620.000	589.700	538.900	601.300	173.500	183.700	162.600	172.000	191.700	199.300	57.500	53.200	43.400	43.900	59.000	53.100	49.600	51.800	278.700	261.000	313.900	285.400	314.600	324.500	101.100	91.200	93.200	11.900	74.200	118.300	122.900	41.000	258.800	254.900	352.900	354.800	588.900	760.800	813.000	763.700	760.800	773.200	771.700	776.800	772.700	771.300	"0109 - Containters & Packaging"	"N - New York"	"MidCap 400"	03/31/2017	"UPD"
"ATU"	67.624	68.254	70.099	72.979	70.942	61.262	59.617	59.315	59.187	58.991	58.923	58.938	58.972	59.368	1160.500	1159.300	1276.500	1279.700	1399.900	1249.300	320.100	300.400	305.000	263.300	305.300	275.800	265.800	258.900	70.400	110.200	125.300	147.600	141.500	19.900	38.000	22.100	15.400	-159.200	21.200	17.400	5.000	5.100	121.100	171.600	182.300	193.800	126.200	131.400	91.400	175.500	41.700	-12.800	46.100	42.700	12.100	1.900	367.400	522.700	390.000	515.000	385.500	584.300	600.000	584.300	580.600	576.800	573.100	561.700	554.400	547.100	"0127 - Misc. Fabricated Products"	"N - New York"	"SmallCap 600"	02/28/2017	"UPD"
"AVD"	27.385	27.559	27.914	28.301	28.436	28.673	28.676	28.753	28.733	28.808	28.893	28.957	28.778	28.947	226.900	301.100	366.200	381.000	298.600	289.400	66.500	72.500	83.800	69.500	72.700	82.400	87.500	70.700	11.000	22.100	36.900	34.400	4.800	6.600	0.800	2.800	3.000	2.800	3.200	2.900	3.900	3.500	33.200	39.300	40.400	-6.200	-34.100	78.600	24.000	8.000	26.800	9.600	15.900	10.700	10.200	17.200	53.700	51.900	36.200	51.700	98.600	68.300	87.600	82.700	68.300	65.800	49.600	44.500	41.000	30.000	"0103 - Chemical Manufacturing"	"N - New York"	"SmallCap 600"	03/31/2017	"UPD"
"AVY"	105.800	105.800	102.600	98.400	93.800	91.000	91.200	91.500	90.700	89.400	89.100	89.100	88.800	88.400	5782.000	5844.900	5863.500	6140.000	6330.300	5966.900	1516.000	1468.100	1454.800	1485.500	1541.500	1508.700	1550.800	1572.100	241.800	141.700	157.600	241.700	247.300	274.400	64.300	81.300	56.500	89.600	80.000	89.100	62.000	112.200	486.700	422.700	513.400	320.100	374.200	473.700	158.000	401.600	-98.800	-6.300	222.300	149.700	219.600	15.300	956.200	954.200	702.200	950.600	940.100	963.600	969.500	968.500	963.600	963.300	962.900	713.000	713.400	1250.200	"0109 - Containters & Packaging"	"N - New York"	"500"	04/01/2017	"UPD"
"AXTA"	229.069	229.069	229.069	228.461	229.300	233.800	232.300	235.900	237.100	237.100	237.700	238.500	239.000	239.800	3829.800	4315.800	4256.800	3986.800	4391.500	4113.300	1101.100	1005.100	1009.600	961.600	1072.100	1029.100	1034.600	1013.700	168.100	179.400	243.300	-221.000	27.400	93.700	-25.100	35.100	38.600	29.700	48.500	-10.700	-25.700	64.100	203.200	236.200	388.800	376.800	251.400	409.800	103.700	158.800	645.600	-31.300	210.600	144.500	235.500	-4.700	0.800	0.900	0.000	3874.200	3574.200	3391.400	3508.600	3504.700	3391.400	3405.100	3298.100	3428.100	3236.000	3278.300	"0103 - Chemical Manufacturing"	"N - New York"	"None"	03/31/2017	"UPD"
"B"	55.260	55.215	54.627	53.860	54.791	55.028	55.135	55.199	54.690	54.246	54.169	54.206	54.144	54.179	1028.600	865.100	928.800	1091.600	1262.000	1194.000	314.900	291.400	287.000	288.300	306.700	311.600	324.200	341.800	54.000	75.000	79.800	72.300	120.500	121.400	34.200	33.700	24.400	28.800	33.200	36.800	36.700	38.300	65.800	121.000	136.400	10.100	186.900	217.500	63.200	67.200	274.300	60.600	35.900	63.600	57.500	51.800	259.600	333.100	642.100	490.300	495.800	485.700	474.700	468.000	485.700	493.400	457.300	512.100	468.100	491.100	"0127 - Misc. Fabricated Products"	"N - New York"	"SmallCap 600"	03/31/2017	"UPD"
"BERY"	112.600	84.121	83.435	113.486	116.875	119.100	119.500	119.700	120.100	120.500	121.100	121.700	122.000	127.700	4257.000	4561.000	4766.000	4647.000	4958.000	4881.000	1241.000	1196.000	1612.000	1614.000	1645.000	1618.000	1502.000	1806.000	-113.000	-299.000	2.000	57.000	62.000	86.000	-13.000	48.000	4.000	59.000	96.000	77.000	51.000	72.000	112.000	327.000	479.000	464.000	530.000	637.000	180.000	245.000	191.000	170.000	206.000	290.000	143.000	190.000	4397.000	4581.000	4431.000	3875.000	3844.000	3648.000	3669.000	3648.000	6066.000	5914.000	5812.000	5712.000	5710.000	6012.000	"0109 - Containters & Packaging"	"N - New York"	"None"	04/01/2017	"UPD"
"BLL"	361.492	330.550	309.296	291.886	277.016	274.600	275.602	274.674	273.946	283.586	284.076	349.128	365.517	350.048	7630.000	8630.900	8735.700	8468.100	8570.000	7997.000	2172.000	2097.000	1804.600	1756.000	2030.000	2815.000	2461.000	2473.000	542.900	446.300	399.100	406.400	470.000	280.900	160.000	44.500	55.300	-127.000	338.000	0.000	53.000	68.000	515.200	948.400	853.200	839.000	1012.500	1006.700	603.200	174.300	409.700	-386.000	422.000	-469.000	627.000	-398.000	2701.600	2696.700	3085.300	3182.500	2993.800	4974.000	2982.100	2879.400	4974.000	5408.000	8234.000	7724.000	7310.000	7476.000	"0109 - Containters & Packaging"	"N - New York"	"500"	03/31/2017	"UPD"
"BMS"	108.662	104.600	103.200	102.900	100.200	96.700	96.900	96.400	95.800	94.900	94.700	94.300	93.400	92.400	4835.000	5322.700	4583.600	4476.600	4343.500	4071.400	1030.300	1018.300	982.700	967.900	1021.300	1027.200	988.000	995.400	199.600	181.300	147.100	192.300	239.100	241.900	65.600	62.500	56.800	56.200	50.900	68.600	60.500	51.100	368.000	420.900	421.300	373.200	248.100	552.400	133.300	193.500	140.400	52.600	100.400	195.400	89.000	94.500	1283.500	1554.800	1417.600	1421.400	1311.600	1353.900	1357.800	1293.600	1353.900	1437.200	1532.300	1485.900	1527.800	1536.700	"0109 - Containters & Packaging"	"N - New York"	"MidCap 400"	03/31/2017	"UPD"
"BOOM"	12.870	13.090	13.265	13.534	13.822	13.935	13.907	13.932	13.992	14.130	14.143	14.196	14.188	14.270	154.700	208.900	192.700	202.100	202.600	166.900	44.700	39.500	41.900	40.500	41.300	36.600	40.200	39.000	5.200	12.200	9.600	5.900	1.900	-24.000	-1.300	-4.200	-16.000	-0.400	-0.800	-3.100	-2.200	-3.000	16.700	9.700	20.600	32.000	23.300	1.600	-0.900	-1.700	8.000	3.800	4.600	9.400	0.400	-5.200	14.700	26.600	37.900	26.400	22.800	26.800	33.700	36.000	26.800	22.900	22.900	14.700	15.700	21.900	"0121 - Iron & Steel"	"M - Nasdaq"	"None"	03/31/2017	"UPD"
"BRSS"	21.110	21.110	21.100	21.100	21.200	21.300	21.300	21.300	21.300	21.300	21.300	21.400	21.700	21.500	1658.700	1779.100	1650.500	1758.500	1711.400	1506.200	414.900	367.700	323.400	328.900	337.900	349.100	322.600	393.300	41.600	55.100	12.500	10.400	31.700	35.600	17.100	6.900	3.500	12.200	8.400	3.900	7.700	17.000	69.400	64.800	80.100	28.000	64.500	88.800	21.900	24.300	28.800	12.000	23.200	13.900	46.200	-7.100	302.600	271.700	389.500	380.500	370.400	342.000	379.300	357.900	342.000	307.300	303.000	312.400	311.500	310.500	"0127 - Misc. Fabricated Products"	"N - New York"	"None"	03/31/2017	"UPD"
"CBT"	63.800	64.600	63.400	63.800	64.400	63.400	63.300	62.500	62.500	62.400	62.400	62.400	62.200	62.400	2716.000	3102.000	3291.000	3456.000	3647.000	2871.000	694.000	671.000	603.000	568.000	621.000	619.000	611.000	678.000	125.000	180.000	181.000	153.000	196.000	-336.000	-446.000	39.000	-7.000	48.000	56.000	50.000	54.000	74.000	249.000	195.000	415.000	419.000	315.000	499.000	73.000	221.000	83.000	105.000	107.000	97.000	102.000	-51.000	600.000	556.000	1172.000	1020.000	1031.000	997.000	999.000	997.000	697.000	696.000	696.000	940.000	939.000	691.000	"0103 - Chemical Manufacturing"	"N - New York"	"MidCap 400"	03/31/2017	"UPD"
"CC"	-99999999.990	181.000	181.000	180.967	180.967	180.994	180.997	180.968	181.070	181.281	181.478	181.596	182.129	183.408	6489.000	7972.000	7365.000	6859.000	6432.000	5717.000	1508.000	1486.000	1360.000	1297.000	1383.000	1398.000	1322.000	1437.000	-99999999.990	1431.000	1057.000	423.000	400.000	-90.000	-18.000	-29.000	-86.000	51.000	-18.000	204.000	-230.000	150.000	-99999999.990	1496.000	1390.000	798.000	505.000	182.000	5.000	113.000	302.000	36.000	90.000	198.000	270.000	41.000	2.000	2.000	1.000	0.000	0.000	3915.000	3927.000	3924.000	3915.000	3920.000	3823.000	3713.000	3529.000	3538.000	"0106 - Chemicals - Plastics and Rubbers"	"N - New York"	"MidCap 400"	03/31/2017	"UPD"
"CCC"	55.867	56.243	56.305	53.898	53.042	51.902	52.314	51.891	50.960	50.308	50.225	50.246	50.256	50.411	482.300	541.500	562.300	547.900	555.100	535.000	135.500	133.000	130.900	120.200	132.600	124.000	137.500	142.700	34.900	39.200	23.300	45.700	49.400	43.500	12.600	12.100	7.700	5.500	7.900	6.400	-5.900	0.800	33.800	53.000	72.700	66.800	84.300	69.900	17.100	27.000	16.800	12.100	18.700	21.300	16.800	4.400	3.700	1.100	44.400	32.100	70.400	103.900	87.300	96.300	103.900	105.200	101.600	94.800	220.000	230.900	"0103 - Chemical Manufacturing"	"N - New York"	"SmallCap 600"	03/31/2017	"UPD"
"CCF"	8.554	8.722	8.761	8.861	8.952	9.086	9.094	9.115	9.152	9.155	9.173	9.199	9.242	9.246	118.700	123.000	148.900	216.100	224.000	238.000	64.900	64.900	57.500	54.900	64.200	61.500	61.400	57.300	10.400	10.700	9.000	16.800	26.200	26.100	7.100	8.100	7.400	6.900	7.500	10.800	10.300	8.400	11.300	9.300	13.900	28.200	28.600	41.000	16.100	17.100	9.100	10.600	12.200	17.000	8.300	14.200	12.700	8.300	64.400	58.800	51.800	43.400	45.500	43.400	41.300	39.200	37.100	0.000	41.300	25.000	"0109 - Containters & Packaging"	"A - American"	"None"	02/28/2017	"UPD"
"CCK"	159.399	151.706	146.100	139.500	137.200	137.900	137.900	138.100	137.900	138.100	138.500	138.700	138.920	138.500	7941.000	8644.000	8470.000	8656.000	9097.000	8762.000	2278.000	2460.000	2027.000	1893.000	2142.000	2326.000	1923.000	1901.000	324.000	282.000	557.000	324.000	387.000	393.000	142.000	141.000	66.000	79.000	169.000	183.000	65.000	107.000	590.000	379.000	621.000	885.000	912.000	956.000	272.000	330.000	641.000	-408.000	471.000	313.000	554.000	-320.000	2649.000	3337.000	3289.000	3469.000	4944.000	5255.000	5677.000	5608.000	5255.000	5293.000	5011.000	5097.000	4717.000	5206.000	"0109 - Containters & Packaging"	"N - New York"	"None"	03/31/2017	"UPD"
"CDE"	87.185	89.383	89.437	97.864	102.441	129.639	129.863	135.247	145.122	150.249	153.972	161.039	174.088	178.898	515.500	1021.200	895.500	746.000	635.700	646.100	319.200	162.600	164.300	148.400	182.000	176.200	159.100	206.100	-83.200	93.500	48.700	-650.600	-1186.900	-367.200	-50.000	-14.200	-303.000	-20.400	14.500	69.600	-8.300	18.700	165.600	416.200	271.600	113.500	53.500	113.500	66.400	73.000	-25.900	6.600	45.900	47.800	25.400	55.300	130.100	115.900	3.500	306.100	451.000	480.000	538.600	534.200	480.000	494.300	402.300	389.200	198.900	205.600	"0118 - Gold & Silver"	"N - New York"	"None"	03/31/2017	"UPD"
"CE"	154.564	156.227	158.360	158.801	155.012	150.838	-99999999.990	-99999999.990	146.893	147.413	-99999999.990	-99999999.990	141.878	140.644	5918.000	6763.000	6418.000	6510.000	6802.000	5674.000	1477.000	1413.000	1334.000	1404.000	1351.000	1323.000	1311.000	1471.000	423.000	426.000	376.000	1101.000	631.000	306.000	207.000	161.000	-298.000	256.000	221.000	265.000	160.000	183.000	452.000	638.000	722.000	762.000	962.000	862.000	283.000	173.000	136.000	287.000	349.000	304.000	-47.000	192.000	2990.000	2873.000	2930.000	2887.000	2586.000	2468.000	0.000	0.000	2468.000	2487.000	0.000	0.000	2890.000	2851.000	"0103 - Chemical Manufacturing"	"N - New York"	"None"	03/31/2017	"UPD"
"CENX"	92.676	92.257	88.534	88.612	88.823	87.375	87.216	86.907	86.928	87.040	87.068	87.076	87.079	87.254	1169.300	1356.400	1272.100	1454.300	1931.000	1949.900	1111.400	454.500	383.900	318.900	645.600	333.700	339.800	365.800	55.000	10.400	-35.600	-40.300	116.100	-47.700	39.900	-56.100	-31.500	-16.200	-25.700	-58.300	-168.500	-15.100	131.500	-2.900	37.100	19.700	207.700	31.900	171.200	-138.600	-0.600	14.900	23.600	-8.000	22.600	-11.300	248.500	249.500	250.600	246.500	246.900	247.300	247.100	247.200	247.300	247.400	247.500	247.600	247.700	247.800	"0127 - Misc. Fabricated Products"	"M - Nasdaq"	"SmallCap 600"	03/31/2017	"UPD"
"CF"	323.500	347.000	319.500	294.500	256.000	235.300	235.200	233.100	233.200	233.200	233.300	233.100	232.800	233.100	3965.000	6097.900	6104.000	5474.700	4743.200	4308.300	1311.500	927.400	1115.800	1004.000	1134.000	680.000	867.000	1037.000	349.200	1539.200	1848.700	1464.600	1390.300	699.900	351.900	90.900	26.500	26.000	47.000	-30.000	-320.000	-23.000	1194.400	2078.900	2375.600	1466.800	1408.600	1203.700	-32.100	572.700	132.200	346.000	100.000	145.000	26.000	356.000	1954.100	1617.800	1600.000	3098.100	4592.500	5537.000	4592.600	5592.600	5537.000	5539.000	5540.000	5540.000	5778.000	5780.000	"0103 - Chemical Manufacturing"	"N - New York"	"500"	03/31/2017	"UPD"
"CINR"	19.551	19.551	19.551	9.800	19.600	19.600	19.600	19.600	19.600	19.600	19.600	19.600	19.600	19.700	363.100	421.900	462.600	442.100	465.000	486.400	122.200	117.300	126.400	114.400	116.700	121.000	123.100	126.600	15.500	29.800	35.100	12.800	43.700	50.500	11.400	12.800	13.700	10.100	10.200	10.900	9.600	10.700	83.000	90.100	101.900	100.300	106.100	150.200	26.800	41.400	47.300	36.800	29.300	37.800	24.400	10.800	56.000	52.000	48.000	155.000	145.000	110.000	130.000	121.000	110.000	103.500	96.000	90.900	89.400	99.900	"0130 - Non-Metallic Mining"	"N - New York"	"None"	03/31/2017	"UPD"
"CIR"	17.137	17.240	17.405	17.564	17.660	16.850	16.828	16.485	16.433	16.381	16.424	16.427	16.439	16.458	685.900	822.300	845.600	857.800	841.400	656.300	166.900	159.300	164.200	150.800	146.400	134.800	158.200	145.200	12.600	36.600	30.800	47.100	50.400	9.900	1.900	-8.100	7.200	3.900	3.800	4.400	-2.000	4.800	36.800	-48.800	60.500	72.200	70.800	27.100	27.300	5.000	30.500	7.700	10.100	21.200	20.400	16.200	0.700	96.300	62.700	42.400	5.300	90.500	106.600	105.400	90.500	97.800	97.600	92.400	251.200	243.000	"0127 - Misc. Fabricated Products"	"N - New York"	"SmallCap 600"	04/02/2017	"UPD"
"CIX"	12.373	12.382	12.390	12.395	12.401	12.408	12.407	12.411	12.411	12.411	12.415	12.419	12.419	12.419	76.100	79.800	83.200	92.000	103.800	109.000	28.900	26.500	25.700	27.100	27.100	28.400	26.300	29.900	3.400	3.500	3.500	6.000	8.700	9.100	2.800	2.200	1.700	2.200	2.400	3.000	2.900	3.200	13.000	16.000	13.800	-4.100	12.200	13.500	3.600	6.100	6.800	-2.400	4.300	6.100	5.900	-0.200	44.200	23.200	17.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	"0127 - Misc. Fabricated Products"	"A - American"	"None"	03/31/2017	"UPD"
"CLF"	135.301	140.234	142.351	151.726	153.098	153.230	153.232	153.237	153.281	171.677	182.330	206.279	231.274	265.164	4483.800	6563.900	5872.700	3890.800	3373.200	2013.300	498.100	593.200	476.000	305.500	496.200	553.300	754.000	461.600	997.400	1599.000	-935.300	881.900	1092.600	104.400	-43.200	28.900	-37.200	105.500	13.200	-23.100	98.400	-28.600	1320.000	2288.800	514.500	1145.900	358.900	37.900	-20.000	188.700	97.400	-126.500	107.200	91.400	230.900	-25.100	1713.100	3608.700	3960.700	3022.600	2826.500	2699.400	2887.400	2721.600	2699.400	2499.100	2489.700	2195.900	2175.100	1642.900	"0124 - Metal Mining"	"N - New York"	"None"	03/31/2017	"UPD"
"CLW"	22.947	22.914	23.299	22.081	20.130	18.763	19.082	18.860	17.785	17.532	17.066	16.845	16.578	16.484	1373.000	1928.000	1874.300	1889.800	1967.100	1752.400	444.600	442.200	431.600	437.200	436.700	435.300	425.600	437.500	73.800	39.700	64.100	107.000	-2.300	56.000	15.600	23.100	11.600	18.400	20.900	0.900	9.300	7.500	185.600	68.400	198.700	136.400	139.100	159.700	59.900	19.600	52.100	49.000	47.400	42.500	33.900	45.500	538.300	523.700	549.200	674.800	593.000	593.000	599.400	599.300	593.000	593.000	593.000	593.000	592.900	592.800	"0133 - Paper & Paper Products"	"N - New York"	"SmallCap 600"	03/31/2017	"UPD"
"CMC"	113.525	114.996	115.862	116.678	117.496	116.527	115.743	115.687	116.022	115.430	114.677	114.725	115.098	115.736	6276.900	7666.700	7656.600	6601.100	6795.200	5985.600	1506.000	1411.500	1154.900	1019.700	1227.400	1208.600	1075.100	1149.600	-99.700	11.300	210.500	104.700	117.600	99.100	39.200	12.200	25.600	10.800	35.100	1.000	7.200	29.600	44.900	27.700	196.000	147.700	136.900	313.500	396.100	509.300	219.600	113.200	174.100	80.000	-1.000	12.900	1197.300	1167.500	1157.100	1278.800	1281.000	1272.200	1279.400	1272.200	1275.400	1071.800	1067.700	757.900	755.200	752.100	"0124 - Metal Mining"	"N - New York"	"MidCap 400"	02/28/2017	"UPD"
"CMP"	32.747	32.906	33.109	33.403	33.557	33.677	33.682	33.696	33.704	33.746	33.784	33.786	33.788	33.802	1068.900	1105.700	941.900	1129.600	1282.500	1098.700	183.700	232.700	289.300	345.700	169.500	179.600	443.200	387.800	147.900	146.700	87.800	129.800	216.400	158.200	13.000	26.900	58.000	49.500	6.300	9.100	96.800	21.400	241.200	252.300	151.700	238.300	242.900	137.900	-10.200	-17.100	42.800	92.600	57.300	-42.800	60.200	123.300	482.500	326.700	478.400	474.700	622.500	718.000	620.600	619.600	718.000	712.500	746.200	1204.100	1194.800	1114.900	"0130 - Non-Metallic Mining"	"N - New York"	"MidCap 400"	03/31/2017	"UPD"
