Date,IZ331
2005-12-01,100.00
2006-01-01,103.00
2006-02-01,107.40
2006-03-01,109.90
2006-04-01,113.20
2006-05-01,124.20
2006-06-01,132.90
2006-07-01,128.30
2006-08-01,131.30
2006-09-01,135.10
2006-10-01,132.70
2006-11-01,133.80
2006-12-01,136.00
2007-01-01,137.30
2007-02-01,135.80
2007-03-01,138.90
2007-04-01,143.50
2007-05-01,149.90
2007-06-01,151.40
2007-07-01,148.10
2007-08-01,148.60
2007-09-01,144.30
2007-10-01,145.90
2007-11-01,149.00
2007-12-01,149.60
2008-01-01,148.20
2008-02-01,155.40
2008-03-01,168.00
2008-04-01,176.70
2008-05-01,179.90
2008-06-01,186.20
2008-07-01,186.80
2008-08-01,184.20
2008-09-01,175.30
2008-10-01,163.50
2008-11-01,145.90
2008-12-01,130.20
2009-01-01,124.40
2009-02-01,123.40
2009-03-01,120.40
2009-04-01,119.60
2009-05-01,120.00
2009-06-01,121.90
2009-07-01,124.80
2009-08-01,128.00
2009-09-01,135.50
2009-10-01,137.40
2009-11-01,140.50
2009-12-01,146.10
2010-01-01,150.00
2010-02-01,153.40
2010-03-01,153.90
2010-04-01,162.30
2010-05-01,166.80
2010-06-01,161.00
2010-07-01,157.10
2010-08-01,157.40
2010-09-01,160.60
2010-10-01,165.00
2010-11-01,171.70
2010-12-01,173.70
2011-01-01,178.20
2011-02-01,181.60
2011-03-01,187.20
2011-04-01,189.90
2011-05-01,195.00
2011-06-01,191.50
2011-07-01,190.90
2011-08-01,194.80
2011-09-01,196.50
2011-10-01,189.10
2011-11-01,181.20
2011-12-01,181.80
2012-01-01,177.50
2012-02-01,180.90
2012-03-01,186.00
2012-04-01,182.80
2012-05-01,179.90
2012-06-01,173.90
2012-07-01,170.80
2012-08-01,168.70
2012-09-01,169.50
2012-10-01,176.60
2012-11-01,174.70
2012-12-01,173.10
2013-01-01,174.00
2013-02-01,173.60
2013-03-01,172.70
2013-04-01,168.90
2013-05-01,163.10
2013-06-01,160.10
2013-07-01,155.60
2013-08-01,153.90
2013-09-01,156.40
2013-10-01,156.70
2013-11-01,156.40
2013-12-01,155.00
2014-01-01,154.30
2014-02-01,155.80
2014-03-01,157.20
2014-04-01,157.30
2014-05-01,158.20
2014-06-01,157.90
2014-07-01,161.20
2014-08-01,160.80
2014-09-01,159.60
2014-10-01,155.40
2014-11-01,152.60
2014-12-01,152.30
2015-01-01,149.60
2015-02-01,148.00
2015-03-01,143.80
2015-04-01,141.20
2015-05-01,140.20
2015-06-01,138.40
2015-07-01,134.40
2015-08-01,129.60
2015-09-01,128.20
2015-10-01,127.60
2015-11-01,124.60
2015-12-01,120.50
2016-01-01,117.90
2016-02-01,118.10
2016-03-01,121.40
2016-04-01,122.50
2016-05-01,127.50
2016-06-01,126.20
2016-07-01,132.50
2016-08-01,134.60
2016-09-01,132.00
2016-10-01,129.90
2016-11-01,130.50
2016-12-01,131.70
2017-01-01,133.70
2017-02-01,138.50
2017-03-01,141.80
2017-04-01,142.80
2017-05-01,141.60
2017-06-01,142.10
2017-07-01,141.10
2017-08-01,143.50
2017-09-01,149.20
2017-10-01,148.90
2017-11-01,150.80
2017-12-01,148.40
2018-01-01,154.40
2018-02-01,156.30
2018-03-01,157.90
2018-04-01,158.60
2018-05-01,162.00
