Date,IZ3314
2005-12-01,100.00
2006-01-01,105.40
2006-02-01,113.60
2006-03-01,116.10
2006-04-01,122.30
2006-05-01,145.10
2006-06-01,158.60
2006-07-01,148.80
2006-08-01,155.80
2006-09-01,160.40
2006-10-01,154.60
2006-11-01,157.60
2006-12-01,163.30
2007-01-01,165.70
2007-02-01,161.10
2007-03-01,167.30
2007-04-01,176.40
2007-05-01,190.40
2007-06-01,190.70
2007-07-01,181.90
2007-08-01,181.30
2007-09-01,173.40
2007-10-01,178.00
2007-11-01,185.30
2007-12-01,184.70
2008-01-01,176.80
2008-02-01,189.60
2008-03-01,210.60
2008-04-01,215.00
2008-05-01,211.50
2008-06-01,211.90
2008-07-01,207.60
2008-08-01,199.00
2008-09-01,174.70
2008-10-01,159.60
2008-11-01,133.20
2008-12-01,121.20
2009-01-01,118.20
2009-02-01,124.10
2009-03-01,129.50
2009-04-01,132.30
2009-05-01,139.30
2009-06-01,148.00
2009-07-01,154.70
2009-08-01,159.10
2009-09-01,171.80
2009-10-01,176.80
2009-11-01,182.40
2009-12-01,195.30
2010-01-01,199.90
2010-02-01,203.10
2010-03-01,198.70
2010-04-01,211.30
2010-05-01,219.00
2010-06-01,205.60
2010-07-01,199.60
2010-08-01,200.30
2010-09-01,207.20
2010-10-01,219.80
2010-11-01,234.50
2010-12-01,240.40
2011-01-01,248.60
2011-02-01,252.10
2011-03-01,259.50
2011-04-01,262.90
2011-05-01,270.70
2011-06-01,262.90
2011-07-01,262.20
2011-08-01,273.70
2011-09-01,280.60
2011-10-01,265.40
2011-11-01,249.80
2011-12-01,254.10
2012-01-01,244.80
2012-02-01,252.90
2012-03-01,265.30
2012-04-01,255.90
2012-05-01,250.00
2012-06-01,237.90
2012-07-01,234.10
2012-08-01,232.80
2012-09-01,239.00
2012-10-01,258.00
2012-11-01,254.60
2012-12-01,252.30
2013-01-01,254.00
2013-02-01,251.90
2013-03-01,249.10
2013-04-01,241.00
2013-05-01,226.70
2013-06-01,219.10
2013-07-01,208.00
2013-08-01,204.20
2013-09-01,212.50
2013-10-01,212.40
2013-11-01,210.60
2013-12-01,206.20
2014-01-01,204.20
2014-02-01,206.30
2014-03-01,209.10
2014-04-01,210.80
2014-05-01,211.00
2014-06-01,208.20
2014-07-01,216.50
2014-08-01,215.30
2014-09-01,211.10
2014-10-01,199.90
2014-11-01,192.20
2014-12-01,195.30
2015-01-01,193.40
2015-02-01,194.30
2015-03-01,189.00
2015-04-01,188.70
2015-05-01,188.90
2015-06-01,188.10
2015-07-01,180.30
2015-08-01,169.10
2015-09-01,168.60
2015-10-01,171.00
2015-11-01,168.00
2015-12-01,159.30
2016-01-01,159.00
2016-02-01,161.40
2016-03-01,170.90
2016-04-01,170.60
2016-05-01,178.70
2016-06-01,170.00
2016-07-01,185.60
2016-08-01,190.00
2016-09-01,187.00
2016-10-01,181.80
2016-11-01,184.00
2016-12-01,181.50
2017-01-01,179.20
2017-02-01,185.90
2017-03-01,189.80
2017-04-01,189.90
2017-05-01,185.20
2017-06-01,188.10
2017-07-01,184.80
2017-08-01,192.40
2017-09-01,204.20
2017-10-01,197.50
2017-11-01,202.00
2017-12-01,198.00
2018-01-01,209.00
2018-02-01,209.10
2018-03-01,208.10
2018-04-01,207.50
2018-05-01,209.10
