Date,IY3251
2005-12-01,100.00
2006-01-01,100.20
2006-02-01,101.70
2006-03-01,102.80
2006-04-01,102.90
2006-05-01,105.20
2006-06-01,107.70
2006-07-01,109.10
2006-08-01,110.60
2006-09-01,111.60
2006-10-01,111.20
2006-11-01,108.30
2006-12-01,107.20
2007-01-01,107.20
2007-02-01,107.70
2007-03-01,109.30
2007-04-01,110.10
2007-05-01,112.60
2007-06-01,113.60
2007-07-01,114.30
2007-08-01,116.20
2007-09-01,114.40
2007-10-01,115.40
2007-11-01,117.00
2007-12-01,118.60
2008-01-01,120.80
2008-02-01,122.50
2008-03-01,125.00
2008-04-01,127.10
2008-05-01,128.80
2008-06-01,132.40
2008-07-01,137.00
2008-08-01,135.20
2008-09-01,132.90
2008-10-01,129.10
2008-11-01,116.10
2008-12-01,110.10
2009-01-01,109.10
2009-02-01,107.50
2009-03-01,108.40
2009-04-01,109.30
2009-05-01,110.50
2009-06-01,113.10
2009-07-01,115.10
2009-08-01,115.70
2009-09-01,114.70
2009-10-01,112.10
2009-11-01,114.60
2009-12-01,115.70
2010-01-01,117.50
2010-02-01,119.20
2010-03-01,121.20
2010-04-01,124.10
2010-05-01,124.70
2010-06-01,123.80
2010-07-01,122.30
2010-08-01,123.30
2010-09-01,123.80
2010-10-01,125.40
2010-11-01,126.70
2010-12-01,127.90
2011-01-01,129.40
2011-02-01,132.70
2011-03-01,135.40
2011-04-01,138.80
2011-05-01,140.70
2011-06-01,140.40
2011-07-01,139.90
2011-08-01,141.50
2011-09-01,140.90
2011-10-01,138.60
2011-11-01,139.40
2011-12-01,140.60
2012-01-01,140.90
2012-02-01,142.70
2012-03-01,144.60
2012-04-01,145.00
2012-05-01,142.20
2012-06-01,140.00
2012-07-01,138.40
2012-08-01,139.80
2012-09-01,141.50
2012-10-01,141.90
2012-11-01,141.00
2012-12-01,140.80
2013-01-01,142.80
2013-02-01,143.60
2013-03-01,142.90
2013-04-01,141.80
2013-05-01,141.50
2013-06-01,140.90
2013-07-01,140.30
2013-08-01,140.60
2013-09-01,140.90
2013-10-01,138.50
2013-11-01,136.50
2013-12-01,135.70
2014-01-01,136.20
2014-02-01,136.30
2014-03-01,136.20
2014-04-01,135.10
2014-05-01,134.60
2014-06-01,135.90
2014-07-01,136.40
2014-08-01,136.00
2014-09-01,135.20
2014-10-01,133.50
2014-11-01,132.10
2014-12-01,128.30
2015-01-01,125.10
2015-02-01,124.30
2015-03-01,122.70
2015-04-01,124.30
2015-05-01,125.60
2015-06-01,125.30
2015-07-01,124.00
2015-08-01,121.60
2015-09-01,119.80
2015-10-01,118.90
2015-11-01,117.00
2015-12-01,114.70
2016-01-01,112.40
2016-02-01,110.20
2016-03-01,109.90
2016-04-01,113.20
2016-05-01,113.90
2016-06-01,115.00
2016-07-01,115.40
2016-08-01,114.00
2016-09-01,113.50
2016-10-01,113.50
2016-11-01,114.30
2016-12-01,115.60
2017-01-01,113.60
2017-02-01,116.10
2017-03-01,117.10
2017-04-01,115.10
2017-05-01,113.80
2017-06-01,113.40
2017-07-01,113.90
2017-08-01,114.60
2017-09-01,116.30
2017-10-01,117.20
2017-11-01,118.60
2017-12-01,120.60
2018-01-01,122.00
2018-02-01,124.50
2018-03-01,125.40
2018-04-01,123.50
2018-05-01,124.30
