Date,U13SVS
1992-01-01,3905000000.00
1992-02-01,4263000000.00
1992-03-01,4598000000.00
1992-04-01,4310000000.00
1992-05-01,4473000000.00
1992-06-01,4844000000.00
1992-07-01,3843000000.00
1992-08-01,4660000000.00
1992-09-01,5042000000.00
1992-10-01,4571000000.00
1992-11-01,4322000000.00
1992-12-01,4092000000.00
1993-01-01,4216000000.00
1993-02-01,4589000000.00
1993-03-01,4718000000.00
1993-04-01,4491000000.00
1993-05-01,4724000000.00
1993-06-01,4933000000.00
1993-07-01,4020000000.00
1993-08-01,4873000000.00
1993-09-01,5021000000.00
1993-10-01,4881000000.00
1993-11-01,4614000000.00
1993-12-01,4295000000.00
1994-01-01,4093000000.00
1994-02-01,4666000000.00
1994-03-01,5101000000.00
1994-04-01,4634000000.00
1994-05-01,4994000000.00
1994-06-01,5422000000.00
1994-07-01,4190000000.00
1994-08-01,5203000000.00
1994-09-01,5497000000.00
1994-10-01,5108000000.00
1994-11-01,4919000000.00
1994-12-01,4780000000.00
1995-01-01,4505000000.00
1995-02-01,5032000000.00
1995-03-01,5483000000.00
1995-04-01,4894000000.00
1995-05-01,5135000000.00
1995-06-01,5489000000.00
1995-07-01,4164000000.00
1995-08-01,5220000000.00
1995-09-01,5584000000.00
1995-10-01,4974000000.00
1995-11-01,4870000000.00
1995-12-01,4535000000.00
1996-01-01,4124000000.00
1996-02-01,4753000000.00
1996-03-01,5307000000.00
1996-04-01,4697000000.00
1996-05-01,5037000000.00
1996-06-01,5673000000.00
1996-07-01,4384000000.00
1996-08-01,5400000000.00
1996-09-01,5741000000.00
1996-10-01,5036000000.00
1996-11-01,4940000000.00
1996-12-01,4704000000.00
1997-01-01,4384000000.00
1997-02-01,4897000000.00
1997-03-01,5423000000.00
1997-04-01,4790000000.00
1997-05-01,4930000000.00
1997-06-01,5283000000.00
1997-07-01,4247000000.00
1997-08-01,5016000000.00
1997-09-01,5455000000.00
1997-10-01,5014000000.00
1997-11-01,4722000000.00
1997-12-01,4546000000.00
1998-01-01,4474000000.00
1998-02-01,4881000000.00
1998-03-01,5488000000.00
1998-04-01,4579000000.00
1998-05-01,4884000000.00
1998-06-01,5191000000.00
1998-07-01,4290000000.00
1998-08-01,4998000000.00
1998-09-01,5130000000.00
1998-10-01,4740000000.00
1998-11-01,4546000000.00
1998-12-01,4215000000.00
1999-01-01,4196000000.00
1999-02-01,4449000000.00
1999-03-01,4814000000.00
1999-04-01,4479000000.00
1999-05-01,4631000000.00
1999-06-01,4934000000.00
1999-07-01,3962000000.00
1999-08-01,4640000000.00
1999-09-01,4961000000.00
1999-10-01,4621000000.00
1999-11-01,4389000000.00
1999-12-01,4230000000.00
2000-01-01,3829000000.00
2000-02-01,4427000000.00
2000-03-01,4873000000.00
2000-04-01,4268000000.00
2000-05-01,4394000000.00
2000-06-01,4821000000.00
2000-07-01,3925000000.00
2000-08-01,4535000000.00
2000-09-01,4797000000.00
2000-10-01,4326000000.00
2000-11-01,4070000000.00
2000-12-01,3847000000.00
2001-01-01,3547000000.00
2001-02-01,4064000000.00
2001-03-01,4318000000.00
2001-04-01,3694000000.00
2001-05-01,3921000000.00
2001-06-01,4232000000.00
2001-07-01,3211000000.00
2001-08-01,4019000000.00
2001-09-01,4073000000.00
2001-10-01,3748000000.00
2001-11-01,3481000000.00
2001-12-01,3373000000.00
2002-01-01,3044000000.00
2002-02-01,3667000000.00
2002-03-01,3987000000.00
2002-04-01,3756000000.00
2002-05-01,3965000000.00
2002-06-01,4169000000.00
2002-07-01,3572000000.00
2002-08-01,4108000000.00
2002-09-01,4187000000.00
2002-10-01,3914000000.00
2002-11-01,3818000000.00
2002-12-01,3310000000.00
2003-01-01,3313000000.00
2003-02-01,3665000000.00
2003-03-01,3961000000.00
2003-04-01,3505000000.00
2003-05-01,3537000000.00
2003-06-01,3832000000.00
2003-07-01,3199000000.00
2003-08-01,3682000000.00
2003-09-01,3775000000.00
2003-10-01,3737000000.00
2003-11-01,3370000000.00
2003-12-01,3077000000.00
2004-01-01,3075000000.00
2004-02-01,3402000000.00
2004-03-01,3529000000.00
2004-04-01,3378000000.00
2004-05-01,3451000000.00
2004-06-01,3491000000.00
2004-07-01,3190000000.00
2004-08-01,3525000000.00
2004-09-01,3678000000.00
2004-10-01,3548000000.00
2004-11-01,3358000000.00
2004-12-01,3273000000.00
2005-01-01,3299000000.00
2005-02-01,3639000000.00
2005-03-01,3699000000.00
2005-04-01,3710000000.00
2005-05-01,3695000000.00
2005-06-01,3905000000.00
2005-07-01,3329000000.00
2005-08-01,3558000000.00
2005-09-01,3549000000.00
2005-10-01,3508000000.00
2005-11-01,3349000000.00
2005-12-01,3088000000.00
2006-01-01,3096000000.00
2006-02-01,3369000000.00
2006-03-01,3583000000.00
2006-04-01,3313000000.00
2006-05-01,3291000000.00
2006-06-01,3442000000.00
2006-07-01,3050000000.00
2006-08-01,3327000000.00
2006-09-01,3307000000.00
2006-10-01,3278000000.00
2006-11-01,3059000000.00
2006-12-01,2714000000.00
2007-01-01,2949000000.00
2007-02-01,3110000000.00
2007-03-01,3202000000.00
2007-04-01,3045000000.00
2007-05-01,3123000000.00
2007-06-01,3199000000.00
2007-07-01,2850000000.00
2007-08-01,3117000000.00
2007-09-01,3060000000.00
2007-10-01,3072000000.00
2007-11-01,2821000000.00
2007-12-01,2583000000.00
2008-01-01,2653000000.00
2008-02-01,2810000000.00
2008-03-01,2856000000.00
2008-04-01,2824000000.00
2008-05-01,2760000000.00
2008-06-01,2907000000.00
2008-07-01,2687000000.00
2008-08-01,2852000000.00
2008-09-01,2753000000.00
2008-10-01,2696000000.00
2008-11-01,2348000000.00
2008-12-01,1992000000.00
2009-01-01,2035000000.00
2009-02-01,2089000000.00
2009-03-01,2176000000.00
2009-04-01,2188000000.00
2009-05-01,2204000000.00
2009-06-01,2281000000.00
2009-07-01,2135000000.00
2009-08-01,2323000000.00
2009-09-01,2336000000.00
2009-10-01,2413000000.00
2009-11-01,2270000000.00
2009-12-01,2096000000.00
2010-01-01,2271000000.00
2010-02-01,2348000000.00
2010-03-01,2535000000.00
2010-04-01,2515000000.00
2010-05-01,2553000000.00
2010-06-01,2637000000.00
