Date,IPB51213N
1954-01-01,7.90
1954-02-01,8.14
1954-03-01,8.18
1954-04-01,7.77
1954-05-01,7.68
1954-06-01,7.62
1954-07-01,6.93
1954-08-01,8.01
1954-09-01,8.59
1954-10-01,8.78
1954-11-01,8.48
1954-12-01,8.54
1955-01-01,8.48
1955-02-01,8.82
1955-03-01,8.76
1955-04-01,8.76
1955-05-01,8.70
1955-06-01,8.78
1955-07-01,8.18
1955-08-01,8.91
1955-09-01,9.72
1955-10-01,10.02
1955-11-01,9.87
1955-12-01,9.87
1956-01-01,9.55
1956-02-01,9.83
1956-03-01,9.92
1956-04-01,10.16
1956-05-01,10.02
1956-06-01,10.35
1956-07-01,9.92
1956-08-01,10.86
1956-09-01,11.10
1956-10-01,11.08
1956-11-01,10.80
1956-12-01,10.86
1957-01-01,11.10
1957-02-01,11.12
1957-03-01,11.46
1957-04-01,11.03
1957-05-01,11.18
1957-06-01,11.03
1957-07-01,10.41
1957-08-01,11.57
1957-09-01,11.87
1957-10-01,12.43
1957-11-01,12.15
1957-12-01,12.07
1958-01-01,12.07
1958-02-01,11.96
1958-03-01,12.02
1958-04-01,11.81
1958-05-01,11.66
1958-06-01,12.19
1958-07-01,11.51
1958-08-01,12.92
1958-09-01,13.24
1958-10-01,13.18
1958-11-01,13.01
1958-12-01,12.77
1959-01-01,13.20
1959-02-01,13.38
1959-03-01,13.38
1959-04-01,13.72
1959-05-01,13.38
1959-06-01,13.65
1959-07-01,12.45
1959-08-01,14.30
1959-09-01,14.98
1959-10-01,14.77
1959-11-01,14.41
1959-12-01,13.76
1960-01-01,14.28
1960-02-01,13.95
1960-03-01,14.40
1960-04-01,14.49
1960-05-01,14.47
1960-06-01,14.81
1960-07-01,13.53
1960-08-01,15.07
1960-09-01,15.13
1960-10-01,15.91
1960-11-01,15.05
1960-12-01,14.45
1961-01-01,14.86
1961-02-01,14.81
1961-03-01,14.70
1961-04-01,15.69
1961-05-01,15.80
1961-06-01,16.04
1961-07-01,14.64
1961-08-01,16.32
1961-09-01,16.08
1961-10-01,16.74
1961-11-01,16.62
1961-12-01,16.32
1962-01-01,16.17
1962-02-01,16.66
1962-03-01,16.57
1962-04-01,16.75
1962-05-01,16.96
1962-06-01,17.45
1962-07-01,16.10
1962-08-01,17.78
1962-09-01,17.62
1962-10-01,18.01
1962-11-01,17.48
1962-12-01,17.45
1963-01-01,16.98
1963-02-01,17.52
1963-03-01,17.54
1963-04-01,18.33
1963-05-01,18.44
1963-06-01,19.62
1963-07-01,18.38
1963-08-01,20.14
1963-09-01,20.52
1963-10-01,20.42
1963-11-01,18.94
1963-12-01,17.78
1964-01-01,17.73
1964-02-01,17.97
1964-03-01,17.80
1964-04-01,18.83
1964-05-01,19.52
1964-06-01,21.68
1964-07-01,19.54
1964-08-01,21.30
1964-09-01,22.20
1964-10-01,21.70
1964-11-01,20.52
1964-12-01,19.36
1965-01-01,20.54
1965-02-01,20.65
1965-03-01,21.06
1965-04-01,20.61
1965-05-01,21.57
1965-06-01,23.08
1965-07-01,21.27
1965-08-01,23.33
1965-09-01,24.20
1965-10-01,23.08
1965-11-01,22.69
1965-12-01,21.00
1966-01-01,22.09
1966-02-01,21.94
1966-03-01,22.20
1966-04-01,22.01
1966-05-01,23.53
1966-06-01,25.74
1966-07-01,23.27
1966-08-01,25.59
1966-09-01,26.41
1966-10-01,26.15
1966-11-01,25.63
1966-12-01,23.27
1967-01-01,23.64
1967-02-01,23.43
1967-03-01,24.17
1967-04-01,23.78
1967-05-01,24.54
1967-06-01,26.57
1967-07-01,25.91
