Date,U12BVS
1992-01-01,1966000000.00
1992-02-01,2203000000.00
1992-03-01,3643000000.00
1992-04-01,1971000000.00
1992-05-01,2703000000.00
1992-06-01,4904000000.00
1992-07-01,2449000000.00
1992-08-01,2046000000.00
1992-09-01,4516000000.00
1992-10-01,2021000000.00
1992-11-01,2990000000.00
1992-12-01,3654000000.00
1993-01-01,1843000000.00
1993-02-01,1922000000.00
1993-03-01,3560000000.00
1993-04-01,1659000000.00
1993-05-01,2569000000.00
1993-06-01,3116000000.00
1993-07-01,2271000000.00
1993-08-01,1602000000.00
1993-09-01,2852000000.00
1993-10-01,1928000000.00
1993-11-01,2214000000.00
1993-12-01,2745000000.00
1994-01-01,2333000000.00
1994-02-01,2409000000.00
1994-03-01,2431000000.00
1994-04-01,2509000000.00
1994-05-01,2385000000.00
1994-06-01,2580000000.00
1994-07-01,2297000000.00
1994-08-01,2624000000.00
1994-09-01,2579000000.00
1994-10-01,2485000000.00
1994-11-01,2560000000.00
1994-12-01,2721000000.00
1995-01-01,2307000000.00
1995-02-01,2587000000.00
1995-03-01,2605000000.00
1995-04-01,2754000000.00
1995-05-01,2974000000.00
1995-06-01,2719000000.00
1995-07-01,2718000000.00
1995-08-01,2852000000.00
1995-09-01,2681000000.00
1995-10-01,2776000000.00
1995-11-01,3028000000.00
1995-12-01,2867000000.00
1996-01-01,2560000000.00
1996-02-01,2752000000.00
1996-03-01,3057000000.00
1996-04-01,2772000000.00
1996-05-01,2853000000.00
1996-06-01,2826000000.00
1996-07-01,2942000000.00
1996-08-01,3161000000.00
1996-09-01,2769000000.00
1996-10-01,2946000000.00
1996-11-01,2865000000.00
1996-12-01,2864000000.00
1997-01-01,2902000000.00
1997-02-01,2684000000.00
1997-03-01,3064000000.00
1997-04-01,2707000000.00
1997-05-01,3099000000.00
1997-06-01,2974000000.00
1997-07-01,2937000000.00
1997-08-01,3072000000.00
1997-09-01,3090000000.00
1997-10-01,3191000000.00
1997-11-01,3391000000.00
1997-12-01,2964000000.00
1998-01-01,2790000000.00
1998-02-01,3342000000.00
1998-03-01,3367000000.00
1998-04-01,3120000000.00
1998-05-01,3337000000.00
1998-06-01,3578000000.00
1998-07-01,3259000000.00
1998-08-01,3494000000.00
1998-09-01,3388000000.00
1998-10-01,3494000000.00
1998-11-01,3158000000.00
1998-12-01,3650000000.00
1999-01-01,3519000000.00
1999-02-01,3746000000.00
1999-03-01,4096000000.00
1999-04-01,3466000000.00
1999-05-01,3651000000.00
1999-06-01,4015000000.00
1999-07-01,3689000000.00
1999-08-01,3824000000.00
1999-09-01,3652000000.00
1999-10-01,3996000000.00
1999-11-01,4081000000.00
1999-12-01,3562000000.00
2000-01-01,3660000000.00
2000-02-01,3788000000.00
2000-03-01,4282000000.00
2000-04-01,3546000000.00
2000-05-01,4509000000.00
2000-06-01,4035000000.00
2000-07-01,3992000000.00
2000-08-01,4442000000.00
2000-09-01,3756000000.00
2000-10-01,4101000000.00
2000-11-01,4297000000.00
2000-12-01,4101000000.00
2001-01-01,4215000000.00
2001-02-01,4225000000.00
2001-03-01,4361000000.00
2001-04-01,4042000000.00
2001-05-01,5049000000.00
2001-06-01,4673000000.00
2001-07-01,4512000000.00
2001-08-01,5179000000.00
2001-09-01,4054000000.00
2001-10-01,5008000000.00
2001-11-01,3762000000.00
2001-12-01,4018000000.00
2002-01-01,3932000000.00
2002-02-01,3245000000.00
2002-03-01,3723000000.00
2002-04-01,3158000000.00
2002-05-01,3587000000.00
2002-06-01,3464000000.00
2002-07-01,3270000000.00
2002-08-01,3348000000.00
2002-09-01,3104000000.00
2002-10-01,3090000000.00
2002-11-01,2975000000.00
2002-12-01,2717000000.00
2003-01-01,2905000000.00
2003-02-01,2820000000.00
2003-03-01,3495000000.00
2003-04-01,3230000000.00
2003-05-01,3366000000.00
2003-06-01,3422000000.00
2003-07-01,3493000000.00
2003-08-01,3414000000.00
2003-09-01,3236000000.00
2003-10-01,3320000000.00
2003-11-01,3111000000.00
2003-12-01,3186000000.00
2004-01-01,2707000000.00
2004-02-01,2896000000.00
2004-03-01,3610000000.00
2004-04-01,3186000000.00
2004-05-01,3066000000.00
2004-06-01,3672000000.00
2004-07-01,3206000000.00
2004-08-01,3338000000.00
2004-09-01,3256000000.00
2004-10-01,3265000000.00
2004-11-01,3267000000.00
2004-12-01,3370000000.00
2005-01-01,3219000000.00
2005-02-01,3133000000.00
2005-03-01,3437000000.00
2005-04-01,3414000000.00
2005-05-01,3906000000.00
2005-06-01,3818000000.00
2005-07-01,3489000000.00
2005-08-01,4174000000.00
2005-09-01,3494000000.00
2005-10-01,3583000000.00
2005-11-01,3604000000.00
2005-12-01,3432000000.00
2006-01-01,3428000000.00
2006-02-01,3236000000.00
2006-03-01,3437000000.00
2006-04-01,3370000000.00
2006-05-01,3820000000.00
2006-06-01,3727000000.00
2006-07-01,3438000000.00
2006-08-01,3872000000.00
2006-09-01,3280000000.00
2006-10-01,3602000000.00
2006-11-01,3382000000.00
2006-12-01,2997000000.00
2007-01-01,3222000000.00
2007-02-01,3066000000.00
2007-03-01,3447000000.00
2007-04-01,3361000000.00
2007-05-01,3585000000.00
2007-06-01,3614000000.00
2007-07-01,3473000000.00
2007-08-01,3721000000.00
2007-09-01,3128000000.00
2007-10-01,3496000000.00
2007-11-01,3163000000.00
2007-12-01,2935000000.00
2008-01-01,2924000000.00
2008-02-01,2867000000.00
2008-03-01,3035000000.00
2008-04-01,3215000000.00
2008-05-01,3298000000.00
2008-06-01,3253000000.00
2008-07-01,3351000000.00
2008-08-01,3239000000.00
2008-09-01,3133000000.00
2008-10-01,3182000000.00
2008-11-01,2839000000.00
2008-12-01,3170000000.00
2009-01-01,2910000000.00
2009-02-01,3061000000.00
2009-03-01,2714000000.00
2009-04-01,3190000000.00
2009-05-01,3037000000.00
2009-06-01,3296000000.00
2009-07-01,3057000000.00
2009-08-01,3130000000.00
2009-09-01,3163000000.00
2009-10-01,3144000000.00
2009-11-01,2940000000.00
2009-12-01,3145000000.00
2010-01-01,2954000000.00
2010-02-01,2753000000.00
2010-03-01,3311000000.00
2010-04-01,3281000000.00
2010-05-01,3258000000.00
2010-06-01,3652000000.00
2010-07-01,3339000000.00
2010-08-01,3528000000.00
2010-09-01,3484000000.00
2010-10-01,3316000000.00
2010-11-01,3354000000.00
2010-12-01,2973000000.00
2011-01-01,2782000000.00
2011-02-01,2970000000.00
2011-03-01,3364000000.00
2011-04-01,3178000000.00
2011-05-01,3291000000.00
2011-06-01,3672000000.00
2011-07-01,3172000000.00
2011-08-01,3649000000.00
2011-09-01,3385000000.00
2011-10-01,3279000000.00
2011-11-01,3506000000.00
2011-12-01,3069000000.00
2012-01-01,2860000000.00
2012-02-01,3201000000.00
2012-03-01,3354000000.00
2012-04-01,3443000000.00
2012-05-01,3920000000.00
2012-06-01,3122000000.00
2012-07-01,3412000000.00
2012-08-01,3821000000.00
2012-09-01,3143000000.00
2012-10-01,3496000000.00
2012-11-01,3629000000.00
2012-12-01,2783000000.00
2013-01-01,2997000000.00
2013-02-01,2968000000.00
2013-03-01,3349000000.00
2013-04-01,3577000000.00
2013-05-01,3899000000.00
2013-06-01,3306000000.00
2013-07-01,3645000000.00
2013-08-01,3508000000.00
2013-09-01,3250000000.00
2013-10-01,3591000000.00
2013-11-01,3267000000.00
2013-12-01,2894000000.00
2014-01-01,2808000000.00
2014-02-01,2677000000.00
2014-03-01,2953000000.00
2014-04-01,3225000000.00
2014-05-01,3019000000.00
2014-06-01,3117000000.00
2014-07-01,3335000000.00
2014-08-01,3164000000.00
2014-09-01,3127000000.00
2014-10-01,3350000000.00
2014-11-01,3201000000.00
2014-12-01,3326000000.00
2015-01-01,3090000000.00
2015-02-01,3065000000.00
2015-03-01,3493000000.00
2015-04-01,3742000000.00
2015-05-01,3542000000.00
2015-06-01,3592000000.00
2015-07-01,3226000000.00
2015-08-01,3396000000.00
2015-09-01,3551000000.00
2015-10-01,3728000000.00
2015-11-01,3484000000.00
2015-12-01,3544000000.00
2016-01-01,3024000000.00
2016-02-01,3227000000.00
2016-03-01,3498000000.00
2016-04-01,3655000000.00
2016-05-01,3322000000.00
2016-06-01,3582000000.00
2016-07-01,3489000000.00
2016-08-01,3645000000.00
2016-09-01,3689000000.00
2016-10-01,3903000000.00
2016-11-01,3757000000.00
2016-12-01,3828000000.00
2017-01-01,3527000000.00
2017-02-01,3576000000.00
