Date,IZ33141
2005-12-01,100.00
2006-01-01,105.30
2006-02-01,112.30
2006-03-01,113.50
2006-04-01,116.10
2006-05-01,129.60
2006-06-01,142.40
2006-07-01,127.30
2006-08-01,133.60
2006-09-01,135.40
2006-10-01,128.80
2006-11-01,126.30
2006-12-01,133.50
2007-01-01,133.20
2007-02-01,134.70
2007-03-01,141.50
2007-04-01,140.70
2007-05-01,147.50
2007-06-01,145.10
2007-07-01,143.40
2007-08-01,144.10
2007-09-01,142.40
2007-10-01,151.40
2007-11-01,160.50
2007-12-01,168.40
2008-01-01,169.20
2008-02-01,187.70
2008-03-01,202.80
2008-04-01,208.70
2008-05-01,198.50
2008-06-01,196.50
2008-07-01,195.10
2008-08-01,195.40
2008-09-01,170.70
2008-10-01,156.60
2008-11-01,140.80
2008-12-01,133.60
2009-01-01,142.50
2009-02-01,152.50
2009-03-01,167.90
2009-04-01,167.60
2009-05-01,163.70
2009-06-01,172.90
2009-07-01,176.20
2009-08-01,172.50
2009-09-01,178.10
2009-10-01,189.10
2009-11-01,196.80
2009-12-01,209.30
2010-01-01,210.60
2010-02-01,210.30
2010-03-01,202.90
2010-04-01,210.40
2010-05-01,218.30
2010-06-01,221.80
2010-07-01,223.10
2010-08-01,218.40
2010-09-01,221.80
2010-10-01,236.30
2010-11-01,253.10
2010-12-01,264.60
2011-01-01,273.20
2011-02-01,268.40
2011-03-01,275.50
2011-04-01,290.80
2011-05-01,310.30
2011-06-01,304.40
2011-07-01,303.10
2011-08-01,314.30
2011-09-01,342.50
2011-10-01,336.20
2011-11-01,310.70
2011-12-01,322.00
2012-01-01,302.60
2012-02-01,306.10
2012-03-01,326.30
2012-04-01,314.10
2012-05-01,306.80
2012-06-01,290.30
2012-07-01,290.00
2012-08-01,287.60
2012-09-01,296.60
2012-10-01,325.20
2012-11-01,323.60
2012-12-01,319.00
2013-01-01,312.90
2013-02-01,309.60
2013-03-01,302.00
2013-04-01,293.00
2013-05-01,269.70
2013-06-01,255.30
2013-07-01,240.70
2013-08-01,230.70
2013-09-01,244.60
2013-10-01,245.30
2013-11-01,239.90
2013-12-01,231.30
2014-01-01,227.30
2014-02-01,230.40
2014-03-01,234.40
2014-04-01,237.70
2014-05-01,237.90
2014-06-01,233.10
2014-07-01,242.50
2014-08-01,241.10
2014-09-01,236.80
2014-10-01,222.80
2014-11-01,213.40
2014-12-01,217.20
2015-01-01,215.40
2015-02-01,217.40
2015-03-01,210.00
2015-04-01,210.20
2015-05-01,211.20
2015-06-01,209.50
2015-07-01,200.90
2015-08-01,187.00
2015-09-01,186.70
2015-10-01,189.80
2015-11-01,186.30
2015-12-01,176.00
2016-01-01,176.30
2016-02-01,179.90
2016-03-01,192.00
2016-04-01,191.70
2016-05-01,202.30
2016-06-01,190.80
2016-07-01,211.70
2016-08-01,216.40
2016-09-01,212.70
2016-10-01,206.20
2016-11-01,208.70
2016-12-01,204.70
2017-01-01,200.50
2017-02-01,208.90
2017-03-01,213.80
2017-04-01,214.00
2017-05-01,207.50
2017-06-01,211.30
2017-07-01,206.80
2017-08-01,216.10
2017-09-01,231.70
2017-10-01,222.00
2017-11-01,228.10
2017-12-01,222.20
2018-01-01,236.00
2018-02-01,235.90
2018-03-01,234.40
2018-04-01,233.30
2018-05-01,231.20
