Date,IZ33392
2005-12-01,100.00
2006-01-01,101.80
2006-02-01,101.90
2006-03-01,102.10
2006-04-01,105.40
2006-05-01,106.80
2006-06-01,110.10
2006-07-01,111.90
2006-08-01,111.90
2006-09-01,111.90
2006-10-01,112.20
2006-11-01,112.10
2006-12-01,113.80
2007-01-01,114.90
2007-02-01,116.10
2007-03-01,117.40
2007-04-01,118.50
2007-05-01,119.90
2007-06-01,129.60
2007-07-01,130.70
2007-08-01,131.10
2007-09-01,131.80
2007-10-01,132.20
2007-11-01,120.00
2007-12-01,120.10
2008-01-01,122.80
2008-02-01,123.20
2008-03-01,125.40
2008-04-01,129.00
2008-05-01,129.90
2008-06-01,128.90
2008-07-01,128.60
2008-08-01,125.10
2008-09-01,124.10
2008-10-01,122.40
2008-11-01,119.40
2008-12-01,118.40
2009-01-01,117.90
2009-02-01,116.40
2009-03-01,114.70
2009-04-01,115.50
2009-05-01,115.90
2009-06-01,118.80
2009-07-01,119.90
2009-08-01,120.10
2009-09-01,123.00
2009-10-01,122.90
2009-11-01,122.60
2009-12-01,122.30
2010-01-01,122.70
2010-02-01,122.00
2010-03-01,125.70
2010-04-01,124.80
2010-05-01,126.70
2010-06-01,126.20
2010-07-01,125.90
2010-08-01,126.10
2010-09-01,127.50
2010-10-01,130.60
2010-11-01,130.30
2010-12-01,129.90
2011-01-01,129.90
2011-02-01,131.20
2011-03-01,132.10
2011-04-01,132.20
2011-05-01,133.60
2011-06-01,132.90
2011-07-01,132.00
2011-08-01,132.10
2011-09-01,132.20
2011-10-01,132.50
2011-11-01,132.80
2011-12-01,133.80
2012-01-01,134.00
2012-02-01,134.80
2012-03-01,134.90
2012-04-01,134.90
2012-05-01,135.50
2012-06-01,136.00
2012-07-01,137.10
2012-08-01,137.70
2012-09-01,137.20
2012-10-01,136.10
2012-11-01,135.90
2012-12-01,139.90
2013-01-01,144.30
2013-02-01,144.60
2013-03-01,144.50
2013-04-01,144.20
2013-05-01,145.10
2013-06-01,144.90
2013-07-01,144.60
2013-08-01,143.40
2013-09-01,142.70
2013-10-01,142.30
2013-11-01,142.80
2013-12-01,142.60
2014-01-01,143.10
2014-02-01,143.20
2014-03-01,143.20
2014-04-01,143.80
2014-05-01,145.30
2014-06-01,145.40
2014-07-01,145.60
2014-08-01,145.20
2014-09-01,144.80
2014-10-01,144.90
2014-11-01,145.20
2014-12-01,145.30
2015-01-01,145.90
2015-02-01,145.20
2015-03-01,145.80
2015-04-01,145.70
2015-05-01,144.50
2015-06-01,144.50
2015-07-01,144.40
2015-08-01,143.60
2015-09-01,142.40
2015-10-01,141.20
2015-11-01,141.20
2015-12-01,141.20
2016-01-01,141.10
2016-02-01,141.40
2016-03-01,141.60
2016-04-01,141.50
2016-05-01,141.30
2016-06-01,141.20
2016-07-01,141.20
2016-08-01,141.40
2016-09-01,141.50
2016-10-01,141.50
2016-11-01,141.70
2016-12-01,141.70
2017-01-01,141.70
2017-02-01,141.90
2017-03-01,141.90
2017-04-01,141.90
2017-05-01,142.00
2017-06-01,143.20
2017-07-01,144.50
2017-08-01,144.80
2017-09-01,145.00
2017-10-01,145.10
2017-11-01,145.10
2017-12-01,145.10
2018-01-01,145.10
2018-02-01,146.40
2018-03-01,146.40
2018-04-01,146.80
2018-05-01,147.60
