Date,IPG3332N
1972-01-01,86.13
1972-02-01,87.02
1972-03-01,87.50
1972-04-01,87.85
1972-05-01,88.22
1972-06-01,91.79
1972-07-01,86.56
1972-08-01,89.16
1972-09-01,90.82
1972-10-01,92.38
1972-11-01,95.23
1972-12-01,99.49
1973-01-01,95.26
1973-02-01,97.78
1973-03-01,98.90
1973-04-01,99.70
1973-05-01,100.31
1973-06-01,102.00
1973-07-01,97.64
1973-08-01,100.25
1973-09-01,104.00
1973-10-01,103.58
1973-11-01,107.12
1973-12-01,109.77
1974-01-01,105.62
1974-02-01,104.67
1974-03-01,105.25
1974-04-01,100.16
1974-05-01,102.57
1974-06-01,104.11
1974-07-01,96.51
1974-08-01,101.88
1974-09-01,103.72
1974-10-01,100.84
1974-11-01,98.97
1974-12-01,100.18
1975-01-01,94.06
1975-02-01,91.38
1975-03-01,88.85
1975-04-01,85.60
1975-05-01,84.07
1975-06-01,85.48
1975-07-01,81.84
1975-08-01,81.94
1975-09-01,83.60
1975-10-01,83.50
1975-11-01,84.58
1975-12-01,88.84
1976-01-01,85.96
1976-02-01,86.05
1976-03-01,86.65
1976-04-01,83.88
1976-05-01,86.49
1976-06-01,86.00
1976-07-01,83.10
1976-08-01,83.92
1976-09-01,85.13
1976-10-01,84.51
1976-11-01,85.47
1976-12-01,86.26
1977-01-01,79.68
1977-02-01,80.96
1977-03-01,79.11
1977-04-01,76.89
1977-05-01,76.76
1977-06-01,78.50
1977-07-01,75.10
1977-08-01,75.71
1977-09-01,78.26
1977-10-01,77.21
1977-11-01,80.07
1977-12-01,83.37
1978-01-01,78.46
1978-02-01,78.80
1978-03-01,82.39
1978-04-01,82.66
1978-05-01,82.69
1978-06-01,83.94
1978-07-01,79.31
1978-08-01,79.35
1978-09-01,81.72
1978-10-01,81.69
1978-11-01,84.34
1978-12-01,86.55
1979-01-01,82.77
1979-02-01,83.54
1979-03-01,83.22
1979-04-01,80.23
1979-05-01,83.14
1979-06-01,85.02
1979-07-01,80.30
1979-08-01,79.99
1979-09-01,82.42
1979-10-01,82.41
1979-11-01,84.66
1979-12-01,87.02
1980-01-01,84.42
1980-02-01,84.83
1980-03-01,85.11
