Date,U26SVS
1992-01-01,8235000000.00
1992-02-01,8974000000.00
1992-03-01,9701000000.00
1992-04-01,9907000000.00
1992-05-01,9646000000.00
1992-06-01,10252000000.00
1992-07-01,9165000000.00
1992-08-01,9705000000.00
1992-09-01,10144000000.00
1992-10-01,9947000000.00
1992-11-01,9255000000.00
1992-12-01,8896000000.00
1993-01-01,9074000000.00
1993-02-01,10053000000.00
1993-03-01,10656000000.00
1993-04-01,10475000000.00
1993-05-01,10397000000.00
1993-06-01,11078000000.00
1993-07-01,9413000000.00
1993-08-01,10423000000.00
1993-09-01,10777000000.00
1993-10-01,10787000000.00
1993-11-01,10147000000.00
1993-12-01,9527000000.00
1994-01-01,9659000000.00
1994-02-01,10650000000.00
1994-03-01,11418000000.00
1994-04-01,11139000000.00
1994-05-01,11408000000.00
1994-06-01,11964000000.00
1994-07-01,10258000000.00
1994-08-01,11691000000.00
1994-09-01,11865000000.00
1994-10-01,11967000000.00
1994-11-01,11361000000.00
1994-12-01,10908000000.00
1995-01-01,11258000000.00
1995-02-01,12078000000.00
1995-03-01,12794000000.00
1995-04-01,12357000000.00
1995-05-01,12528000000.00
1995-06-01,12989000000.00
1995-07-01,10884000000.00
1995-08-01,12451000000.00
1995-09-01,12691000000.00
1995-10-01,12454000000.00
1995-11-01,11497000000.00
1995-12-01,11103000000.00
1996-01-01,11129000000.00
1996-02-01,12231000000.00
1996-03-01,13010000000.00
1996-04-01,12910000000.00
1996-05-01,13189000000.00
1996-06-01,13530000000.00
1996-07-01,11783000000.00
1996-08-01,12808000000.00
1996-09-01,13041000000.00
1996-10-01,12908000000.00
1996-11-01,12110000000.00
1996-12-01,11124000000.00
1997-01-01,11898000000.00
1997-02-01,12988000000.00
1997-03-01,13363000000.00
1997-04-01,13893000000.00
1997-05-01,13453000000.00
1997-06-01,13966000000.00
1997-07-01,12395000000.00
1997-08-01,13454000000.00
1997-09-01,14057000000.00
1997-10-01,14173000000.00
1997-11-01,13043000000.00
1997-12-01,12478000000.00
1998-01-01,12495000000.00
1998-02-01,13738000000.00
1998-03-01,14184000000.00
1998-04-01,14172000000.00
1998-05-01,13965000000.00
1998-06-01,14311000000.00
