Date,IY324
2005-12-01,100.00
2006-01-01,105.90
2006-02-01,104.20
2006-03-01,108.50
2006-04-01,117.70
2006-05-01,123.90
2006-06-01,124.10
2006-07-01,125.30
2006-08-01,129.60
2006-09-01,114.70
2006-10-01,104.70
2006-11-01,104.80
2006-12-01,108.90
2007-01-01,102.90
2007-02-01,105.90
2007-03-01,113.50
2007-04-01,121.60
2007-05-01,121.70
2007-06-01,125.10
2007-07-01,128.70
2007-08-01,122.80
2007-09-01,126.90
2007-10-01,128.40
2007-11-01,147.60
2007-12-01,141.60
2008-01-01,149.00
2008-02-01,142.40
2008-03-01,162.60
2008-04-01,170.20
2008-05-01,181.90
2008-06-01,200.60
2008-07-01,215.00
2008-08-01,186.00
2008-09-01,179.70
2008-10-01,156.10
2008-11-01,119.70
2008-12-01,97.40
2009-01-01,95.90
2009-02-01,88.40
2009-03-01,80.80
2009-04-01,90.40
2009-05-01,92.30
2009-06-01,106.50
2009-07-01,96.70
2009-08-01,109.80
2009-09-01,102.10
2009-10-01,102.80
2009-11-01,112.90
2009-12-01,113.20
2010-01-01,121.50
2010-02-01,112.30
2010-03-01,120.20
2010-04-01,128.00
2010-05-01,125.40
2010-06-01,116.90
2010-07-01,115.10
2010-08-01,125.20
2010-09-01,121.60
2010-10-01,127.30
2010-11-01,133.70
2010-12-01,139.80
2011-01-01,144.60
2011-02-01,153.80
2011-03-01,172.00
2011-04-01,179.00
2011-05-01,178.30
2011-06-01,175.50
2011-07-01,175.80
2011-08-01,173.50
2011-09-01,174.50
2011-10-01,162.90
2011-11-01,169.90
2011-12-01,163.70
2012-01-01,167.60
2012-02-01,171.00
2012-03-01,178.20
2012-04-01,183.90
2012-05-01,174.10
2012-06-01,158.30
2012-07-01,159.10
2012-08-01,167.90
2012-09-01,177.50
2012-10-01,177.40
2012-11-01,163.80
2012-12-01,161.50
2013-01-01,163.80
2013-02-01,171.40
2013-03-01,170.90
2013-04-01,164.00
2013-05-01,159.10
2013-06-01,159.60
2013-07-01,163.70
2013-08-01,168.90
2013-09-01,171.30
2013-10-01,161.50
2013-11-01,165.00
2013-12-01,173.20
2014-01-01,172.10
2014-02-01,175.20
2014-03-01,178.50
2014-04-01,164.90
2014-05-01,165.90
2014-06-01,162.10
2014-07-01,164.30
2014-08-01,160.10
2014-09-01,159.20
2014-10-01,149.90
2014-11-01,137.90
2014-12-01,121.50
2015-01-01,98.40
2015-02-01,104.80
2015-03-01,109.40
2015-04-01,102.20
2015-05-01,112.60
2015-06-01,112.30
2015-07-01,108.70
2015-08-01,97.40
2015-09-01,91.90
2015-10-01,90.90
2015-11-01,87.90
2015-12-01,77.50
2016-01-01,69.50
2016-02-01,64.60
2016-03-01,65.80
2016-04-01,68.70
2016-05-01,77.70
2016-06-01,87.10
2016-07-01,84.30
2016-08-01,79.70
2016-09-01,85.70
2016-10-01,92.30
2016-11-01,90.60
2016-12-01,94.80
2017-01-01,96.60
2017-02-01,94.60
2017-03-01,92.90
2017-04-01,96.00
2017-05-01,89.70
2017-06-01,90.50
2017-07-01,89.80
2017-08-01,98.30
2017-09-01,106.40
2017-10-01,101.10
2017-11-01,107.50
2017-12-01,105.70
2018-01-01,112.00
2018-02-01,112.50
2018-03-01,109.30
2018-04-01,114.20
2018-05-01,121.20
