Date,U33STI
1992-01-01,35990000000.00
1992-02-01,36070000000.00
1992-03-01,35554000000.00
1992-04-01,35944000000.00
1992-05-01,36108000000.00
1992-06-01,35641000000.00
1992-07-01,35818000000.00
1992-08-01,36082000000.00
1992-09-01,35908000000.00
1992-10-01,35985000000.00
1992-11-01,36155000000.00
1992-12-01,35078000000.00
1993-01-01,35577000000.00
1993-02-01,36102000000.00
1993-03-01,35800000000.00
1993-04-01,36593000000.00
1993-05-01,36492000000.00
1993-06-01,36267000000.00
1993-07-01,35845000000.00
1993-08-01,36594000000.00
1993-09-01,36451000000.00
1993-10-01,36962000000.00
1993-11-01,37130000000.00
1993-12-01,35904000000.00
1994-01-01,37299000000.00
1994-02-01,37873000000.00
1994-03-01,37739000000.00
1994-04-01,38245000000.00
1994-05-01,38666000000.00
1994-06-01,38424000000.00
1994-07-01,38979000000.00
1994-08-01,39820000000.00
1994-09-01,39892000000.00
1994-10-01,40269000000.00
1994-11-01,40780000000.00
1994-12-01,39559000000.00
1995-01-01,41097000000.00
1995-02-01,42203000000.00
1995-03-01,42456000000.00
1995-04-01,42840000000.00
1995-05-01,43474000000.00
1995-06-01,43260000000.00
1995-07-01,43530000000.00
1995-08-01,44082000000.00
1995-09-01,43989000000.00
1995-10-01,44212000000.00
1995-11-01,44665000000.00
1995-12-01,43212000000.00
1996-01-01,44759000000.00
1996-02-01,45664000000.00
1996-03-01,45223000000.00
1996-04-01,45628000000.00
1996-05-01,46000000000.00
1996-06-01,44969000000.00
1996-07-01,45416000000.00
1996-08-01,46089000000.00
1996-09-01,45404000000.00
1996-10-01,45717000000.00
1996-11-01,46146000000.00
1996-12-01,43869000000.00
1997-01-01,45142000000.00
1997-02-01,45683000000.00
1997-03-01,45016000000.00
1997-04-01,45898000000.00
1997-05-01,46114000000.00
1997-06-01,45345000000.00
1997-07-01,45615000000.00
1997-08-01,45944000000.00
1997-09-01,45331000000.00
1997-10-01,45877000000.00
1997-11-01,46115000000.00
1997-12-01,44490000000.00
1998-01-01,45894000000.00
1998-02-01,47471000000.00
1998-03-01,46859000000.00
1998-04-01,47037000000.00
1998-05-01,47194000000.00
1998-06-01,46299000000.00
1998-07-01,46900000000.00
1998-08-01,47587000000.00
1998-09-01,47308000000.00
1998-10-01,47487000000.00
1998-11-01,47982000000.00
1998-12-01,45728000000.00
1999-01-01,47190000000.00
1999-02-01,47839000000.00
1999-03-01,47286000000.00
1999-04-01,47599000000.00
1999-05-01,47601000000.00
1999-06-01,46323000000.00
1999-07-01,46770000000.00
1999-08-01,46921000000.00
1999-09-01,46452000000.00
1999-10-01,47272000000.00
1999-11-01,47750000000.00
1999-12-01,46050000000.00
2000-01-01,47434000000.00
2000-02-01,48611000000.00
2000-03-01,47601000000.00
2000-04-01,48743000000.00
2000-05-01,48402000000.00
2000-06-01,47969000000.00
2000-07-01,48738000000.00
2000-08-01,49514000000.00
2000-09-01,48994000000.00
2000-10-01,50098000000.00
2000-11-01,50414000000.00
2000-12-01,49151000000.00
2001-01-01,50463000000.00
2001-02-01,50922000000.00
2001-03-01,50186000000.00
2001-04-01,49726000000.00
2001-05-01,48852000000.00
2001-06-01,47294000000.00
2001-07-01,46790000000.00
2001-08-01,46448000000.00
2001-09-01,45256000000.00
2001-10-01,44853000000.00
2001-11-01,44271000000.00
2001-12-01,41954000000.00
2002-01-01,42641000000.00
2002-02-01,43244000000.00
2002-03-01,42639000000.00
2002-04-01,42374000000.00
2002-05-01,42232000000.00
2002-06-01,41120000000.00
2002-07-01,41433000000.00
2002-08-01,41598000000.00
2002-09-01,41096000000.00
2002-10-01,41464000000.00
2002-11-01,41734000000.00
2002-12-01,40955000000.00
2003-01-01,41430000000.00
2003-02-01,42163000000.00
2003-03-01,41093000000.00
2003-04-01,41032000000.00
2003-05-01,40678000000.00
2003-06-01,39511000000.00
2003-07-01,39385000000.00
2003-08-01,39231000000.00
2003-09-01,38472000000.00
2003-10-01,38939000000.00
2003-11-01,38707000000.00
2003-12-01,37653000000.00
2004-01-01,38762000000.00
2004-02-01,39686000000.00
2004-03-01,39358000000.00
2004-04-01,39482000000.00
2004-05-01,39974000000.00
2004-06-01,39829000000.00
2004-07-01,40436000000.00
2004-08-01,41039000000.00
2004-09-01,40654000000.00
2004-10-01,41000000000.00
2004-11-01,41952000000.00
2004-12-01,40659000000.00
2005-01-01,42503000000.00
2005-02-01,43580000000.00
2005-03-01,43260000000.00
2005-04-01,43717000000.00
2005-05-01,44118000000.00
2005-06-01,43403000000.00
2005-07-01,44404000000.00
2005-08-01,44942000000.00
2005-09-01,44362000000.00
2005-10-01,44561000000.00
2005-11-01,45004000000.00
2005-12-01,43389000000.00
2006-01-01,45329000000.00
2006-02-01,46288000000.00
2006-03-01,46466000000.00
2006-04-01,47180000000.00
2006-05-01,47800000000.00
2006-06-01,47356000000.00
2006-07-01,48254000000.00
2006-08-01,49142000000.00
2006-09-01,49564000000.00
2006-10-01,50441000000.00
2006-11-01,50843000000.00
2006-12-01,49936000000.00
2007-01-01,51937000000.00
2007-02-01,53226000000.00
2007-03-01,52512000000.00
2007-04-01,52885000000.00
2007-05-01,53046000000.00
2007-06-01,52279000000.00
2007-07-01,52940000000.00
2007-08-01,53333000000.00
2007-09-01,53058000000.00
2007-10-01,53652000000.00
2007-11-01,54162000000.00
2007-12-01,52202000000.00
2008-01-01,54316000000.00
2008-02-01,55504000000.00
2008-03-01,55731000000.00
2008-04-01,55690000000.00
2008-05-01,55776000000.00
2008-06-01,54890000000.00
2008-07-01,55737000000.00
2008-08-01,56183000000.00
2008-09-01,55796000000.00
2008-10-01,56356000000.00
2008-11-01,57226000000.00
2008-12-01,55100000000.00
2009-01-01,57644000000.00
2009-02-01,57596000000.00
2009-03-01,55770000000.00
2009-04-01,55097000000.00
2009-05-01,54241000000.00
2009-06-01,52503000000.00
2009-07-01,51605000000.00
2009-08-01,51493000000.00
2009-09-01,50364000000.00
2009-10-01,50462000000.00
2009-11-01,51009000000.00
2009-12-01,48977000000.00
2010-01-01,50227000000.00
2010-02-01,50695000000.00
2010-03-01,50132000000.00
2010-04-01,50338000000.00
2010-05-01,50792000000.00
2010-06-01,50374000000.00
2010-07-01,51540000000.00
2010-08-01,52299000000.00
2010-09-01,51850000000.00
2010-10-01,53040000000.00
2010-11-01,54320000000.00
2010-12-01,52202000000.00
2011-01-01,55058000000.00
2011-02-01,56571000000.00
2011-03-01,56886000000.00
2011-04-01,57820000000.00
2011-05-01,59139000000.00
2011-06-01,58180000000.00
2011-07-01,59644000000.00
2011-08-01,60714000000.00
2011-09-01,59646000000.00
2011-10-01,61051000000.00
2011-11-01,62201000000.00
2011-12-01,59153000000.00
2012-01-01,62698000000.00
2012-02-01,64375000000.00
2012-03-01,63710000000.00
2012-04-01,65018000000.00
2012-05-01,65585000000.00
2012-06-01,64265000000.00
2012-07-01,65550000000.00
2012-08-01,66186000000.00
2012-09-01,65040000000.00
2012-10-01,65244000000.00
2012-11-01,65465000000.00
2012-12-01,62103000000.00
2013-01-01,64122000000.00
2013-02-01,65008000000.00
2013-03-01,64211000000.00
2013-04-01,64985000000.00
2013-05-01,65051000000.00
2013-06-01,62889000000.00
2013-07-01,64086000000.00
2013-08-01,64516000000.00
2013-09-01,63947000000.00
2013-10-01,64482000000.00
2013-11-01,64497000000.00
2013-12-01,61685000000.00
2014-01-01,63894000000.00
2014-02-01,65936000000.00
2014-03-01,65367000000.00
2014-04-01,66829000000.00
2014-05-01,67939000000.00
2014-06-01,67050000000.00
2014-07-01,68560000000.00
2014-08-01,69318000000.00
2014-09-01,69005000000.00
2014-10-01,68329000000.00
2014-11-01,68838000000.00
2014-12-01,65620000000.00
2015-01-01,68460000000.00
2015-02-01,68789000000.00
2015-03-01,68056000000.00
2015-04-01,68911000000.00
2015-05-01,69247000000.00
2015-06-01,67294000000.00
2015-07-01,68813000000.00
2015-08-01,68675000000.00
2015-09-01,67332000000.00
2015-10-01,66768000000.00
2015-11-01,67193000000.00
2015-12-01,64282000000.00
2016-01-01,65602000000.00
2016-02-01,66022000000.00
2016-03-01,64916000000.00
2016-04-01,64671000000.00
2016-05-01,64503000000.00
2016-06-01,63376000000.00
2016-07-01,63869000000.00
2016-08-01,64369000000.00
2016-09-01,63364000000.00
2016-10-01,62997000000.00
2016-11-01,63879000000.00
2016-12-01,61270000000.00
2017-01-01,63187000000.00
2017-02-01,64089000000.00
2017-03-01,63807000000.00
2017-04-01,64715000000.00
2017-05-01,65201000000.00
2017-06-01,64498000000.00
2017-07-01,65884000000.00
2017-08-01,66635000000.00
2017-09-01,66394000000.00
2017-10-01,66654000000.00
2017-11-01,67217000000.00
2017-12-01,64651000000.00
2018-01-01,66642000000.00
2018-02-01,67913000000.00
2018-03-01,67599000000.00
2018-04-01,68099000000.00
2018-05-01,68236000000.00
