Date,IY11111
2005-12-01,100.00
2006-01-01,104.70
2006-02-01,100.40
2006-03-01,101.40
2006-04-01,94.80
2006-05-01,100.70
2006-06-01,100.10
2006-07-01,103.00
2006-08-01,100.00
2006-09-01,95.30
2006-10-01,97.50
2006-11-01,112.90
2006-12-01,114.80
2007-01-01,111.30
2007-02-01,121.60
2007-03-01,122.50
2007-04-01,124.30
2007-05-01,119.00
2007-06-01,131.60
2007-07-01,138.10
2007-08-01,136.70
2007-09-01,146.00
2007-10-01,158.00
2007-11-01,167.90
2007-12-01,181.30
2008-01-01,202.60
2008-02-01,214.70
2008-03-01,234.70
2008-04-01,202.50
2008-05-01,208.40
2008-06-01,229.80
2008-07-01,266.60
2008-08-01,212.20
2008-09-01,204.30
2008-10-01,164.10
2008-11-01,155.00
2008-12-01,140.60
2009-01-01,168.10
2009-02-01,165.20
2009-03-01,146.10
2009-04-01,164.80
2009-05-01,185.90
2009-06-01,203.20
2009-07-01,196.40
2009-08-01,195.70
2009-09-01,169.20
2009-10-01,155.60
2009-11-01,167.20
2009-12-01,174.20
2010-01-01,173.90
2010-02-01,153.00
2010-03-01,159.20
2010-04-01,156.40
2010-05-01,160.60
2010-06-01,159.60
2010-07-01,162.80
2010-08-01,179.40
2010-09-01,171.90
2010-10-01,178.80
2010-11-01,204.90
2010-12-01,215.10
2011-01-01,227.60
2011-02-01,235.30
2011-03-01,228.50
2011-04-01,228.50
2011-05-01,225.10
2011-06-01,230.40
2011-07-01,220.10
2011-08-01,225.30
2011-09-01,233.40
2011-10-01,189.10
2011-11-01,198.10
2011-12-01,190.10
2012-01-01,202.00
2012-02-01,202.80
2012-03-01,219.50
2012-04-01,235.70
2012-05-01,248.10
2012-06-01,224.80
2012-07-01,261.60
2012-08-01,276.70
2012-09-01,289.50
2012-10-01,258.30
2012-11-01,256.60
2012-12-01,249.00
2013-01-01,239.60
2013-02-01,249.20
2013-03-01,248.50
2013-04-01,232.50
2013-05-01,242.10
2013-06-01,255.00
2013-07-01,261.20
2013-08-01,217.40
2013-09-01,238.50
2013-10-01,223.30
2013-11-01,217.50
2013-12-01,227.50
2014-01-01,222.80
2014-02-01,223.20
2014-03-01,239.00
2014-04-01,244.90
2014-05-01,246.10
2014-06-01,248.50
2014-07-01,231.90
2014-08-01,211.50
2014-09-01,197.10
2014-10-01,167.70
2014-11-01,180.80
2014-12-01,174.80
2015-01-01,176.00
2015-02-01,166.10
2015-03-01,170.70
2015-04-01,167.80
2015-05-01,168.20
2015-06-01,161.40
2015-07-01,176.40
2015-08-01,167.80
2015-09-01,153.30
2015-10-01,151.80
2015-11-01,149.20
2015-12-01,151.20
2016-01-01,147.10
2016-02-01,149.60
2016-03-01,143.40
2016-04-01,149.90
2016-05-01,167.40
2016-06-01,181.60
2016-07-01,188.30
2016-08-01,169.70
2016-09-01,166.10
2016-10-01,160.90
2016-11-01,161.90
2016-12-01,169.10
2017-01-01,165.40
2017-02-01,168.70
2017-03-01,168.40
2017-04-01,152.90
2017-05-01,157.10
2017-06-01,151.20
2017-07-01,159.50
2017-08-01,160.00
2017-09-01,158.60
2017-10-01,158.40
2017-11-01,158.60
2017-12-01,162.70
2018-01-01,157.60
2018-02-01,161.50
2018-03-01,174.70
2018-04-01,169.70
2018-05-01,172.90
