Date,IY3112
2005-12-01,100.00
2006-01-01,102.10
2006-02-01,101.40
2006-03-01,101.40
2006-04-01,101.50
2006-05-01,100.90
2006-06-01,100.50
2006-07-01,100.20
2006-08-01,101.00
2006-09-01,103.10
2006-10-01,105.00
2006-11-01,108.60
2006-12-01,112.30
2007-01-01,113.30
2007-02-01,115.60
2007-03-01,116.00
2007-04-01,115.30
2007-05-01,115.40
2007-06-01,120.40
2007-07-01,121.30
2007-08-01,123.10
2007-09-01,127.70
2007-10-01,133.40
2007-11-01,141.20
2007-12-01,146.90
2008-01-01,153.00
2008-02-01,161.70
2008-03-01,170.90
2008-04-01,175.70
2008-05-01,184.20
2008-06-01,189.70
2008-07-01,197.40
2008-08-01,188.90
2008-09-01,182.90
2008-10-01,173.40
2008-11-01,168.40
2008-12-01,159.50
2009-01-01,159.70
2009-02-01,161.10
2009-03-01,157.50
2009-04-01,158.30
2009-05-01,165.70
2009-06-01,177.20
2009-07-01,179.00
2009-08-01,174.90
2009-09-01,179.80
2009-10-01,172.60
2009-11-01,177.00
2009-12-01,172.40
2010-01-01,170.10
2010-02-01,164.30
2010-03-01,156.50
2010-04-01,153.70
2010-05-01,154.50
2010-06-01,154.70
2010-07-01,157.30
2010-08-01,161.90
2010-09-01,163.90
2010-10-01,167.30
2010-11-01,182.70
2010-12-01,188.50
2011-01-01,187.10
2011-02-01,188.80
2011-03-01,191.80
2011-04-01,190.30
2011-05-01,188.90
2011-06-01,196.60
2011-07-01,192.10
2011-08-01,191.50
2011-09-01,198.80
2011-10-01,190.50
2011-11-01,184.40
2011-12-01,180.30
2012-01-01,178.40
2012-02-01,179.20
2012-03-01,186.90
2012-04-01,193.30
2012-05-01,195.10
2012-06-01,194.70
2012-07-01,198.40
2012-08-01,206.80
2012-09-01,213.40
2012-10-01,216.10
2012-11-01,217.70
2012-12-01,210.20
2013-01-01,206.20
2013-02-01,207.60
2013-03-01,204.80
2013-04-01,206.60
2013-05-01,201.10
2013-06-01,202.50
2013-07-01,204.30
2013-08-01,203.40
2013-09-01,200.90
2013-10-01,200.30
2013-11-01,194.50
2013-12-01,196.10
2014-01-01,196.50
2014-02-01,200.60
2014-03-01,204.20
2014-04-01,206.00
2014-05-01,208.60
2014-06-01,210.50
2014-07-01,206.00
2014-08-01,195.50
2014-09-01,192.20
2014-10-01,187.50
2014-11-01,183.50
2014-12-01,186.50
2015-01-01,182.80
2015-02-01,178.80
2015-03-01,170.50
2015-04-01,169.70
2015-05-01,166.20
2015-06-01,163.40
2015-07-01,166.10
2015-08-01,167.60
2015-09-01,163.70
2015-10-01,159.40
2015-11-01,156.20
2015-12-01,153.70
2016-01-01,151.70
2016-02-01,149.90
2016-03-01,147.50
2016-04-01,149.60
2016-05-01,155.20
2016-06-01,162.80
2016-07-01,167.40
2016-08-01,164.50
2016-09-01,160.50
2016-10-01,159.50
2016-11-01,159.20
2016-12-01,159.90
2017-01-01,158.30
2017-02-01,156.70
2017-03-01,154.80
2017-04-01,154.20
2017-05-01,154.10
2017-06-01,152.40
2017-07-01,151.20
2017-08-01,153.20
2017-09-01,154.30
2017-10-01,155.60
2017-11-01,159.20
2017-12-01,160.50
2018-01-01,156.40
2018-02-01,159.20
2018-03-01,163.00
2018-04-01,163.20
2018-05-01,168.20
