Date,S4233SM144NCEN
1992-01-01,3574000000.00
1992-02-01,3545000000.00
1992-03-01,4124000000.00
1992-04-01,4354000000.00
1992-05-01,4393000000.00
1992-06-01,4666000000.00
1992-07-01,4566000000.00
1992-08-01,4548000000.00
1992-09-01,4643000000.00
1992-10-01,4706000000.00
1992-11-01,4078000000.00
1992-12-01,3907000000.00
1993-01-01,3880000000.00
1993-02-01,4371000000.00
1993-03-01,4909000000.00
1993-04-01,4936000000.00
1993-05-01,4838000000.00
1993-06-01,5153000000.00
1993-07-01,4939000000.00
1993-08-01,5318000000.00
1993-09-01,5158000000.00
1993-10-01,5165000000.00
1993-11-01,5076000000.00
1993-12-01,4759000000.00
1994-01-01,4231000000.00
1994-02-01,4270000000.00
1994-03-01,5427000000.00
1994-04-01,5247000000.00
1994-05-01,5760000000.00
1994-06-01,5916000000.00
1994-07-01,5669000000.00
1994-08-01,6332000000.00
1994-09-01,5858000000.00
1994-10-01,5905000000.00
1994-11-01,5569000000.00
1994-12-01,5192000000.00
1995-01-01,4860000000.00
1995-02-01,4730000000.00
1995-03-01,5740000000.00
1995-04-01,5297000000.00
1995-05-01,6079000000.00
1995-06-01,5985000000.00
1995-07-01,5408000000.00
1995-08-01,6345000000.00
1995-09-01,5690000000.00
1995-10-01,6090000000.00
1995-11-01,5357000000.00
1995-12-01,4711000000.00
1996-01-01,4940000000.00
1996-02-01,4968000000.00
1996-03-01,5625000000.00
1996-04-01,5900000000.00
1996-05-01,6521000000.00
1996-06-01,6337000000.00
1996-07-01,6623000000.00
1996-08-01,6962000000.00
1996-09-01,6467000000.00
1996-10-01,7046000000.00
1996-11-01,6021000000.00
1996-12-01,5345000000.00
1997-01-01,5458000000.00
1997-02-01,5471000000.00
1997-03-01,6134000000.00
1997-04-01,6758000000.00
1997-05-01,6764000000.00
1997-06-01,7012000000.00
1997-07-01,7200000000.00
1997-08-01,7073000000.00
1997-09-01,6913000000.00
1997-10-01,7176000000.00
1997-11-01,5702000000.00
1997-12-01,5791000000.00
1998-01-01,5547000000.00
1998-02-01,5444000000.00
1998-03-01,6322000000.00
1998-04-01,6676000000.00
1998-05-01,6664000000.00
1998-06-01,7301000000.00
1998-07-01,7492000000.00
1998-08-01,7290000000.00
1998-09-01,7159000000.00
1998-10-01,7350000000.00
1998-11-01,6379000000.00
1998-12-01,6160000000.00
1999-01-01,5617000000.00
1999-02-01,5917000000.00
1999-03-01,7335000000.00
1999-04-01,7400000000.00
1999-05-01,7540000000.00
1999-06-01,8485000000.00
1999-07-01,8159000000.00
1999-08-01,8186000000.00
1999-09-01,7952000000.00
1999-10-01,7792000000.00
1999-11-01,7396000000.00
1999-12-01,6726000000.00
2000-01-01,6366000000.00
2000-02-01,6635000000.00
2000-03-01,7851000000.00
2000-04-01,7089000000.00
2000-05-01,8078000000.00
2000-06-01,8234000000.00
2000-07-01,7315000000.00
2000-08-01,8104000000.00
2000-09-01,7220000000.00
2000-10-01,7586000000.00
2000-11-01,6792000000.00
2000-12-01,5909000000.00
2001-01-01,6418000000.00
2001-02-01,6249000000.00
2001-03-01,7383000000.00
2001-04-01,7396000000.00
2001-05-01,8460000000.00
2001-06-01,8092000000.00
2001-07-01,7987000000.00
2001-08-01,8682000000.00
2001-09-01,7307000000.00
2001-10-01,8292000000.00
2001-11-01,7225000000.00
2001-12-01,6239000000.00
2002-01-01,7144000000.00
2002-02-01,7158000000.00
2002-03-01,7989000000.00
2002-04-01,8557000000.00
2002-05-01,8809000000.00
2002-06-01,8190000000.00
2002-07-01,8368000000.00
2002-08-01,8632000000.00
2002-09-01,8057000000.00
2002-10-01,8739000000.00
2002-11-01,7081000000.00
2002-12-01,6367000000.00
2003-01-01,7569000000.00
2003-02-01,6995000000.00
2003-03-01,8119000000.00
2003-04-01,8592000000.00
2003-05-01,8700000000.00
2003-06-01,9129000000.00
2003-07-01,9805000000.00
2003-08-01,9557000000.00
2003-09-01,9998000000.00
2003-10-01,10595000000.00
2003-11-01,8377000000.00
2003-12-01,7710000000.00
2004-01-01,8195000000.00
2004-02-01,8446000000.00
2004-03-01,11071000000.00
2004-04-01,11347000000.00
2004-05-01,11180000000.00
2004-06-01,11790000000.00
2004-07-01,11346000000.00
2004-08-01,12331000000.00
2004-09-01,11613000000.00
2004-10-01,10784000000.00
2004-11-01,9859000000.00
2004-12-01,9492000000.00
2005-01-01,9788000000.00
2005-02-01,10039000000.00
2005-03-01,11923000000.00
2005-04-01,11499000000.00
2005-05-01,11760000000.00
2005-06-01,12493000000.00
2005-07-01,11663000000.00
2005-08-01,13061000000.00
2005-09-01,12559000000.00
2005-10-01,12337000000.00
2005-11-01,11553000000.00
2005-12-01,10359000000.00
2006-01-01,12003000000.00
2006-02-01,10937000000.00
2006-03-01,13201000000.00
2006-04-01,11908000000.00
2006-05-01,13067000000.00
2006-06-01,13227000000.00
2006-07-01,11921000000.00
2006-08-01,13311000000.00
2006-09-01,11466000000.00
2006-10-01,11529000000.00
2006-11-01,10238000000.00
2006-12-01,8896000000.00
2007-01-01,10006000000.00
2007-02-01,8970000000.00
2007-03-01,11135000000.00
2007-04-01,10989000000.00
2007-05-01,12038000000.00
2007-06-01,11875000000.00
2007-07-01,11179000000.00
2007-08-01,12032000000.00
2007-09-01,10105000000.00
2007-10-01,11007000000.00
2007-11-01,9535000000.00
2007-12-01,7672000000.00
2008-01-01,8704000000.00
2008-02-01,8431000000.00
2008-03-01,9160000000.00
2008-04-01,10570000000.00
2008-05-01,10711000000.00
2008-06-01,11105000000.00
2008-07-01,11222000000.00
2008-08-01,10160000000.00
2008-09-01,10060000000.00
2008-10-01,10254000000.00
2008-11-01,7398000000.00
2008-12-01,6427000000.00
2009-01-01,6349000000.00
2009-02-01,6313000000.00
2009-03-01,7213000000.00
2009-04-01,7738000000.00
2009-05-01,7535000000.00
2009-06-01,8339000000.00
2009-07-01,8216000000.00
2009-08-01,7817000000.00
2009-09-01,7637000000.00
2009-10-01,7345000000.00
2009-11-01,6334000000.00
2009-12-01,5447000000.00
2010-01-01,5323000000.00
2010-02-01,5369000000.00
2010-03-01,7615000000.00
2010-04-01,8692000000.00
2010-05-01,7902000000.00
2010-06-01,8516000000.00
2010-07-01,7939000000.00
2010-08-01,7933000000.00
2010-09-01,7515000000.00
2010-10-01,7334000000.00
2010-11-01,6778000000.00
2010-12-01,5538000000.00
2011-01-01,5362000000.00
2011-02-01,5542000000.00
2011-03-01,7661000000.00
2011-04-01,7412000000.00
2011-05-01,8103000000.00
2011-06-01,8688000000.00
2011-07-01,7691000000.00
2011-08-01,8853000000.00
2011-09-01,8084000000.00
2011-10-01,7752000000.00
2011-11-01,6940000000.00
2011-12-01,6222000000.00
2012-01-01,6255000000.00
2012-02-01,6571000000.00
2012-03-01,7892000000.00
2012-04-01,8080000000.00
2012-05-01,8773000000.00
2012-06-01,8559000000.00
2012-07-01,8275000000.00
2012-08-01,9009000000.00
2012-09-01,7844000000.00
2012-10-01,8698000000.00
2012-11-01,7640000000.00
2012-12-01,6484000000.00
2013-01-01,7265000000.00
2013-02-01,7082000000.00
2013-03-01,8350000000.00
2013-04-01,9291000000.00
2013-05-01,9874000000.00
2013-06-01,9131000000.00
2013-07-01,9787000000.00
2013-08-01,10002000000.00
2013-09-01,9047000000.00
2013-10-01,9967000000.00
2013-11-01,7979000000.00
2013-12-01,7269000000.00
2014-01-01,7691000000.00
2014-02-01,7082000000.00
2014-03-01,8515000000.00
2014-04-01,9564000000.00
2014-05-01,10079000000.00
2014-06-01,10400000000.00
2014-07-01,10570000000.00
2014-08-01,10119000000.00
2014-09-01,10172000000.00
2014-10-01,10649000000.00
2014-11-01,8217000000.00
2014-12-01,8429000000.00
2015-01-01,8217000000.00
2015-02-01,7727000000.00
2015-03-01,9373000000.00
2015-04-01,10160000000.00
2015-05-01,9926000000.00
2015-06-01,11321000000.00
2015-07-01,10923000000.00
2015-08-01,10505000000.00
2015-09-01,10552000000.00
2015-10-01,10770000000.00
2015-11-01,9130000000.00
2015-12-01,9019000000.00
2016-01-01,8339000000.00
2016-02-01,9171000000.00
2016-03-01,10877000000.00
2016-04-01,10544000000.00
2016-05-01,11030000000.00
2016-06-01,11852000000.00
2016-07-01,10715000000.00
2016-08-01,11975000000.00
2016-09-01,11181000000.00
2016-10-01,10936000000.00
2016-11-01,10151000000.00
2016-12-01,9301000000.00
2017-01-01,9323000000.00
2017-02-01,9768000000.00
2017-03-01,11689000000.00
2017-04-01,10959000000.00
2017-05-01,12315000000.00
2017-06-01,12913000000.00
2017-07-01,11746000000.00
2017-08-01,12983000000.00
2017-09-01,11833000000.00
2017-10-01,12956000000.00
2017-11-01,11601000000.00
2017-12-01,9936000000.00
2018-01-01,10506000000.00
2018-02-01,10203000000.00
2018-03-01,11727000000.00
2018-04-01,12372000000.00
