Date,U12AVS
2012-10-01,8483000000.00
2012-11-01,8588000000.00
2012-12-01,8610000000.00
2013-01-01,7460000000.00
2013-02-01,7759000000.00
2013-03-01,8658000000.00
2013-04-01,8770000000.00
2013-05-01,9810000000.00
2013-06-01,9577000000.00
2013-07-01,9194000000.00
2013-08-01,9369000000.00
2013-09-01,9472000000.00
2013-10-01,9033000000.00
2013-11-01,9036000000.00
2013-12-01,8616000000.00
2014-01-01,7814000000.00
2014-02-01,8058000000.00
2014-03-01,9070000000.00
2014-04-01,9070000000.00
2014-05-01,9962000000.00
2014-06-01,9887000000.00
2014-07-01,9321000000.00
2014-08-01,9423000000.00
2014-09-01,9593000000.00
2014-10-01,9244000000.00
2014-11-01,9051000000.00
2014-12-01,9215000000.00
2015-01-01,8091000000.00
2015-02-01,8320000000.00
2015-03-01,9625000000.00
2015-04-01,9510000000.00
2015-05-01,10108000000.00
2015-06-01,10187000000.00
2015-07-01,9632000000.00
2015-08-01,9821000000.00
2015-09-01,9987000000.00
2015-10-01,9438000000.00
2015-11-01,9356000000.00
2015-12-01,9160000000.00
2016-01-01,8197000000.00
2016-02-01,8606000000.00
2016-03-01,9605000000.00
2016-04-01,9271000000.00
2016-05-01,9967000000.00
2016-06-01,10282000000.00
2016-07-01,9537000000.00
2016-08-01,10205000000.00
2016-09-01,9783000000.00
2016-10-01,8879000000.00
2016-11-01,9088000000.00
2016-12-01,8825000000.00
2017-01-01,7927000000.00
2017-02-01,8040000000.00
2017-03-01,9166000000.00
2017-04-01,8681000000.00
2017-05-01,9380000000.00
2017-06-01,9453000000.00
2017-07-01,8409000000.00
2017-08-01,8874000000.00
2017-09-01,8572000000.00
2017-10-01,8298000000.00
2017-11-01,8283000000.00
2017-12-01,7705000000.00
2018-01-01,7462000000.00
2018-02-01,7697000000.00
2018-03-01,8748000000.00
2018-04-01,8651000000.00
