Date,U12AVS
1992-01-01,3519000000.00
1992-02-01,3803000000.00
1992-03-01,4332000000.00
1992-04-01,4251000000.00
1992-05-01,4661000000.00
1992-06-01,4811000000.00
1992-07-01,4448000000.00
1992-08-01,4451000000.00
1992-09-01,4343000000.00
1992-10-01,4067000000.00
1992-11-01,4001000000.00
1992-12-01,3934000000.00
1993-01-01,3652000000.00
1993-02-01,3768000000.00
1993-03-01,4082000000.00
1993-04-01,4101000000.00
1993-05-01,4628000000.00
1993-06-01,4898000000.00
1993-07-01,4476000000.00
1993-08-01,4728000000.00
1993-09-01,4458000000.00
1993-10-01,4004000000.00
1993-11-01,4095000000.00
1993-12-01,4056000000.00
1994-01-01,3641000000.00
1994-02-01,3966000000.00
1994-03-01,4417000000.00
1994-04-01,4367000000.00
1994-05-01,4821000000.00
1994-06-01,5190000000.00
1994-07-01,4638000000.00
1994-08-01,4904000000.00
1994-09-01,4528000000.00
1994-10-01,4383000000.00
1994-11-01,4339000000.00
1994-12-01,4327000000.00
1995-01-01,3856000000.00
1995-02-01,4072000000.00
1995-03-01,4563000000.00
1995-04-01,4561000000.00
1995-05-01,4984000000.00
1995-06-01,5316000000.00
1995-07-01,4843000000.00
1995-08-01,5383000000.00
1995-09-01,4889000000.00
1995-10-01,4681000000.00
1995-11-01,4466000000.00
1995-12-01,4463000000.00
1996-01-01,4217000000.00
1996-02-01,4322000000.00
1996-03-01,4779000000.00
1996-04-01,4988000000.00
1996-05-01,5383000000.00
1996-06-01,5591000000.00
1996-07-01,5322000000.00
1996-08-01,5404000000.00
1996-09-01,5106000000.00
1996-10-01,4871000000.00
1996-11-01,4977000000.00
1996-12-01,4706000000.00
1997-01-01,4193000000.00
1997-02-01,4460000000.00
1997-03-01,4956000000.00
1997-04-01,5022000000.00
1997-05-01,5408000000.00
1997-06-01,5565000000.00
1997-07-01,5360000000.00
1997-08-01,5490000000.00
1997-09-01,5286000000.00
1997-10-01,5257000000.00
1997-11-01,5002000000.00
1997-12-01,4897000000.00
1998-01-01,4577000000.00
1998-02-01,4764000000.00
1998-03-01,5052000000.00
1998-04-01,5251000000.00
1998-05-01,5558000000.00
1998-06-01,5931000000.00
1998-07-01,5476000000.00
1998-08-01,5603000000.00
1998-09-01,5425000000.00
1998-10-01,5177000000.00
1998-11-01,4792000000.00
1998-12-01,4776000000.00
1999-01-01,4450000000.00
1999-02-01,4659000000.00
1999-03-01,5043000000.00
1999-04-01,5233000000.00
1999-05-01,5423000000.00
1999-06-01,5814000000.00
1999-07-01,5339000000.00
1999-08-01,5474000000.00
1999-09-01,5278000000.00
1999-10-01,5184000000.00
1999-11-01,4975000000.00
1999-12-01,4751000000.00
2000-01-01,4600000000.00
2000-02-01,4718000000.00
2000-03-01,5218000000.00
2000-04-01,5336000000.00
2000-05-01,5665000000.00
2000-06-01,5900000000.00
2000-07-01,5330000000.00
2000-08-01,5626000000.00
2000-09-01,5512000000.00
2000-10-01,5293000000.00
2000-11-01,5143000000.00
2000-12-01,4842000000.00
2001-01-01,4639000000.00
2001-02-01,5005000000.00
2001-03-01,5356000000.00
2001-04-01,5333000000.00
2001-05-01,6057000000.00
2001-06-01,5868000000.00
2001-07-01,5727000000.00
2001-08-01,6161000000.00
2001-09-01,5527000000.00
2001-10-01,5465000000.00
2001-11-01,5377000000.00
2001-12-01,5173000000.00
2002-01-01,4624000000.00
2002-02-01,4913000000.00
2002-03-01,5389000000.00
2002-04-01,5489000000.00
2002-05-01,6032000000.00
2002-06-01,5823000000.00
2002-07-01,5757000000.00
2002-08-01,5964000000.00
2002-09-01,5562000000.00
2002-10-01,5529000000.00
2002-11-01,5379000000.00
2002-12-01,5382000000.00
2003-01-01,4928000000.00
2003-02-01,5183000000.00
2003-03-01,5721000000.00
2003-04-01,5788000000.00
2003-05-01,6396000000.00
2003-06-01,6353000000.00
2003-07-01,6120000000.00
2003-08-01,6207000000.00
2003-09-01,6034000000.00
2003-10-01,6008000000.00
2003-11-01,5649000000.00
2003-12-01,5695000000.00
2004-01-01,5419000000.00
2004-02-01,5424000000.00
2004-03-01,6123000000.00
2004-04-01,6111000000.00
2004-05-01,6834000000.00
2004-06-01,6739000000.00
2004-07-01,6461000000.00
2004-08-01,6779000000.00
2004-09-01,6527000000.00
2004-10-01,6302000000.00
2004-11-01,6153000000.00
2004-12-01,6026000000.00
2005-01-01,5435000000.00
2005-02-01,5774000000.00
2005-03-01,6264000000.00
2005-04-01,6675000000.00
2005-05-01,7357000000.00
2005-06-01,7463000000.00
2005-07-01,7310000000.00
2005-08-01,7472000000.00
2005-09-01,7029000000.00
2005-10-01,6942000000.00
2005-11-01,6880000000.00
2005-12-01,6781000000.00
2006-01-01,5997000000.00
2006-02-01,6226000000.00
2006-03-01,6830000000.00
2006-04-01,6649000000.00
2006-05-01,7706000000.00
2006-06-01,7492000000.00
2006-07-01,6853000000.00
2006-08-01,7408000000.00
2006-09-01,6767000000.00
2006-10-01,6776000000.00
2006-11-01,7082000000.00
2006-12-01,6657000000.00
2007-01-01,6090000000.00
2007-02-01,6428000000.00
2007-03-01,7166000000.00
2007-04-01,7080000000.00
2007-05-01,8341000000.00
2007-06-01,7903000000.00
2007-07-01,7383000000.00
2007-08-01,8132000000.00
2007-09-01,7270000000.00
2007-10-01,7662000000.00
2007-11-01,7537000000.00
2007-12-01,6928000000.00
2008-01-01,6397000000.00
2008-02-01,6418000000.00
2008-03-01,7088000000.00
2008-04-01,6976000000.00
2008-05-01,8057000000.00
2008-06-01,7586000000.00
2008-07-01,7405000000.00
2008-08-01,7754000000.00
2008-09-01,7349000000.00
2008-10-01,7534000000.00
2008-11-01,7597000000.00
2008-12-01,7246000000.00
2009-01-01,6878000000.00
2009-02-01,6950000000.00
2009-03-01,7546000000.00
2009-04-01,7485000000.00
2009-05-01,8241000000.00
2009-06-01,8099000000.00
2009-07-01,7628000000.00
2009-08-01,8095000000.00
2009-09-01,7417000000.00
2009-10-01,7667000000.00
2009-11-01,7626000000.00
2009-12-01,7178000000.00
2010-01-01,6405000000.00
2010-02-01,6407000000.00
2010-03-01,7451000000.00
2010-04-01,7381000000.00
2010-05-01,8036000000.00
2010-06-01,7809000000.00
2010-07-01,7807000000.00
2010-08-01,8385000000.00
2010-09-01,7842000000.00
2010-10-01,7808000000.00
2010-11-01,7967000000.00
2010-12-01,7458000000.00
2011-01-01,6741000000.00
2011-02-01,6762000000.00
2011-03-01,7903000000.00
2011-04-01,7776000000.00
2011-05-01,8534000000.00
2011-06-01,8636000000.00
2011-07-01,7669000000.00
2011-08-01,8218000000.00
2011-09-01,8015000000.00
2011-10-01,7855000000.00
2011-11-01,8157000000.00
2011-12-01,8326000000.00
2012-01-01,7082000000.00
2012-02-01,7660000000.00
2012-03-01,8394000000.00
2012-04-01,8478000000.00
2012-05-01,9427000000.00
2012-06-01,9149000000.00
2012-07-01,8619000000.00
2012-08-01,9084000000.00
2012-09-01,8477000000.00
