Date,U13STI
1992-01-01,6110000000.00
1992-02-01,6217000000.00
1992-03-01,6153000000.00
1992-04-01,6242000000.00
1992-05-01,6311000000.00
1992-06-01,6354000000.00
1992-07-01,6577000000.00
1992-08-01,6569000000.00
1992-09-01,6380000000.00
1992-10-01,6397000000.00
1992-11-01,6334000000.00
1992-12-01,6207000000.00
1993-01-01,6451000000.00
1993-02-01,6580000000.00
1993-03-01,6611000000.00
1993-04-01,6829000000.00
1993-05-01,6967000000.00
1993-06-01,6835000000.00
1993-07-01,6916000000.00
1993-08-01,6828000000.00
1993-09-01,6709000000.00
1993-10-01,6733000000.00
1993-11-01,6632000000.00
1993-12-01,6566000000.00
1994-01-01,7024000000.00
1994-02-01,7163000000.00
1994-03-01,7053000000.00
1994-04-01,7193000000.00
1994-05-01,7220000000.00
1994-06-01,7020000000.00
1994-07-01,7098000000.00
1994-08-01,6987000000.00
1994-09-01,6769000000.00
1994-10-01,6832000000.00
1994-11-01,6938000000.00
1994-12-01,6910000000.00
1995-01-01,7208000000.00
1995-02-01,7367000000.00
1995-03-01,7392000000.00
1995-04-01,7612000000.00
1995-05-01,7761000000.00
1995-06-01,7673000000.00
1995-07-01,7824000000.00
1995-08-01,7723000000.00
1995-09-01,7452000000.00
1995-10-01,7483000000.00
1995-11-01,7503000000.00
1995-12-01,7335000000.00
1996-01-01,7615000000.00
1996-02-01,7670000000.00
1996-03-01,7456000000.00
1996-04-01,7577000000.00
1996-05-01,7560000000.00
1996-06-01,7305000000.00
1996-07-01,7381000000.00
1996-08-01,7367000000.00
1996-09-01,7046000000.00
1996-10-01,7072000000.00
1996-11-01,7170000000.00
1996-12-01,6972000000.00
1997-01-01,7291000000.00
1997-02-01,7316000000.00
1997-03-01,7194000000.00
1997-04-01,7362000000.00
1997-05-01,7334000000.00
1997-06-01,7128000000.00
1997-07-01,7181000000.00
1997-08-01,7131000000.00
1997-09-01,6821000000.00
1997-10-01,6820000000.00
1997-11-01,6757000000.00
1997-12-01,6640000000.00
1998-01-01,6932000000.00
1998-02-01,7059000000.00
1998-03-01,6968000000.00
1998-04-01,7118000000.00
1998-05-01,7198000000.00
1998-06-01,6988000000.00
1998-07-01,7114000000.00
1998-08-01,6990000000.00
1998-09-01,6815000000.00
1998-10-01,6828000000.00
1998-11-01,6800000000.00
1998-12-01,6684000000.00
1999-01-01,6938000000.00
1999-02-01,6960000000.00
1999-03-01,6820000000.00
1999-04-01,6939000000.00
1999-05-01,6944000000.00
1999-06-01,6813000000.00
1999-07-01,6870000000.00
1999-08-01,6796000000.00
1999-09-01,6642000000.00
1999-10-01,6614000000.00
1999-11-01,6669000000.00
1999-12-01,6648000000.00
2000-01-01,6801000000.00
2000-02-01,6806000000.00
2000-03-01,6725000000.00
2000-04-01,6874000000.00
2000-05-01,6882000000.00
2000-06-01,6707000000.00
2000-07-01,6744000000.00
2000-08-01,6666000000.00
2000-09-01,6429000000.00
2000-10-01,6473000000.00
2000-11-01,6442000000.00
2000-12-01,6243000000.00
2001-01-01,6623000000.00
2001-02-01,6596000000.00
2001-03-01,6358000000.00
2001-04-01,6506000000.00
2001-05-01,6453000000.00
2001-06-01,6186000000.00
2001-07-01,6106000000.00
2001-08-01,5931000000.00
2001-09-01,5702000000.00
2001-10-01,5594000000.00
2001-11-01,5455000000.00
2001-12-01,5142000000.00
2002-01-01,5234000000.00
2002-02-01,5258000000.00
2002-03-01,5132000000.00
2002-04-01,5068000000.00
2002-05-01,5098000000.00
2002-06-01,4949000000.00
2002-07-01,5004000000.00
2002-08-01,5016000000.00
2002-09-01,4843000000.00
2002-10-01,4867000000.00
2002-11-01,4782000000.00
2002-12-01,4759000000.00
2003-01-01,4895000000.00
2003-02-01,4947000000.00
2003-03-01,4895000000.00
2003-04-01,4995000000.00
2003-05-01,5028000000.00
2003-06-01,4896000000.00
2003-07-01,4824000000.00
2003-08-01,4715000000.00
2003-09-01,4605000000.00
2003-10-01,4476000000.00
2003-11-01,4419000000.00
2003-12-01,4261000000.00
2004-01-01,4351000000.00
2004-02-01,4392000000.00
2004-03-01,4365000000.00
2004-04-01,4445000000.00
2004-05-01,4501000000.00
2004-06-01,4391000000.00
2004-07-01,4413000000.00
2004-08-01,4377000000.00
2004-09-01,4294000000.00
2004-10-01,4255000000.00
2004-11-01,4258000000.00
2004-12-01,4193000000.00
2005-01-01,4295000000.00
2005-02-01,4315000000.00
2005-03-01,4228000000.00
2005-04-01,4293000000.00
2005-05-01,4359000000.00
2005-06-01,4233000000.00
2005-07-01,4213000000.00
2005-08-01,4118000000.00
2005-09-01,4088000000.00
2005-10-01,4110000000.00
2005-11-01,4093000000.00
2005-12-01,4107000000.00
2006-01-01,4246000000.00
2006-02-01,4287000000.00
2006-03-01,4259000000.00
2006-04-01,4260000000.00
2006-05-01,4216000000.00
2006-06-01,4209000000.00
2006-07-01,4217000000.00
2006-08-01,4216000000.00
2006-09-01,4199000000.00
2006-10-01,4063000000.00
2006-11-01,4003000000.00
2006-12-01,3986000000.00
2007-01-01,4024000000.00
2007-02-01,4062000000.00
2007-03-01,3940000000.00
2007-04-01,3955000000.00
2007-05-01,3971000000.00
2007-06-01,3975000000.00
2007-07-01,3931000000.00
2007-08-01,3989000000.00
2007-09-01,3955000000.00
2007-10-01,3933000000.00
2007-11-01,3929000000.00
2007-12-01,3966000000.00
2008-01-01,3995000000.00
2008-02-01,3946000000.00
2008-03-01,3974000000.00
2008-04-01,3914000000.00
2008-05-01,3914000000.00
2008-06-01,3764000000.00
2008-07-01,3840000000.00
2008-08-01,3819000000.00
2008-09-01,3819000000.00
2008-10-01,3822000000.00
2008-11-01,3819000000.00
2008-12-01,3725000000.00
2009-01-01,3691000000.00
2009-02-01,3589000000.00
2009-03-01,3466000000.00
2009-04-01,3468000000.00
2009-05-01,3390000000.00
2009-06-01,3284000000.00
2009-07-01,3183000000.00
2009-08-01,3102000000.00
2009-09-01,3018000000.00
2009-10-01,3075000000.00
2009-11-01,3041000000.00
2009-12-01,2999000000.00
2010-01-01,2992000000.00
2010-02-01,3005000000.00
2010-03-01,2975000000.00
2010-04-01,2985000000.00
2010-05-01,3010000000.00
2010-06-01,3016000000.00
2010-07-01,3029000000.00
2010-08-01,3054000000.00
2010-09-01,3081000000.00
2010-10-01,3090000000.00
2010-11-01,3124000000.00
2010-12-01,3168000000.00
2011-01-01,3263000000.00
2011-02-01,3284000000.00
2011-03-01,3287000000.00
2011-04-01,3384000000.00
2011-05-01,3448000000.00
2011-06-01,3460000000.00
2011-07-01,3472000000.00
