Date,CAPUTLG3341S
1972-01-01,82.13
1972-02-01,82.40
1972-03-01,82.83
1972-04-01,82.92
1972-05-01,82.01
1972-06-01,80.26
1972-07-01,80.73
1972-08-01,80.21
1972-09-01,80.25
1972-10-01,81.26
1972-11-01,80.79
1972-12-01,80.45
1973-01-01,80.68
1973-02-01,80.80
1973-03-01,79.34
1973-04-01,79.03
1973-05-01,79.67
1973-06-01,79.84
1973-07-01,78.80
1973-08-01,81.68
1973-09-01,82.68
1973-10-01,84.96
1973-11-01,87.05
1973-12-01,88.53
1974-01-01,90.14
1974-02-01,91.52
1974-03-01,92.91
1974-04-01,89.66
1974-05-01,90.89
1974-06-01,90.24
1974-07-01,89.45
1974-08-01,88.75
1974-09-01,88.06
1974-10-01,84.90
1974-11-01,82.59
1974-12-01,79.84
1975-01-01,76.49
1975-02-01,72.36
1975-03-01,70.60
1975-04-01,69.35
1975-05-01,67.37
1975-06-01,65.57
1975-07-01,65.35
1975-08-01,65.30
1975-09-01,66.93
1975-10-01,68.53
1975-11-01,69.59
1975-12-01,70.91
1976-01-01,72.22
1976-02-01,72.59
1976-03-01,73.76
1976-04-01,74.67
1976-05-01,76.12
1976-06-01,76.05
1976-07-01,78.73
1976-08-01,78.54
1976-09-01,80.26
1976-10-01,80.36
1976-11-01,78.87
1976-12-01,79.64
1977-01-01,77.15
1977-02-01,77.15
1977-03-01,76.26
1977-04-01,78.20
1977-05-01,78.07
1977-06-01,78.83
1977-07-01,78.16
1977-08-01,77.76
1977-09-01,77.51
1977-10-01,77.94
1977-11-01,77.68
1977-12-01,78.03
1978-01-01,77.45
1978-02-01,78.42
1978-03-01,79.10
1978-04-01,79.19
1978-05-01,77.66
1978-06-01,78.52
1978-07-01,77.45
1978-08-01,76.46
1978-09-01,76.59
1978-10-01,77.07
1978-11-01,77.88
1978-12-01,77.28
1979-01-01,77.35
1979-02-01,77.36
1979-03-01,76.63
1979-04-01,75.10
1979-05-01,74.60
1979-06-01,76.19
1979-07-01,77.79
1979-08-01,79.04
1979-09-01,79.51
1979-10-01,79.94
1979-11-01,82.07
1979-12-01,82.83
1980-01-01,82.78
1980-02-01,83.43
1980-03-01,85.07
1980-04-01,84.48
1980-05-01,85.69
1980-06-01,86.06
1980-07-01,87.58
1980-08-01,88.33
1980-09-01,89.21
1980-10-01,89.66
1980-11-01,90.03
1980-12-01,90.40
1981-01-01,90.71
1981-02-01,89.50
1981-03-01,88.61
1981-04-01,89.38
1981-05-01,88.32
1981-06-01,86.05
1981-07-01,85.51
1981-08-01,85.56
1981-09-01,82.65
1981-10-01,81.62
1981-11-01,79.23
1981-12-01,76.97
1982-01-01,75.29
1982-02-01,75.74
1982-03-01,73.34
1982-04-01,72.23
1982-05-01,71.16
1982-06-01,69.75
1982-07-01,70.07
1982-08-01,66.68
1982-09-01,67.80
1982-10-01,67.09
1982-11-01,66.91
1982-12-01,67.68
1983-01-01,69.32
1983-02-01,69.06
1983-03-01,69.90
1983-04-01,72.05
1983-05-01,72.42
1983-06-01,73.42
1983-07-01,75.65
1983-08-01,78.10
1983-09-01,81.35
1983-10-01,82.15
1983-11-01,82.75
1983-12-01,82.97
1984-01-01,83.74
1984-02-01,84.98
1984-03-01,84.92
1984-04-01,86.33
1984-05-01,86.07
1984-06-01,86.91
1984-07-01,86.19
1984-08-01,86.23
1984-09-01,85.60
1984-10-01,85.32
1984-11-01,84.96
1984-12-01,83.99
1985-01-01,83.07
1985-02-01,80.91
1985-03-01,79.91
1985-04-01,76.87
1985-05-01,75.70
1985-06-01,75.61
1985-07-01,73.90
1985-08-01,73.80
1985-09-01,73.89
1985-10-01,73.58
1985-11-01,74.12
1985-12-01,74.30
1986-01-01,73.68
1986-02-01,72.70
1986-03-01,73.07
1986-04-01,71.45
1986-05-01,72.47
1986-06-01,72.30
1986-07-01,73.11
1986-08-01,73.49
1986-09-01,72.63
1986-10-01,72.61
1986-11-01,72.91
1986-12-01,72.94
