Date,JTS6200TSL
2000-12-01,421000.00
2001-01-01,399000.00
2001-02-01,426000.00
2001-03-01,426000.00
2001-04-01,399000.00
2001-05-01,384000.00
2001-06-01,407000.00
2001-07-01,412000.00
2001-08-01,394000.00
2001-09-01,403000.00
2001-10-01,425000.00
2001-11-01,407000.00
2001-12-01,381000.00
2002-01-01,414000.00
2002-02-01,388000.00
2002-03-01,362000.00
2002-04-01,405000.00
2002-05-01,390000.00
2002-06-01,381000.00
2002-07-01,413000.00
2002-08-01,379000.00
2002-09-01,359000.00
2002-10-01,387000.00
2002-11-01,357000.00
2002-12-01,404000.00
2003-01-01,407000.00
2003-02-01,360000.00
2003-03-01,366000.00
2003-04-01,366000.00
2003-05-01,389000.00
2003-06-01,396000.00
2003-07-01,393000.00
2003-08-01,375000.00
2003-09-01,418000.00
2003-10-01,389000.00
2003-11-01,374000.00
2003-12-01,364000.00
2004-01-01,398000.00
2004-02-01,394000.00
2004-03-01,372000.00
2004-04-01,389000.00
2004-05-01,389000.00
2004-06-01,376000.00
2004-07-01,383000.00
2004-08-01,406000.00
2004-09-01,391000.00
2004-10-01,360000.00
2004-11-01,409000.00
2004-12-01,403000.00
2005-01-01,416000.00
2005-02-01,420000.00
2005-03-01,432000.00
2005-04-01,428000.00
2005-05-01,414000.00
2005-06-01,410000.00
2005-07-01,387000.00
2005-08-01,434000.00
2005-09-01,414000.00
2005-10-01,405000.00
2005-11-01,396000.00
2005-12-01,400000.00
2006-01-01,381000.00
2006-02-01,383000.00
2006-03-01,383000.00
2006-04-01,421000.00
2006-05-01,485000.00
2006-06-01,434000.00
2006-07-01,457000.00
2006-08-01,429000.00
2006-09-01,395000.00
2006-10-01,423000.00
2006-11-01,420000.00
2006-12-01,427000.00
2007-01-01,432000.00
2007-02-01,401000.00
2007-03-01,422000.00
2007-04-01,400000.00
2007-05-01,455000.00
2007-06-01,431000.00
2007-07-01,419000.00
2007-08-01,433000.00
2007-09-01,412000.00
2007-10-01,433000.00
2007-11-01,439000.00
2007-12-01,394000.00
2008-01-01,452000.00
2008-02-01,464000.00
2008-03-01,454000.00
2008-04-01,448000.00
2008-05-01,441000.00
2008-06-01,412000.00
2008-07-01,423000.00
2008-08-01,426000.00
2008-09-01,402000.00
2008-10-01,434000.00
2008-11-01,382000.00
2008-12-01,411000.00
2009-01-01,453000.00
2009-02-01,422000.00
2009-03-01,407000.00
2009-04-01,404000.00
2009-05-01,336000.00
2009-06-01,418000.00
2009-07-01,411000.00
2009-08-01,431000.00
2009-09-01,416000.00
2009-10-01,388000.00
2009-11-01,393000.00
2009-12-01,411000.00
2010-01-01,387000.00
2010-02-01,392000.00
2010-03-01,382000.00
2010-04-01,404000.00
2010-05-01,363000.00
2010-06-01,438000.00
2010-07-01,429000.00
2010-08-01,373000.00
2010-09-01,412000.00
2010-10-01,367000.00
2010-11-01,388000.00
2010-12-01,404000.00
2011-01-01,389000.00
2011-02-01,377000.00
2011-03-01,370000.00
2011-04-01,368000.00
2011-05-01,371000.00
2011-06-01,430000.00
2011-07-01,366000.00
2011-08-01,406000.00
2011-09-01,353000.00
2011-10-01,385000.00
2011-11-01,399000.00
2011-12-01,399000.00
2012-01-01,419000.00
2012-02-01,427000.00
2012-03-01,401000.00
2012-04-01,411000.00
2012-05-01,423000.00
2012-06-01,460000.00
2012-07-01,393000.00
2012-08-01,427000.00
2012-09-01,371000.00
2012-10-01,396000.00
2012-11-01,407000.00
2012-12-01,403000.00
2013-01-01,457000.00
2013-02-01,442000.00
2013-03-01,417000.00
2013-04-01,449000.00
2013-05-01,471000.00
2013-06-01,434000.00
2013-07-01,463000.00
2013-08-01,442000.00
2013-09-01,452000.00
2013-10-01,424000.00
2013-11-01,410000.00
2013-12-01,443000.00
2014-01-01,479000.00
2014-02-01,426000.00
2014-03-01,436000.00
2014-04-01,497000.00
2014-05-01,415000.00
2014-06-01,458000.00
2014-07-01,453000.00
2014-08-01,413000.00
2014-09-01,497000.00
2014-10-01,479000.00
2014-11-01,449000.00
2014-12-01,467000.00
2015-01-01,470000.00
2015-02-01,486000.00
2015-03-01,465000.00
2015-04-01,464000.00
2015-05-01,476000.00
2015-06-01,475000.00
2015-07-01,488000.00
2015-08-01,489000.00
2015-09-01,494000.00
2015-10-01,488000.00
2015-11-01,513000.00
2015-12-01,514000.00
2016-01-01,488000.00
2016-02-01,475000.00
2016-03-01,493000.00
2016-04-01,495000.00
2016-05-01,500000.00
2016-06-01,523000.00
2016-07-01,500000.00
2016-08-01,515000.00
2016-09-01,495000.00
2016-10-01,521000.00
2016-11-01,531000.00
2016-12-01,524000.00
2017-01-01,550000.00
2017-02-01,492000.00
2017-03-01,544000.00
2017-04-01,524000.00
2017-05-01,541000.00
2017-06-01,532000.00
2017-07-01,536000.00
2017-08-01,569000.00
2017-09-01,528000.00
2017-10-01,567000.00
2017-11-01,552000.00
2017-12-01,529000.00
2018-01-01,566000.00
2018-02-01,548000.00
2018-03-01,525000.00
2018-04-01,548000.00
