Date,IZ1113
2005-12-01,100.00
2006-01-01,102.00
2006-02-01,103.40
2006-03-01,99.60
2006-04-01,98.70
2006-05-01,100.30
2006-06-01,96.40
2006-07-01,95.80
2006-08-01,102.90
2006-09-01,103.10
2006-10-01,102.70
2006-11-01,106.00
2006-12-01,108.90
2007-01-01,110.20
2007-02-01,107.90
2007-03-01,107.00
2007-04-01,107.90
2007-05-01,110.20
2007-06-01,113.80
2007-07-01,114.00
2007-08-01,115.70
2007-09-01,121.00
2007-10-01,125.40
2007-11-01,125.60
2007-12-01,124.00
2008-01-01,127.10
2008-02-01,130.40
2008-03-01,141.30
2008-04-01,139.60
2008-05-01,141.30
2008-06-01,145.90
2008-07-01,149.40
2008-08-01,153.20
2008-09-01,151.80
2008-10-01,134.20
2008-11-01,126.10
2008-12-01,138.80
2009-01-01,140.70
2009-02-01,138.00
2009-03-01,132.90
2009-04-01,132.50
2009-05-01,133.70
2009-06-01,137.30
2009-07-01,125.60
2009-08-01,134.30
2009-09-01,132.30
2009-10-01,136.60
2009-11-01,138.30
2009-12-01,141.90
2010-01-01,146.80
2010-02-01,144.10
2010-03-01,141.60
2010-04-01,147.30
2010-05-01,148.90
2010-06-01,144.10
2010-07-01,147.50
2010-08-01,151.50
2010-09-01,154.60
2010-10-01,156.90
2010-11-01,163.70
2010-12-01,166.50
2011-01-01,172.80
2011-02-01,182.20
2011-03-01,192.80
2011-04-01,207.10
2011-05-01,206.40
2011-06-01,198.60
2011-07-01,203.80
2011-08-01,190.70
2011-09-01,196.10
2011-10-01,187.00
2011-11-01,184.80
2011-12-01,184.10
2012-01-01,187.60
2012-02-01,187.50
2012-03-01,187.90
2012-04-01,188.20
2012-05-01,182.60
2012-06-01,175.20
2012-07-01,176.90
2012-08-01,177.40
2012-09-01,170.20
2012-10-01,171.50
2012-11-01,156.10
2012-12-01,156.00
2013-01-01,158.20
2013-02-01,164.60
2013-03-01,167.20
2013-04-01,166.30
2013-05-01,165.30
2013-06-01,159.70
2013-07-01,158.00
2013-08-01,163.90
2013-09-01,161.90
2013-10-01,159.50
2013-11-01,155.90
2013-12-01,159.60
2014-01-01,155.00
2014-02-01,159.20
2014-03-01,202.10
2014-04-01,196.00
2014-05-01,178.30
2014-06-01,162.80
2014-07-01,165.60
2014-08-01,169.60
2014-09-01,169.20
2014-10-01,171.20
2014-11-01,166.90
2014-12-01,165.50
2015-01-01,169.60
2015-02-01,166.40
2015-03-01,160.20
2015-04-01,160.00
2015-05-01,159.60
2015-06-01,157.50
2015-07-01,155.20
2015-08-01,153.20
2015-09-01,150.70
2015-10-01,151.20
2015-11-01,151.80
2015-12-01,155.00
2016-01-01,147.70
2016-02-01,150.70
2016-03-01,149.60
2016-04-01,149.00
2016-05-01,149.90
2016-06-01,145.50
2016-07-01,173.00
2016-08-01,191.90
2016-09-01,187.70
2016-10-01,185.80
2016-11-01,199.40
2016-12-01,184.20
2017-01-01,183.80
2017-02-01,183.30
2017-03-01,184.30
2017-04-01,187.60
2017-05-01,192.80
2017-06-01,194.20
2017-07-01,191.50
2017-08-01,194.80
2017-09-01,213.20
2017-10-01,211.50
2017-11-01,193.10
2017-12-01,186.30
2018-01-01,187.20
2018-02-01,189.30
2018-03-01,185.40
2018-04-01,187.20
2018-05-01,192.30
