Date,CAPUTLG2123S
1967-01-01,89.57
1967-02-01,87.05
1967-03-01,90.45
1967-04-01,88.69
1967-05-01,90.22
1967-06-01,88.13
1967-07-01,88.76
1967-08-01,91.15
1967-09-01,91.91
1967-10-01,89.48
1967-11-01,90.60
1967-12-01,85.78
1968-01-01,88.82
1968-02-01,90.76
1968-03-01,87.58
1968-04-01,89.33
1968-05-01,90.38
1968-06-01,84.12
1968-07-01,90.08
1968-08-01,88.82
1968-09-01,88.53
1968-10-01,90.33
1968-11-01,89.21
1968-12-01,90.71
1969-01-01,91.29
1969-02-01,93.53
1969-03-01,92.30
1969-04-01,91.55
1969-05-01,90.63
1969-06-01,91.56
1969-07-01,89.79
1969-08-01,90.29
1969-09-01,90.22
1969-10-01,90.21
1969-11-01,90.20
1969-12-01,92.38
1970-01-01,89.00
1970-02-01,81.84
1970-03-01,87.17
1970-04-01,89.02
1970-05-01,86.08
1970-06-01,86.24
1970-07-01,88.34
1970-08-01,86.05
1970-09-01,86.49
1970-10-01,86.58
1970-11-01,85.83
1970-12-01,86.84
1971-01-01,86.20
1971-02-01,85.26
1971-03-01,86.33
1971-04-01,88.01
1971-05-01,85.33
1971-06-01,87.82
1971-07-01,84.38
1971-08-01,84.54
1971-09-01,83.84
1971-10-01,83.03
1971-11-01,83.48
1971-12-01,83.88
1972-01-01,84.54
1972-02-01,81.81
1972-03-01,80.64
1972-04-01,81.43
1972-05-01,80.48
1972-06-01,80.40
1972-07-01,82.80
1972-08-01,84.47
1972-09-01,84.03
1972-10-01,84.46
1972-11-01,82.95
1972-12-01,81.73
1973-01-01,84.68
1973-02-01,85.25
1973-03-01,88.43
1973-04-01,90.81
1973-05-01,91.09
1973-06-01,92.60
1973-07-01,93.31
1973-08-01,92.08
1973-09-01,93.33
1973-10-01,91.91
1973-11-01,91.31
1973-12-01,93.58
1974-01-01,90.01
1974-02-01,95.22
1974-03-01,94.14
1974-04-01,89.83
1974-05-01,91.33
1974-06-01,91.91
1974-07-01,89.45
1974-08-01,88.00
1974-09-01,86.91
1974-10-01,84.76
1974-11-01,84.38
1974-12-01,82.56
1975-01-01,83.02
1975-02-01,80.61
1975-03-01,75.60
1975-04-01,77.96
1975-05-01,78.68
1975-06-01,78.96
1975-07-01,78.81
1975-08-01,79.83
1975-09-01,79.75
1975-10-01,78.59
1975-11-01,78.12
1975-12-01,77.03
1976-01-01,80.74
1976-02-01,82.85
1976-03-01,80.39
1976-04-01,79.54
1976-05-01,82.48
1976-06-01,80.39
1976-07-01,81.65
1976-08-01,84.28
1976-09-01,82.39
1976-10-01,83.17
1976-11-01,81.05
1976-12-01,78.64
1977-01-01,76.14
1977-02-01,82.45
1977-03-01,83.09
1977-04-01,84.08
1977-05-01,87.37
1977-06-01,84.04
1977-07-01,88.14
1977-08-01,87.48
1977-09-01,87.80
1977-10-01,86.25
1977-11-01,87.66
1977-12-01,86.88
1978-01-01,79.71
1978-02-01,82.60
1978-03-01,83.37
1978-04-01,90.31
1978-05-01,87.44
1978-06-01,90.77
1978-07-01,91.14
1978-08-01,89.99
1978-09-01,91.59
1978-10-01,91.95
1978-11-01,90.07
1978-12-01,90.22
1979-01-01,86.24
1979-02-01,89.26
1979-03-01,91.73
1979-04-01,91.43
1979-05-01,89.80
1979-06-01,89.85
1979-07-01,90.91
1979-08-01,91.51
1979-09-01,91.51
1979-10-01,89.88
1979-11-01,88.81
1979-12-01,92.90
1980-01-01,90.15
1980-02-01,86.87
1980-03-01,87.94
1980-04-01,84.93
1980-05-01,82.72
1980-06-01,84.55
1980-07-01,81.51
1980-08-01,81.48
1980-09-01,81.66
1980-10-01,81.14
1980-11-01,83.58
1980-12-01,85.17
1981-01-01,84.75
1981-02-01,82.35
1981-03-01,83.68
1981-04-01,82.05
1981-05-01,83.45
1981-06-01,82.12
1981-07-01,83.13
1981-08-01,81.33
1981-09-01,77.19
1981-10-01,74.97
1981-11-01,71.96
1981-12-01,67.82
1982-01-01,70.50
1982-02-01,73.40
1982-03-01,72.57
1982-04-01,70.54
1982-05-01,64.92
1982-06-01,63.50
1982-07-01,65.91
1982-08-01,65.70
1982-09-01,64.86
1982-10-01,66.45
1982-11-01,67.27
1982-12-01,65.58
1983-01-01,67.22
1983-02-01,67.80
1983-03-01,65.61
1983-04-01,66.39
1983-05-01,72.98
1983-06-01,74.47
1983-07-01,75.25
1983-08-01,75.55
1983-09-01,77.08
