Date,U34AVS
1992-01-01,2727000000.00
1992-02-01,2854000000.00
1992-03-01,3676000000.00
1992-04-01,2872000000.00
1992-05-01,2926000000.00
1992-06-01,4044000000.00
1992-07-01,2776000000.00
1992-08-01,2797000000.00
1992-09-01,3594000000.00
1992-10-01,2877000000.00
1992-11-01,3073000000.00
1992-12-01,3842000000.00
1993-01-01,2887000000.00
1993-02-01,2950000000.00
1993-03-01,4081000000.00
1993-04-01,2683000000.00
1993-05-01,2522000000.00
1993-06-01,3869000000.00
1993-07-01,2566000000.00
1993-08-01,2823000000.00
1993-09-01,3984000000.00
1993-10-01,2928000000.00
1993-11-01,3176000000.00
1993-12-01,4567000000.00
1994-01-01,2856000000.00
1994-02-01,3297000000.00
1994-03-01,4610000000.00
1994-04-01,3188000000.00
1994-05-01,3315000000.00
1994-06-01,5084000000.00
1994-07-01,3167000000.00
1994-08-01,3427000000.00
1994-09-01,4899000000.00
1994-10-01,3813000000.00
1994-11-01,4386000000.00
1994-12-01,5364000000.00
1995-01-01,3492000000.00
1995-02-01,4074000000.00
1995-03-01,5973000000.00
1995-04-01,3839000000.00
1995-05-01,4399000000.00
1995-06-01,6472000000.00
1995-07-01,3573000000.00
1995-08-01,4244000000.00
1995-09-01,6351000000.00
1995-10-01,4560000000.00
1995-11-01,5014000000.00
1995-12-01,6546000000.00
1996-01-01,3484000000.00
1996-02-01,4819000000.00
1996-03-01,6676000000.00
1996-04-01,3913000000.00
1996-05-01,4161000000.00
1996-06-01,6156000000.00
1996-07-01,3699000000.00
1996-08-01,4393000000.00
1996-09-01,6260000000.00
1996-10-01,4377000000.00
1996-11-01,4779000000.00
1996-12-01,6497000000.00
1997-01-01,4112000000.00
1997-02-01,4581000000.00
1997-03-01,6989000000.00
1997-04-01,4230000000.00
1997-05-01,4791000000.00
1997-06-01,7538000000.00
1997-07-01,4647000000.00
1997-08-01,5156000000.00
1997-09-01,7233000000.00
1997-10-01,4959000000.00
1997-11-01,4781000000.00
1997-12-01,7285000000.00
1998-01-01,4406000000.00
1998-02-01,4869000000.00
1998-03-01,7753000000.00
1998-04-01,4514000000.00
1998-05-01,4532000000.00
1998-06-01,7926000000.00
1998-07-01,4380000000.00
1998-08-01,4772000000.00
1998-09-01,6548000000.00
1998-10-01,4763000000.00
1998-11-01,4962000000.00
1998-12-01,7440000000.00
1999-01-01,4363000000.00
1999-02-01,5355000000.00
1999-03-01,7831000000.00
1999-04-01,5275000000.00
1999-05-01,5448000000.00
1999-06-01,7821000000.00
1999-07-01,5764000000.00
1999-08-01,5589000000.00
1999-09-01,6771000000.00
1999-10-01,5831000000.00
1999-11-01,5315000000.00
1999-12-01,6317000000.00
2000-01-01,5055000000.00
2000-02-01,5038000000.00
2000-03-01,6906000000.00
2000-04-01,5449000000.00
2000-05-01,5403000000.00
2000-06-01,6824000000.00
2000-07-01,5394000000.00
2000-08-01,5143000000.00
2000-09-01,6370000000.00
2000-10-01,5843000000.00
2000-11-01,5160000000.00
2000-12-01,6714000000.00
2001-01-01,4750000000.00
2001-02-01,4222000000.00
2001-03-01,5783000000.00
2001-04-01,4630000000.00
2001-05-01,3734000000.00
2001-06-01,5623000000.00
2001-07-01,4656000000.00
2001-08-01,3924000000.00
2001-09-01,4957000000.00
2001-10-01,4246000000.00
2001-11-01,3904000000.00
2001-12-01,5440000000.00
2002-01-01,3749000000.00
2002-02-01,3703000000.00
2002-03-01,4865000000.00
2002-04-01,3729000000.00
2002-05-01,3519000000.00
2002-06-01,4807000000.00
2002-07-01,3801000000.00
2002-08-01,3652000000.00
2002-09-01,4578000000.00
2002-10-01,3623000000.00
2002-11-01,3118000000.00
2002-12-01,4586000000.00
2003-01-01,3863000000.00
2003-02-01,2999000000.00
2003-03-01,3904000000.00
2003-04-01,3661000000.00
2003-05-01,3127000000.00
2003-06-01,3925000000.00
2003-07-01,4153000000.00
2003-08-01,3514000000.00
2003-09-01,4529000000.00
2003-10-01,4713000000.00
2003-11-01,3440000000.00
2003-12-01,4065000000.00
2004-01-01,3661000000.00
2004-02-01,2882000000.00
2004-03-01,3592000000.00
2004-04-01,3554000000.00
2004-05-01,2863000000.00
2004-06-01,3172000000.00
2004-07-01,3508000000.00
2004-08-01,3023000000.00
2004-09-01,3772000000.00
2004-10-01,4258000000.00
2004-11-01,3085000000.00
2004-12-01,3675000000.00
2005-01-01,3431000000.00
2005-02-01,2912000000.00
2005-03-01,3496000000.00
2005-04-01,3743000000.00
2005-05-01,2915000000.00
2005-06-01,3499000000.00
2005-07-01,3365000000.00
2005-08-01,3184000000.00
2005-09-01,3416000000.00
2005-10-01,3623000000.00
2005-11-01,3072000000.00
2005-12-01,4038000000.00
2006-01-01,3099000000.00
2006-02-01,2949000000.00
2006-03-01,3924000000.00
2006-04-01,3747000000.00
2006-05-01,2936000000.00
2006-06-01,3719000000.00
2006-07-01,4180000000.00
2006-08-01,3509000000.00
2006-09-01,3743000000.00
2006-10-01,2942000000.00
2006-11-01,3462000000.00
2006-12-01,4187000000.00
2007-01-01,3184000000.00
2007-02-01,3512000000.00
2007-03-01,3616000000.00
2007-04-01,3653000000.00
