Date,U34AVS
2007-05-01,3226000000.00
2007-06-01,3931000000.00
2007-07-01,2884000000.00
2007-08-01,3489000000.00
2007-09-01,4200000000.00
2007-10-01,4339000000.00
2007-11-01,3569000000.00
2007-12-01,4489000000.00
2008-01-01,3541000000.00
2008-02-01,3421000000.00
2008-03-01,3998000000.00
2008-04-01,3692000000.00
2008-05-01,3903000000.00
2008-06-01,4695000000.00
2008-07-01,4033000000.00
2008-08-01,3689000000.00
2008-09-01,3972000000.00
2008-10-01,4172000000.00
2008-11-01,3144000000.00
2008-12-01,4128000000.00
2009-01-01,3388000000.00
2009-02-01,3189000000.00
2009-03-01,3160000000.00
2009-04-01,3088000000.00
2009-05-01,2807000000.00
2009-06-01,3335000000.00
2009-07-01,3640000000.00
2009-08-01,2707000000.00
2009-09-01,2652000000.00
2009-10-01,3094000000.00
2009-11-01,2598000000.00
2009-12-01,2984000000.00
2010-01-01,2170000000.00
2010-02-01,1861000000.00
2010-03-01,2361000000.00
2010-04-01,2250000000.00
2010-05-01,1716000000.00
2010-06-01,1887000000.00
2010-07-01,1915000000.00
2010-08-01,1533000000.00
2010-09-01,1554000000.00
2010-10-01,1675000000.00
2010-11-01,1226000000.00
2010-12-01,1227000000.00
2011-01-01,991000000.00
2011-02-01,769000000.00
2011-03-01,880000000.00
2011-04-01,958000000.00
2011-05-01,726000000.00
2011-06-01,865000000.00
2011-07-01,958000000.00
2011-08-01,701000000.00
2011-09-01,759000000.00
2011-10-01,964000000.00
2011-11-01,599000000.00
2011-12-01,737000000.00
2012-01-01,644000000.00
2012-02-01,742000000.00
2012-03-01,874000000.00
2012-04-01,870000000.00
2012-05-01,979000000.00
2012-06-01,1242000000.00
2012-07-01,638000000.00
2012-08-01,629000000.00
2012-09-01,955000000.00
2012-10-01,701000000.00
2012-11-01,745000000.00
2012-12-01,1133000000.00
2013-01-01,574000000.00
2013-02-01,521000000.00
2013-03-01,813000000.00
2013-04-01,577000000.00
2013-05-01,615000000.00
2013-06-01,765000000.00
2013-07-01,487000000.00
2013-08-01,677000000.00
2013-09-01,905000000.00
2013-10-01,642000000.00
2013-11-01,761000000.00
2013-12-01,979000000.00
2014-01-01,636000000.00
2014-02-01,614000000.00
2014-03-01,935000000.00
2014-04-01,735000000.00
2014-05-01,832000000.00
2014-06-01,1332000000.00
2014-07-01,730000000.00
2014-08-01,759000000.00
2014-09-01,876000000.00
2014-10-01,655000000.00
2014-11-01,674000000.00
2014-12-01,880000000.00
2015-01-01,512000000.00
2015-02-01,476000000.00
2015-03-01,984000000.00
2015-04-01,733000000.00
2015-05-01,727000000.00
2015-06-01,1091000000.00
2015-07-01,875000000.00
2015-08-01,905000000.00
2015-09-01,1006000000.00
2015-10-01,829000000.00
2015-11-01,846000000.00
2015-12-01,1032000000.00
2016-01-01,690000000.00
2016-02-01,588000000.00
2016-03-01,796000000.00
2016-04-01,735000000.00
2016-05-01,809000000.00
2016-06-01,1045000000.00
2016-07-01,776000000.00
2016-08-01,844000000.00
2016-09-01,961000000.00
2016-10-01,893000000.00
2016-11-01,756000000.00
2016-12-01,1107000000.00
2017-01-01,757000000.00
2017-02-01,679000000.00
2017-03-01,921000000.00
2017-04-01,807000000.00
2017-05-01,800000000.00
2017-06-01,1044000000.00
2017-07-01,811000000.00
2017-08-01,812000000.00
2017-09-01,925000000.00
2017-10-01,758000000.00
2017-11-01,753000000.00
2017-12-01,900000000.00
2018-01-01,603000000.00
2018-02-01,560000000.00
2018-03-01,763000000.00
2018-04-01,734000000.00
