Date,CAPUTLG2211S
1967-01-01,98.81
1967-02-01,98.46
1967-03-01,96.54
1967-04-01,101.47
1967-05-01,99.02
1967-06-01,97.11
1967-07-01,96.85
1967-08-01,93.77
1967-09-01,93.81
1967-10-01,98.50
1967-11-01,97.70
1967-12-01,99.31
1968-01-01,97.90
1968-02-01,97.26
1968-03-01,98.44
1968-04-01,98.00
1968-05-01,98.30
1968-06-01,98.87
1968-07-01,96.67
1968-08-01,96.96
1968-09-01,98.45
1968-10-01,97.41
1968-11-01,97.18
1968-12-01,100.91
1969-01-01,98.80
1969-02-01,98.90
1969-03-01,99.65
1969-04-01,98.27
1969-05-01,97.68
1969-06-01,99.40
1969-07-01,100.88
1969-08-01,100.82
1969-09-01,98.31
1969-10-01,98.35
1969-11-01,99.62
1969-12-01,98.77
1970-01-01,98.72
1970-02-01,97.92
1970-03-01,98.39
1970-04-01,98.51
1970-05-01,100.41
1970-06-01,96.77
1970-07-01,97.81
1970-08-01,98.87
1970-09-01,98.86
1970-10-01,96.22
1970-11-01,96.28
1970-12-01,95.28
1971-01-01,97.31
1971-02-01,95.46
1971-03-01,95.92
1971-04-01,95.45
1971-05-01,95.96
1971-06-01,96.57
1971-07-01,95.48
1971-08-01,93.77
1971-09-01,94.14
1971-10-01,95.87
1971-11-01,93.33
1971-12-01,92.13
1972-01-01,94.43
1972-02-01,97.21
1972-03-01,98.09
1972-04-01,98.11
1972-05-01,96.67
1972-06-01,95.34
1972-07-01,93.68
1972-08-01,95.34
1972-09-01,96.71
1972-10-01,97.18
1972-11-01,97.20
1972-12-01,96.29
1973-01-01,97.31
1973-02-01,97.06
1973-03-01,95.61
1973-04-01,94.52
1973-05-01,94.44
1973-06-01,95.24
1973-07-01,94.17
1973-08-01,93.50
1973-09-01,94.63
1973-10-01,94.03
1973-11-01,91.38
1973-12-01,85.71
1974-01-01,84.03
1974-02-01,85.25
1974-03-01,85.90
1974-04-01,86.23
1974-05-01,87.66
1974-06-01,85.54
1974-07-01,87.36
1974-08-01,86.94
1974-09-01,85.94
1974-10-01,87.58
1974-11-01,86.72
1974-12-01,86.74
1975-01-01,84.94
1975-02-01,85.80
1975-03-01,86.98
1975-04-01,87.42
1975-05-01,87.03
1975-06-01,85.56
1975-07-01,85.44
1975-08-01,86.27
1975-09-01,85.33
1975-10-01,84.89
1975-11-01,84.49
1975-12-01,85.63
1976-01-01,86.98
1976-02-01,84.40
1976-03-01,85.66
1976-04-01,86.28
1976-05-01,85.09
1976-06-01,85.45
1976-07-01,85.23
1976-08-01,85.19
1976-09-01,85.42
1976-10-01,86.27
1976-11-01,89.65
1976-12-01,90.89
1977-01-01,90.96
1977-02-01,88.72
1977-03-01,87.83
1977-04-01,88.03
1977-05-01,89.37
1977-06-01,89.37
1977-07-01,89.92
1977-08-01,88.25
1977-09-01,88.10
1977-10-01,87.63
1977-11-01,86.41
1977-12-01,87.17
1978-01-01,88.07
1978-02-01,88.05
1978-03-01,87.88
1978-04-01,85.29
1978-05-01,87.15
1978-06-01,88.76
1978-07-01,87.72
1978-08-01,87.98
1978-09-01,89.37
1978-10-01,88.79
1978-11-01,88.84
1978-12-01,88.36
1979-01-01,90.03
1979-02-01,91.70
1979-03-01,89.31
1979-04-01,88.58
1979-05-01,86.99
1979-06-01,85.10
1979-07-01,84.12
1979-08-01,85.58
1979-09-01,84.92
1979-10-01,86.26
1979-11-01,86.54
1979-12-01,84.91
1980-01-01,82.96
1980-02-01,85.76
1980-03-01,87.60
1980-04-01,85.59
1980-05-01,83.53
1980-06-01,82.87
1980-07-01,85.89
1980-08-01,86.91
1980-09-01,87.36
1980-10-01,85.58
1980-11-01,84.75
1980-12-01,85.43
1981-01-01,85.69
1981-02-01,84.66
1981-03-01,84.45
1981-04-01,84.93
1981-05-01,84.71
1981-06-01,86.98
1981-07-01,86.25
1981-08-01,83.96
1981-09-01,82.41
1981-10-01,82.78
1981-11-01,82.65
1981-12-01,83.55
1982-01-01,83.71
1982-02-01,81.89
1982-03-01,81.83
1982-04-01,82.11
1982-05-01,80.92
1982-06-01,79.98
1982-07-01,79.16
1982-08-01,77.90
1982-09-01,77.65
1982-10-01,77.92
1982-11-01,78.73
1982-12-01,77.43
1983-01-01,76.20
1983-02-01,76.86
1983-03-01,78.00
1983-04-01,79.75
1983-05-01,77.97
1983-06-01,78.36
1983-07-01,81.15
1983-08-01,84.26
1983-09-01,83.84
1983-10-01,81.65
1983-11-01,81.46
1983-12-01,83.51
1984-01-01,83.99
1984-02-01,82.22
1984-03-01,84.27
1984-04-01,82.55
1984-05-01,83.41
1984-06-01,83.23
1984-07-01,81.06
1984-08-01,82.03
1984-09-01,80.95
1984-10-01,81.31
1984-11-01,82.14
1984-12-01,80.48
1985-01-01,84.44
1985-02-01,85.26
1985-03-01,82.29
1985-04-01,83.04
1985-05-01,83.45
1985-06-01,81.69
1985-07-01,81.39
1985-08-01,81.21
1985-09-01,83.10
1985-10-01,82.40
1985-11-01,82.52
1985-12-01,84.92
1986-01-01,82.84
1986-02-01,82.01
1986-03-01,80.92
1986-04-01,81.92
1986-05-01,82.34
1986-06-01,82.59
1986-07-01,84.36
1986-08-01,82.09
1986-09-01,82.74
1986-10-01,83.78
1986-11-01,83.23
1986-12-01,83.90
1987-01-01,82.50
1987-02-01,83.10
1987-03-01,83.91
1987-04-01,84.64
1987-05-01,85.98
1987-06-01,86.59
1987-07-01,86.44
1987-08-01,87.49
1987-09-01,85.24
1987-10-01,85.18
1987-11-01,85.70
1987-12-01,85.52
1988-01-01,87.52
1988-02-01,89.21
1988-03-01,88.83
1988-04-01,88.05
1988-05-01,86.79
1988-06-01,88.27
1988-07-01,89.14
1988-08-01,92.20
1988-09-01,87.64
1988-10-01,87.49
1988-11-01,86.96
1988-12-01,87.57
1989-01-01,84.75
1989-02-01,88.15
1989-03-01,89.86
1989-04-01,87.36
1989-05-01,87.59
1989-06-01,87.39
1989-07-01,87.72
1989-08-01,88.92
1989-09-01,87.10
1989-10-01,88.29
1989-11-01,89.03
1989-12-01,94.33
1990-01-01,88.63
1990-02-01,88.15
1990-03-01,88.74
1990-04-01,88.49
1990-05-01,88.73
1990-06-01,89.18
1990-07-01,89.03
1990-08-01,89.76
1990-09-01,90.87
1990-10-01,89.62
1990-11-01,87.73
1990-12-01,87.89
1991-01-01,88.77
1991-02-01,87.34
1991-03-01,88.09
1991-04-01,88.25
1991-05-01,92.28
1991-06-01,92.42
1991-07-01,90.79
1991-08-01,90.18
1991-09-01,89.57
1991-10-01,89.36
1991-11-01,89.43
1991-12-01,87.58
1992-01-01,87.31
1992-02-01,87.93
1992-03-01,87.31
1992-04-01,88.89
1992-05-01,87.49
1992-06-01,85.96
1992-07-01,86.41
1992-08-01,86.07
1992-09-01,87.58
1992-10-01,89.14
1992-11-01,89.76
1992-12-01,90.95
1993-01-01,88.07
1993-02-01,90.00
1993-03-01,90.08
1993-04-01,89.49
1993-05-01,88.12
1993-06-01,89.10
1993-07-01,90.47
1993-08-01,90.97
1993-09-01,89.27
1993-10-01,88.02
1993-11-01,88.84
1993-12-01,89.35
1994-01-01,91.11
1994-02-01,89.84
1994-03-01,89.01
1994-04-01,89.01
1994-05-01,87.96
1994-06-01,91.52
1994-07-01,89.55
1994-08-01,88.44
1994-09-01,88.58
1994-10-01,89.12
1994-11-01,89.09
1994-12-01,88.68
1995-01-01,88.89
1995-02-01,89.22
1995-03-01,89.29
1995-04-01,89.91
1995-05-01,90.56
1995-06-01,90.31
1995-07-01,90.93
1995-08-01,95.32
1995-09-01,90.54
1995-10-01,91.24
1995-11-01,90.83
1995-12-01,91.26
1996-01-01,92.29
1996-02-01,93.28
1996-03-01,92.94
1996-04-01,92.02
1996-05-01,93.28
1996-06-01,92.33
1996-07-01,89.20
1996-08-01,90.27
1996-09-01,89.44
1996-10-01,90.28
1996-11-01,91.51
1996-12-01,90.78
1997-01-01,91.97
1997-02-01,90.87
1997-03-01,89.50
1997-04-01,91.04
1997-05-01,88.20
1997-06-01,88.90
1997-07-01,91.38
1997-08-01,91.26
1997-09-01,92.55
1997-10-01,94.22
1997-11-01,93.41
1997-12-01,93.40
1998-01-01,90.54
1998-02-01,91.65
1998-03-01,94.34
1998-04-01,93.56
1998-05-01,95.91
1998-06-01,97.13
1998-07-01,96.61
1998-08-01,96.36
1998-09-01,98.66
1998-10-01,98.05
1998-11-01,95.16
1998-12-01,95.39
1999-01-01,96.31
1999-02-01,95.26
1999-03-01,97.67
1999-04-01,96.80
1999-05-01,95.87
1999-06-01,97.22
1999-07-01,99.56
1999-08-01,98.01
1999-09-01,96.69
1999-10-01,95.98
1999-11-01,95.89
1999-12-01,96.53
2000-01-01,96.06
2000-02-01,96.65
2000-03-01,95.03
2000-04-01,95.80
2000-05-01,99.06
2000-06-01,97.15
2000-07-01,93.74
2000-08-01,95.93
2000-09-01,95.97
2000-10-01,94.90
2000-11-01,97.17
2000-12-01,98.96
2001-01-01,97.18
2001-02-01,95.04
2001-03-01,93.84
2001-04-01,93.29
2001-05-01,92.18
2001-06-01,92.09
2001-07-01,89.67
2001-08-01,91.84
2001-09-01,89.10
2001-10-01,89.42
2001-11-01,88.31
2001-12-01,86.43
2002-01-01,87.89
2002-02-01,87.70
2002-03-01,89.15
2002-04-01,90.73
2002-05-01,89.27
2002-06-01,89.14
2002-07-01,89.93
2002-08-01,87.50
2002-09-01,88.97
2002-10-01,88.85
2002-11-01,87.59
2002-12-01,86.77
2003-01-01,88.16
2003-02-01,89.26
