Date,JTS4000HIL
2000-12-01,1174000.00
2001-01-01,1181000.00
2001-02-01,1077000.00
2001-03-01,1154000.00
2001-04-01,1111000.00
2001-05-01,1219000.00
2001-06-01,1096000.00
2001-07-01,1081000.00
2001-08-01,1039000.00
2001-09-01,1049000.00
2001-10-01,1052000.00
2001-11-01,998000.00
2001-12-01,957000.00
2002-01-01,989000.00
2002-02-01,991000.00
2002-03-01,933000.00
2002-04-01,1013000.00
2002-05-01,1026000.00
2002-06-01,1014000.00
2002-07-01,1036000.00
2002-08-01,984000.00
2002-09-01,1000000.00
2002-10-01,966000.00
2002-11-01,1017000.00
2002-12-01,1002000.00
2003-01-01,946000.00
2003-02-01,975000.00
2003-03-01,935000.00
2003-04-01,938000.00
2003-05-01,904000.00
2003-06-01,939000.00
2003-07-01,924000.00
2003-08-01,964000.00
2003-09-01,1015000.00
2003-10-01,1051000.00
2003-11-01,967000.00
2003-12-01,1082000.00
2004-01-01,1098000.00
2004-02-01,1028000.00
2004-03-01,1101000.00
2004-04-01,1127000.00
2004-05-01,1051000.00
2004-06-01,1054000.00
2004-07-01,1085000.00
2004-08-01,1093000.00
2004-09-01,1067000.00
2004-10-01,1095000.00
2004-11-01,1157000.00
2004-12-01,1134000.00
2005-01-01,1103000.00
2005-02-01,1132000.00
2005-03-01,1155000.00
2005-04-01,1128000.00
2005-05-01,1147000.00
2005-06-01,1152000.00
2005-07-01,1128000.00
2005-08-01,1144000.00
2005-09-01,1113000.00
2005-10-01,1061000.00
2005-11-01,1123000.00
2005-12-01,1097000.00
2006-01-01,1089000.00
2006-02-01,1156000.00
2006-03-01,1121000.00
2006-04-01,1122000.00
2006-05-01,1159000.00
2006-06-01,1200000.00
2006-07-01,1132000.00
2006-08-01,1153000.00
2006-09-01,1099000.00
2006-10-01,1103000.00
2006-11-01,1135000.00
2006-12-01,1086000.00
2007-01-01,1134000.00
2007-02-01,1120000.00
2007-03-01,1132000.00
2007-04-01,1076000.00
2007-05-01,1102000.00
2007-06-01,1071000.00
2007-07-01,1048000.00
2007-08-01,1040000.00
2007-09-01,1077000.00
2007-10-01,1119000.00
2007-11-01,1127000.00
2007-12-01,1014000.00
2008-01-01,1018000.00
2008-02-01,1023000.00
2008-03-01,983000.00
2008-04-01,1002000.00
2008-05-01,888000.00
2008-06-01,998000.00
2008-07-01,970000.00
2008-08-01,962000.00
2008-09-01,892000.00
2008-10-01,921000.00
2008-11-01,790000.00
2008-12-01,880000.00
2009-01-01,829000.00
2009-02-01,770000.00
2009-03-01,807000.00
2009-04-01,789000.00
2009-05-01,810000.00
2009-06-01,715000.00
2009-07-01,725000.00
2009-08-01,764000.00
2009-09-01,819000.00
2009-10-01,712000.00
2009-11-01,787000.00
2009-12-01,761000.00
2010-01-01,771000.00
2010-02-01,777000.00
2010-03-01,895000.00
2010-04-01,785000.00
2010-05-01,775000.00
2010-06-01,840000.00
2010-07-01,850000.00
2010-08-01,758000.00
2010-09-01,835000.00
2010-10-01,793000.00
2010-11-01,813000.00
2010-12-01,773000.00
2011-01-01,807000.00
2011-02-01,865000.00
2011-03-01,850000.00
2011-04-01,842000.00
2011-05-01,834000.00
2011-06-01,864000.00
2011-07-01,824000.00
2011-08-01,798000.00
2011-09-01,835000.00
2011-10-01,841000.00
2011-11-01,828000.00
2011-12-01,809000.00
2012-01-01,856000.00
2012-02-01,834000.00
2012-03-01,870000.00
2012-04-01,871000.00
2012-05-01,876000.00
2012-06-01,874000.00
2012-07-01,848000.00
2012-08-01,924000.00
2012-09-01,848000.00
2012-10-01,894000.00
2012-11-01,861000.00
2012-12-01,893000.00
2013-01-01,886000.00
2013-02-01,919000.00
2013-03-01,808000.00
2013-04-01,883000.00
2013-05-01,902000.00
2013-06-01,864000.00
2013-07-01,904000.00
2013-08-01,985000.00
2013-09-01,982000.00
2013-10-01,963000.00
2013-11-01,1006000.00
2013-12-01,1011000.00
2014-01-01,948000.00
2014-02-01,1006000.00
2014-03-01,1007000.00
2014-04-01,1074000.00
2014-05-01,1087000.00
2014-06-01,1092000.00
2014-07-01,1101000.00
2014-08-01,1030000.00
2014-09-01,1035000.00
2014-10-01,1148000.00
2014-11-01,1113000.00
2014-12-01,1112000.00
2015-01-01,1085000.00
2015-02-01,1029000.00
2015-03-01,1102000.00
2015-04-01,1069000.00
2015-05-01,1088000.00
2015-06-01,1111000.00
2015-07-01,1129000.00
2015-08-01,1060000.00
2015-09-01,1048000.00
2015-10-01,1060000.00
2015-11-01,1102000.00
2015-12-01,1102000.00
2016-01-01,1051000.00
2016-02-01,1151000.00
2016-03-01,1075000.00
2016-04-01,1054000.00
2016-05-01,1021000.00
2016-06-01,1048000.00
2016-07-01,1052000.00
2016-08-01,1101000.00
2016-09-01,1093000.00
2016-10-01,1090000.00
2016-11-01,1031000.00
2016-12-01,1000000.00
2017-01-01,1036000.00
2017-02-01,1087000.00
2017-03-01,1053000.00
2017-04-01,984000.00
2017-05-01,1061000.00
2017-06-01,1082000.00
2017-07-01,1026000.00
2017-08-01,1035000.00
2017-09-01,1040000.00
2017-10-01,1059000.00
2017-11-01,1058000.00
2017-12-01,1076000.00
2018-01-01,1089000.00
2018-02-01,1080000.00
2018-03-01,1080000.00
2018-04-01,1101000.00
