Date,U11SVS
1992-01-01,26881000000.00
1992-02-01,29347000000.00
1992-03-01,30104000000.00
1992-04-01,29146000000.00
1992-05-01,30165000000.00
1992-06-01,29975000000.00
1992-07-01,27807000000.00
1992-08-01,29420000000.00
1992-09-01,32644000000.00
1992-10-01,31661000000.00
1992-11-01,31061000000.00
1992-12-01,30283000000.00
1993-01-01,28754000000.00
1993-02-01,30617000000.00
1993-03-01,32063000000.00
1993-04-01,30512000000.00
1993-05-01,30524000000.00
1993-06-01,31783000000.00
1993-07-01,29199000000.00
1993-08-01,31574000000.00
1993-09-01,33539000000.00
1993-10-01,32599000000.00
1993-11-01,31390000000.00
1993-12-01,31058000000.00
1994-01-01,29392000000.00
1994-02-01,31738000000.00
1994-03-01,33108000000.00
1994-04-01,29862000000.00
1994-05-01,30642000000.00
1994-06-01,31733000000.00
1994-07-01,29000000000.00
1994-08-01,31421000000.00
1994-09-01,33724000000.00
1994-10-01,32961000000.00
1994-11-01,32687000000.00
1994-12-01,33518000000.00
1995-01-01,29994000000.00
1995-02-01,31978000000.00
1995-03-01,32857000000.00
1995-04-01,31248000000.00
1995-05-01,31520000000.00
1995-06-01,32746000000.00
1995-07-01,30486000000.00
1995-08-01,32894000000.00
1995-09-01,35755000000.00
1995-10-01,35146000000.00
1995-11-01,34495000000.00
1995-12-01,34085000000.00
1996-01-01,31461000000.00
1996-02-01,32911000000.00
1996-03-01,33703000000.00
1996-04-01,32281000000.00
1996-05-01,33209000000.00
1996-06-01,33080000000.00
1996-07-01,31946000000.00
1996-08-01,34136000000.00
1996-09-01,35662000000.00
1996-10-01,36216000000.00
1996-11-01,35547000000.00
1996-12-01,34021000000.00
1997-01-01,32787000000.00
1997-02-01,34040000000.00
1997-03-01,35565000000.00
1997-04-01,34002000000.00
1997-05-01,35185000000.00
1997-06-01,35347000000.00
1997-07-01,33396000000.00
1997-08-01,35588000000.00
1997-09-01,36573000000.00
1997-10-01,36695000000.00
1997-11-01,36736000000.00
1997-12-01,35823000000.00
1998-01-01,34332000000.00
1998-02-01,35233000000.00
1998-03-01,36726000000.00
1998-04-01,34789000000.00
1998-05-01,34870000000.00
1998-06-01,35685000000.00
1998-07-01,33273000000.00
1998-08-01,36262000000.00
1998-09-01,37360000000.00
1998-10-01,37452000000.00
1998-11-01,36848000000.00
1998-12-01,35649000000.00
1999-01-01,33477000000.00
1999-02-01,34862000000.00
1999-03-01,36483000000.00
1999-04-01,33399000000.00
1999-05-01,34952000000.00
1999-06-01,35996000000.00
1999-07-01,32970000000.00
1999-08-01,35714000000.00
1999-09-01,37506000000.00
1999-10-01,37490000000.00
1999-11-01,37181000000.00
1999-12-01,35971000000.00
2000-01-01,33434000000.00
2000-02-01,35165000000.00
2000-03-01,36694000000.00
2000-04-01,35480000000.00
2000-05-01,35861000000.00
2000-06-01,36893000000.00
2000-07-01,34207000000.00
