Date,IY3331
2005-12-01,100.00
2006-01-01,101.00
2006-02-01,101.30
2006-03-01,101.50
2006-04-01,102.20
2006-05-01,102.30
2006-06-01,102.40
2006-07-01,103.80
2006-08-01,103.90
2006-09-01,104.10
2006-10-01,104.40
2006-11-01,104.40
2006-12-01,104.50
2007-01-01,105.60
2007-02-01,105.90
2007-03-01,106.10
2007-04-01,106.20
2007-05-01,107.00
2007-06-01,107.40
2007-07-01,108.60
2007-08-01,109.00
2007-09-01,109.20
2007-10-01,109.40
2007-11-01,109.70
2007-12-01,109.90
2008-01-01,110.30
2008-02-01,110.40
2008-03-01,110.30
2008-04-01,111.10
2008-05-01,111.40
2008-06-01,111.80
2008-07-01,112.30
2008-08-01,112.60
2008-09-01,112.80
2008-10-01,113.50
2008-11-01,113.70
2008-12-01,113.70
2009-01-01,114.60
2009-02-01,114.90
2009-03-01,114.90
2009-04-01,114.90
2009-05-01,114.90
2009-06-01,114.80
2009-07-01,115.80
2009-08-01,116.10
2009-09-01,116.40
2009-10-01,116.60
2009-11-01,116.40
2009-12-01,116.50
2010-01-01,118.70
2010-02-01,120.20
2010-03-01,121.80
2010-04-01,122.80
2010-05-01,122.80
2010-06-01,122.80
2010-07-01,122.80
2010-08-01,122.80
2010-09-01,122.80
2010-10-01,122.80
2010-11-01,123.10
2010-12-01,122.90
2011-01-01,123.00
2011-02-01,122.90
2011-03-01,122.90
2011-04-01,123.00
2011-05-01,123.20
2011-06-01,123.40
2011-07-01,124.20
2011-08-01,124.40
2011-09-01,124.50
2011-10-01,124.50
2011-11-01,124.50
2011-12-01,124.40
2012-01-01,131.90
2012-02-01,131.80
2012-03-01,132.10
2012-04-01,132.00
2012-05-01,131.80
2012-06-01,131.50
2012-07-01,131.90
2012-08-01,132.00
2012-09-01,132.20
2012-10-01,132.00
2012-11-01,132.20
2012-12-01,132.10
2013-01-01,133.00
2013-02-01,133.50
2013-03-01,133.70
2013-04-01,134.20
2013-05-01,134.50
2013-06-01,134.60
2013-07-01,135.10
2013-08-01,135.20
2013-09-01,135.30
2013-10-01,135.40
2013-11-01,135.60
2013-12-01,135.50
2014-01-01,135.70
2014-02-01,135.50
2014-03-01,135.70
2014-04-01,135.90
2014-05-01,136.10
2014-06-01,136.20
2014-07-01,135.90
2014-08-01,136.00
2014-09-01,136.10
2014-10-01,136.30
2014-11-01,136.50
2014-12-01,136.90
2015-01-01,137.20
2015-02-01,137.40
2015-03-01,137.60
2015-04-01,137.80
2015-05-01,138.20
2015-06-01,138.30
2015-07-01,138.10
2015-08-01,138.20
2015-09-01,138.10
2015-10-01,137.80
2015-11-01,137.60
2015-12-01,137.30
2016-01-01,137.10
2016-02-01,136.50
2016-03-01,136.90
2016-04-01,137.90
2016-05-01,138.80
2016-06-01,138.60
2016-07-01,138.50
2016-08-01,138.60
2016-09-01,138.80
2016-10-01,138.90
2016-11-01,138.90
2016-12-01,139.00
2017-01-01,139.20
2017-02-01,139.30
2017-03-01,139.10
2017-04-01,139.10
2017-05-01,139.20
2017-06-01,139.20
2017-07-01,139.40
2017-08-01,140.10
2017-09-01,140.50
2017-10-01,140.90
2017-11-01,140.50
2017-12-01,140.30
2018-01-01,140.50
2018-02-01,140.70
2018-03-01,140.80
2018-04-01,140.70
2018-05-01,141.10
