Date,U36SUO
2006-03-01,379777000000.00
2006-04-01,384524000000.00
2006-05-01,383560000000.00
2006-06-01,389960000000.00
2006-07-01,392505000000.00
2006-08-01,393227000000.00
2006-09-01,415114000000.00
2006-10-01,419702000000.00
2006-11-01,432905000000.00
2006-12-01,454378000000.00
2007-01-01,461977000000.00
2007-02-01,467906000000.00
2007-03-01,481967000000.00
2007-04-01,491696000000.00
2007-05-01,494214000000.00
2007-06-01,505767000000.00
2007-07-01,517883000000.00
2007-08-01,527111000000.00
2007-09-01,532183000000.00
2007-10-01,536933000000.00
2007-11-01,545785000000.00
2007-12-01,579478000000.00
2008-01-01,589577000000.00
2008-02-01,599399000000.00
2008-03-01,612456000000.00
2008-04-01,611607000000.00
2008-05-01,614590000000.00
2008-06-01,617279000000.00
2008-07-01,617443000000.00
2008-08-01,619892000000.00
2008-09-01,623682000000.00
2008-10-01,621985000000.00
2008-11-01,619075000000.00
2008-12-01,632816000000.00
2009-01-01,627368000000.00
2009-02-01,612933000000.00
2009-03-01,602356000000.00
2009-04-01,588900000000.00
2009-05-01,581461000000.00
2009-06-01,569466000000.00
2009-07-01,564122000000.00
2009-08-01,557665000000.00
2009-09-01,545532000000.00
2009-10-01,537451000000.00
2009-11-01,526736000000.00
2009-12-01,523283000000.00
2010-01-01,527026000000.00
2010-02-01,528490000000.00
2010-03-01,525556000000.00
2010-04-01,525090000000.00
2010-05-01,522128000000.00
2010-06-01,518050000000.00
2010-07-01,516268000000.00
2010-08-01,512608000000.00
2010-09-01,517921000000.00
2010-10-01,520396000000.00
2010-11-01,519477000000.00
2010-12-01,525613000000.00
2011-01-01,531025000000.00
2011-02-01,530707000000.00
2011-03-01,536599000000.00
2011-04-01,534721000000.00
2011-05-01,536373000000.00
2011-06-01,534609000000.00
2011-07-01,535747000000.00
2011-08-01,541235000000.00
2011-09-01,544147000000.00
2011-10-01,539712000000.00
2011-11-01,546171000000.00
2011-12-01,569813000000.00
2012-01-01,578346000000.00
2012-02-01,589238000000.00
2012-03-01,592254000000.00
2012-04-01,589226000000.00
2012-05-01,586880000000.00
2012-06-01,592917000000.00
2012-07-01,606432000000.00
2012-08-01,596038000000.00
2012-09-01,603196000000.00
2012-10-01,606993000000.00
2012-11-01,609636000000.00
2012-12-01,638844000000.00
2013-01-01,638530000000.00
2013-02-01,652298000000.00
2013-03-01,648090000000.00
2013-04-01,646073000000.00
2013-05-01,651735000000.00
2013-06-01,674126000000.00
2013-07-01,675657000000.00
2013-08-01,672506000000.00
2013-09-01,685682000000.00
2013-10-01,688470000000.00
2013-11-01,700770000000.00
2013-12-01,726646000000.00
2014-01-01,725115000000.00
2014-02-01,730095000000.00
2014-03-01,735008000000.00
2014-04-01,738950000000.00
2014-05-01,738689000000.00
2014-06-01,747168000000.00
2014-07-01,805745000000.00
2014-08-01,803575000000.00
2014-09-01,806213000000.00
2014-10-01,804418000000.00
2014-11-01,808043000000.00
2014-12-01,815918000000.00
2015-01-01,815211000000.00
2015-02-01,810639000000.00
2015-03-01,811552000000.00
2015-04-01,804867000000.00
2015-05-01,794494000000.00
2015-06-01,800016000000.00
2015-07-01,803076000000.00
2015-08-01,794843000000.00
2015-09-01,787557000000.00
2015-10-01,787015000000.00
2015-11-01,789561000000.00
2015-12-01,801919000000.00
2016-01-01,801566000000.00
2016-02-01,793592000000.00
2016-03-01,792599000000.00
2016-04-01,793296000000.00
2016-05-01,789617000000.00
2016-06-01,782085000000.00
2016-07-01,779508000000.00
2016-08-01,773558000000.00
2016-09-01,769511000000.00
2016-10-01,777237000000.00
2016-11-01,777652000000.00
2016-12-01,784983000000.00
2017-01-01,780109000000.00
2017-02-01,772132000000.00
2017-03-01,774739000000.00
2017-04-01,773084000000.00
2017-05-01,764606000000.00
2017-06-01,781691000000.00
2017-07-01,776988000000.00
2017-08-01,769979000000.00
2017-09-01,775345000000.00
2017-10-01,771807000000.00
2017-11-01,774395000000.00
2017-12-01,789839000000.00
2018-01-01,783869000000.00
2018-02-01,786319000000.00
2018-03-01,797060000000.00
2018-04-01,797906000000.00
2018-05-01,798182000000.00
