Date,U36SUO
1992-01-01,280342000000.00
1992-02-01,277245000000.00
1992-03-01,276368000000.00
1992-04-01,277419000000.00
1992-05-01,276642000000.00
1992-06-01,273326000000.00
1992-07-01,268618000000.00
1992-08-01,263276000000.00
1992-09-01,258927000000.00
1992-10-01,262025000000.00
1992-11-01,257833000000.00
1992-12-01,258145000000.00
1993-01-01,256362000000.00
1993-02-01,256933000000.00
1993-03-01,254740000000.00
1993-04-01,251485000000.00
1993-05-01,246896000000.00
1993-06-01,246784000000.00
1993-07-01,244838000000.00
1993-08-01,242880000000.00
1993-09-01,238184000000.00
1993-10-01,235124000000.00
1993-11-01,232814000000.00
1993-12-01,232674000000.00
1994-01-01,237301000000.00
1994-02-01,235524000000.00
1994-03-01,234411000000.00
1994-04-01,232147000000.00
1994-05-01,230041000000.00
1994-06-01,228410000000.00
1994-07-01,225801000000.00
1994-08-01,223887000000.00
1994-09-01,222406000000.00
1994-10-01,221656000000.00
1994-11-01,222266000000.00
1994-12-01,225182000000.00
1995-01-01,224767000000.00
1995-02-01,225834000000.00
1995-03-01,227222000000.00
1995-04-01,223970000000.00
1995-05-01,222263000000.00
1995-06-01,220282000000.00
1995-07-01,218242000000.00
1995-08-01,218194000000.00
1995-09-01,220987000000.00
1995-10-01,217528000000.00
1995-11-01,218637000000.00
1995-12-01,225044000000.00
1996-01-01,233060000000.00
1996-02-01,232702000000.00
1996-03-01,244521000000.00
1996-04-01,243281000000.00
1996-05-01,244638000000.00
1996-06-01,246148000000.00
1996-07-01,247084000000.00
1996-08-01,241889000000.00
1996-09-01,245239000000.00
1996-10-01,247793000000.00
1996-11-01,254532000000.00
1996-12-01,261038000000.00
1997-01-01,264949000000.00
1997-02-01,264782000000.00
1997-03-01,263803000000.00
1997-04-01,261670000000.00
1997-05-01,258510000000.00
1997-06-01,258090000000.00
1997-07-01,254857000000.00
1997-08-01,254731000000.00
1997-09-01,253005000000.00
1997-10-01,254701000000.00
1997-11-01,266202000000.00
1997-12-01,267511000000.00
1998-01-01,272800000000.00
1998-02-01,271411000000.00
1998-03-01,269201000000.00
1998-04-01,270739000000.00
1998-05-01,267923000000.00
1998-06-01,264573000000.00
1998-07-01,262513000000.00
1998-08-01,262875000000.00
1998-09-01,262045000000.00
1998-10-01,258323000000.00
1998-11-01,255706000000.00
1998-12-01,254834000000.00
1999-01-01,262495000000.00
1999-02-01,259811000000.00
1999-03-01,259622000000.00
1999-04-01,253575000000.00
1999-05-01,249035000000.00
1999-06-01,244970000000.00
1999-07-01,243618000000.00
1999-08-01,240108000000.00
1999-09-01,236999000000.00
1999-10-01,235909000000.00
1999-11-01,231856000000.00
1999-12-01,238721000000.00
2000-01-01,245422000000.00
2000-02-01,243372000000.00
2000-03-01,242935000000.00
2000-04-01,239404000000.00
2000-05-01,233999000000.00
2000-06-01,253787000000.00
2000-07-01,251407000000.00
2000-08-01,250436000000.00
2000-09-01,253401000000.00
2000-10-01,249726000000.00
2000-11-01,252630000000.00
2000-12-01,262186000000.00
2001-01-01,264846000000.00
2001-02-01,263168000000.00
2001-03-01,270351000000.00
2001-04-01,271477000000.00
2001-05-01,269578000000.00
2001-06-01,267668000000.00
2001-07-01,263994000000.00
2001-08-01,260728000000.00
2001-09-01,256192000000.00
2001-10-01,262231000000.00
2001-11-01,257018000000.00
2001-12-01,258359000000.00
2002-01-01,258757000000.00
2002-02-01,263490000000.00
2002-03-01,268232000000.00
2002-04-01,265404000000.00
2002-05-01,262033000000.00
2002-06-01,256094000000.00
2002-07-01,257757000000.00
2002-08-01,262340000000.00
2002-09-01,256984000000.00
2002-10-01,252785000000.00
2002-11-01,251700000000.00
2002-12-01,255990000000.00
2003-01-01,258259000000.00
2003-02-01,258961000000.00
2003-03-01,262146000000.00
2003-04-01,263491000000.00
2003-05-01,262865000000.00
2003-06-01,262913000000.00
2003-07-01,260547000000.00
2003-08-01,260459000000.00
2003-09-01,258048000000.00
2003-10-01,259528000000.00
2003-11-01,260368000000.00
2003-12-01,268961000000.00
2004-01-01,271388000000.00
2004-02-01,271530000000.00
2004-03-01,275403000000.00
2004-04-01,276112000000.00
2004-05-01,274528000000.00
2004-06-01,275049000000.00
2004-07-01,280821000000.00
2004-08-01,279642000000.00
2004-09-01,277607000000.00
2004-10-01,275757000000.00
2004-11-01,280532000000.00
2004-12-01,288956000000.00
2005-01-01,291457000000.00
2005-02-01,292205000000.00
2005-03-01,290528000000.00
2005-04-01,288834000000.00
2005-05-01,298070000000.00
2005-06-01,307787000000.00
2005-07-01,310382000000.00
2005-08-01,313439000000.00
2005-09-01,311979000000.00
2005-10-01,316219000000.00
2005-11-01,332424000000.00
2005-12-01,353468000000.00
2006-01-01,354899000000.00
2006-02-01,363386000000.00
