Date,JTS4000QUL
2000-12-01,691000.00
2001-01-01,733000.00
2001-02-01,831000.00
2001-03-01,719000.00
2001-04-01,778000.00
2001-05-01,741000.00
2001-06-01,753000.00
2001-07-01,692000.00
2001-08-01,640000.00
2001-09-01,646000.00
2001-10-01,671000.00
2001-11-01,607000.00
2001-12-01,639000.00
2002-01-01,648000.00
2002-02-01,553000.00
2002-03-01,554000.00
2002-04-01,590000.00
2002-05-01,530000.00
2002-06-01,626000.00
2002-07-01,583000.00
2002-08-01,567000.00
2002-09-01,554000.00
2002-10-01,557000.00
2002-11-01,549000.00
2002-12-01,532000.00
2003-01-01,517000.00
2003-02-01,553000.00
2003-03-01,580000.00
2003-04-01,530000.00
2003-05-01,541000.00
2003-06-01,497000.00
2003-07-01,516000.00
2003-08-01,503000.00
2003-09-01,555000.00
2003-10-01,570000.00
2003-11-01,540000.00
2003-12-01,540000.00
2004-01-01,560000.00
2004-02-01,548000.00
2004-03-01,565000.00
2004-04-01,621000.00
2004-05-01,537000.00
2004-06-01,568000.00
2004-07-01,621000.00
2004-08-01,607000.00
2004-09-01,600000.00
2004-10-01,612000.00
2004-11-01,661000.00
2004-12-01,591000.00
2005-01-01,644000.00
2005-02-01,576000.00
2005-03-01,664000.00
2005-04-01,620000.00
2005-05-01,656000.00
2005-06-01,662000.00
2005-07-01,620000.00
2005-08-01,683000.00
2005-09-01,642000.00
2005-10-01,640000.00
2005-11-01,662000.00
2005-12-01,663000.00
2006-01-01,650000.00
2006-02-01,671000.00
2006-03-01,689000.00
2006-04-01,682000.00
2006-05-01,684000.00
2006-06-01,649000.00
2006-07-01,679000.00
2006-08-01,701000.00
2006-09-01,653000.00
2006-10-01,653000.00
2006-11-01,715000.00
2006-12-01,666000.00
2007-01-01,645000.00
2007-02-01,694000.00
2007-03-01,639000.00
2007-04-01,634000.00
2007-05-01,689000.00
2007-06-01,654000.00
2007-07-01,587000.00
2007-08-01,597000.00
2007-09-01,599000.00
2007-10-01,633000.00
2007-11-01,562000.00
2007-12-01,652000.00
2008-01-01,646000.00
2008-02-01,606000.00
2008-03-01,575000.00
2008-04-01,590000.00
2008-05-01,568000.00
2008-06-01,567000.00
2008-07-01,558000.00
2008-08-01,550000.00
2008-09-01,554000.00
2008-10-01,523000.00
2008-11-01,481000.00
2008-12-01,517000.00
2009-01-01,481000.00
2009-02-01,381000.00
2009-03-01,427000.00
2009-04-01,348000.00
2009-05-01,377000.00
2009-06-01,381000.00
2009-07-01,390000.00
2009-08-01,391000.00
2009-09-01,370000.00
2009-10-01,377000.00
2009-11-01,408000.00
2009-12-01,399000.00
2010-01-01,323000.00
2010-02-01,398000.00
2010-03-01,402000.00
2010-04-01,427000.00
2010-05-01,418000.00
2010-06-01,413000.00
2010-07-01,433000.00
2010-08-01,399000.00
2010-09-01,441000.00
2010-10-01,384000.00
2010-11-01,431000.00
2010-12-01,397000.00
2011-01-01,372000.00
2011-02-01,426000.00
2011-03-01,452000.00
2011-04-01,416000.00
2011-05-01,496000.00
2011-06-01,446000.00
2011-07-01,419000.00
2011-08-01,439000.00
2011-09-01,455000.00
2011-10-01,451000.00
2011-11-01,413000.00
2011-12-01,444000.00
2012-01-01,432000.00
2012-02-01,472000.00
2012-03-01,467000.00
2012-04-01,482000.00
2012-05-01,460000.00
2012-06-01,492000.00
2012-07-01,492000.00
2012-08-01,496000.00
2012-09-01,448000.00
2012-10-01,462000.00
2012-11-01,455000.00
2012-12-01,444000.00
2013-01-01,510000.00
2013-02-01,513000.00
2013-03-01,445000.00
2013-04-01,503000.00
2013-05-01,457000.00
2013-06-01,461000.00
2013-07-01,481000.00
2013-08-01,560000.00
2013-09-01,540000.00
2013-10-01,536000.00
2013-11-01,554000.00
2013-12-01,484000.00
2014-01-01,542000.00
2014-02-01,555000.00
2014-03-01,553000.00
2014-04-01,565000.00
2014-05-01,620000.00
2014-06-01,588000.00
2014-07-01,605000.00
2014-08-01,561000.00
2014-09-01,585000.00
2014-10-01,604000.00
2014-11-01,628000.00
2014-12-01,621000.00
2015-01-01,614000.00
2015-02-01,565000.00
2015-03-01,617000.00
2015-04-01,615000.00
2015-05-01,633000.00
2015-06-01,622000.00
2015-07-01,615000.00
2015-08-01,635000.00
2015-09-01,645000.00
2015-10-01,635000.00
2015-11-01,631000.00
2015-12-01,698000.00
2016-01-01,653000.00
2016-02-01,620000.00
2016-03-01,648000.00
2016-04-01,640000.00
2016-05-01,611000.00
2016-06-01,644000.00
2016-07-01,637000.00
2016-08-01,675000.00
2016-09-01,678000.00
2016-10-01,679000.00
2016-11-01,643000.00
2016-12-01,601000.00
2017-01-01,661000.00
2017-02-01,666000.00
2017-03-01,678000.00
2017-04-01,599000.00
2017-05-01,684000.00
2017-06-01,656000.00
2017-07-01,677000.00
2017-08-01,656000.00
2017-09-01,634000.00
2017-10-01,666000.00
2017-11-01,629000.00
2017-12-01,682000.00
2018-01-01,643000.00
2018-02-01,626000.00
2018-03-01,667000.00
2018-04-01,663000.00
