Date,CAPUTLG335S
1972-01-01,89.31
1972-02-01,90.05
1972-03-01,87.99
1972-04-01,89.16
1972-05-01,87.97
1972-06-01,87.44
1972-07-01,88.40
1972-08-01,88.10
1972-09-01,88.86
1972-10-01,91.16
1972-11-01,92.83
1972-12-01,96.23
1973-01-01,96.75
1973-02-01,96.21
1973-03-01,97.63
1973-04-01,96.73
1973-05-01,97.07
1973-06-01,97.60
1973-07-01,98.74
1973-08-01,96.76
1973-09-01,98.62
1973-10-01,99.30
1973-11-01,99.04
1973-12-01,97.82
1974-01-01,96.80
1974-02-01,94.19
1974-03-01,94.77
1974-04-01,94.47
1974-05-01,95.01
1974-06-01,94.31
1974-07-01,94.42
1974-08-01,93.20
1974-09-01,91.01
1974-10-01,87.54
1974-11-01,84.24
1974-12-01,78.61
1975-01-01,75.11
1975-02-01,73.89
1975-03-01,71.41
1975-04-01,70.49
1975-05-01,69.22
1975-06-01,68.22
1975-07-01,69.05
1975-08-01,68.96
1975-09-01,69.68
1975-10-01,70.34
1975-11-01,70.81
1975-12-01,71.80
1976-01-01,74.94
1976-02-01,76.33
1976-03-01,77.22
1976-04-01,78.18
1976-05-01,78.50
1976-06-01,78.83
1976-07-01,78.68
1976-08-01,79.85
1976-09-01,79.22
1976-10-01,81.09
1976-11-01,82.46
1976-12-01,79.82
1977-01-01,82.58
1977-02-01,82.18
1977-03-01,84.29
1977-04-01,85.11
1977-05-01,85.91
1977-06-01,87.08
1977-07-01,85.14
1977-08-01,86.52
1977-09-01,86.90
1977-10-01,86.05
1977-11-01,85.80
1977-12-01,88.11
1978-01-01,87.01
1978-02-01,86.23
1978-03-01,86.06
1978-04-01,87.75
1978-05-01,88.39
1978-06-01,88.74
1978-07-01,88.04
1978-08-01,88.32
1978-09-01,88.44
1978-10-01,88.35
1978-11-01,87.22
1978-12-01,88.20
1979-01-01,88.77
1979-02-01,90.45
1979-03-01,89.66
1979-04-01,87.40
1979-05-01,88.69
1979-06-01,88.84
1979-07-01,88.31
1979-08-01,85.58
1979-09-01,88.55
1979-10-01,88.29
1979-11-01,89.25
1979-12-01,91.69
1980-01-01,89.12
1980-02-01,87.40
1980-03-01,86.33
1980-04-01,84.03
1980-05-01,79.07
1980-06-01,77.40
1980-07-01,76.70
1980-08-01,79.31
1980-09-01,78.96
1980-10-01,80.26
1980-11-01,81.75
1980-12-01,80.56
1981-01-01,80.16
1981-02-01,78.79
1981-03-01,79.42
1981-04-01,79.63
1981-05-01,81.18
1981-06-01,80.42
1981-07-01,80.85
1981-08-01,79.86
1981-09-01,79.43
1981-10-01,78.48
1981-11-01,75.77
1981-12-01,72.16
1982-01-01,72.62
1982-02-01,75.46
1982-03-01,72.43
1982-04-01,72.88
1982-05-01,71.53
1982-06-01,70.83
1982-07-01,68.93
1982-08-01,67.57
1982-09-01,66.43
1982-10-01,66.25
1982-11-01,66.12
1982-12-01,64.63
1983-01-01,67.01
1983-02-01,66.73
1983-03-01,69.24
1983-04-01,70.01
1983-05-01,71.30
1983-06-01,72.22
1983-07-01,73.24
1983-08-01,73.62
1983-09-01,76.84
1983-10-01,77.01
1983-11-01,78.68
1983-12-01,78.66
1984-01-01,81.78
1984-02-01,82.72
1984-03-01,82.99
1984-04-01,81.83
1984-05-01,80.73
1984-06-01,82.37
1984-07-01,82.85
1984-08-01,83.02
1984-09-01,82.43
1984-10-01,83.44
1984-11-01,83.03
1984-12-01,82.22
1985-01-01,79.80
1985-02-01,81.25
1985-03-01,80.47
1985-04-01,79.22
1985-05-01,80.04
1985-06-01,79.16
1985-07-01,78.43
1985-08-01,79.03
1985-09-01,78.85
1985-10-01,76.68
1985-11-01,77.35
1985-12-01,79.05
1986-01-01,79.75
1986-02-01,79.37
1986-03-01,79.82
1986-04-01,80.76
1986-05-01,80.40
1986-06-01,79.89
1986-07-01,79.90
1986-08-01,79.69
1986-09-01,79.74
1986-10-01,80.52
1986-11-01,80.34
1986-12-01,82.31
1987-01-01,79.50
1987-02-01,80.39
1987-03-01,81.09
1987-04-01,81.38
1987-05-01,81.39
1987-06-01,82.95
1987-07-01,82.20
1987-08-01,83.36
1987-09-01,83.06
1987-10-01,84.80
1987-11-01,84.70
1987-12-01,84.58
1988-01-01,86.03
1988-02-01,87.04
1988-03-01,86.36
1988-04-01,86.33
1988-05-01,87.53
1988-06-01,87.09
1988-07-01,86.74
1988-08-01,86.50
1988-09-01,87.33
1988-10-01,88.64
1988-11-01,89.28
1988-12-01,88.25
1989-01-01,88.84
1989-02-01,87.96
1989-03-01,87.02
1989-04-01,86.81
1989-05-01,86.06
1989-06-01,85.75
1989-07-01,86.78
1989-08-01,85.80
1989-09-01,86.21
1989-10-01,85.58
1989-11-01,84.84
1989-12-01,84.48
1990-01-01,86.53
1990-02-01,85.27
1990-03-01,86.60
1990-04-01,85.74
1990-05-01,85.72
1990-06-01,83.99
1990-07-01,83.28
1990-08-01,84.45
1990-09-01,83.12
1990-10-01,81.82
1990-11-01,81.28
1990-12-01,80.11
1991-01-01,79.46
1991-02-01,77.85
1991-03-01,77.34
1991-04-01,78.29
1991-05-01,78.13
1991-06-01,79.82
1991-07-01,78.85
1991-08-01,79.18
1991-09-01,79.83
1991-10-01,79.76
1991-11-01,80.78
1991-12-01,80.62
1992-01-01,79.08
1992-02-01,81.51
1992-03-01,81.31
1992-04-01,81.65
1992-05-01,82.17
1992-06-01,82.41
1992-07-01,81.82
1992-08-01,82.80
1992-09-01,82.71
1992-10-01,83.14
1992-11-01,83.87
1992-12-01,84.31
1993-01-01,83.60
1993-02-01,84.18
1993-03-01,85.80
1993-04-01,86.06
1993-05-01,86.22
1993-06-01,85.55
1993-07-01,86.45
1993-08-01,86.43
1993-09-01,87.74
1993-10-01,88.89
1993-11-01,88.81
1993-12-01,89.34
1994-01-01,90.91
1994-02-01,91.69
1994-03-01,91.46
1994-04-01,91.99
1994-05-01,91.48
1994-06-01,91.67
1994-07-01,91.52
1994-08-01,92.61
1994-09-01,92.74
1994-10-01,92.26
1994-11-01,91.08
