Date,S4243SM144NCEN
1992-01-01,4982000000.00
1992-02-01,5236000000.00
1992-03-01,5570000000.00
1992-04-01,4525000000.00
1992-05-01,4098000000.00
1992-06-01,4745000000.00
1992-07-01,5360000000.00
1992-08-01,6096000000.00
1992-09-01,5941000000.00
1992-10-01,6356000000.00
1992-11-01,5159000000.00
1992-12-01,4591000000.00
1993-01-01,4776000000.00
1993-02-01,5084000000.00
1993-03-01,5672000000.00
1993-04-01,4969000000.00
1993-05-01,4431000000.00
1993-06-01,5530000000.00
1993-07-01,5415000000.00
1993-08-01,6494000000.00
1993-09-01,6721000000.00
1993-10-01,6523000000.00
1993-11-01,5922000000.00
1993-12-01,4145000000.00
1994-01-01,5129000000.00
1994-02-01,5849000000.00
1994-03-01,6969000000.00
1994-04-01,5241000000.00
1994-05-01,4700000000.00
1994-06-01,5907000000.00
1994-07-01,5446000000.00
1994-08-01,6616000000.00
1994-09-01,6319000000.00
1994-10-01,6221000000.00
1994-11-01,5672000000.00
1994-12-01,4455000000.00
1995-01-01,5059000000.00
1995-02-01,5655000000.00
1995-03-01,6158000000.00
1995-04-01,4915000000.00
1995-05-01,4865000000.00
1995-06-01,5664000000.00
1995-07-01,5663000000.00
1995-08-01,6711000000.00
1995-09-01,6165000000.00
1995-10-01,6606000000.00
1995-11-01,5677000000.00
1995-12-01,4457000000.00
1996-01-01,4915000000.00
1996-02-01,5647000000.00
1996-03-01,6268000000.00
1996-04-01,5571000000.00
1996-05-01,5224000000.00
1996-06-01,5992000000.00
1996-07-01,6756000000.00
1996-08-01,6902000000.00
1996-09-01,7043000000.00
1996-10-01,7679000000.00
1996-11-01,5861000000.00
1996-12-01,5254000000.00
1997-01-01,6669000000.00
1997-02-01,7224000000.00
1997-03-01,7372000000.00
1997-04-01,6873000000.00
1997-05-01,5953000000.00
1997-06-01,6618000000.00
1997-07-01,7838000000.00
1997-08-01,7619000000.00
1997-09-01,7920000000.00
1997-10-01,8046000000.00
1997-11-01,6393000000.00
1997-12-01,5833000000.00
1998-01-01,6957000000.00
1998-02-01,7670000000.00
1998-03-01,8277000000.00
1998-04-01,7036000000.00
1998-05-01,6010000000.00
1998-06-01,7084000000.00
1998-07-01,7616000000.00
1998-08-01,7699000000.00
1998-09-01,7742000000.00
1998-10-01,8299000000.00
1998-11-01,6563000000.00
