Date,JTS4400HIL
2000-12-01,876000.00
2001-01-01,870000.00
2001-02-01,750000.00
2001-03-01,845000.00
2001-04-01,785000.00
2001-05-01,861000.00
2001-06-01,818000.00
2001-07-01,772000.00
2001-08-01,746000.00
2001-09-01,770000.00
2001-10-01,750000.00
2001-11-01,694000.00
2001-12-01,681000.00
2002-01-01,695000.00
2002-02-01,676000.00
2002-03-01,641000.00
2002-04-01,694000.00
2002-05-01,721000.00
2002-06-01,709000.00
2002-07-01,726000.00
2002-08-01,689000.00
2002-09-01,698000.00
2002-10-01,683000.00
2002-11-01,706000.00
2002-12-01,707000.00
2003-01-01,667000.00
2003-02-01,727000.00
2003-03-01,645000.00
2003-04-01,682000.00
2003-05-01,645000.00
2003-06-01,668000.00
2003-07-01,637000.00
2003-08-01,677000.00
2003-09-01,705000.00
2003-10-01,734000.00
2003-11-01,683000.00
2003-12-01,761000.00
2004-01-01,759000.00
2004-02-01,714000.00
2004-03-01,742000.00
2004-04-01,786000.00
2004-05-01,719000.00
2004-06-01,701000.00
2004-07-01,765000.00
2004-08-01,741000.00
2004-09-01,724000.00
2004-10-01,764000.00
2004-11-01,808000.00
2004-12-01,794000.00
2005-01-01,761000.00
2005-02-01,768000.00
2005-03-01,823000.00
2005-04-01,785000.00
2005-05-01,796000.00
2005-06-01,802000.00
2005-07-01,803000.00
2005-08-01,814000.00
2005-09-01,776000.00
2005-10-01,726000.00
2005-11-01,716000.00
2005-12-01,735000.00
2006-01-01,764000.00
2006-02-01,807000.00
2006-03-01,789000.00
2006-04-01,783000.00
2006-05-01,785000.00
2006-06-01,853000.00
2006-07-01,780000.00
2006-08-01,770000.00
2006-09-01,766000.00
2006-10-01,771000.00
2006-11-01,799000.00
2006-12-01,760000.00
2007-01-01,808000.00
2007-02-01,792000.00
2007-03-01,778000.00
2007-04-01,725000.00
2007-05-01,766000.00
2007-06-01,717000.00
2007-07-01,716000.00
2007-08-01,734000.00
2007-09-01,759000.00
2007-10-01,775000.00
2007-11-01,818000.00
2007-12-01,746000.00
2008-01-01,702000.00
2008-02-01,709000.00
2008-03-01,681000.00
2008-04-01,676000.00
2008-05-01,607000.00
2008-06-01,689000.00
2008-07-01,676000.00
2008-08-01,664000.00
2008-09-01,623000.00
2008-10-01,629000.00
2008-11-01,566000.00
2008-12-01,622000.00
2009-01-01,547000.00
2009-02-01,530000.00
2009-03-01,532000.00
2009-04-01,563000.00
2009-05-01,550000.00
2009-06-01,497000.00
2009-07-01,489000.00
2009-08-01,530000.00
2009-09-01,545000.00
2009-10-01,489000.00
2009-11-01,513000.00
2009-12-01,523000.00
2010-01-01,542000.00
2010-02-01,542000.00
2010-03-01,648000.00
2010-04-01,538000.00
2010-05-01,529000.00
2010-06-01,568000.00
2010-07-01,580000.00
2010-08-01,539000.00
2010-09-01,570000.00
2010-10-01,560000.00
2010-11-01,559000.00
2010-12-01,490000.00
2011-01-01,573000.00
2011-02-01,574000.00
2011-03-01,582000.00
2011-04-01,586000.00
2011-05-01,565000.00
2011-06-01,588000.00
2011-07-01,581000.00
2011-08-01,533000.00
2011-09-01,581000.00
2011-10-01,556000.00
2011-11-01,563000.00
2011-12-01,506000.00
2012-01-01,575000.00
2012-02-01,559000.00
2012-03-01,578000.00
2012-04-01,577000.00
2012-05-01,574000.00
2012-06-01,576000.00
2012-07-01,569000.00
2012-08-01,608000.00
2012-09-01,587000.00
2012-10-01,596000.00
2012-11-01,588000.00
2012-12-01,588000.00
2013-01-01,598000.00
2013-02-01,639000.00
2013-03-01,555000.00
2013-04-01,613000.00
2013-05-01,630000.00
2013-06-01,608000.00
2013-07-01,624000.00
2013-08-01,693000.00
2013-09-01,673000.00
2013-10-01,680000.00
2013-11-01,704000.00
2013-12-01,761000.00
2014-01-01,628000.00
2014-02-01,704000.00
2014-03-01,700000.00
2014-04-01,758000.00
2014-05-01,755000.00
2014-06-01,746000.00
2014-07-01,763000.00
2014-08-01,700000.00
2014-09-01,708000.00
2014-10-01,776000.00
2014-11-01,775000.00
2014-12-01,784000.00
2015-01-01,765000.00
2015-02-01,699000.00
2015-03-01,756000.00
2015-04-01,743000.00
2015-05-01,762000.00
2015-06-01,755000.00
2015-07-01,770000.00
2015-08-01,743000.00
2015-09-01,727000.00
2015-10-01,741000.00
2015-11-01,773000.00
2015-12-01,775000.00
2016-01-01,748000.00
2016-02-01,824000.00
2016-03-01,737000.00
2016-04-01,707000.00
2016-05-01,694000.00
2016-06-01,711000.00
2016-07-01,722000.00
2016-08-01,734000.00
2016-09-01,753000.00
2016-10-01,731000.00
2016-11-01,675000.00
2016-12-01,678000.00
2017-01-01,686000.00
2017-02-01,744000.00
2017-03-01,723000.00
2017-04-01,673000.00
2017-05-01,724000.00
2017-06-01,731000.00
2017-07-01,688000.00
2017-08-01,687000.00
2017-09-01,691000.00
2017-10-01,693000.00
2017-11-01,698000.00
2017-12-01,698000.00
2018-01-01,728000.00
2018-02-01,724000.00
2018-03-01,721000.00
2018-04-01,747000.00
