Date,IZ311
2005-12-01,100.00
2006-01-01,101.20
2006-02-01,101.90
2006-03-01,101.90
2006-04-01,101.80
2006-05-01,102.50
2006-06-01,102.40
2006-07-01,102.60
2006-08-01,103.00
2006-09-01,103.10
2006-10-01,103.30
2006-11-01,103.70
2006-12-01,104.10
2007-01-01,105.90
2007-02-01,106.40
2007-03-01,107.00
2007-04-01,107.70
2007-05-01,109.50
2007-06-01,110.90
2007-07-01,112.30
2007-08-01,113.20
2007-09-01,114.40
2007-10-01,115.20
2007-11-01,115.80
2007-12-01,117.10
2008-01-01,118.70
2008-02-01,120.70
2008-03-01,123.80
2008-04-01,125.00
2008-05-01,126.90
2008-06-01,129.90
2008-07-01,131.60
2008-08-01,131.80
2008-09-01,129.40
2008-10-01,128.00
2008-11-01,121.40
2008-12-01,118.80
2009-01-01,118.00
2009-02-01,116.20
2009-03-01,115.70
2009-04-01,113.80
2009-05-01,114.60
2009-06-01,116.20
2009-07-01,116.10
2009-08-01,117.30
2009-09-01,117.90
2009-10-01,118.60
2009-11-01,119.80
2009-12-01,121.30
2010-01-01,122.00
2010-02-01,121.70
2010-03-01,122.90
2010-04-01,124.60
2010-05-01,126.80
2010-06-01,127.50
2010-07-01,129.30
2010-08-01,131.40
2010-09-01,132.50
2010-10-01,135.60
2010-11-01,139.80
2010-12-01,142.00
2011-01-01,146.10
2011-02-01,147.20
2011-03-01,151.40
2011-04-01,153.90
2011-05-01,154.80
2011-06-01,156.50
2011-07-01,156.70
2011-08-01,157.40
2011-09-01,156.80
2011-10-01,155.70
2011-11-01,156.60
2011-12-01,157.30
2012-01-01,159.80
2012-02-01,159.60
2012-03-01,161.50
2012-04-01,164.70
2012-05-01,163.80
2012-06-01,162.90
2012-07-01,158.20
2012-08-01,157.50
2012-09-01,155.10
2012-10-01,153.50
2012-11-01,153.50
2012-12-01,155.00
2013-01-01,155.40
2013-02-01,154.90
2013-03-01,153.60
2013-04-01,154.20
2013-05-01,155.60
2013-06-01,154.90
2013-07-01,155.70
2013-08-01,155.50
2013-09-01,157.90
2013-10-01,157.90
2013-11-01,157.00
2013-12-01,156.10
2014-01-01,157.80
2014-02-01,158.70
2014-03-01,160.40
2014-04-01,159.90
2014-05-01,159.30
2014-06-01,159.70
2014-07-01,160.90
2014-08-01,162.60
2014-09-01,162.40
2014-10-01,161.40
2014-11-01,160.20
2014-12-01,159.60
2015-01-01,158.20
2015-02-01,158.60
2015-03-01,155.60
2015-04-01,154.20
2015-05-01,153.20
2015-06-01,152.30
2015-07-01,151.90
2015-08-01,152.70
2015-09-01,150.90
2015-10-01,149.30
2015-11-01,148.70
2015-12-01,147.30
2016-01-01,147.40
2016-02-01,147.90
2016-03-01,148.10
2016-04-01,150.40
2016-05-01,152.60
2016-06-01,153.40
2016-07-01,154.20
2016-08-01,153.20
2016-09-01,153.80
2016-10-01,153.60
2016-11-01,154.20
2016-12-01,154.10
2017-01-01,152.80
2017-02-01,154.10
2017-03-01,154.60
2017-04-01,154.80
2017-05-01,155.80
2017-06-01,156.70
2017-07-01,156.70
2017-08-01,156.70
2017-09-01,156.80
2017-10-01,156.60
2017-11-01,156.30
2017-12-01,156.10
2018-01-01,156.60
2018-02-01,157.40
2018-03-01,157.70
2018-04-01,158.30
2018-05-01,159.00
