Date,S4234SM144NCEN
1992-01-01,10661000000.00
1992-02-01,9740000000.00
1992-03-01,11040000000.00
1992-04-01,11286000000.00
1992-05-01,9902000000.00
1992-06-01,11169000000.00
1992-07-01,11408000000.00
1992-08-01,11022000000.00
1992-09-01,11721000000.00
1992-10-01,11986000000.00
1992-11-01,11033000000.00
1992-12-01,12545000000.00
1993-01-01,11917000000.00
1993-02-01,11847000000.00
1993-03-01,13331000000.00
1993-04-01,12466000000.00
1993-05-01,11362000000.00
1993-06-01,13139000000.00
1993-07-01,12706000000.00
1993-08-01,13385000000.00
1993-09-01,14112000000.00
1993-10-01,13929000000.00
1993-11-01,13018000000.00
1993-12-01,13995000000.00
1994-01-01,12720000000.00
1994-02-01,11891000000.00
1994-03-01,14471000000.00
1994-04-01,12613000000.00
1994-05-01,12337000000.00
1994-06-01,13704000000.00
1994-07-01,12875000000.00
1994-08-01,14698000000.00
1994-09-01,15075000000.00
1994-10-01,14736000000.00
1994-11-01,14237000000.00
1994-12-01,16064000000.00
1995-01-01,15071000000.00
1995-02-01,14165000000.00
1995-03-01,17229000000.00
1995-04-01,14477000000.00
1995-05-01,15991000000.00
1995-06-01,17199000000.00
1995-07-01,15725000000.00
1995-08-01,17330000000.00
1995-09-01,17911000000.00
1995-10-01,18004000000.00
1995-11-01,16733000000.00
1995-12-01,18089000000.00
1996-01-01,17055000000.00
1996-02-01,16779000000.00
1996-03-01,18637000000.00
1996-04-01,17412000000.00
1996-05-01,18246000000.00
1996-06-01,18222000000.00
1996-07-01,18477000000.00
1996-08-01,18960000000.00
1996-09-01,19403000000.00
1996-10-01,19643000000.00
1996-11-01,18047000000.00
1996-12-01,19359000000.00
1997-01-01,17974000000.00
1997-02-01,17505000000.00
1997-03-01,19800000000.00
1997-04-01,18867000000.00
1997-05-01,18718000000.00
1997-06-01,20388000000.00
1997-07-01,19707000000.00
1997-08-01,19258000000.00
1997-09-01,21884000000.00
1997-10-01,21593000000.00
1997-11-01,18757000000.00
1997-12-01,22727000000.00
1998-01-01,19461000000.00
1998-02-01,19020000000.00
1998-03-01,22694000000.00
1998-04-01,20986000000.00
1998-05-01,19581000000.00
1998-06-01,22908000000.00
1998-07-01,21663000000.00
1998-08-01,21552000000.00
1998-09-01,23411000000.00
1998-10-01,22633000000.00
1998-11-01,19720000000.00
1998-12-01,23889000000.00
1999-01-01,19701000000.00
1999-02-01,20085000000.00
1999-03-01,25153000000.00
1999-04-01,22046000000.00
1999-05-01,21962000000.00
1999-06-01,25141000000.00
1999-07-01,23187000000.00
1999-08-01,24247000000.00
1999-09-01,26008000000.00
1999-10-01,24312000000.00
1999-11-01,23333000000.00
1999-12-01,26668000000.00
2000-01-01,21370000000.00
2000-02-01,22075000000.00
2000-03-01,26344000000.00
2000-04-01,21840000000.00
2000-05-01,23555000000.00
2000-06-01,24793000000.00
2000-07-01,22164000000.00
2000-08-01,25015000000.00
2000-09-01,25062000000.00
2000-10-01,24608000000.00
2000-11-01,22553000000.00
2000-12-01,22851000000.00
2001-01-01,21419000000.00
2001-02-01,20396000000.00
2001-03-01,24085000000.00
2001-04-01,21380000000.00
2001-05-01,23216000000.00
2001-06-01,23578000000.00
2001-07-01,22184000000.00
2001-08-01,23045000000.00
2001-09-01,22672000000.00
2001-10-01,22381000000.00
2001-11-01,20795000000.00
2001-12-01,22644000000.00
2002-01-01,20650000000.00
2002-02-01,19590000000.00
2002-03-01,22651000000.00
2002-04-01,20942000000.00
2002-05-01,22685000000.00
2002-06-01,23748000000.00
2002-07-01,23141000000.00
2002-08-01,23345000000.00
2002-09-01,25117000000.00
2002-10-01,24439000000.00
2002-11-01,21928000000.00
2002-12-01,24226000000.00
2003-01-01,21357000000.00
2003-02-01,20285000000.00
2003-03-01,23998000000.00
2003-04-01,22472000000.00
2003-05-01,22342000000.00
2003-06-01,24227000000.00
2003-07-01,23607000000.00
2003-08-01,22020000000.00
2003-09-01,25574000000.00
2003-10-01,24644000000.00
2003-11-01,22144000000.00
2003-12-01,26973000000.00
2004-01-01,22668000000.00
2004-02-01,22525000000.00
2004-03-01,27736000000.00
2004-04-01,23980000000.00
2004-05-01,23677000000.00
2004-06-01,28240000000.00
2004-07-01,25963000000.00
2004-08-01,25141000000.00
2004-09-01,28203000000.00
2004-10-01,25569000000.00
2004-11-01,26027000000.00
2004-12-01,30527000000.00
2005-01-01,23532000000.00
2005-02-01,23688000000.00
2005-03-01,29471000000.00
2005-04-01,24951000000.00
2005-05-01,26330000000.00
2005-06-01,29995000000.00
2005-07-01,25782000000.00
2005-08-01,28817000000.00
2005-09-01,31961000000.00
2005-10-01,28420000000.00
2005-11-01,27887000000.00
2005-12-01,31985000000.00
2006-01-01,25820000000.00
2006-02-01,25159000000.00
2006-03-01,32629000000.00
2006-04-01,25745000000.00
2006-05-01,28403000000.00
2006-06-01,31508000000.00
2006-07-01,27098000000.00
2006-08-01,29980000000.00
2006-09-01,32177000000.00
2006-10-01,31329000000.00
2006-11-01,30258000000.00
2006-12-01,33068000000.00
2007-01-01,28786000000.00
2007-02-01,26746000000.00
2007-03-01,33420000000.00
2007-04-01,28528000000.00
2007-05-01,30932000000.00
2007-06-01,34564000000.00
2007-07-01,30664000000.00
2007-08-01,32937000000.00
2007-09-01,33192000000.00
2007-10-01,34721000000.00
2007-11-01,32520000000.00
2007-12-01,34797000000.00
2008-01-01,30115000000.00
2008-02-01,28888000000.00
2008-03-01,33495000000.00
2008-04-01,30609000000.00
2008-05-01,30320000000.00
2008-06-01,34535000000.00
2008-07-01,31856000000.00
2008-08-01,30548000000.00
2008-09-01,35631000000.00
2008-10-01,33502000000.00
2008-11-01,28029000000.00
2008-12-01,34134000000.00
2009-01-01,25893000000.00
2009-02-01,24641000000.00
2009-03-01,30586000000.00
2009-04-01,27780000000.00
2009-05-01,26193000000.00
2009-06-01,31611000000.00
2009-07-01,29265000000.00
2009-08-01,27833000000.00
2009-09-01,32075000000.00
2009-10-01,31882000000.00
2009-11-01,29531000000.00
2009-12-01,36167000000.00
2010-01-01,28092000000.00
2010-02-01,26933000000.00
2010-03-01,34743000000.00
2010-04-01,31880000000.00
2010-05-01,30281000000.00
2010-06-01,36047000000.00
2010-07-01,33048000000.00
2010-08-01,32584000000.00
2010-09-01,36784000000.00
2010-10-01,34539000000.00
2010-11-01,33800000000.00
2010-12-01,39102000000.00
2011-01-01,31265000000.00
2011-02-01,29299000000.00
2011-03-01,37736000000.00
2011-04-01,33376000000.00
2011-05-01,31309000000.00
2011-06-01,37104000000.00
2011-07-01,33680000000.00
2011-08-01,34881000000.00
2011-09-01,37110000000.00
2011-10-01,34911000000.00
2011-11-01,33636000000.00
2011-12-01,37753000000.00
2012-01-01,30794000000.00
2012-02-01,30410000000.00
2012-03-01,36711000000.00
2012-04-01,32918000000.00
2012-05-01,33616000000.00
2012-06-01,36764000000.00
2012-07-01,33346000000.00
2012-08-01,34232000000.00
2012-09-01,34690000000.00
2012-10-01,36648000000.00
2012-11-01,35157000000.00
2012-12-01,37360000000.00
2013-01-01,32758000000.00
2013-02-01,30086000000.00
