Date,IZ3341
2005-12-01,100.00
2006-01-01,99.50
2006-02-01,98.80
2006-03-01,98.50
2006-04-01,97.90
2006-05-01,96.90
2006-06-01,96.40
2006-07-01,95.90
2006-08-01,95.90
2006-09-01,95.10
2006-10-01,94.50
2006-11-01,94.60
2006-12-01,94.80
2007-01-01,93.10
2007-02-01,92.50
2007-03-01,91.90
2007-04-01,91.70
2007-05-01,91.60
2007-06-01,91.70
2007-07-01,91.70
2007-08-01,92.00
2007-09-01,91.90
2007-10-01,91.20
2007-11-01,91.00
2007-12-01,90.90
2008-01-01,90.80
2008-02-01,90.20
2008-03-01,90.20
2008-04-01,89.80
2008-05-01,89.60
2008-06-01,88.70
2008-07-01,88.20
2008-08-01,87.00
2008-09-01,86.30
2008-10-01,86.00
2008-11-01,85.60
2008-12-01,85.00
2009-01-01,84.60
2009-02-01,84.10
2009-03-01,82.80
2009-04-01,82.70
2009-05-01,83.00
2009-06-01,82.80
2009-07-01,83.00
2009-08-01,82.90
2009-09-01,82.90
2009-10-01,82.60
2009-11-01,82.30
2009-12-01,81.80
2010-01-01,81.40
2010-02-01,81.00
2010-03-01,81.10
2010-04-01,81.00
2010-05-01,81.10
2010-06-01,81.10
2010-07-01,80.70
2010-08-01,80.50
2010-09-01,80.30
2010-10-01,80.20
2010-11-01,79.60
2010-12-01,79.40
2011-01-01,78.00
2011-02-01,78.10
2011-03-01,77.90
2011-04-01,76.90
2011-05-01,76.50
2011-06-01,76.00
2011-07-01,75.50
2011-08-01,75.40
2011-09-01,75.50
2011-10-01,74.90
2011-11-01,74.90
2011-12-01,75.10
2012-01-01,75.60
2012-02-01,75.40
2012-03-01,75.20
2012-04-01,74.80
2012-05-01,74.90
2012-06-01,75.00
2012-07-01,75.20
2012-08-01,75.10
2012-09-01,75.60
2012-10-01,75.30
2012-11-01,75.10
2012-12-01,75.00
2013-01-01,74.90
2013-02-01,74.80
2013-03-01,74.80
2013-04-01,74.80
2013-05-01,74.70
2013-06-01,74.60
2013-07-01,74.70
2013-08-01,74.40
2013-09-01,74.30
2013-10-01,74.10
2013-11-01,74.20
2013-12-01,74.00
2014-01-01,73.80
2014-02-01,73.60
2014-03-01,73.30
2014-04-01,73.00
2014-05-01,74.00
2014-06-01,74.00
2014-07-01,74.00
2014-08-01,73.80
2014-09-01,73.80
2014-10-01,73.90
2014-11-01,73.90
2014-12-01,73.80
2015-01-01,73.30
2015-02-01,73.30
2015-03-01,73.20
2015-04-01,72.90
2015-05-01,72.30
2015-06-01,72.10
2015-07-01,72.00
2015-08-01,71.90
2015-09-01,71.70
2015-10-01,71.60
2015-11-01,71.50
2015-12-01,71.40
2016-01-01,71.20
2016-02-01,71.10
2016-03-01,71.00
2016-04-01,71.10
2016-05-01,71.20
2016-06-01,70.80
2016-07-01,70.70
2016-08-01,70.30
2016-09-01,70.70
2016-10-01,70.40
2016-11-01,69.80
2016-12-01,70.00
2017-01-01,70.10
2017-02-01,70.30
2017-03-01,70.40
2017-04-01,70.20
2017-05-01,70.30
2017-06-01,70.50
2017-07-01,70.40
2017-08-01,70.30
2017-09-01,70.20
2017-10-01,70.40
2017-11-01,70.40
2017-12-01,70.30
2018-01-01,70.00
2018-02-01,70.10
2018-03-01,70.20
2018-04-01,70.00
2018-05-01,69.70
