Date,IPG211111N
1972-01-01,110.75
1972-02-01,113.42
1972-03-01,113.17
1972-04-01,113.98
1972-05-01,113.49
1972-06-01,112.53
1972-07-01,112.00
1972-08-01,112.23
1972-09-01,113.32
1972-10-01,112.69
1972-11-01,113.29
1972-12-01,112.54
1973-01-01,110.91
1973-02-01,114.38
1973-03-01,111.16
1973-04-01,110.80
1973-05-01,110.90
1973-06-01,110.50
1973-07-01,110.22
1973-08-01,110.07
1973-09-01,109.28
1973-10-01,110.21
1973-11-01,110.48
1973-12-01,109.66
1974-01-01,108.61
1974-02-01,110.69
1974-03-01,108.34
1974-04-01,107.33
1974-05-01,107.07
1974-06-01,105.16
1974-07-01,105.48
1974-08-01,104.31
1974-09-01,103.58
1974-10-01,103.21
1974-11-01,103.17
1974-12-01,102.87
1975-01-01,102.07
1975-02-01,103.91
1975-03-01,101.73
1975-04-01,101.24
1975-05-01,99.92
1975-06-01,100.25
1975-07-01,99.34
1975-08-01,98.60
1975-09-01,98.51
1975-10-01,98.70
1975-11-01,98.76
1975-12-01,99.59
1976-01-01,99.78
1976-02-01,99.94
1976-03-01,99.09
1976-04-01,97.16
1976-05-01,97.46
1976-06-01,97.63
1976-07-01,97.53
1976-08-01,96.62
1976-09-01,96.55
1976-10-01,96.34
1976-11-01,97.52
1976-12-01,98.69
1977-01-01,96.85
1977-02-01,101.44
1977-03-01,98.85
1977-04-01,98.12
1977-05-01,97.46
1977-06-01,97.91
1977-07-01,97.23
1977-08-01,97.98
1977-09-01,99.36
1977-10-01,99.49
1977-11-01,100.23
1977-12-01,101.05
1978-01-01,100.47
1978-02-01,102.45
1978-03-01,103.14
1978-04-01,103.25
1978-05-01,101.98
1978-06-01,102.30
1978-07-01,102.08
1978-08-01,101.31
1978-09-01,100.98
1978-10-01,101.25
1978-11-01,101.20
1978-12-01,101.68
1979-01-01,101.59
1979-02-01,103.35
1979-03-01,102.20
1979-04-01,101.71
1979-05-01,101.37
1979-06-01,99.74
1979-07-01,98.37
1979-08-01,100.33
1979-09-01,100.16
1979-10-01,101.20
1979-11-01,103.81
1979-12-01,103.66
1980-01-01,104.00
1980-02-01,104.35
1980-03-01,104.35
1980-04-01,101.94
1980-05-01,100.94
1980-06-01,99.09
1980-07-01,98.55
1980-08-01,96.65
1980-09-01,99.42
1980-10-01,99.13
1980-11-01,100.15
1980-12-01,102.94
1981-01-01,101.44
1981-02-01,101.68
1981-03-01,101.61
1981-04-01,101.07
1981-05-01,99.96
1981-06-01,100.66
1981-07-01,99.15
1981-08-01,100.68
1981-09-01,99.20
1981-10-01,99.19
1981-11-01,99.17
1981-12-01,100.92
1982-01-01,100.62
1982-02-01,102.63
1982-03-01,100.70
1982-04-01,99.24
1982-05-01,98.17
1982-06-01,97.97
1982-07-01,97.39
1982-08-01,96.48
1982-09-01,96.71
1982-10-01,96.30
1982-11-01,97.69
1982-12-01,96.61
1983-01-01,99.03
1983-02-01,98.19
1983-03-01,95.44
1983-04-01,96.32
1983-05-01,94.18
1983-06-01,94.47
1983-07-01,94.33
1983-08-01,94.17
1983-09-01,94.49
1983-10-01,95.26
1983-11-01,96.67
1983-12-01,95.99
1984-01-01,103.26
1984-02-01,100.55
1984-03-01,97.78
1984-04-01,99.54
1984-05-01,98.97
1984-06-01,98.23
1984-07-01,98.56
1984-08-01,97.59
1984-09-01,98.34
1984-10-01,98.31
1984-11-01,99.87
1984-12-01,100.97
1985-01-01,100.31
1985-02-01,102.66
1985-03-01,99.51
1985-04-01,98.32
1985-05-01,97.53
1985-06-01,96.69
1985-07-01,95.87
1985-08-01,94.89
1985-09-01,96.33
1985-10-01,96.70
1985-11-01,97.39
1985-12-01,102.07
1986-01-01,102.80
1986-02-01,101.63
1986-03-01,99.04
1986-04-01,95.49
1986-05-01,94.98
1986-06-01,93.15
1986-07-01,93.27
1986-08-01,91.31
1986-09-01,90.37
1986-10-01,91.88
1986-11-01,94.60
1986-12-01,95.44
1987-01-01,98.09
1987-02-01,97.17
1987-03-01,96.05
1987-04-01,95.04
1987-05-01,92.40
1987-06-01,91.66
1987-07-01,90.90
1987-08-01,91.16
1987-09-01,90.68
1987-10-01,93.47
1987-11-01,95.94
1987-12-01,97.24
1988-01-01,97.97
1988-02-01,97.73
1988-03-01,96.75
1988-04-01,94.01
1988-05-01,93.28
