Date,S4231SM144NCEN
1992-01-01,11551000000.00
1992-02-01,11984000000.00
1992-03-01,14257000000.00
1992-04-01,13314000000.00
1992-05-01,12962000000.00
1992-06-01,13741000000.00
1992-07-01,13541000000.00
1992-08-01,12644000000.00
1992-09-01,13021000000.00
1992-10-01,14317000000.00
1992-11-01,13004000000.00
1992-12-01,13506000000.00
1993-01-01,11888000000.00
1993-02-01,12178000000.00
1993-03-01,13912000000.00
1993-04-01,13987000000.00
1993-05-01,13779000000.00
1993-06-01,13484000000.00
1993-07-01,13893000000.00
1993-08-01,13507000000.00
1993-09-01,13358000000.00
1993-10-01,14093000000.00
1993-11-01,13227000000.00
1993-12-01,12996000000.00
1994-01-01,11967000000.00
1994-02-01,12940000000.00
1994-03-01,15900000000.00
1994-04-01,14425000000.00
1994-05-01,14369000000.00
1994-06-01,14426000000.00
1994-07-01,14101000000.00
1994-08-01,15542000000.00
1994-09-01,13745000000.00
1994-10-01,14536000000.00
1994-11-01,14699000000.00
1994-12-01,14421000000.00
1995-01-01,12607000000.00
1995-02-01,12575000000.00
1995-03-01,15424000000.00
1995-04-01,14072000000.00
1995-05-01,15453000000.00
1995-06-01,15100000000.00
1995-07-01,13617000000.00
1995-08-01,14714000000.00
1995-09-01,13466000000.00
1995-10-01,14444000000.00
1995-11-01,14111000000.00
1995-12-01,14153000000.00
1996-01-01,13432000000.00
1996-02-01,13738000000.00
1996-03-01,15522000000.00
1996-04-01,15111000000.00
1996-05-01,14807000000.00
1996-06-01,14208000000.00
1996-07-01,14608000000.00
1996-08-01,14096000000.00
1996-09-01,13212000000.00
1996-10-01,15035000000.00
1996-11-01,13838000000.00
1996-12-01,14457000000.00
1997-01-01,13094000000.00
1997-02-01,13157000000.00
1997-03-01,15266000000.00
1997-04-01,14906000000.00
1997-05-01,15028000000.00
1997-06-01,15082000000.00
1997-07-01,14849000000.00
1997-08-01,13470000000.00
1997-09-01,14377000000.00
1997-10-01,15465000000.00
1997-11-01,13739000000.00
1997-12-01,13910000000.00
1998-01-01,13071000000.00
1998-02-01,13176000000.00
1998-03-01,16469000000.00
1998-04-01,15782000000.00
1998-05-01,15250000000.00
1998-06-01,15912000000.00
1998-07-01,15694000000.00
1998-08-01,15174000000.00
1998-09-01,15552000000.00
1998-10-01,15917000000.00
1998-11-01,15256000000.00
1998-12-01,16488000000.00
1999-01-01,13847000000.00
1999-02-01,15758000000.00
1999-03-01,18584000000.00
1999-04-01,17921000000.00
1999-05-01,17174000000.00
1999-06-01,18718000000.00
1999-07-01,17928000000.00
1999-08-01,17953000000.00
