Date,U36SVS
1992-01-01,29614000000.00
1992-02-01,36883000000.00
1992-03-01,38823000000.00
1992-04-01,37485000000.00
1992-05-01,37935000000.00
1992-06-01,40060000000.00
1992-07-01,27572000000.00
1992-08-01,34496000000.00
1992-09-01,36447000000.00
1992-10-01,38991000000.00
1992-11-01,37403000000.00
1992-12-01,37902000000.00
1993-01-01,33249000000.00
1993-02-01,39745000000.00
1993-03-01,41565000000.00
1993-04-01,39808000000.00
1993-05-01,39135000000.00
1993-06-01,41477000000.00
1993-07-01,25863000000.00
1993-08-01,35005000000.00
1993-09-01,38405000000.00
1993-10-01,41620000000.00
1993-11-01,39134000000.00
1993-12-01,38431000000.00
1994-01-01,36696000000.00
1994-02-01,42715000000.00
1994-03-01,44224000000.00
1994-04-01,41823000000.00
1994-05-01,42345000000.00
1994-06-01,44891000000.00
1994-07-01,28605000000.00
1994-08-01,42010000000.00
1994-09-01,43300000000.00
1994-10-01,43239000000.00
1994-11-01,43382000000.00
1994-12-01,41515000000.00
1995-01-01,39668000000.00
1995-02-01,46100000000.00
1995-03-01,47331000000.00
1995-04-01,43338000000.00
1995-05-01,43335000000.00
1995-06-01,45607000000.00
1995-07-01,27867000000.00
1995-08-01,40929000000.00
1995-09-01,45397000000.00
1995-10-01,44662000000.00
1995-11-01,42920000000.00
1995-12-01,41117000000.00
1996-01-01,37531000000.00
1996-02-01,44999000000.00
1996-03-01,42419000000.00
1996-04-01,44404000000.00
1996-05-01,46866000000.00
1996-06-01,46448000000.00
1996-07-01,31010000000.00
1996-08-01,43747000000.00
1996-09-01,47086000000.00
1996-10-01,45098000000.00
1996-11-01,44834000000.00
1996-12-01,41588000000.00
1997-01-01,41688000000.00
1997-02-01,49011000000.00
1997-03-01,49221000000.00
1997-04-01,49965000000.00
1997-05-01,48475000000.00
1997-06-01,51122000000.00
1997-07-01,36017000000.00
1997-08-01,47987000000.00
1997-09-01,51391000000.00
1997-10-01,52069000000.00
1997-11-01,50420000000.00
1997-12-01,47941000000.00
1998-01-01,42214000000.00
1998-02-01,53523000000.00
1998-03-01,55779000000.00
1998-04-01,52367000000.00
1998-05-01,52444000000.00
1998-06-01,48802000000.00
1998-07-01,32123000000.00
1998-08-01,50821000000.00
1998-09-01,56337000000.00
1998-10-01,58912000000.00
1998-11-01,56484000000.00
1998-12-01,53076000000.00
1999-01-01,49757000000.00
1999-02-01,58962000000.00
1999-03-01,62695000000.00
1999-04-01,58125000000.00
1999-05-01,58910000000.00
1999-06-01,60720000000.00
