Date,IZ3262
2005-12-01,100.00
2006-01-01,100.30
2006-02-01,100.30
2006-03-01,101.00
2006-04-01,101.60
2006-05-01,101.70
2006-06-01,102.40
2006-07-01,103.00
2006-08-01,104.40
2006-09-01,105.50
2006-10-01,105.30
2006-11-01,105.50
2006-12-01,105.50
2007-01-01,105.50
2007-02-01,105.60
2007-03-01,106.20
2007-04-01,105.40
2007-05-01,105.40
2007-06-01,105.50
2007-07-01,106.20
2007-08-01,106.40
2007-09-01,106.30
2007-10-01,107.00
2007-11-01,107.20
2007-12-01,107.50
2008-01-01,108.10
2008-02-01,108.10
2008-03-01,108.70
2008-04-01,108.90
2008-05-01,110.30
2008-06-01,110.70
2008-07-01,112.30
2008-08-01,112.40
2008-09-01,113.10
2008-10-01,113.60
2008-11-01,113.50
2008-12-01,113.80
2009-01-01,116.10
2009-02-01,116.50
2009-03-01,117.00
2009-04-01,116.60
2009-05-01,116.40
2009-06-01,116.40
2009-07-01,116.30
2009-08-01,116.30
2009-09-01,116.40
2009-10-01,116.40
2009-11-01,116.50
2009-12-01,116.60
2010-01-01,117.90
2010-02-01,117.90
2010-03-01,118.20
2010-04-01,117.80
2010-05-01,120.00
2010-06-01,120.60
2010-07-01,121.60
2010-08-01,121.60
2010-09-01,121.80
2010-10-01,122.30
2010-11-01,122.50
2010-12-01,122.80
2011-01-01,125.80
2011-02-01,126.60
2011-03-01,127.60
2011-04-01,131.20
2011-05-01,132.00
2011-06-01,132.40
2011-07-01,135.20
2011-08-01,135.20
2011-09-01,135.30
2011-10-01,136.90
2011-11-01,137.00
2011-12-01,136.90
2012-01-01,140.00
2012-02-01,140.00
2012-03-01,139.80
2012-04-01,140.10
2012-05-01,140.10
2012-06-01,139.90
2012-07-01,139.40
2012-08-01,140.00
2012-09-01,140.10
2012-10-01,140.00
2012-11-01,139.80
2012-12-01,139.80
2013-01-01,137.80
2013-02-01,137.70
2013-03-01,137.20
2013-04-01,135.50
2013-05-01,135.20
2013-06-01,134.10
2013-07-01,133.10
2013-08-01,132.50
2013-09-01,131.20
2013-10-01,130.70
2013-11-01,130.80
2013-12-01,130.90
2014-01-01,129.40
2014-02-01,129.00
2014-03-01,128.80
2014-04-01,128.70
2014-05-01,128.30
2014-06-01,128.20
2014-07-01,125.60
2014-08-01,125.50
2014-09-01,125.50
2014-10-01,125.60
2014-11-01,126.00
2014-12-01,126.70
2015-01-01,123.70
2015-02-01,123.10
2015-03-01,123.20
2015-04-01,122.50
2015-05-01,122.40
2015-06-01,122.10
2015-07-01,121.00
2015-08-01,121.00
2015-09-01,120.90
2015-10-01,120.60
2015-11-01,120.40
2015-12-01,119.90
2016-01-01,119.60
2016-02-01,120.00
2016-03-01,119.00
2016-04-01,118.70
2016-05-01,119.00
2016-06-01,119.20
2016-07-01,120.50
2016-08-01,120.70
2016-09-01,120.50
2016-10-01,120.20
2016-11-01,120.30
2016-12-01,120.10
2017-01-01,119.90
2017-02-01,119.60
2017-03-01,120.50
2017-04-01,121.60
2017-05-01,121.60
2017-06-01,121.00
2017-07-01,119.50
2017-08-01,119.90
2017-09-01,120.10
2017-10-01,120.10
2017-11-01,119.60
2017-12-01,119.80
2018-01-01,119.40
2018-02-01,120.30
2018-03-01,120.20
2018-04-01,121.00
2018-05-01,120.90
