Date,U31SVS
1992-01-01,9767000000.00
1992-02-01,10413000000.00
1992-03-01,10776000000.00
1992-04-01,10821000000.00
1992-05-01,10905000000.00
1992-06-01,11186000000.00
1992-07-01,9559000000.00
1992-08-01,10291000000.00
1992-09-01,10501000000.00
1992-10-01,10539000000.00
1992-11-01,9945000000.00
1992-12-01,9086000000.00
1993-01-01,9692000000.00
1993-02-01,10430000000.00
1993-03-01,11381000000.00
1993-04-01,11054000000.00
1993-05-01,10654000000.00
1993-06-01,11375000000.00
1993-07-01,9285000000.00
1993-08-01,10596000000.00
1993-09-01,10923000000.00
1993-10-01,10915000000.00
1993-11-01,10752000000.00
1993-12-01,9931000000.00
1994-01-01,10324000000.00
1994-02-01,11378000000.00
1994-03-01,11735000000.00
1994-04-01,11584000000.00
1994-05-01,11963000000.00
1994-06-01,12440000000.00
1994-07-01,10503000000.00
1994-08-01,12366000000.00
1994-09-01,12581000000.00
1994-10-01,12801000000.00
1994-11-01,12710000000.00
1994-12-01,12591000000.00
1995-01-01,13182000000.00
1995-02-01,13894000000.00
1995-03-01,14551000000.00
1995-04-01,13708000000.00
1995-05-01,13955000000.00
1995-06-01,14128000000.00
1995-07-01,11612000000.00
1995-08-01,13425000000.00
1995-09-01,13629000000.00
1995-10-01,13684000000.00
1995-11-01,12992000000.00
1995-12-01,12014000000.00
1996-01-01,12472000000.00
1996-02-01,13418000000.00
1996-03-01,13485000000.00
1996-04-01,13655000000.00
1996-05-01,13849000000.00
1996-06-01,13521000000.00
1996-07-01,11880000000.00
1996-08-01,13159000000.00
1996-09-01,13360000000.00
1996-10-01,13591000000.00
1996-11-01,13149000000.00
1996-12-01,12099000000.00
1997-01-01,13244000000.00
1997-02-01,14371000000.00
1997-03-01,14279000000.00
1997-04-01,14562000000.00
1997-05-01,14229000000.00
1997-06-01,14779000000.00
1997-07-01,12688000000.00
1997-08-01,13973000000.00
1997-09-01,14576000000.00
1997-10-01,14620000000.00
1997-11-01,13825000000.00
1997-12-01,12972000000.00
1998-01-01,13894000000.00
1998-02-01,15186000000.00
1998-03-01,15157000000.00
1998-04-01,14876000000.00
1998-05-01,14412000000.00
1998-06-01,14492000000.00
1998-07-01,12386000000.00
1998-08-01,13777000000.00
1998-09-01,13932000000.00
1998-10-01,13727000000.00
1998-11-01,12675000000.00
1998-12-01,11595000000.00
1999-01-01,12374000000.00
1999-02-01,13265000000.00
1999-03-01,13619000000.00
1999-04-01,13150000000.00
1999-05-01,13257000000.00
1999-06-01,13571000000.00
1999-07-01,11747000000.00
1999-08-01,13358000000.00
1999-09-01,13622000000.00
1999-10-01,13441000000.00
1999-11-01,12987000000.00
1999-12-01,12257000000.00
2000-01-01,13216000000.00
2000-02-01,13973000000.00
2000-03-01,14355000000.00
2000-04-01,13622000000.00
2000-05-01,13626000000.00
2000-06-01,13958000000.00
2000-07-01,11884000000.00
2000-08-01,13135000000.00
2000-09-01,13168000000.00
2000-10-01,13043000000.00
2000-11-01,11957000000.00
2000-12-01,10661000000.00
2001-01-01,11797000000.00
2001-02-01,12067000000.00
2001-03-01,12493000000.00
2001-04-01,11659000000.00
2001-05-01,12391000000.00
2001-06-01,12116000000.00
2001-07-01,10695000000.00
2001-08-01,12023000000.00
2001-09-01,11193000000.00
2001-10-01,11734000000.00
2001-11-01,10688000000.00
2001-12-01,9390000000.00
2002-01-01,10886000000.00
2002-02-01,10966000000.00
2002-03-01,11822000000.00
2002-04-01,12145000000.00
2002-05-01,12520000000.00
2002-06-01,12064000000.00
2002-07-01,11091000000.00
2002-08-01,12278000000.00
2002-09-01,11962000000.00
2002-10-01,12510000000.00
2002-11-01,11115000000.00
2002-12-01,10077000000.00
2003-01-01,11673000000.00
2003-02-01,11306000000.00
2003-03-01,12036000000.00
2003-04-01,11737000000.00
2003-05-01,11882000000.00
2003-06-01,11506000000.00
2003-07-01,10740000000.00
2003-08-01,11365000000.00
2003-09-01,11689000000.00
2003-10-01,12341000000.00
2003-11-01,11026000000.00
2003-12-01,10969000000.00
2004-01-01,12382000000.00
2004-02-01,13186000000.00
2004-03-01,15374000000.00
2004-04-01,14904000000.00
2004-05-01,14860000000.00
2004-06-01,15888000000.00
2004-07-01,14601000000.00
2004-08-01,16442000000.00
2004-09-01,16553000000.00
2004-10-01,16387000000.00
2004-11-01,15751000000.00
2004-12-01,15274000000.00
2005-01-01,16686000000.00
2005-02-01,16794000000.00
2005-03-01,18409000000.00
