Date,IY33312
2005-12-01,100.00
2006-01-01,100.80
2006-02-01,101.20
2006-03-01,101.20
2006-04-01,101.30
2006-05-01,101.70
2006-06-01,102.00
2006-07-01,104.70
2006-08-01,105.00
2006-09-01,105.10
2006-10-01,105.10
2006-11-01,105.20
2006-12-01,105.70
2007-01-01,106.70
2007-02-01,106.70
2007-03-01,106.70
2007-04-01,106.80
2007-05-01,107.40
2007-06-01,107.70
2007-07-01,110.00
2007-08-01,110.40
2007-09-01,110.90
2007-10-01,111.20
2007-11-01,111.50
2007-12-01,111.80
2008-01-01,112.60
2008-02-01,112.30
2008-03-01,112.40
2008-04-01,113.10
2008-05-01,113.60
2008-06-01,114.40
2008-07-01,115.10
2008-08-01,115.50
2008-09-01,115.30
2008-10-01,115.80
2008-11-01,115.50
2008-12-01,115.50
2009-01-01,116.90
2009-02-01,117.40
2009-03-01,117.60
2009-04-01,117.70
2009-05-01,117.90
2009-06-01,118.00
2009-07-01,119.90
2009-08-01,120.00
2009-09-01,119.90
2009-10-01,120.00
2009-11-01,119.80
2009-12-01,119.80
2010-01-01,120.10
2010-02-01,119.90
2010-03-01,119.90
2010-04-01,121.20
2010-05-01,121.20
2010-06-01,121.00
2010-07-01,121.00
2010-08-01,121.10
2010-09-01,121.20
2010-10-01,121.30
2010-11-01,121.80
2010-12-01,121.70
2011-01-01,122.20
2011-02-01,122.40
2011-03-01,122.60
2011-04-01,123.30
2011-05-01,123.50
2011-06-01,123.80
2011-07-01,125.90
2011-08-01,126.20
2011-09-01,126.30
2011-10-01,125.90
2011-11-01,125.60
2011-12-01,125.00
2012-01-01,125.30
2012-02-01,125.30
2012-03-01,125.70
2012-04-01,125.50
2012-05-01,125.30
2012-06-01,125.00
2012-07-01,125.80
2012-08-01,125.50
2012-09-01,125.50
2012-10-01,125.20
2012-11-01,125.30
2012-12-01,125.40
2013-01-01,127.50
2013-02-01,128.20
2013-03-01,128.30
2013-04-01,129.30
2013-05-01,129.40
2013-06-01,129.30
2013-07-01,130.20
2013-08-01,130.10
2013-09-01,130.10
2013-10-01,130.00
2013-11-01,130.00
2013-12-01,129.60
2014-01-01,129.40
2014-02-01,129.10
2014-03-01,129.50
2014-04-01,129.70
2014-05-01,129.90
2014-06-01,129.90
2014-07-01,129.00
2014-08-01,129.00
2014-09-01,128.90
2014-10-01,129.40
2014-11-01,129.40
2014-12-01,129.70
2015-01-01,130.30
2015-02-01,130.70
2015-03-01,130.70
2015-04-01,130.90
2015-05-01,131.00
2015-06-01,131.10
2015-07-01,130.70
2015-08-01,131.00
2015-09-01,130.90
2015-10-01,130.80
2015-11-01,130.90
2015-12-01,130.60
2016-01-01,130.60
2016-02-01,130.50
2016-03-01,130.70
2016-04-01,131.00
2016-05-01,131.30
2016-06-01,131.30
2016-07-01,131.10
2016-08-01,131.20
2016-09-01,131.20
2016-10-01,131.20
2016-11-01,131.20
2016-12-01,131.50
2017-01-01,132.30
2017-02-01,132.80
2017-03-01,132.80
2017-04-01,132.70
2017-05-01,132.90
2017-06-01,132.80
2017-07-01,132.60
2017-08-01,133.50
2017-09-01,133.40
2017-10-01,133.50
2017-11-01,133.20
2017-12-01,133.10
2018-01-01,133.70
2018-02-01,133.90
2018-03-01,133.80
2018-04-01,133.60
2018-05-01,133.90
