Date,JTS7200TSL
2000-12-01,749000.00
2001-01-01,866000.00
2001-02-01,723000.00
2001-03-01,831000.00
2001-04-01,856000.00
2001-05-01,771000.00
2001-06-01,729000.00
2001-07-01,768000.00
2001-08-01,722000.00
2001-09-01,793000.00
2001-10-01,766000.00
2001-11-01,704000.00
2001-12-01,656000.00
2002-01-01,673000.00
2002-02-01,769000.00
2002-03-01,644000.00
2002-04-01,705000.00
2002-05-01,662000.00
2002-06-01,687000.00
2002-07-01,707000.00
2002-08-01,683000.00
2002-09-01,663000.00
2002-10-01,641000.00
2002-11-01,652000.00
2002-12-01,656000.00
2003-01-01,694000.00
2003-02-01,671000.00
2003-03-01,619000.00
2003-04-01,664000.00
2003-05-01,723000.00
2003-06-01,659000.00
2003-07-01,638000.00
2003-08-01,645000.00
2003-09-01,655000.00
2003-10-01,662000.00
2003-11-01,663000.00
2003-12-01,692000.00
2004-01-01,694000.00
2004-02-01,660000.00
2004-03-01,703000.00
2004-04-01,683000.00
2004-05-01,706000.00
2004-06-01,710000.00
2004-07-01,710000.00
2004-08-01,749000.00
2004-09-01,678000.00
2004-10-01,707000.00
2004-11-01,715000.00
2004-12-01,700000.00
2005-01-01,764000.00
2005-02-01,685000.00
2005-03-01,714000.00
2005-04-01,671000.00
2005-05-01,765000.00
2005-06-01,754000.00
2005-07-01,756000.00
2005-08-01,757000.00
2005-09-01,786000.00
2005-10-01,781000.00
2005-11-01,799000.00
2005-12-01,750000.00
2006-01-01,810000.00
2006-02-01,855000.00
2006-03-01,790000.00
2006-04-01,716000.00
2006-05-01,751000.00
2006-06-01,780000.00
2006-07-01,748000.00
2006-08-01,733000.00
2006-09-01,738000.00
2006-10-01,768000.00
2006-11-01,813000.00
2006-12-01,813000.00
2007-01-01,763000.00
2007-02-01,797000.00
2007-03-01,762000.00
2007-04-01,794000.00
2007-05-01,773000.00
2007-06-01,805000.00
2007-07-01,790000.00
2007-08-01,762000.00
2007-09-01,731000.00
2007-10-01,779000.00
2007-11-01,757000.00
2007-12-01,762000.00
2008-01-01,756000.00
2008-02-01,811000.00
2008-03-01,710000.00
2008-04-01,724000.00
2008-05-01,747000.00
2008-06-01,723000.00
2008-07-01,704000.00
2008-08-01,695000.00
2008-09-01,707000.00
2008-10-01,695000.00
2008-11-01,643000.00
2008-12-01,623000.00
2009-01-01,621000.00
2009-02-01,626000.00
2009-03-01,606000.00
2009-04-01,593000.00
2009-05-01,569000.00
2009-06-01,557000.00
2009-07-01,542000.00
2009-08-01,578000.00
2009-09-01,539000.00
2009-10-01,521000.00
2009-11-01,551000.00
2009-12-01,536000.00
2010-01-01,552000.00
2010-02-01,527000.00
2010-03-01,527000.00
2010-04-01,519000.00
2010-05-01,532000.00
2010-06-01,515000.00
2010-07-01,543000.00
2010-08-01,519000.00
2010-09-01,513000.00
2010-10-01,531000.00
2010-11-01,508000.00
2010-12-01,489000.00
2011-01-01,524000.00
2011-02-01,513000.00
2011-03-01,569000.00
2011-04-01,534000.00
2011-05-01,552000.00
2011-06-01,577000.00
2011-07-01,599000.00
2011-08-01,583000.00
2011-09-01,584000.00
2011-10-01,550000.00
2011-11-01,554000.00
2011-12-01,562000.00
2012-01-01,578000.00
2012-02-01,562000.00
2012-03-01,618000.00
2012-04-01,594000.00
2012-05-01,621000.00
2012-06-01,609000.00
2012-07-01,605000.00
2012-08-01,610000.00
2012-09-01,574000.00
2012-10-01,629000.00
2012-11-01,586000.00
2012-12-01,571000.00
2013-01-01,633000.00
2013-02-01,629000.00
2013-03-01,636000.00
2013-04-01,697000.00
2013-05-01,629000.00
2013-06-01,620000.00
2013-07-01,625000.00
2013-08-01,618000.00
2013-09-01,670000.00
2013-10-01,650000.00
2013-11-01,601000.00
2013-12-01,634000.00
2014-01-01,667000.00
2014-02-01,705000.00
2014-03-01,640000.00
2014-04-01,675000.00
2014-05-01,691000.00
2014-06-01,717000.00
2014-07-01,716000.00
2014-08-01,675000.00
2014-09-01,724000.00
2014-10-01,743000.00
2014-11-01,708000.00
2014-12-01,737000.00
2015-01-01,718000.00
2015-02-01,704000.00
2015-03-01,769000.00
2015-04-01,804000.00
2015-05-01,761000.00
2015-06-01,763000.00
2015-07-01,791000.00
2015-08-01,829000.00
2015-09-01,807000.00
2015-10-01,803000.00
2015-11-01,787000.00
2015-12-01,835000.00
2016-01-01,747000.00
2016-02-01,869000.00
2016-03-01,825000.00
2016-04-01,854000.00
2016-05-01,841000.00
2016-06-01,825000.00
2016-07-01,850000.00
2016-08-01,830000.00
2016-09-01,784000.00
2016-10-01,828000.00
2016-11-01,840000.00
2016-12-01,817000.00
2017-01-01,824000.00
2017-02-01,821000.00
2017-03-01,847000.00
2017-04-01,822000.00
2017-05-01,815000.00
2017-06-01,826000.00
2017-07-01,803000.00
2017-08-01,836000.00
2017-09-01,870000.00
2017-10-01,812000.00
2017-11-01,827000.00
2017-12-01,839000.00
2018-01-01,831000.00
2018-02-01,827000.00
2018-03-01,828000.00
2018-04-01,860000.00
